-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,pointer-events-none_3,truncate,text-white_2,text-white_2_link,img_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbk2-m8u2nbim7codd4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"[PROMO] Macbook Air 2015 11"" i5 4GB 256GB SSD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.180.000,-1%,4.9,28 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28284207957&shopid=1517673547,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"[PROMO] Macbook Air 2015 11"" i5 4GB 256GB SSD
Rp
2.180.000
-1%
4.9
28 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/-PROMO-Macbook-Air-2015-11-i5-4GB-256GB-SSD-i.1517673547.28284207957?extraParams=%7B%22display_model_id%22%3A243267291073%2C%22model_selection_logic%22%3A3%7D&sp_atk=8cdb1b6b-20da-4b32-b22e-5fd678957ef7&xptdk=8cdb1b6b-20da-4b32-b22e-5fd678957ef7
https://down-id.img.susercontent.com/file/id-11134207-7rasd-m4x9vla78mjaf3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MACBOOK PRO 2020 SECOND 13” [INTEL],,Rp,7.300.000,,5.0,19 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29367449032&shopid=642863238,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"MACBOOK PRO 2020 SECOND 13” [INTEL]
Rp
7.300.000
5.0
19 Terjual
< 2 Hari
Kab. Sleman",https://shopee.co.id/MACBOOK-PRO-2020-SECOND-13%E2%80%9D-INTEL--i.642863238.29367449032?extraParams=%7B%22display_model_id%22%3A237335915672%2C%22model_selection_logic%22%3A3%7D&sp_atk=8cc38b5b-9b30-4c07-a880-89feb8703386&xptdk=8cc38b5b-9b30-4c07-a880-89feb8703386
https://down-id.img.susercontent.com/file/id-11134207-8224x-mhbjakoms5cd84,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"MacBook Air 2019 i5 16GB 256GB Retina 13"" Used",,Rp,5.525.000,,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=44176649013&shopid=895302401,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"MacBook Air 2019 i5 16GB 256GB Retina 13"" Used
Rp
5.525.000
< 2 Hari
Bandung",https://shopee.co.id/MacBook-Air-2019-i5-16GB-256GB-Retina-13-Used-i.895302401.44176649013?extraParams=%7B%22display_model_id%22%3A360180507760%2C%22model_selection_logic%22%3A3%7D&sp_atk=6f309580-765e-4ea9-93fe-d1fb25ebf87a&xptdk=6f309580-765e-4ea9-93fe-d1fb25ebf87a
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lqobx1fyyozc18,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"MacBook Air M1 13"" 8/16GB RAM 128/256/512GB SSD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,8.200.000,,5.0,66 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=24759309777&shopid=936566473,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"MacBook Air M1 13"" 8/16GB RAM 128/256/512GB SSD
Rp
8.200.000
5.0
66 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/MacBook-Air-M1-13-8-16GB-RAM-128-256-512GB-SSD-i.936566473.24759309777?extraParams=%7B%22display_model_id%22%3A255240009729%2C%22model_selection_logic%22%3A3%7D&sp_atk=3eb7b170-42b8-43ce-ae30-aac66c31047f&xptdk=3eb7b170-42b8-43ce-ae30-aac66c31047f
https://down-id.img.susercontent.com/file/id-11134207-7qukw-lfy3fdzy53u0ad,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Macbook Pro M1 13"" 256GB/512GB Second Original",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,11.490.000,-1%,5.0,333 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=18988051880&shopid=974865050,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Macbook Pro M1 13"" 256GB/512GB Second Original
Rp
11.490.000
-1%
5.0
333 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/Macbook-Pro-M1-13-256GB-512GB-Second-Original-i.974865050.18988051880?extraParams=%7B%22display_model_id%22%3A221531554541%2C%22model_selection_logic%22%3A3%7D&sp_atk=527a30eb-80c2-41d2-8ee6-d84396f9ecca&xptdk=527a30eb-80c2-41d2-8ee6-d84396f9ecca
https://down-id.img.susercontent.com/file/id-11134207-7quky-lje79rfrvkor66,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Macbook Air 11 inch 2015 second preloved bekas,,Rp,3.500.000,,,5-9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tapin,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=20590984986&shopid=5266554,,"Macbook Air 11 inch 2015 second preloved bekas
Rp
3.500.000
5-9 Hari
Kab. Tapin",https://shopee.co.id/Macbook-Air-11-inch-2015-second-preloved-bekas-i.5266554.20590984986?extraParams=%7B%22display_model_id%22%3A235432136486%2C%22model_selection_logic%22%3A3%7D&sp_atk=06675379-971c-4a7c-a977-dcb96e8826f9&xptdk=06675379-971c-4a7c-a977-dcb96e8826f9
https://down-id.img.susercontent.com/file/id-11134207-7ra0m-mct0ldu65jx380,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"MacBook Pro Retina 13"" 2019 Core i5 8GB SSD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.300.000,,5.0,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29731036890&shopid=1391731440,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"MacBook Pro Retina 13"" 2019 Core i5 8GB SSD
Rp
6.300.000
5.0
9 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/MacBook-Pro-Retina-13-2019-Core-i5-8GB-SSD-i.1391731440.29731036890?extraParams=%7B%22display_model_id%22%3A306422855704%2C%22model_selection_logic%22%3A3%7D&sp_atk=4d46da3f-fd29-40f3-81fc-470b67e35184&xptdk=4d46da3f-fd29-40f3-81fc-470b67e35184
https://down-id.img.susercontent.com/file/id-11134207-7r991-ln175dqqfcx359,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,{SECOND ORI} MACBOOK PRO 2014 Retina CORE i5 RAM 8GB SSD 512G MULUS OS BIGSUR 95% NEW Terjamin,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.995.000,-1%,4.7,11 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=23758378021&shopid=1021187906,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"{SECOND ORI} MACBOOK PRO 2014 Retina CORE i5 RAM 8GB SSD 512G MULUS OS BIGSUR 95% NEW Terjamin
Rp
4.995.000
-1%
4.7
11 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/-SECOND-ORI-MACBOOK-PRO-2014-Retina-CORE-i5-RAM-8GB-SSD-512G-MULUS-OS-BIGSUR-95-NEW-Terjamin-i.1021187906.23758378021?extraParams=%7B%22display_model_id%22%3A89568363108%2C%22model_selection_logic%22%3A3%7D&sp_atk=7b524599-42f3-4064-ba69-d5805d669ec1&xptdk=7b524599-42f3-4064-ba69-d5805d669ec1
https://down-id.img.susercontent.com/file/id-11134207-7rasf-m27tfnyx7f62d2,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Apple MacBook Pro A1278 Intel Core I5  [ 8GB - 128GB / 256GB ] 13.3 Inch Ori bekas,,Rp,1.899.000,,5.0,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28216574566&shopid=813641558,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Laptop Apple MacBook Pro A1278 Intel Core I5 [ 8GB - 128GB / 256GB ] 13.3 Inch Ori bekas
Rp
1.899.000
5.0
5 Terjual
< 2 Hari
Tangerang",https://shopee.co.id/Laptop-Apple-MacBook-Pro-A1278-Intel-Core-I5-8GB-128GB-256GB-13.3-Inch-Ori-bekas-i.813641558.28216574566?extraParams=%7B%22display_model_id%22%3A256954881035%2C%22model_selection_logic%22%3A3%7D&sp_atk=6019e763-29db-404a-90b6-4b8efadbb20c&xptdk=6019e763-29db-404a-90b6-4b8efadbb20c
https://down-id.img.susercontent.com/file/id-11134207-7qul5-lfaoskge3sfv79,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,MacBook Air M1 Chip 256gb 512gb Second Original Bergaransi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,8.890.000,,4.8,220 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=21577612572&shopid=795352178,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"MacBook Air M1 Chip 256gb 512gb Second Original Bergaransi
Rp
8.890.000
4.8
220 Terjual
3-4 Hari
Depok",https://shopee.co.id/MacBook-Air-M1-Chip-256gb-512gb-Second-Original-Bergaransi-i.795352178.21577612572?extraParams=%7B%22display_model_id%22%3A127520383434%2C%22model_selection_logic%22%3A3%7D&sp_atk=cebde4c2-602a-49c3-a2fb-74e5dc587cd8&xptdk=cebde4c2-602a-49c3-a2fb-74e5dc587cd8
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m9pqyei0cttn04,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Macbook Pro 2012 MD101 - Core i5 2.5 Ghz - 8GB RAM - 256GB SSD - 13 inch - Bekas,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.300.000,,5.0,18 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=41100733529&shopid=124282589,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Macbook Pro 2012 MD101 - Core i5 2.5 Ghz - 8GB RAM - 256GB SSD - 13 inch - Bekas
Rp
2.300.000
5.0
18 Terjual
3-4 Hari
Jakarta Pusat",https://shopee.co.id/Macbook-Pro-2012-MD101-Core-i5-2.5-Ghz-8GB-RAM-256GB-SSD-13-inch-Bekas-i.124282589.41100733529?extraParams=%7B%22display_model_id%22%3A234234982854%2C%22model_selection_logic%22%3A3%7D&sp_atk=d9d6ffd0-28f2-4236-8281-4a38f236d1ea&xptdk=d9d6ffd0-28f2-4236-8281-4a38f236d1ea
https://down-id.img.susercontent.com/file/id-11134207-7qula-lhxh53kup4ogef,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Macbook Pro Retina 13"" 2015 8GB Second Original",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.497.999,-1%,5.0,59 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=23211465636&shopid=106426056,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Macbook Pro Retina 13"" 2015 8GB Second Original
Rp
6.497.999
-1%
5.0
59 Terjual
3-4 Hari
Jakarta Barat",https://shopee.co.id/Macbook-Pro-Retina-13-2015-8GB-Second-Original-i.106426056.23211465636?extraParams=%7B%22display_model_id%22%3A49276203797%2C%22model_selection_logic%22%3A3%7D&sp_atk=19bd41d2-fda9-4636-bff2-a4bfb9d57480&xptdk=19bd41d2-fda9-4636-bff2-a4bfb9d57480
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mdpuw91ohv4b99,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Macbook Pro 2018/2019 13"" i7 16GB 512GB Retina",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,5.900.000,,5.0,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=19784948761&shopid=1088443349,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Macbook Pro 2018/2019 13"" i7 16GB 512GB Retina
Rp
5.900.000
5.0
7 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Macbook-Pro-2018-2019-13-i7-16GB-512GB-Retina-i.1088443349.19784948761?extraParams=%7B%22display_model_id%22%3A365621871193%2C%22model_selection_logic%22%3A3%7D&sp_atk=2d483b1c-338c-407a-bdde-d1529eee8aa9&xptdk=2d483b1c-338c-407a-bdde-d1529eee8aa9
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmq2vm3kn01s04,,MacBook Air M3 Second Originall,,Rp,13.500.000,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=42629810012&shopid=1325159495,,"MacBook Air M3 Second Originall
Rp
13.500.000
4-7 Hari
Bandung",https://shopee.co.id/MacBook-Air-M3-Second-Originall-i.1325159495.42629810012?extraParams=%7B%22display_model_id%22%3A287510491800%2C%22model_selection_logic%22%3A3%7D&sp_atk=426ddc44-fbbd-48ef-b226-62f50036d401&xptdk=426ddc44-fbbd-48ef-b226-62f50036d401
https://down-id.img.susercontent.com/file/id-11134207-8224o-mk56zkv8o2rn3b,,MACBOOK PRO M1 2020 A2338 – SECOND ORIGINAL APPLE GRADE A+++,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,9.600.000,,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=52905620521&shopid=157068225,,"MACBOOK PRO M1 2020 A2338 – SECOND ORIGINAL APPLE GRADE A+++
Rp
9.600.000
Batam",https://shopee.co.id/MACBOOK-PRO-M1-2020-A2338-%E2%80%93-SECOND-ORIGINAL-APPLE-GRADE-A--i.157068225.52905620521?extraParams=%7B%22display_model_id%22%3A302377242148%2C%22model_selection_logic%22%3A3%7D&sp_atk=61dec865-0bb3-4d75-8f7a-427acab59785&xptdk=61dec865-0bb3-4d75-8f7a-427acab59785
https://down-id.img.susercontent.com/file/e678cc576c0c1628359a798ab5cc896b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Macbook Air 13 inch 2018 128 GB Second,,Rp,11.500.000,,,5-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,Cicilan,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=18200415291&shopid=202359901,,"Macbook Air 13 inch 2018 128 GB Second
Rp
11.500.000
Cicilan
5-8 Hari
Tangerang",https://shopee.co.id/Macbook-Air-13-inch-2018-128-GB-Second-i.202359901.18200415291?extraParams=%7B%22display_model_id%22%3A58735358406%2C%22model_selection_logic%22%3A3%7D&sp_atk=667b9a52-7491-4748-8763-a240ab0e6f59&xptdk=667b9a52-7491-4748-8763-a240ab0e6f59
https://down-id.img.susercontent.com/file/id-11134207-7r98q-lydf5r18wv6jca,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Macbook Air 13 inch 2017 128GB i5 8G (second),,Rp,4.400.000,,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=26306682753&shopid=205029435,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Macbook Air 13 inch 2017 128GB i5 8G (second)
Rp
4.400.000
< 2 Hari
Malang",https://shopee.co.id/Macbook-Air-13-inch-2017-128GB-i5-8G-(second)-i.205029435.26306682753?extraParams=%7B%22display_model_id%22%3A246296414241%2C%22model_selection_logic%22%3A3%7D&sp_atk=644b1485-76b1-4c34-a505-be797dd0d0e9&xptdk=644b1485-76b1-4c34-a505-be797dd0d0e9
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmuc5nej0lj60e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"MacBook Pro 2016 13"" RAM 8/16 SSD 128/2TB Original",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,5.000.000,,5.0,28 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=21777603962&shopid=976133661,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"MacBook Pro 2016 13"" RAM 8/16 SSD 128/2TB Original
Rp
5.000.000
5.0
28 Terjual
< 2 Hari
Kab. Tangerang",https://shopee.co.id/MacBook-Pro-2016-13-RAM-8-16-SSD-128-2TB-Original-i.976133661.21777603962?extraParams=%7B%22display_model_id%22%3A184217205417%2C%22model_selection_logic%22%3A3%7D&sp_atk=e1b9ef7e-d000-4859-b8e5-25c038064812&xptdk=e1b9ef7e-d000-4859-b8e5-25c038064812
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m8edxss2p2fi69,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"MACBOOK PRO RETINA 13"" 2015 IBOX RAM 8GB SECOND BERKUALITAS ORIGINAL HARGA EKONOMIS",,Rp,4.500.000,,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=27486058261&shopid=423107583,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"MACBOOK PRO RETINA 13"" 2015 IBOX RAM 8GB SECOND BERKUALITAS ORIGINAL HARGA EKONOMIS
Rp
4.500.000
1 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/MACBOOK-PRO-RETINA-13-2015-IBOX-RAM-8GB-SECOND-BERKUALITAS-ORIGINAL-HARGA-EKONOMIS-i.423107583.27486058261?extraParams=%7B%22display_model_id%22%3A227797405110%2C%22model_selection_logic%22%3A3%7D&sp_atk=7f8f66c1-276f-4254-b056-f367c284502f&xptdk=7f8f66c1-276f-4254-b056-f367c284502f
