-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,pointer-events-none,img,text-xs/sp14_2,text-xs,pointer-events-none_2,align-middle,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98t-ls6qxfcynino9d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop ACER ES1-432 14inch RAM 8GB SSD 512GB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.840.000,-47%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,"Laptop ACER ES1-432 14inch RAM 8GB SSD 512GB
Rp
1.840.000
-47%
4.8
5 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-ACER-ES1-432-14inch-RAM-8GB-SSD-512GB-i.86838885.12480808346?extraParams=%7B%22display_model_id%22%3A170703189159%2C%22model_selection_logic%22%3A3%7D&sp_atk=fcd7d73a-e90a-4fb2-8d0d-9cd1139e2956&xptdk=fcd7d73a-e90a-4fb2-8d0d-9cd1139e2956
https://down-id.img.susercontent.com/file/id-11134207-7ra0j-mbrupgomkfvb42,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Laptop Acer Aspire 5 A514-52K, Intel Core i3-7020U, Gen 7Th, Ram 4/256Gb, UHD Graphics 620, Super Slim, Lengkap, Grey",,Rp,2.400.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,"Laptop Acer Aspire 5 A514-52K, Intel Core i3-7020U, Gen 7Th, Ram 4/256Gb, UHD Graphics 620, Super Slim, Lengkap, Grey
Rp
2.400.000
3.0
3 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-Acer-Aspire-5-A514-52K-Intel-Core-i3-7020U-Gen-7Th-Ram-4-256Gb-UHD-Graphics-620-Super-Slim-Lengkap-Grey-i.1168421838.41857301462?extraParams=%7B%22display_model_id%22%3A253594984788%2C%22model_selection_logic%22%3A3%7D&sp_atk=7ef5ec0b-eeb0-4fa8-845b-9b7dea0091b9&xptdk=7ef5ec0b-eeb0-4fa8-845b-9b7dea0091b9
https://down-id.img.susercontent.com/file/id-11134207-822wj-mlg4imujnthk5b,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Laptop Acer Aspire 3 A314-41, Amd A6-9200e, Gen 7Th, Ram 4Gb / 500Gb, Vga Amd Radeon R4 Graphics, Gaming, Editing Super Ngebut, Seri Baru, Slim, Like New, Lengkap, Black",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.250.000,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,"Laptop Acer Aspire 3 A314-41, Amd A6-9200e, Gen 7Th, Ram 4Gb / 500Gb, Vga Amd Radeon R4 Graphics, Gaming, Editing Super Ngebut, Seri Baru, Slim, Like New, Lengkap, Black
Rp
2.250.000
Jakarta Barat",https://shopee.co.id/Laptop-Acer-Aspire-3-A314-41-Amd-A6-9200e-Gen-7Th-Ram-4Gb-500Gb-Vga-Amd-Radeon-R4-Graphics-Gaming-Editing-Super-Ngebut-Seri-Baru-Slim-Like-New-Lengkap-Black-i.850155898.55006867679?extraParams=%7B%22display_model_id%22%3A350614274706%2C%22model_selection_logic%22%3A3%7D&sp_atk=ffed7fbe-707d-4921-99ed-f1df822caf3b&xptdk=ffed7fbe-707d-4921-99ed-f1df822caf3b
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lo7yldn85uzod0,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Acer Chromebook R11 (Touchscreen) Celeron-N3060 Ram 4/32Gb BERGARANSI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.750.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,"Acer Chromebook R11 (Touchscreen) Celeron-N3060 Ram 4/32Gb BERGARANSI
Rp
1.750.000
5.0
5 Terjual
Jakarta Barat",https://shopee.co.id/Acer-Chromebook-R11-(Touchscreen)-Celeron-N3060-Ram-4-32Gb-BERGARANSI-i.850155898.18495334517?extraParams=%7B%22display_model_id%22%3A176223436500%2C%22model_selection_logic%22%3A3%7D&sp_atk=ec3e1fab-afed-4f05-ba74-45047c378a91&xptdk=ec3e1fab-afed-4f05-ba74-45047c378a91
https://down-id.img.susercontent.com/file/id-11134207-8224z-mfw6ngim89hq10,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"ACER ASPIRE 3 A314 Celeron N4000 RAM 8GB-SSD 512GB 14"" HD W 10 free MOUSE DAN TAS",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.201.500,-30%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,"ACER ASPIRE 3 A314 Celeron N4000 RAM 8GB-SSD 512GB 14"" HD W 10 free MOUSE DAN TAS
Rp
2.201.500
-30%
4.5
3 Terjual
Jakarta Barat",https://shopee.co.id/ACER-ASPIRE-3-A314-Celeron-N4000-RAM-8GB-SSD-512GB-14-HD-W-10-free-MOUSE-DAN-TAS-i.1437111249.26872864120?extraParams=%7B%22display_model_id%22%3A247420729790%2C%22model_selection_logic%22%3A3%7D&sp_atk=b20ef37c-14f2-4982-93ae-2754dbe2291a&xptdk=b20ef37c-14f2-4982-93ae-2754dbe2291a
https://down-id.img.susercontent.com/file/id-11134207-822wk-mlkp6h59lvk41b,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Netbook ACER ES1 CELERON RAM 4GB SSD 256GB-12INCH (FREE MOUSE),,Rp,1.550.000,,,,,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,"Netbook ACER ES1 CELERON RAM 4GB SSD 256GB-12INCH (FREE MOUSE)
Rp
1.550.000
2 Terjual
Jakarta Barat",https://shopee.co.id/Netbook-ACER-ES1-CELERON-RAM-4GB-SSD-256GB-12INCH-(FREE-MOUSE)-i.18337948.42424650478?extraParams=%7B%22display_model_id%22%3A254035862032%2C%22model_selection_logic%22%3A3%7D&sp_atk=58b04f81-b74c-40cd-8234-5394222f38eb&xptdk=58b04f81-b74c-40cd-8234-5394222f38eb
https://down-id.img.susercontent.com/file/sg-11134201-824jc-mezzlid6zuo9db,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop ACER slim generasi baru A314 N4000 SSD 128GB 256GB 512GB,,Rp,1.750.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,"Laptop ACER slim generasi baru A314 N4000 SSD 128GB 256GB 512GB
Rp
1.750.000
5.0
3 Terjual
Malang",https://shopee.co.id/Laptop-ACER-slim-generasi-baru-A314-N4000-SSD-128GB-256GB-512GB-i.141725604.42170795771?extraParams=%7B%22display_model_id%22%3A281697281070%2C%22model_selection_logic%22%3A3%7D&sp_atk=a3814640-784a-456a-b2f7-64e84ba4425c&xptdk=a3814640-784a-456a-b2f7-64e84ba4425c
https://down-id.img.susercontent.com/file/id-11134207-8224t-mibrxb9l2z9g60,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP ACER TRAVELMATE P643-M INTEL CORE I5-3230M,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,945.000,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,Produk Baru,"LAPTOP ACER TRAVELMATE P643-M INTEL CORE I5-3230M
Rp
945.000
Produk Baru
Surabaya",https://shopee.co.id/LAPTOP-ACER-TRAVELMATE-P643-M-INTEL-CORE-I5-3230M-i.583175572.46353200295?extraParams=%7B%22display_model_id%22%3A430306354320%2C%22model_selection_logic%22%3A3%7D&sp_atk=84727e14-2dbb-4602-8d71-265ced189d0f&xptdk=84727e14-2dbb-4602-8d71-265ced189d0f
https://down-id.img.susercontent.com/file/id-11134207-822wl-mlg917okmz9fda,,Laptop Acer ES1-432 N3350 Ram 4GB HDD 500GB,,Rp,1.020.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,"Laptop Acer ES1-432 N3350 Ram 4GB HDD 500GB
Rp
1.020.000
5.0
1 Terjual
Malang",https://shopee.co.id/Laptop-Acer-ES1-432-N3350-Ram-4GB-HDD-500GB-i.408938351.56356788596?extraParams=%7B%22display_model_id%22%3A360609471891%2C%22model_selection_logic%22%3A3%7D&sp_atk=cc05a0ea-8434-43ad-bbe9-8931ca7fa07e&xptdk=cc05a0ea-8434-43ad-bbe9-8931ca7fa07e
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mclivwuneuxz9f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP ACER AL14-32P INTEL CORE 3 N355 RAM 8GB DDR5 SSD 512GB / 256GB 14” WUXGA WIN 11 OHS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.800.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,25 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarmasin,,"LAPTOP ACER AL14-32P INTEL CORE 3 N355 RAM 8GB DDR5 SSD 512GB / 256GB 14” WUXGA WIN 11 OHS
Rp
7.800.000
5.0
25 Terjual
Banjarmasin",https://shopee.co.id/LAPTOP-ACER-AL14-32P-INTEL-CORE-3-N355-RAM-8GB-DDR5-SSD-512GB-256GB-14%E2%80%9D-WUXGA-WIN-11-OHS-i.312419703.25394939598?extraParams=%7B%22display_model_id%22%3A340266786226%2C%22model_selection_logic%22%3A3%7D&sp_atk=d8cec2ea-ccf2-4012-9366-22dd7c4192a3&xptdk=d8cec2ea-ccf2-4012-9366-22dd7c4192a3
