-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,truncate,inline-block,text-shopee-primary,img_2,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-81zte-meiaw2virpj8e4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS ROG 9 FE 512 GB,Rp,6.990.000,5.0,86 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,-12%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
ASUS ROG 9 FE 512 GB
Rp
6.990.000
-12%
5.0
86 Terjual
3-5 Hari
Jakarta Barat",https://shopee.co.id/ASUS-ROG-9-FE-512-GB-i.12182751.42518512885?extraParams=%7B%22display_model_id%22%3A276519404289%2C%22model_selection_logic%22%3A3%7D&sp_atk=8db6f5bc-51ed-4687-a61f-9549feae2734&xptdk=8db6f5bc-51ed-4687-a61f-9549feae2734
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-m91h21tpbfv565,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone Max Pro M2 Ram 4/64 Termurah dan Terlaris Bergaransi.,Rp,729.999,,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"Scrape to BigSeller
Asus Zenfone Max Pro M2 Ram 4/64 Termurah dan Terlaris Bergaransi.
Rp
729.999
3-5 Hari
Bandung",https://shopee.co.id/Asus-Zenfone-Max-Pro-M2-Ram-4-64-Termurah-dan-Terlaris-Bergaransi.-i.1418109676.25894625335?extraParams=%7B%22display_model_id%22%3A258305118537%2C%22model_selection_logic%22%3A3%7D&sp_atk=9b249b29-24fb-481b-bdad-c341e5e02695&xptdk=9b249b29-24fb-481b-bdad-c341e5e02695
https://down-id.img.susercontent.com/file/id-11134207-822wg-mmqa9vys0lc45c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Hp Gaming Asus Rog phone 5/Rog phone 6/Rog phone 7/Rog phone 8 original ex garansi resmi Indonesia,Rp,3.595.000,5.0,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Hp Gaming Asus Rog phone 5/Rog phone 6/Rog phone 7/Rog phone 8 original ex garansi resmi Indonesia
Rp
3.595.000
Produk Baru
5.0
9 Terjual
< 2 Hari
Kab. Malang",https://shopee.co.id/Hp-Gaming-Asus-Rog-phone-5-Rog-phone-6-Rog-phone-7-Rog-phone-8-original-ex-garansi-resmi-Indonesia-i.32871829.54954206869?extraParams=%7B%22display_model_id%22%3A330806401407%2C%22model_selection_logic%22%3A3%7D&sp_atk=eb0624b2-1245-401a-a636-634da5d39ad0&xptdk=eb0624b2-1245-401a-a636-634da5d39ad0
https://down-id.img.susercontent.com/file/id-11134207-822wu-mn8kfg0jpr0kb4,,Asus Rog 6 8/256 Gb,Rp,3.200.000,,6-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Ogan Komering Ilir,,,,,,"Scrape to BigSeller
Asus Rog 6 8/256 Gb
Rp
3.200.000
6-10 Hari
Kab. Ogan Komering Ilir",https://shopee.co.id/Asus-Rog-6-8-256-Gb-i.30843931.44180188617?extraParams=%7B%22display_model_id%22%3A267551300287%2C%22model_selection_logic%22%3A3%7D&sp_atk=9e9b546a-6a00-4dca-97ca-c147176c5695&xptdk=9e9b546a-6a00-4dca-97ca-c147176c5695
https://down-id.img.susercontent.com/file/id-11134207-7ra0o-md70h0h6s8fs78,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus Zenfone 8 8/128GB Black Garansi Resmi,Rp,3.755.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Asus Zenfone 8 8/128GB Black Garansi Resmi
Rp
3.755.000
< 2 Hari
Tangerang",https://shopee.co.id/Asus-Zenfone-8-8-128GB-Black-Garansi-Resmi-i.232169049.26139643649?extraParams=%7B%22display_model_id%22%3A149246861521%2C%22model_selection_logic%22%3A3%7D&sp_atk=d0b356fe-e6a0-40be-af65-12b712773aba&xptdk=d0b356fe-e6a0-40be-af65-12b712773aba
https://down-id.img.susercontent.com/file/e07e6a88430f86f83b07c6a6df3dfcd7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone Live L1 Ram 2/16Gb ZA550KL,Rp,1.375.000,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,Cicilan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus Zenfone Live L1 Ram 2/16Gb ZA550KL
Rp
1.375.000
Cicilan
5.0
2 Terjual
4-7 Hari
Semarang",https://shopee.co.id/Asus-Zenfone-Live-L1-Ram-2-16Gb-ZA550KL-i.29620658.1408946112?extraParams=%7B%22display_model_id%22%3A42253644720%2C%22model_selection_logic%22%3A3%7D&sp_atk=de890486-0720-4cdf-92c1-99b8d71884a8&xptdk=de890486-0720-4cdf-92c1-99b8d71884a8
https://down-id.img.susercontent.com/file/a98747ef3be4c01025bcdca5979d822f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS ZENFONE MAX PRO M1 3/32 & M2 4/64 HP Gamers,Rp,849.000,4.6,229 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Klaten,Cicilan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
ASUS ZENFONE MAX PRO M1 3/32 & M2 4/64 HP Gamers
Rp
849.000
Cicilan
4.6
229 Terjual
< 2 Hari
Kab. Klaten",https://shopee.co.id/ASUS-ZENFONE-MAX-PRO-M1-3-32-M2-4-64-HP-Gamers-i.144116326.3919006280?extraParams=%7B%22display_model_id%22%3A75943130292%2C%22model_selection_logic%22%3A3%7D&sp_atk=e8e0c230-9400-4e8a-baf0-2306ef700430&xptdk=e8e0c230-9400-4e8a-baf0-2306ef700430
https://down-id.img.susercontent.com/file/id-11134207-822wu-mmtf7x2z8a2t35,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus ROG Phone 7 8/256Gb Garansi Resmi,Rp,5.949.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surakarta (Solo),,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Asus ROG Phone 7 8/256Gb Garansi Resmi
Rp
5.949.000
< 2 Hari
Surakarta (Solo)",https://shopee.co.id/Asus-ROG-Phone-7-8-256Gb-Garansi-Resmi-i.816687300.49558457765?extraParams=%7B%22display_model_id%22%3A259202931469%2C%22model_selection_logic%22%3A3%7D&sp_atk=3d832682-fdf7-4fe1-8470-511999766a53&xptdk=3d832682-fdf7-4fe1-8470-511999766a53
https://down-id.img.susercontent.com/file/id-11134207-8224r-mhus27g4side86,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS ROG Phone 8  – HP Gaming Terkuat Snapdragon 8 Gen 3,Rp,6.500.000,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
ASUS ROG Phone 8 – HP Gaming Terkuat Snapdragon 8 Gen 3
Rp
6.500.000
5.0
2 Terjual
5-7 Hari
Depok",https://shopee.co.id/ASUS-ROG-Phone-8-%E2%80%93-HP-Gaming-Terkuat-Snapdragon-8-Gen-3-i.267648802.45102630564?extraParams=%7B%22display_model_id%22%3A325251674696%2C%22model_selection_logic%22%3A3%7D&sp_atk=4f090003-62cb-4b4a-8a1a-aa35af51247d&xptdk=4f090003-62cb-4b4a-8a1a-aa35af51247d
https://down-id.img.susercontent.com/file/id-11134207-8224w-mhn3xu6lqfwm85,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone 8 ram 8/128gb second original,Rp,3.500.000,4.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus Zenfone 8 ram 8/128gb second original
Rp
3.500.000
4.0
4 Terjual
< 2 Hari
Bekasi",https://shopee.co.id/Asus-Zenfone-8-ram-8-128gb-second-original-i.43877791.52402313326?extraParams=%7B%22display_model_id%22%3A177365463608%2C%22model_selection_logic%22%3A3%7D&sp_atk=397b09da-ef27-4f8b-92b7-9ec19333ce64&xptdk=397b09da-ef27-4f8b-92b7-9ec19333ce64
https://down-id.img.susercontent.com/file/id-11134207-7qukz-lh4gpwxzgar6cf,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,asus zenfone live L2 ram 2/32 fullset,Rp,699.000,1.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
asus zenfone live L2 ram 2/32 fullset
Rp
699.000
1.0
3 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/asus-zenfone-live-L2-ram-2-32-fullset-i.4152980.22143163137?extraParams=%7B%22display_model_id%22%3A175903648915%2C%22model_selection_logic%22%3A3%7D&sp_atk=89098fe3-75f7-4106-b62b-b3d0465595f7&xptdk=89098fe3-75f7-4106-b62b-b3d0465595f7
