-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,truncate,img,text-xs/sp14_2,w-auto,text-white,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbka-m6m2lfjq7hbg03,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo G03,Rp,40.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
Lenovo G03
Rp
40.000
5.0
5 Terjual
3-6 Hari
Kab. Bogor",https://shopee.co.id/Lenovo-G03-i.280209215.27927231285?extraParams=%7B%22display_model_id%22%3A242711671403%2C%22model_selection_logic%22%3A2%7D&sp_atk=bbfa1d4a-86ab-4615-b7d5-d81fa583df40&xptdk=bbfa1d4a-86ab-4615-b7d5-d81fa583df40
https://down-id.img.susercontent.com/file/id-11134207-7qukz-lj0q94w8nulfd5,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,LENOVO MOTOROLA MOTO E3 | MOTO E4+ 32GB BARANG SEGEL BERKUALITAS,Rp,599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Trenggalek,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,-37%,,"Scrape to BigSeller
LENOVO MOTOROLA MOTO E3 | MOTO E4+ 32GB BARANG SEGEL BERKUALITAS
Rp
599.000
-37%
5.0
1 Terjual
2-5 Hari
Kab. Trenggalek",https://shopee.co.id/LENOVO-MOTOROLA-MOTO-E3-MOTO-E4-32GB-BARANG-SEGEL-BERKUALITAS-i.300033486.22873141466?extraParams=%7B%22display_model_id%22%3A184416749546%2C%22model_selection_logic%22%3A3%7D&sp_atk=f911a3d8-3d96-4e21-a30f-0455e3748025&xptdk=f911a3d8-3d96-4e21-a30f-0455e3748025
https://down-id.img.susercontent.com/file/id-11134207-822wq-mlxo2p09wp37f8,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,lenovo k13 normal,Rp,325.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
lenovo k13 normal
Rp
325.000
5.0
2 Terjual
2-4 Hari
Jakarta Timur",https://shopee.co.id/lenovo-k13-normal-i.189979347.40701885252?extraParams=%7B%22display_model_id%22%3A260153556037%2C%22model_selection_logic%22%3A3%7D&sp_atk=f5e564f9-44dc-46aa-9eb8-2b7542e0e2f4&xptdk=f5e564f9-44dc-46aa-9eb8-2b7542e0e2f4
https://down-id.img.susercontent.com/file/id-11134207-8224z-ml0rna1u8lc1a4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Lenovo A2010a bekas,Rp,110.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,,,,,-12%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Lenovo A2010a bekas
Rp
110.500
-12%
3-6 Hari
Surabaya",https://shopee.co.id/Lenovo-A2010a-bekas-i.1646512720.41278824740?extraParams=%7B%22display_model_id%22%3A350571837879%2C%22model_selection_logic%22%3A3%7D&sp_atk=af483443-c5fc-4ba0-9988-9ffcb54e6cfd&xptdk=af483443-c5fc-4ba0-9988-9ffcb54e6cfd
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmr5psxx1lhi39,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Handphone Lenovo k4 Note,Rp,250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Handphone Lenovo k4 Note
Rp
250.000
Besok
Jakarta Selatan",https://shopee.co.id/Handphone-Lenovo-k4-Note-i.231311402.53608330685?extraParams=%7B%22display_model_id%22%3A380739763107%2C%22model_selection_logic%22%3A3%7D&sp_atk=3b7da33b-4aa6-4384-8735-d37281223923&xptdk=3b7da33b-4aa6-4384-8735-d37281223923
https://down-id.img.susercontent.com/file/id-11134207-7qul5-lgyz8c9hf61f10,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LENOVO A60 BAHAN,Rp,45.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonogiri,,,,,,,,,"Scrape to BigSeller
LENOVO A60 BAHAN
Rp
45.000
2-6 Hari
Kab. Wonogiri",https://shopee.co.id/LENOVO-A60-BAHAN-i.611100273.23368375827?extraParams=%7B%22display_model_id%22%3A225224619586%2C%22model_selection_logic%22%3A2%7D&sp_atk=567b4d21-94ab-4b39-bcb8-a08e1b5c4de2&xptdk=567b4d21-94ab-4b39-bcb8-a08e1b5c4de2
https://down-id.img.susercontent.com/file/b5418d1fc53669b57b74a1057bd314b6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,PROMO Lenovo S90-A RAM 2GB Internal 32GB - Garansi Resmi,Rp,500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,2.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
PROMO Lenovo S90-A RAM 2GB Internal 32GB - Garansi Resmi
Rp
500.000
2.5
2 Terjual
Besok
Jakarta Barat",https://shopee.co.id/PROMO-Lenovo-S90-A-RAM-2GB-Internal-32GB-Garansi-Resmi-i.232312483.12945240950?extraParams=%7B%22display_model_id%22%3A67747304846%2C%22model_selection_logic%22%3A3%7D&sp_atk=3aa36c9d-5ba4-4f36-8a44-401a6d180cad&xptdk=3aa36c9d-5ba4-4f36-8a44-401a6d180cad
https://down-id.img.susercontent.com/file/10ca8bbf4c0e26a33526cbc102e9a48b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,PROMO Lenovo P1M RAM 2GB Internal 16GB - Resmi TAM,Rp,499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
PROMO Lenovo P1M RAM 2GB Internal 16GB - Resmi TAM
Rp
499.000
4.0
3 Terjual
Besok
Jakarta Barat",https://shopee.co.id/PROMO-Lenovo-P1M-RAM-2GB-Internal-16GB-Resmi-TAM-i.232312483.13945267990?extraParams=%7B%22display_model_id%22%3A103718635016%2C%22model_selection_logic%22%3A3%7D&sp_atk=2369e82d-9675-400f-a2d1-5f9ab7bdee68&xptdk=2369e82d-9675-400f-a2d1-5f9ab7bdee68
https://down-id.img.susercontent.com/file/id-11134207-7r98t-lynfx6zx33mo86,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo A6000 Seken 4G LTE Android 5 RAM 1GB ROM 8GB,Rp,229.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Pati,,Cicilan,,,,,,,"Scrape to BigSeller
Lenovo A6000 Seken 4G LTE Android 5 RAM 1GB ROM 8GB
Rp
229.000
Cicilan
3 Terjual
3-6 Hari
Kab. Pati",https://shopee.co.id/Lenovo-A6000-Seken-4G-LTE-Android-5-RAM-1GB-ROM-8GB-i.4611452.1349873888?extraParams=%7B%22display_model_id%22%3A42889590849%2C%22model_selection_logic%22%3A3%7D&sp_atk=fa3640ce-2e36-487b-bf2e-5bcd8ee46f90&xptdk=fa3640ce-2e36-487b-bf2e-5bcd8ee46f90
https://down-id.img.susercontent.com/file/id-11134207-7ra0u-md0lvv0n2lufe2,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Ecer Lenovo A600 Original Bawaan,Rp,25.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,,,,,,,"Scrape to BigSeller
Ecer Lenovo A600 Original Bawaan
Rp
25.000
3-6 Hari
Surabaya",https://shopee.co.id/Ecer-Lenovo-A600-Original-Bawaan-i.137210116.42611520444?extraParams=%7B%22display_model_id%22%3A280966483482%2C%22model_selection_logic%22%3A2%7D&sp_atk=de2385d2-95f4-4b15-9533-6932ea455170&xptdk=de2385d2-95f4-4b15-9533-6932ea455170
https://down-id.img.susercontent.com/file/id-11134207-7rbka-m7jml7s4ciad0a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo a6600,Rp,200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung Barat,,,,,,,,,"Scrape to BigSeller
Lenovo a6600
Rp
200.000
3-6 Hari
Kab. Bandung Barat",https://shopee.co.id/Lenovo-a6600-i.1063627639.29830184514?extraParams=%7B%22display_model_id%22%3A237543353338%2C%22model_selection_logic%22%3A3%7D&sp_atk=c0c3af30-5341-4a17-a30a-6b508bffaaf2&xptdk=c0c3af30-5341-4a17-a30a-6b508bffaaf2
https://down-id.img.susercontent.com/file/id-11134207-822wi-mlnpj7dv4745e2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo K5 (K350t) RAM 3/32 - minus bisa pakai,Rp,300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Lenovo K5 (K350t) RAM 3/32 - minus bisa pakai
Rp
300.000
5.0
1 Terjual
Besok
Jakarta Barat",https://shopee.co.id/Lenovo-K5-(K350t)-RAM-3-32-minus-bisa-pakai-i.201942958.23488824998?extraParams=%7B%22display_model_id%22%3A197228517083%2C%22model_selection_logic%22%3A3%7D&sp_atk=107404d9-0aa7-409b-bc71-5ee7b3f64b9b&xptdk=107404d9-0aa7-409b-bc71-5ee7b3f64b9b
https://down-id.img.susercontent.com/file/id-11134207-81ztg-mf69rtdpwummf4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"UNIT BARU - HARGA BEKAS | LENOVO A7700 - [WIFI ONLY] KAMERA 8MP, RAM 2/16GB, BAT 2900MAH",Rp,650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,-66%,,"Scrape to BigSeller
UNIT BARU - HARGA BEKAS | LENOVO A7700 - [WIFI ONLY] KAMERA 8MP, RAM 2/16GB, BAT 2900MAH
Rp
650.000
-66%
Besok
Jakarta Pusat",https://shopee.co.id/UNIT-BARU-HARGA-BEKAS-LENOVO-A7700-WIFI-ONLY-KAMERA-8MP-RAM-2-16GB-BAT-2900MAH-i.134727823.14067724324?extraParams=%7B%22display_model_id%22%3A115979492043%2C%22model_selection_logic%22%3A3%7D&sp_atk=77884221-0724-4258-80c4-97139388dd8c&xptdk=77884221-0724-4258-80c4-97139388dd8c
https://down-id.img.susercontent.com/file/id-11134207-7quky-lictxcpiotxy4e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo moto c plus,Rp,175.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,,,"Scrape to BigSeller
Lenovo moto c plus
Rp
175.000
Hari ini
Surabaya",https://shopee.co.id/Lenovo-moto-c-plus-i.308401600.22071757839?extraParams=%7B%22display_model_id%22%3A128657899798%2C%22model_selection_logic%22%3A3%7D&sp_atk=248b2807-8787-4fb3-b23b-743e089d4a98&xptdk=248b2807-8787-4fb3-b23b-743e089d4a98
https://down-id.img.susercontent.com/file/678f9d7abdcc96a7da3fe58bc905df10,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,lenovo a7700,Rp,350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
lenovo a7700
Rp
350.000
5.0
1 Terjual
3-5 Hari
Kab. Sidoarjo",https://shopee.co.id/lenovo-a7700-i.113655715.20342751766?extraParams=%7B%22display_model_id%22%3A164356261366%2C%22model_selection_logic%22%3A3%7D&sp_atk=5f9ec8b8-eda7-4ce3-8628-068802a334bc&xptdk=5f9ec8b8-eda7-4ce3-8628-068802a334bc
https://down-id.img.susercontent.com/file/id-11134207-8224z-mhskrp9kacxy23,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo a6010,Rp,100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung Barat,,,,,,,,,"Scrape to BigSeller
Lenovo a6010
Rp
100.000
2-3 Hari
Kab. Bandung Barat",https://shopee.co.id/Lenovo-a6010-i.1003326438.57552510362?extraParams=%7B%22display_model_id%22%3A292223118817%2C%22model_selection_logic%22%3A3%7D&sp_atk=89613146-ee20-410f-96d3-0c5d8e0c4df9&xptdk=89613146-ee20-410f-96d3-0c5d8e0c4df9
https://down-id.img.susercontent.com/file/sg-11134201-8262y-mlogersjw7b888,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Motopad 60 NEO Layar 11.0 RAM 4GB | 128GB Malibu Blue Garansi Resmi Motorola Indonesia,Rp,429.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,,,-52%,,"Scrape to BigSeller
Lenovo Motopad 60 NEO Layar 11.0 RAM 4GB | 128GB Malibu Blue Garansi Resmi Motorola Indonesia
Rp
429.000
-52%
2-3 Hari
Jakarta Pusat",https://shopee.co.id/Lenovo-Motopad-60-NEO-Layar-11.0-RAM-4GB-128GB-Malibu-Blue-Garansi-Resmi-Motorola-Indonesia-i.27662413.46907067756?extraParams=%7B%22display_model_id%22%3A420629052521%2C%22model_selection_logic%22%3A3%7D&sp_atk=e503be23-fb3a-4fd0-86af-90f8ebab27c3&xptdk=e503be23-fb3a-4fd0-86af-90f8ebab27c3
https://down-id.img.susercontent.com/file/728ee5b6baaa22de04845364f4e0b852,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,PROMO Lenovo A706 RAM 1GB Internal 4GB - Resmi TAM,Rp,345.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
PROMO Lenovo A706 RAM 1GB Internal 4GB - Resmi TAM
Rp
345.000
Besok
Jakarta Barat",https://shopee.co.id/PROMO-Lenovo-A706-RAM-1GB-Internal-4GB-Resmi-TAM-i.232312483.12145325667?extraParams=%7B%22display_model_id%22%3A67748491711%2C%22model_selection_logic%22%3A3%7D&sp_atk=690800e9-fef8-4c9f-aad1-364f95ab1fd5&xptdk=690800e9-fef8-4c9f-aad1-364f95ab1fd5
https://down-id.img.susercontent.com/file/id-11134207-81zte-metz10vgcg02e0,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Lenovo k14 minus lcd,Rp,149.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Probolinggo,,,,,,,,,"Scrape to BigSeller
Lenovo k14 minus lcd
Rp
149.000
1-4 Hari
Kab. Probolinggo",https://shopee.co.id/Lenovo-k14-minus-lcd-i.547320916.44370038307?extraParams=%7B%22display_model_id%22%3A261638386298%2C%22model_selection_logic%22%3A3%7D&sp_atk=9bf0a298-8ecb-402f-a74b-0d8b6af657df&xptdk=9bf0a298-8ecb-402f-a74b-0d8b6af657df
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lu6hd8knth0o48,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo S930 RAM 1GB Internal 8GB Bekas Resmi,Rp,229.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Cimahi,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Lenovo S930 RAM 1GB Internal 8GB Bekas Resmi
Rp
229.000
Besok
Cimahi",https://shopee.co.id/Lenovo-S930-RAM-1GB-Internal-8GB-Bekas-Resmi-i.211023013.21182134483?extraParams=%7B%22display_model_id%22%3A137648256159%2C%22model_selection_logic%22%3A3%7D&sp_atk=952ab2c9-732f-4c49-8b41-300b32fa473b&xptdk=952ab2c9-732f-4c49-8b41-300b32fa473b
https://down-id.img.susercontent.com/file/83121146fa82fc9d448489eabb053e51,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo A7000a,Rp,250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,,,,,,"Scrape to BigSeller
Lenovo A7000a
Rp
250.000
3-5 Hari
Kab. Sidoarjo",https://shopee.co.id/Lenovo-A7000a-i.113655715.9640330029?extraParams=%7B%22display_model_id%22%3A81435959267%2C%22model_selection_logic%22%3A3%7D&sp_atk=729dc5bc-eab1-4632-b143-0bcc43f0bacf&xptdk=729dc5bc-eab1-4632-b143-0bcc43f0bacf
https://down-id.img.susercontent.com/file/id-11134207-7r98q-ltn484menoreaf,,Lenovo K5 K350T Minus,Rp,200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,,,,,"Scrape to BigSeller
Lenovo K5 K350T Minus
Rp
200.000
4-7 Hari
Jakarta Barat",https://shopee.co.id/Lenovo-K5-K350T-Minus-i.195363247.25722209608?extraParams=%7B%22display_model_id%22%3A255577641917%2C%22model_selection_logic%22%3A3%7D&sp_atk=c2198d90-04ed-4df8-9f5f-1337631301dc&xptdk=c2198d90-04ed-4df8-9f5f-1337631301dc
https://down-id.img.susercontent.com/file/id-11134207-822wr-mmbhjrn2vpc2db,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,lenovo a6000 1/16gb second bergaransi,Rp,300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surakarta (Solo),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
lenovo a6000 1/16gb second bergaransi
Rp
300.000
Besok
Surakarta (Solo)",https://shopee.co.id/lenovo-a6000-1-16gb-second-bergaransi-i.288585660.41329549176?extraParams=%7B%22display_model_id%22%3A395693057152%2C%22model_selection_logic%22%3A3%7D&sp_atk=bd14cab7-555f-487f-8d96-b01cd7fc261d&xptdk=bd14cab7-555f-487f-8d96-b01cd7fc261d
