-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,truncate,img,text-xs/sp14_3,w-auto,text-white,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224q-mir7vizteqrof6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus VivoBook X1404VA-I38128 i3 8GB 512GB FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.779.600,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Asus VivoBook X1404VA-I38128 i3 8GB 512GB FHD
Rp
6.779.600
-4%
Produk Baru
5.0
8 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/Asus-VivoBook-X1404VA-I38128-i3-8GB-512GB-FHD-i.348905854.51803830049?extraParams=%7B%22display_model_id%22%3A410363309481%2C%22model_selection_logic%22%3A3%7D&sp_atk=46abbe72-cc70-4b43-9032-4b92c3c5c9e3&xptdk=46abbe72-cc70-4b43-9032-4b92c3c5c9e3
https://down-id.img.susercontent.com/file/sg-11134201-23010-7pj72j4svxlvc0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ASUS X452C,LAPTOP CORE I3,LAPTOP SECOND BERKUALITAS,LAPTOP BEKAS MURAH,NOTEBOOK BEKAS",,Rp,3.100.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"LAPTOP ASUS X452C,LAPTOP CORE I3,LAPTOP SECOND BERKUALITAS,LAPTOP BEKAS MURAH,NOTEBOOK BEKAS
Rp
3.100.000
Cicilan
< 2 Hari
Kab. Malang",https://shopee.co.id/LAPTOP-ASUS-X452C-LAPTOP-CORE-I3-LAPTOP-SECOND-BERKUALITAS-LAPTOP-BEKAS-MURAH-NOTEBOOK-BEKAS-i.17080485.7122121383?extraParams=%7B%22display_model_id%22%3A52601697414%2C%22model_selection_logic%22%3A3%7D&sp_atk=72758776-e7b0-40d0-b827-59c566c0a30c&xptdk=72758776-e7b0-40d0-b827-59c566c0a30c
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lof41qsti7ekb6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus ROG G550JX Core i7 Gen 4 Nvidia GTX 950M RAM 8GB HDD 1TB Laptop Gaming Second Bekas Murah,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.250.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,,,,,,"Asus ROG G550JX Core i7 Gen 4 Nvidia GTX 950M RAM 8GB HDD 1TB Laptop Gaming Second Bekas Murah
Rp
6.250.000
3-5 Hari
Depok",https://shopee.co.id/Asus-ROG-G550JX-Core-i7-Gen-4-Nvidia-GTX-950M-RAM-8GB-HDD-1TB-Laptop-Gaming-Second-Bekas-Murah-i.6356067.24151698262?extraParams=%7B%22display_model_id%22%3A232299528618%2C%22model_selection_logic%22%3A3%7D&sp_atk=afe57b4d-f31d-42d7-99f3-ab9693e899ab&xptdk=afe57b4d-f31d-42d7-99f3-ab9693e899ab
https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mbuqzheomnwz4c,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus A450c Laptop 4GB 128GB SSD Siap Pakai,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.300.000,-48%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,15 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,,,,"Asus A450c Laptop 4GB 128GB SSD Siap Pakai
Rp
1.300.000
-48%
4.8
15 Terjual
3-4 Hari
Tangerang",https://shopee.co.id/Asus-A450c-Laptop-4GB-128GB-SSD-Siap-Pakai-i.18199758.42107535073?extraParams=%7B%22display_model_id%22%3A265640064731%2C%22model_selection_logic%22%3A3%7D&sp_atk=f5f87a05-6eeb-4671-8093-120dac2d6a89&xptdk=f5f87a05-6eeb-4671-8093-120dac2d6a89
https://down-id.img.susercontent.com/file/sg-11134201-23010-rrzvceallhmv49,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Notebook Asus K43T Bekas,,Rp,1.200.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cilacap,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"Laptop Notebook Asus K43T Bekas
Rp
1.200.000
< 2 Hari
Kab. Cilacap",https://shopee.co.id/Laptop-Notebook-Asus-K43T-Bekas-i.174524797.22519329645?extraParams=%7B%22display_model_id%22%3A88580097709%2C%22model_selection_logic%22%3A3%7D&sp_atk=c3709173-5002-443d-8579-29a6536f320c&xptdk=c3709173-5002-443d-8579-29a6536f320c
https://down-id.img.susercontent.com/file/id-11134207-7r990-lqucbdyawtx9b9,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus ROG GL553VE i7 GTX 1050Ti RGB Gaming Laptop,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,7.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,,,,,,"Asus ROG GL553VE i7 GTX 1050Ti RGB Gaming Laptop
Rp
7.500.000
3-5 Hari
Depok",https://shopee.co.id/Asus-ROG-GL553VE-i7-GTX-1050Ti-RGB-Gaming-Laptop-i.6356067.24960402846?extraParams=%7B%22display_model_id%22%3A128850361047%2C%22model_selection_logic%22%3A3%7D&sp_atk=8ee0dce4-ff41-41de-9f4a-0f268badfb37&xptdk=8ee0dce4-ff41-41de-9f4a-0f268badfb37
https://down-id.img.susercontent.com/file/id-11134207-8224u-mjs7hqg254hu39,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Asus VivoBook X1404ZA/VA Core i3 12/13 Gen 8GB 512GB SSD 14"" FHD Windows 11",,Rp,6.757.667,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,14 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Asus VivoBook X1404ZA/VA Core i3 12/13 Gen 8GB 512GB SSD 14"" FHD Windows 11
Rp
6.757.667
-1%
Hadiah Gratis
5.0
14 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/Asus-VivoBook-X1404ZA-VA-Core-i3-12-13-Gen-8GB-512GB-SSD-14-FHD-Windows-11-i.1610716172.40815607661?extraParams=%7B%22display_model_id%22%3A385705594093%2C%22model_selection_logic%22%3A3%7D&sp_atk=cdf51877-0c20-4e4b-84b8-2e1f2cca9432&xptdk=cdf51877-0c20-4e4b-84b8-2e1f2cca9432
https://down-id.img.susercontent.com/file/id-11134207-7rase-m5s2wzc68xs651,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop ASUS i3-4030U second / bekas,,Rp,2.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"Laptop ASUS i3-4030U second / bekas
Rp
2.000.000
< 2 Hari
Jakarta Utara",https://shopee.co.id/Laptop-ASUS-i3-4030U-second-bekas-i.159660126.26025063831?extraParams=%7B%22display_model_id%22%3A242571969964%2C%22model_selection_logic%22%3A3%7D&sp_atk=bbf5455c-7790-4c10-b692-65736b2dace2&xptdk=bbf5455c-7790-4c10-b692-65736b2dace2
https://down-id.img.susercontent.com/file/id-11134201-23020-wy0kc6n4wznv62,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus ROG GL552VW i7 GTX 960M Gaming Laptop Second,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,7.400.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"Asus ROG GL552VW i7 GTX 960M Gaming Laptop Second
Rp
7.400.000
5.0
1 Terjual
3-5 Hari
Depok",https://shopee.co.id/Asus-ROG-GL552VW-i7-GTX-960M-Gaming-Laptop-Second-i.6356067.23427586141?extraParams=%7B%22display_model_id%22%3A117969140500%2C%22model_selection_logic%22%3A3%7D&sp_atk=ba6e2bc0-24d8-4db8-b1b7-9bff62012708&xptdk=ba6e2bc0-24d8-4db8-b1b7-9bff62012708
https://down-id.img.susercontent.com/file/id-11134207-7ra0n-md8mx6rzcr3bed,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus VivoBook Go E410KA 256GB SSD Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,5.499.267,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,109 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Asus VivoBook Go E410KA 256GB SSD Windows 11
Rp
5.499.267
-1%
Hadiah Gratis
5.0
109 Terjual
Besok
Surabaya",https://shopee.co.id/Asus-VivoBook-Go-E410KA-256GB-SSD-Windows-11-i.91465413.26919803739?extraParams=%7B%22display_model_id%22%3A302306113147%2C%22model_selection_logic%22%3A3%7D&sp_atk=e995b99c-dfea-4a62-84da-8f395af589e5&xptdk=e995b99c-dfea-4a62-84da-8f395af589e5
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m68763s96obcb9,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,"Asus VivoBook A416MA 14"" FHD IPS SSD 256GB/512GB",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.875.320,-32%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,149 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"Asus VivoBook A416MA 14"" FHD IPS SSD 256GB/512GB
Rp
3.875.320
-32%
4.9
149 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Asus-VivoBook-A416MA-14-FHD-IPS-SSD-256GB-512GB-i.1124285767.26276204575?extraParams=%7B%22display_model_id%22%3A59519957416%2C%22model_selection_logic%22%3A3%7D&sp_atk=940fc816-5a49-4d78-bc0e-62b12332928f&xptdk=940fc816-5a49-4d78-bc0e-62b12332928f
https://down-id.img.susercontent.com/file/id-11134207-7r98z-lxxqs0kauruyeb,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus Vivobook A409FA i3 8GB SSD Slim Laptop,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.950.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,,,,,,"Asus Vivobook A409FA i3 8GB SSD Slim Laptop
Rp
2.950.000
3-5 Hari
Depok",https://shopee.co.id/Asus-Vivobook-A409FA-i3-8GB-SSD-Slim-Laptop-i.6356067.28855801467?extraParams=%7B%22display_model_id%22%3A233017532878%2C%22model_selection_logic%22%3A3%7D&sp_atk=68437a5f-1653-4da6-a0e1-d1df94dd1750&xptdk=68437a5f-1653-4da6-a0e1-d1df94dd1750
https://down-id.img.susercontent.com/file/id-11134207-7qul9-lhsih80oii0912,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Laptop Asus Bekas X453S 4GB RAM SSD 128GB 14"" HD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.650.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"Laptop Asus Bekas X453S 4GB RAM SSD 128GB 14"" HD
Rp
1.650.000
< 2 Hari
Kab. Sleman",https://shopee.co.id/Laptop-Asus-Bekas-X453S-4GB-RAM-SSD-128GB-14-HD-i.225428636.19489637402?extraParams=%7B%22display_model_id%22%3A99378095712%2C%22model_selection_logic%22%3A3%7D&sp_atk=3494019b-b5d8-4768-a5ce-6cf5614712dd&xptdk=3494019b-b5d8-4768-a5ce-6cf5614712dd
https://down-id.img.susercontent.com/file/sg-11134201-22120-hayo45gpd2kvcf,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus Baby ROG FX553VD Core i7 7700HQ Nvidia GTX1050 Laptop Bekas Second Gaming Gen7 GTX 1050 GL553VD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,,,,,,"Asus Baby ROG FX553VD Core i7 7700HQ Nvidia GTX1050 Laptop Bekas Second Gaming Gen7 GTX 1050 GL553VD
Rp
6.500.000
3-5 Hari
Depok",https://shopee.co.id/Asus-Baby-ROG-FX553VD-Core-i7-7700HQ-Nvidia-GTX1050-Laptop-Bekas-Second-Gaming-Gen7-GTX-1050-GL553VD-i.6356067.18868495881?extraParams=%7B%22display_model_id%22%3A156441503992%2C%22model_selection_logic%22%3A3%7D&sp_atk=5af9ff3d-bb89-477c-8221-b060118c8b81&xptdk=5af9ff3d-bb89-477c-8221-b060118c8b81
https://down-id.img.susercontent.com/file/sg-11134201-23020-tkw24acq7zmved,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ASUS X441B,LAPTOP GAMING DAN DESAIN,LAPTOP SECOND BERKUALITAS",,Rp,3.050.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"LAPTOP ASUS X441B,LAPTOP GAMING DAN DESAIN,LAPTOP SECOND BERKUALITAS
Rp
3.050.000
< 2 Hari
Kab. Malang",https://shopee.co.id/LAPTOP-ASUS-X441B-LAPTOP-GAMING-DAN-DESAIN-LAPTOP-SECOND-BERKUALITAS-i.17080485.22021060345?extraParams=%7B%22display_model_id%22%3A213771847240%2C%22model_selection_logic%22%3A3%7D&sp_atk=f6783d68-3a9d-4b44-b8cb-a95e81336e1f&xptdk=f6783d68-3a9d-4b44-b8cb-a95e81336e1f
https://down-id.img.susercontent.com/file/9f488ee050e12e5cc2a9636c6d740e2a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus X441N Silver Fullset SSD 128GB RAM 4GB Bluetooth Windows 10 Ori Laptop Second Bekas  Lengkap,,Rp,3.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"Asus X441N Silver Fullset SSD 128GB RAM 4GB Bluetooth Windows 10 Ori Laptop Second Bekas Lengkap
Rp
3.000.000
Cicilan
4.7
8 Terjual
< 2 Hari
Kab. Indramayu",https://shopee.co.id/Asus-X441N-Silver-Fullset-SSD-128GB-RAM-4GB-Bluetooth-Windows-10-Ori-Laptop-Second-Bekas-Lengkap-i.49656833.8203404889?extraParams=%7B%22display_model_id%22%3A62414178599%2C%22model_selection_logic%22%3A3%7D&sp_atk=f49353fd-7897-4fd7-8794-77a7e6b24704&xptdk=f49353fd-7897-4fd7-8794-77a7e6b24704
https://down-id.img.susercontent.com/file/1dce200d526c72d2ea22831caf920d42,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Asus X453SA Laptop 4GB SSD 25GB Siap Pakai,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.600.000,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,42 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Asus X453SA Laptop 4GB SSD 25GB Siap Pakai
Rp
1.600.000
-6%
4.5
42 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Asus-X453SA-Laptop-4GB-SSD-25GB-Siap-Pakai-i.239820426.21406336168?extraParams=%7B%22display_model_id%22%3A201417094987%2C%22model_selection_logic%22%3A3%7D&sp_atk=1714c492-afef-45a3-94e5-62d7a64283d4&xptdk=1714c492-afef-45a3-94e5-62d7a64283d4
https://down-id.img.susercontent.com/file/id-11134207-8224v-mg28gpvj7wnef3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Vivobook 14 X1404VA i5 16GB 1TB SSD FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,5.098.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,16 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,Kombo Hemat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Asus Vivobook 14 X1404VA i5 16GB 1TB SSD FHD
Rp
5.098.000
-1%
Kombo Hemat
5.0
16 Terjual
< 2 Hari
Kab. Tangerang",https://shopee.co.id/Asus-Vivobook-14-X1404VA-i5-16GB-1TB-SSD-FHD-i.1306602594.43018551542?extraParams=%7B%22display_model_id%22%3A430745884711%2C%22model_selection_logic%22%3A3%7D&sp_atk=70dd8555-e6a3-4f57-9cb3-427c8273a183&xptdk=70dd8555-e6a3-4f57-9cb3-427c8273a183
https://down-id.img.susercontent.com/file/id-11134207-81ztq-mey1vq2ymgp1d9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS VivoBook 14 Core i3 8GB 256GB SSD Win11+Office+M365,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.590.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"ASUS VivoBook 14 Core i3 8GB 256GB SSD Win11+Office+M365
Rp
7.590.000
5.0
12 Terjual
< 2 Hari
Malang",https://shopee.co.id/ASUS-VivoBook-14-Core-i3-8GB-256GB-SSD-Win11-Office-M365-i.388042872.41820553461?extraParams=%7B%22display_model_id%22%3A261679555269%2C%22model_selection_logic%22%3A3%7D&sp_atk=5f351f77-84c4-40b0-9f53-4d95adf8cbc4&xptdk=5f351f77-84c4-40b0-9f53-4d95adf8cbc4
