-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,w-auto,text-white,img,text-xs/sp14_2,truncate,text-shopee-primary,pointer-events-none_3,text-white_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7ra0u-mcuy4wmwi0jbd2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X9 C 5G 12/256 GB Fullset Like New / Second,Rp,3.699.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surakarta (Solo),,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,Besok,"Scrape to BigSeller
Honor X9 C 5G 12/256 GB Fullset Like New / Second
Rp
3.699.000
Besok
Surakarta (Solo)",https://shopee.co.id/Honor-X9-C-5G-12-256-GB-Fullset-Like-New-Second-i.473081429.28539367733?extraParams=%7B%22display_model_id%22%3A260930456070%2C%22model_selection_logic%22%3A3%7D&sp_atk=8f0815bc-6d27-46de-ba96-1df8db0ce3db&xptdk=8f0815bc-6d27-46de-ba96-1df8db0ce3db
https://down-id.img.susercontent.com/file/id-11134207-7ra0u-mdlmo2txetfyf9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 LITE 8/256 SECOND RESMI,Rp,3.350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,Besok,"Scrape to BigSeller
HONOR 400 LITE 8/256 SECOND RESMI
Rp
3.350.000
Besok
Jakarta Pusat",https://shopee.co.id/HONOR-400-LITE-8-256-SECOND-RESMI-i.382086230.41713926875?extraParams=%7B%22display_model_id%22%3A238017780021%2C%22model_selection_logic%22%3A3%7D&sp_atk=bd75f91a-9565-42e1-8986-b53245d5cf85&xptdk=bd75f91a-9565-42e1-8986-b53245d5cf85
https://down-id.img.susercontent.com/file/id-11134207-7ra0l-mcumi5p58h7bc1,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor choice used,Rp,650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandar Lampung,,,,,,,,,,"Scrape to BigSeller
Honor choice used
Rp
650.000
5-9 Hari
Bandar Lampung",https://shopee.co.id/Honor-choice-used-i.4027311.25246202775?extraParams=%7B%22display_model_id%22%3A275929221851%2C%22model_selection_logic%22%3A3%7D&sp_atk=77ab296f-dbdc-4307-abda-75af8f9308be&xptdk=77ab296f-dbdc-4307-abda-75af8f9308be
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m78ryvvqzmc634,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,honor x50 5G 12/256 second,Rp,3.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lamongan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,< 2 Hari,"Scrape to BigSeller
honor x50 5G 12/256 second
Rp
3.400.000
< 2 Hari
Kab. Lamongan",https://shopee.co.id/honor-x50-5G-12-256-second-i.18854966.28329247495?extraParams=%7B%22display_model_id%22%3A247858963893%2C%22model_selection_logic%22%3A3%7D&sp_atk=40f0aa27-ff50-40c5-8b3d-e24ca48cbb12&xptdk=40f0aa27-ff50-40c5-8b3d-e24ca48cbb12
https://down-id.img.susercontent.com/file/id-11134207-8224t-mhg0d4zpfzsy40,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 5G 12/512 SECOND SUPER MULUS TERAWAT,Rp,6.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,3 jam,"Scrape to BigSeller
HONOR 400 5G 12/512 SECOND SUPER MULUS TERAWAT
Rp
6.499.000
3 jam
Kab. Sidoarjo",https://shopee.co.id/HONOR-400-5G-12-512-SECOND-SUPER-MULUS-TERAWAT-i.480452205.40124270941?extraParams=%7B%22display_model_id%22%3A286968725347%2C%22model_selection_logic%22%3A3%7D&sp_atk=967324c1-98d5-418b-8338-eaabc1191d7c&xptdk=967324c1-98d5-418b-8338-eaabc1191d7c
https://down-id.img.susercontent.com/file/c0390702cabfd5c37434b7e157b2da16,,Honor 9 Lite 3/32 GB Ex Resmi Honor Second Bekas Seken Original Asli Ex Pemakaian Good Condition,Rp,890.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,,,,,"Scrape to BigSeller
Honor 9 Lite 3/32 GB Ex Resmi Honor Second Bekas Seken Original Asli Ex Pemakaian Good Condition
Rp
890.000
2-3 Hari
Jakarta Utara",https://shopee.co.id/Honor-9-Lite-3-32-GB-Ex-Resmi-Honor-Second-Bekas-Seken-Original-Asli-Ex-Pemakaian-Good-Condition-i.304735900.9912878390?extraParams=%7B%22display_model_id%22%3A73631668250%2C%22model_selection_logic%22%3A3%7D&sp_atk=434df0b8-2eaa-4028-b3cc-6157e7fab885&xptdk=434df0b8-2eaa-4028-b3cc-6157e7fab885
https://down-id.img.susercontent.com/file/id-11134207-7ra0h-mdj07ygiyic836,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 Lite 8/256 GB SECOND FULLSET ORIGINAL,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jombang,,,,,,,,,,"Scrape to BigSeller
HONOR 400 Lite 8/256 GB SECOND FULLSET ORIGINAL
Rp
3.500.000
2-4 Hari
Kab. Jombang",https://shopee.co.id/HONOR-400-Lite-8-256-GB-SECOND-FULLSET-ORIGINAL-i.425937299.44113688872?extraParams=%7B%22display_model_id%22%3A306132563493%2C%22model_selection_logic%22%3A3%7D&sp_atk=715fc0a4-b7ea-46d9-a2fb-ad4bac6abbfa&xptdk=715fc0a4-b7ea-46d9-a2fb-ad4bac6abbfa
https://down-id.img.susercontent.com/file/id-11134207-8224z-mhf0o6ywuia1a0,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HONOR 10 LITE RAM 4/64GB HANDPHONE SECOND ANDROID NORMAL SIAP PAKAI,Rp,1.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,Besok,"Scrape to BigSeller
HONOR 10 LITE RAM 4/64GB HANDPHONE SECOND ANDROID NORMAL SIAP PAKAI
Rp
1.200.000
5.0
2 Terjual
Besok
Bandung",https://shopee.co.id/HONOR-10-LITE-RAM-4-64GB-HANDPHONE-SECOND-ANDROID-NORMAL-SIAP-PAKAI-i.15904669.29953588525?extraParams=%7B%22display_model_id%22%3A187604455021%2C%22model_selection_logic%22%3A3%7D&sp_atk=3768f61d-3741-4def-a37e-9e276d958122&xptdk=3768f61d-3741-4def-a37e-9e276d958122
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmiiqj66uio3b6,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Honor 400 Lite Ram 8 Rom 256GB (Second),Rp,3.330.199,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,-35%,,3 jam,"Scrape to BigSeller
Honor 400 Lite Ram 8 Rom 256GB (Second)
Rp
3.330.199
-35%
3 jam
Surabaya",https://shopee.co.id/Honor-400-Lite-Ram-8-Rom-256GB-(Second)-i.194632330.44558093088?extraParams=%7B%22display_model_id%22%3A315717271028%2C%22model_selection_logic%22%3A3%7D&sp_atk=17f66bd6-b899-4300-9b25-ed644695bca5&xptdk=17f66bd6-b899-4300-9b25-ed644695bca5
https://down-id.img.susercontent.com/file/id-11134207-8224t-mfut2qshleyw30,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,HONOR 400 5G 12+12/512GB SECOND LENGKAP MULUS NOMINUS RESMI INDONESIA,Rp,6.199.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Pilih Lokal,,,,"Scrape to BigSeller
HONOR 400 5G 12+12/512GB SECOND LENGKAP MULUS NOMINUS RESMI INDONESIA
Rp
6.199.000
Pilih Lokal
5.0
1 Terjual
2-4 Hari
Kab. Sidoarjo",https://shopee.co.id/HONOR-400-5G-12-12-512GB-SECOND-LENGKAP-MULUS-NOMINUS-RESMI-INDONESIA-i.152600416.40124271263?extraParams=%7B%22display_model_id%22%3A29948390188%2C%22model_selection_logic%22%3A3%7D&sp_atk=8aa7a5df-a420-43c4-9620-97851c14a2bb&xptdk=8aa7a5df-a420-43c4-9620-97851c14a2bb
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmhb6ib7dzia0f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Honor 400 Lite Ram 8 Rom 256GB Second Original,Rp,3.329.888,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,-19%,,3 jam,"Scrape to BigSeller
Honor 400 Lite Ram 8 Rom 256GB Second Original
Rp
3.329.888
-19%
3 jam
Surabaya",https://shopee.co.id/Honor-400-Lite-Ram-8-Rom-256GB-Second-Original-i.358338280.51708008011?extraParams=%7B%22display_model_id%22%3A325711344461%2C%22model_selection_logic%22%3A3%7D&sp_atk=c1166663-00c5-4710-bc19-405c0ece6b65&xptdk=c1166663-00c5-4710-bc19-405c0ece6b65
https://down-id.img.susercontent.com/file/sg-11134201-81zud-mmn4jqcbcpom67,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Honor 400 Lite Ram 8 Rom 256GB Second Original Flasher Store,Rp,3.379.888,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,-25%,,Cashback 60%,"Scrape to BigSeller
Honor 400 Lite Ram 8 Rom 256GB Second Original Flasher Store
Rp
3.379.888
-25%
Cashback 60%
3 jam
Surabaya",https://shopee.co.id/Honor-400-Lite-Ram-8-Rom-256GB-Second-Original-Flasher-Store-i.509810770.28244513275?extraParams=%7B%22display_model_id%22%3A330731105295%2C%22model_selection_logic%22%3A3%7D&sp_atk=37f89178-78c2-4549-a31e-eb69613fecba&xptdk=37f89178-78c2-4549-a31e-eb69613fecba
https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m74yr86sab043d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,honor 50 pro second 12/256,Rp,3.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lamongan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,< 2 Hari,"Scrape to BigSeller
honor 50 pro second 12/256
Rp
3.700.000
< 2 Hari
Kab. Lamongan",https://shopee.co.id/honor-50-pro-second-12-256-i.18854966.29228958506?extraParams=%7B%22display_model_id%22%3A188290623878%2C%22model_selection_logic%22%3A3%7D&sp_atk=26e25bc6-ceeb-4e9b-aaf4-abb4b320b549&xptdk=26e25bc6-ceeb-4e9b-aaf4-abb4b320b549
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmro2a59qpdy5f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,HONOR MAGIC V3 5G 12/512GB Second like new - INTERNASIONAL,Rp,14.460.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,,,,Besok,"Scrape to BigSeller
HONOR MAGIC V3 5G 12/512GB Second like new - INTERNASIONAL
Rp
14.460.000
4.8
4 Terjual
Besok
Jakarta Selatan",https://shopee.co.id/HONOR-MAGIC-V3-5G-12-512GB-Second-like-new-INTERNASIONAL-i.17087710.41422746558?extraParams=%7B%22display_model_id%22%3A425564554533%2C%22model_selection_logic%22%3A3%7D&sp_atk=edda5f53-8fa0-4ed8-a468-f7c521e65c82&xptdk=edda5f53-8fa0-4ed8-a468-f7c521e65c82
https://down-id.img.susercontent.com/file/id-11134207-8224x-mjjacsmg2zgj61,,Honor X9C 5G 12/256 GB Garansi Resmi Indonesia Second Bekas Original,Rp,4.275.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,Besok,"Scrape to BigSeller
Honor X9C 5G 12/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
4.275.000
5.0
1 Terjual
Besok
Jakarta Utara",https://shopee.co.id/Honor-X9C-5G-12-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.515774005.42059635018?extraParams=%7B%22display_model_id%22%3A265807016999%2C%22model_selection_logic%22%3A3%7D&sp_atk=3ba25293-32e6-405c-892b-61af20158e7d&xptdk=3ba25293-32e6-405c-892b-61af20158e7d
https://down-id.img.susercontent.com/file/id-11134207-822wr-mld9n29kds7548,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 200 PRO 12/512GB SECOND LENGKAP MULUS RESMI INDONESIA,Rp,6.799.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,,,,,,,"Scrape to BigSeller
HONOR 200 PRO 12/512GB SECOND LENGKAP MULUS RESMI INDONESIA
Rp
6.799.000
2-4 Hari
Kab. Sidoarjo",https://shopee.co.id/HONOR-200-PRO-12-512GB-SECOND-LENGKAP-MULUS-RESMI-INDONESIA-i.152600416.26994313387?extraParams=%7B%22display_model_id%22%3A430600797964%2C%22model_selection_logic%22%3A3%7D&sp_atk=2ba22dbd-1a2d-46cf-bbfd-c894e726ef24&xptdk=2ba22dbd-1a2d-46cf-bbfd-c894e726ef24
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmlpifnzru33ff,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Honor 400 Lite 5G Ram 8 Rom 256GB ( Second ),Rp,3.330.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,-38%,,Cashback 99%,"Scrape to BigSeller
Honor 400 Lite 5G Ram 8 Rom 256GB ( Second )
Rp
3.330.999
-38%
Cashback 99%
3 jam
Surabaya",https://shopee.co.id/Honor-400-Lite-5G-Ram-8-Rom-256GB-(-Second-)-i.288677122.50458190558?extraParams=%7B%22display_model_id%22%3A272504882831%2C%22model_selection_logic%22%3A3%7D&sp_atk=9a68fcc4-4972-44cc-8dcb-c479f72931fd&xptdk=9a68fcc4-4972-44cc-8dcb-c479f72931fd
https://down-id.img.susercontent.com/file/id-11134207-822wh-mn01duacdzb803,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,honor magic 6 pro ram12gb/512gb black bea cukai preloved bekas second not huawei,Rp,10.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,Besok,"Scrape to BigSeller
honor magic 6 pro ram12gb/512gb black bea cukai preloved bekas second not huawei
Rp
10.500.000
Besok
Medan",https://shopee.co.id/honor-magic-6-pro-ram12gb-512gb-black-bea-cukai-preloved-bekas-second-not-huawei-i.41498532.57308741825?extraParams=%7B%22display_model_id%22%3A375776076387%2C%22model_selection_logic%22%3A3%7D&sp_atk=2d15294e-a4d6-4218-a009-898732a781b7&xptdk=2d15294e-a4d6-4218-a009-898732a781b7
https://down-id.img.susercontent.com/file/id-11134207-7r990-lvx00qu7cbe49f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor Magic VS 5g 12/512gb ex inter bekas imei cukai,Rp,11.950.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Dumai,,,,,,,,,,"Scrape to BigSeller
Honor Magic VS 5g 12/512gb ex inter bekas imei cukai
Rp
11.950.000
4-10 Hari
Dumai",https://shopee.co.id/Honor-Magic-VS-5g-12-512gb-ex-inter-bekas-imei-cukai-i.4854119.25231484774?extraParams=%7B%22display_model_id%22%3A250924529315%2C%22model_selection_logic%22%3A3%7D&sp_atk=680c3633-8c9e-40f5-852f-c2aec9ebb89e&xptdk=680c3633-8c9e-40f5-852f-c2aec9ebb89e
https://down-id.img.susercontent.com/file/7569370692dc26b83ccf776b0bd837d0,,Hp honor 9 lite second,Rp,1.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,,,Cicilan,,,,"Scrape to BigSeller
Hp honor 9 lite second
Rp
1.750.000
Cicilan
4-7 Hari
Jakarta Pusat",https://shopee.co.id/Hp-honor-9-lite-second-i.18211932.1666606791?extraParams=%7B%22display_model_id%22%3A2650473897%2C%22model_selection_logic%22%3A3%7D&sp_atk=75b70700-34d8-42c8-baa6-afd0990acc96&xptdk=75b70700-34d8-42c8-baa6-afd0990acc96
https://down-id.img.susercontent.com/file/id-11134207-822wp-mn8tww6s972c14,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,honor9iminus,Rp,350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,,,,,,,,,,"Scrape to BigSeller
honor9iminus
Rp
350.000
4 Hari
Serang",https://shopee.co.id/honor9iminus-i.88763560.53559121218?extraParams=%7B%22display_model_id%22%3A259213811577%2C%22model_selection_logic%22%3A3%7D&sp_atk=9c65c96e-7592-409c-bde0-243eeefb9fcb&xptdk=9c65c96e-7592-409c-bde0-243eeefb9fcb
https://down-id.img.susercontent.com/file/id-11134207-822wt-mn8f9018csnc3e,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HONOR 9N 4/64 gb,Rp,850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Pacitan,,,,,,,,,,"Scrape to BigSeller
HONOR 9N 4/64 gb
Rp
850.000
3-6 Hari
Kab. Pacitan",https://shopee.co.id/HONOR-9N-4-64-gb-i.1004378635.58009103188?extraParams=%7B%22display_model_id%22%3A400806752671%2C%22model_selection_logic%22%3A3%7D&sp_atk=8042ab8c-b594-4ef2-88cc-8d99997884ac&xptdk=8042ab8c-b594-4ef2-88cc-8d99997884ac
