-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,pointer-events-none,text-xs/sp14_2,pointer-events-none_2,text-shopee-green,pointer-events-none_3,align-middle,truncate,img_2,w-auto,text-white,_container,_container_link
https://down-id.img.susercontent.com/file/sg-11134201-8262o-ml324ol6k3d3e9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Zyrex Lifebook N4020 8GB 128GB 14"" HD Windows 11 Pro",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.710.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"Zyrex Lifebook N4020 8GB 128GB 14"" HD Windows 11 Pro
Rp
3.710.000
5.0
6 Terjual
< 2 Hari
Jakarta Timur",https://shopee.co.id/Zyrex-Lifebook-N4020-8GB-128GB-14-HD-Windows-11-Pro-i.28377910.42078848706?extraParams=%7B%22display_model_id%22%3A224654376514%2C%22model_selection_logic%22%3A3%7D&sp_atk=c7239564-6936-4003-9147-d70115d4a786&xptdk=c7239564-6936-4003-9147-d70115d4a786
https://down-id.img.susercontent.com/file/id-11134207-822wu-mmvggifjwr2854,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,"Zyrex D-Tech Pro V2 Ryzen 5 16GB 512GB SSD 14""",,Rp,8.249.000,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,74 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"Zyrex D-Tech Pro V2 Ryzen 5 16GB 512GB SSD 14""
Rp
8.249.000
-4%
4.9
74 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-D-Tech-Pro-V2-Ryzen-5-16GB-512GB-SSD-14--i.1489958388.26939061243?extraParams=%7B%22display_model_id%22%3A280831544189%2C%22model_selection_logic%22%3A3%7D&sp_atk=4da5bd57-b16e-4beb-83d4-e7bbd9a34aa5&xptdk=4da5bd57-b16e-4beb-83d4-e7bbd9a34aa5
https://down-id.img.susercontent.com/file/id-11134207-822wr-mmvg80j2n9xi5e,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,"ZYREX L-BOOK Intel N4020 8GB 128GB SSD 14"" HD",,Rp,4.424.000,-26%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,13 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"ZYREX L-BOOK Intel N4020 8GB 128GB SSD 14"" HD
Rp
4.424.000
-26%
5.0
13 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/ZYREX-L-BOOK-Intel-N4020-8GB-128GB-SSD-14-HD-i.1489958388.24546054499?extraParams=%7B%22display_model_id%22%3A435181489988%2C%22model_selection_logic%22%3A3%7D&sp_atk=f5145866-58e4-490d-9084-443f2c9e80e6&xptdk=f5145866-58e4-490d-9084-443f2c9e80e6
https://down-id.img.susercontent.com/file/id-11134207-822wm-mnayjo8snwg539,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ZYREX L-BOOK LAPTOP INTEL CELERON N4020 RAM 8GB 128GB EMMC 14"" HD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.959.000,-21%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,437 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"ZYREX L-BOOK LAPTOP INTEL CELERON N4020 RAM 8GB 128GB EMMC 14"" HD
Rp
3.959.000
-21%
4.8
437 Terjual
3-4 Hari
Jakarta Utara",https://shopee.co.id/ZYREX-L-BOOK-LAPTOP-INTEL-CELERON-N4020-RAM-8GB-128GB-EMMC-14-HD-i.27510377.19308072019?extraParams=%7B%22display_model_id%22%3A276774875389%2C%22model_selection_logic%22%3A3%7D&sp_atk=70556e4d-31fa-48ca-ad1b-cd6919b37203&xptdk=70556e4d-31fa-48ca-ad1b-cd6919b37203
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m95klrgl9bzv9b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX D-TECH RYZEN 5 16GB 256GB W11 14.0 2Y BLU,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.368.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,25 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"ZYREX D-TECH RYZEN 5 16GB 256GB W11 14.0 2Y BLU
Rp
6.368.000
-1%
5.0
25 Terjual
Besok
Surabaya",https://shopee.co.id/ZYREX-D-TECH-RYZEN-5-16GB-256GB-W11-14.0-2Y-BLU-i.1471949508.27135254661?extraParams=%7B%22display_model_id%22%3A198814156066%2C%22model_selection_logic%22%3A3%7D&sp_atk=b359963d-22c4-44b1-a380-2eae0ee9c36c&xptdk=b359963d-22c4-44b1-a380-2eae0ee9c36c
https://down-id.img.susercontent.com/file/id-11134207-7ra0k-mbhol5et602maa,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP ZYREX D-TECH PRO V2 RYZEN 5 6600H - 16GB 512GB 14.0FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.097.000,-24%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,40 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"LAPTOP ZYREX D-TECH PRO V2 RYZEN 5 6600H - 16GB 512GB 14.0FHD IPS
Rp
7.097.000
-24%
5.0
40 Terjual
Besok
Surabaya",https://shopee.co.id/LAPTOP-ZYREX-D-TECH-PRO-V2-RYZEN-5-6600H-16GB-512GB-14.0FHD-IPS-i.1273997571.41356361751?extraParams=%7B%22display_model_id%22%3A420593489929%2C%22model_selection_logic%22%3A3%7D&sp_atk=3049bc95-9341-45cf-bb7c-0347137aaca0&xptdk=3049bc95-9341-45cf-bb7c-0347137aaca0
https://down-id.img.susercontent.com/file/id-11134207-8224w-mgeiha1tefpn33,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Zyrex D-Tech Ryzen 5 16GB 256GB SSD Backlit,,Rp,7.469.000,-25%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,20 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"Zyrex D-Tech Ryzen 5 16GB 256GB SSD Backlit
Rp
7.469.000
-25%
4.5
20 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-D-Tech-Ryzen-5-16GB-256GB-SSD-Backlit-i.1489958388.26089105476?extraParams=%7B%22display_model_id%22%3A275832255702%2C%22model_selection_logic%22%3A3%7D&sp_atk=76b001df-998c-4612-a543-6c3ff8ff2ae3&xptdk=76b001df-998c-4612-a543-6c3ff8ff2ae3
https://down-id.img.susercontent.com/file/id-11134207-822wr-mlg4gh098tfk58,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX BLAZE I5 12450H 16GB 512GB 14.0FHD BLIT METAL Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.611.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,"ZYREX BLAZE I5 12450H 16GB 512GB 14.0FHD BLIT METAL Windows 11
Rp
7.611.000
5.0
2 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/ZYREX-BLAZE-I5-12450H-16GB-512GB-14.0FHD-BLIT-METAL-Windows-11-i.1039970542.26080378742?extraParams=%7B%22display_model_id%22%3A223973384333%2C%22model_selection_logic%22%3A3%7D&sp_atk=c1ec4d90-1a6d-4be3-ae17-c66725dffbf0&xptdk=c1ec4d90-1a6d-4be3-ae17-c66725dffbf0
https://down-id.img.susercontent.com/file/id-11134207-822wu-mlg022iakg0f4c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX L-BOOK N4020 8GB 128GB 14.0 Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.160.000,,,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,28 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,"ZYREX L-BOOK N4020 8GB 128GB 14.0 Windows 11
Rp
4.160.000
4.5
28 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/ZYREX-L-BOOK-N4020-8GB-128GB-14.0-Windows-11-i.1039970542.42720046661?extraParams=%7B%22display_model_id%22%3A306638141710%2C%22model_selection_logic%22%3A3%7D&sp_atk=53f421ab-bb2e-46b8-b273-5f535f7ae89b&xptdk=53f421ab-bb2e-46b8-b273-5f535f7ae89b
https://down-id.img.susercontent.com/file/id-11134207-81ztm-mfkqrs64l9n0cc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.551.000,-18%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,26 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"LAPTOP ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0
Rp
7.551.000
-18%
5.0
26 Terjual
Besok
Surabaya",https://shopee.co.id/LAPTOP-ZYREX-D-TECH-RYZEN-5-3500-16GB-256GB-W11-14.0-i.1273997571.29579724544?extraParams=%7B%22display_model_id%22%3A257899475103%2C%22model_selection_logic%22%3A3%7D&sp_atk=4bba7f84-0695-4fd3-b7d4-ac476e9cc4a4&xptdk=4bba7f84-0695-4fd3-b7d4-ac476e9cc4a4
https://down-id.img.susercontent.com/file/id-11134207-7ra0k-mcubt614y2wn34,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZYREX D-TECH RYZEN 5 3500U 16GB 256GB W11 14.0 2Y BLU LAPTOP ZYREX D-TECH,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.507.500,,,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"ZYREX D-TECH RYZEN 5 3500U 16GB 256GB W11 14.0 2Y BLU LAPTOP ZYREX D-TECH
Rp
6.507.500
4.7
12 Terjual
3-8 Hari
Pontianak",https://shopee.co.id/ZYREX-D-TECH-RYZEN-5-3500U-16GB-256GB-W11-14.0-2Y-BLU-LAPTOP-ZYREX-D-TECH-i.1534026306.27139363742?extraParams=%7B%22display_model_id%22%3A290927133936%2C%22model_selection_logic%22%3A3%7D&sp_atk=f0d8ff49-a86c-4aa8-b2f7-830dbdac3ece&xptdk=f0d8ff49-a86c-4aa8-b2f7-830dbdac3ece
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mb55o8tz6x1y29,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX LIFEBOOK INTEL N4020 RAM 8GB 256GB WINDOWS 11PRO HD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.960.000,-5%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,131 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"ZYREX LIFEBOOK INTEL N4020 RAM 8GB 256GB WINDOWS 11PRO HD
Rp
3.960.000
-5%
4.9
131 Terjual
< 2 Hari
Depok",https://shopee.co.id/ZYREX-LIFEBOOK-INTEL-N4020-RAM-8GB-256GB-WINDOWS-11PRO-HD-i.1367937206.43105014508?extraParams=%7B%22display_model_id%22%3A295425549493%2C%22model_selection_logic%22%3A3%7D&sp_atk=ff895dc2-f9b1-4695-af44-e0da99b6345b&xptdk=ff895dc2-f9b1-4695-af44-e0da99b6345b
https://down-id.img.susercontent.com/file/id-11134207-822wk-mmvg80j2oohy91,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Zyrex Blaze i5 16GB 512GB SSD Backlit Keyboard,,Rp,8.399.000,-13%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"Zyrex Blaze i5 16GB 512GB SSD Backlit Keyboard
Rp
8.399.000
-13%
4.5
3 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Blaze-i5-16GB-512GB-SSD-Backlit-Keyboard-i.1489958388.41359282746?extraParams=%7B%22display_model_id%22%3A258646028201%2C%22model_selection_logic%22%3A3%7D&sp_atk=2d7d1167-a1cc-4411-8ceb-62fa41466229&xptdk=2d7d1167-a1cc-4411-8ceb-62fa41466229
https://down-id.img.susercontent.com/file/id-11134207-81ztp-me83zk3f54asdc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Zyrex L-Book N4020 8GB 128GB Windows 11 14""",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.849.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,54 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"Zyrex L-Book N4020 8GB 128GB Windows 11 14""
Rp
3.849.000
5.0
54 Terjual
< 2 Hari
Medan",https://shopee.co.id/Zyrex-L-Book-N4020-8GB-128GB-Windows-11-14--i.35441254.29591101439?extraParams=%7B%22display_model_id%22%3A271436325130%2C%22model_selection_logic%22%3A3%7D&sp_atk=297976e9-54ca-43ec-94c8-4f7f298b1c8e&xptdk=297976e9-54ca-43ec-94c8-4f7f298b1c8e
https://down-id.img.susercontent.com/file/id-11134207-8224o-ml56iei2jfnx7a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP SEKOLAH ZYREX D-TECH PRO V2 RYZEN 5 6600H 16GB 512GB W11+OFFICE 14.0FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.392.000,-57%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,145 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"LAPTOP SEKOLAH ZYREX D-TECH PRO V2 RYZEN 5 6600H 16GB 512GB W11+OFFICE 14.0FHD IPS
Rp
6.392.000
-57%
4.9
145 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/LAPTOP-SEKOLAH-ZYREX-D-TECH-PRO-V2-RYZEN-5-6600H-16GB-512GB-W11-OFFICE-14.0FHD-IPS-i.78730497.14841674159?extraParams=%7B%22display_model_id%22%3A297419651989%2C%22model_selection_logic%22%3A3%7D&sp_atk=81f0be91-aae2-49ba-b4c5-ac84a25ab2cc&xptdk=81f0be91-aae2-49ba-b4c5-ac84a25ab2cc
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-majtg3h4eo10b7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZYREX LIFEBOOK N4020 8GB 128GB W11PRO 14.0 GRY,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.777.500,,,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,27 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"ZYREX LIFEBOOK N4020 8GB 128GB W11PRO 14.0 GRY
Rp
3.777.500
4.9
27 Terjual
3-8 Hari
Pontianak",https://shopee.co.id/ZYREX-LIFEBOOK-N4020-8GB-128GB-W11PRO-14.0-GRY-i.1534026306.40903095759?extraParams=%7B%22display_model_id%22%3A410593347040%2C%22model_selection_logic%22%3A3%7D&sp_atk=46d1940b-7f54-4785-b50e-216e39ce1ee0&xptdk=46d1940b-7f54-4785-b50e-216e39ce1ee0
https://down-id.img.susercontent.com/file/id-11134207-81ztm-mfmmbz4vjpqh53,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX D-TECH PRO V1 RYZEN 5 6600H 16GB 512GB W11 14.0FHD IPS BLIT LAN 1Y,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.122.000,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,18 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"ZYREX D-TECH PRO V1 RYZEN 5 6600H 16GB 512GB W11 14.0FHD IPS BLIT LAN 1Y
Rp
8.122.000
-2%
5.0
18 Terjual
Besok
Surabaya",https://shopee.co.id/ZYREX-D-TECH-PRO-V1-RYZEN-5-6600H-16GB-512GB-W11-14.0FHD-IPS-BLIT-LAN-1Y-i.1471949508.41957368962?extraParams=%7B%22display_model_id%22%3A285624639195%2C%22model_selection_logic%22%3A3%7D&sp_atk=40fc5575-3df9-402e-b5e9-d7c24d545728&xptdk=40fc5575-3df9-402e-b5e9-d7c24d545728
