-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,truncate,img,text-xs/sp14_2,text-xs_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-mab1mxhurnnk18,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone 8 Second Mulus Bergaransi,Rp,3.809.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,12-16 Hari,,,"Scrape to BigSeller
Asus Zenfone 8 Second Mulus Bergaransi
Rp
3.809.999
12-16 Hari
Kab. Bogor",https://shopee.co.id/Asus-Zenfone-8-Second-Mulus-Bergaransi-i.94908760.27236988278?extraParams=%7B%22display_model_id%22%3A243461129001%2C%22model_selection_logic%22%3A3%7D&sp_atk=7237dc1a-8719-4f35-821c-45afe568410b&xptdk=7237dc1a-8719-4f35-821c-45afe568410b
https://down-id.img.susercontent.com/file/id-11134207-7r98u-ltby1r753fcpfb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS ROG PHONE 7 8/256 SECOND FULLSET,Rp,6.949.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,,,"Scrape to BigSeller
ASUS ROG PHONE 7 8/256 SECOND FULLSET
Rp
6.949.000
5.0
2 Terjual
< 2 Hari
Kab. Bogor",https://shopee.co.id/ASUS-ROG-PHONE-7-8-256-SECOND-FULLSET-i.586330356.24070946066?extraParams=%7B%22display_model_id%22%3A245540063431%2C%22model_selection_logic%22%3A3%7D&sp_atk=1ee6fc98-e40f-4d21-8f87-039911ec6789&xptdk=1ee6fc98-e40f-4d21-8f87-039911ec6789
https://down-id.img.susercontent.com/file/id-11134207-7rash-m0drh26tdet3d4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus Zenfone 10 8/128gb,Rp,5.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kebumen,,,,,1 Terjual,,,"Scrape to BigSeller
Asus Zenfone 10 8/128gb
Rp
5.800.000
1 Terjual
4-8 Hari
Kab. Kebumen",https://shopee.co.id/Asus-Zenfone-10-8-128gb-i.526789114.26761819003?extraParams=%7B%22display_model_id%22%3A168428256787%2C%22model_selection_logic%22%3A3%7D&sp_atk=745e7e43-e16f-48d8-bf3f-b6ad94f8a03c&xptdk=745e7e43-e16f-48d8-bf3f-b6ad94f8a03c
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m6kqdg7cjbn1a0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus ROG phone 3 resmi second original murah,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,5 Terjual,,,"Scrape to BigSeller
Asus ROG phone 3 resmi second original murah
Rp
3.500.000
5.0
5 Terjual
11 Hari
Jakarta Barat",https://shopee.co.id/Asus-ROG-phone-3-resmi-second-original-murah-i.954669947.22953761614?extraParams=%7B%22display_model_id%22%3A440237368133%2C%22model_selection_logic%22%3A3%7D&sp_atk=870637a0-5bd5-4711-a928-23af9131f607&xptdk=870637a0-5bd5-4711-a928-23af9131f607
https://down-id.img.susercontent.com/file/id-11134207-7qul5-lhtg2iumk4is5f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone 9 8/256GB Garansi Resmi,Rp,9.700.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,,,"Scrape to BigSeller
Asus Zenfone 9 8/256GB Garansi Resmi
Rp
9.700.000
Batam",https://shopee.co.id/Asus-Zenfone-9-8-256GB-Garansi-Resmi-i.83064233.23270557208?extraParams=%7B%22display_model_id%22%3A108930173491%2C%22model_selection_logic%22%3A3%7D&sp_atk=f2f1838c-f8b2-4e4b-9b87-7608cc62a939&xptdk=f2f1838c-f8b2-4e4b-9b87-7608cc62a939
https://down-id.img.susercontent.com/file/id-11134207-7r98p-lpknu38eg04160,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Tam | Asus Rog Phone 6 | Pro 8/256GB 12/256GB 18/512GB Garansi Resmi,Rp,5.105.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,12 Terjual,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Tam | Asus Rog Phone 6 | Pro 8/256GB 12/256GB 18/512GB Garansi Resmi
Rp
5.105.000
-1%
4.8
12 Terjual
< 2 Hari
Tangerang Selatan",https://shopee.co.id/Tam-Asus-Rog-Phone-6-Pro-8-256GB-12-256GB-18-512GB-Garansi-Resmi-i.1043601128.23076446795?extraParams=%7B%22display_model_id%22%3A221900722071%2C%22model_selection_logic%22%3A3%7D&sp_atk=7708a628-0656-4dd7-b667-54f7160f4899&xptdk=7708a628-0656-4dd7-b667-54f7160f4899
https://down-id.img.susercontent.com/file/id-11134207-7rasj-m5bneqo7fls6b3,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,asus zenfone 9 ram 8 / 256 resmi full ori snap 8 gen 1,Rp,5.499.900,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,,"Scrape to BigSeller
asus zenfone 9 ram 8 / 256 resmi full ori snap 8 gen 1
Rp
5.499.900
5.0
1 Terjual
< 2 Hari
Bandung",https://shopee.co.id/asus-zenfone-9-ram-8-256-resmi-full-ori-snap-8-gen-1-i.1428249474.29174253303?extraParams=%7B%22display_model_id%22%3A176935210145%2C%22model_selection_logic%22%3A3%7D&sp_atk=8c45b033-d871-484f-8702-246186de81ff&xptdk=8c45b033-d871-484f-8702-246186de81ff
https://down-id.img.susercontent.com/file/id-11134207-8224u-mj8xs53grocld9,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,JUAL ASUS ROG PHONE 6 SECOND,Rp,4.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,Produk Baru,,,4-7 Hari,,,"Scrape to BigSeller
JUAL ASUS ROG PHONE 6 SECOND
Rp
4.500.000
Produk Baru
4-7 Hari
Semarang",https://shopee.co.id/JUAL-ASUS-ROG-PHONE-6-SECOND-i.215553627.52804354036?extraParams=%7B%22display_model_id%22%3A445409040767%2C%22model_selection_logic%22%3A3%7D&sp_atk=567dd55a-5bec-4836-8cf1-174767531f6a&xptdk=567dd55a-5bec-4836-8cf1-174767531f6a
https://down-id.img.susercontent.com/file/id-11134207-81ztk-meywmxmqqpzc65,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,(Bekas) Asus Zenfone 10 5G 16/512GB | 8/128GB Garansi Resmi Indonesia,Rp,6.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,"Scrape to BigSeller
(Bekas) Asus Zenfone 10 5G 16/512GB | 8/128GB Garansi Resmi Indonesia
Rp
6.999.000
< 2 Hari
Jakarta Selatan",https://shopee.co.id/(Bekas)-Asus-Zenfone-10-5G-16-512GB-8-128GB-Garansi-Resmi-Indonesia-i.1465404169.41120651089?extraParams=%7B%22display_model_id%22%3A286686568311%2C%22model_selection_logic%22%3A3%7D&sp_atk=d112a7c0-4dd2-4df7-8691-a4c01332a773&xptdk=d112a7c0-4dd2-4df7-8691-a4c01332a773
https://down-id.img.susercontent.com/file/id-11134201-7rbk4-m7t3t2bt3avt0a,,ASUS ZENFONE 11 ULTRA AI2401 2E051ID 12GB 256GB,Rp,8.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,"Scrape to BigSeller
ASUS ZENFONE 11 ULTRA AI2401 2E051ID 12GB 256GB
Rp
8.099.000
< 2 Hari
Tangerang",https://shopee.co.id/ASUS-ZENFONE-11-ULTRA-AI2401-2E051ID-12GB-256GB-i.1502470200.28430890853?extraParams=%7B%22display_model_id%22%3A252992857708%2C%22model_selection_logic%22%3A3%7D&sp_atk=de76bbf0-5fd9-4755-a00f-8cd9c01cffe0&xptdk=de76bbf0-5fd9-4755-a00f-8cd9c01cffe0
https://down-id.img.susercontent.com/file/id-11134207-81zte-me863szg4a2s0d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone 11 Ultra 12GB 256GB / 16GB 512GB NEW RESMI INDONESIA,Rp,7.707.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Samarinda,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,"Scrape to BigSeller
Asus Zenfone 11 Ultra 12GB 256GB / 16GB 512GB NEW RESMI INDONESIA
Rp
7.707.000
< 2 Hari
Samarinda",https://shopee.co.id/Asus-Zenfone-11-Ultra-12GB-256GB-16GB-512GB-NEW-RESMI-INDONESIA-i.8656139.43717409546?extraParams=%7B%22display_model_id%22%3A276435434744%2C%22model_selection_logic%22%3A3%7D&sp_atk=2e47a8ee-8324-4a38-8fd3-5e0bf70ae721&xptdk=2e47a8ee-8324-4a38-8fd3-5e0bf70ae721
