-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,text-shopee-green,img,text-xs/sp14_2,truncate,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m6s1cp1cv9recb,,LAPTOP ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0,,Rp,4.039.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"LAPTOP ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0
Rp
4.039.000
< 2 Hari
Kab. Tangerang",https://shopee.co.id/LAPTOP-ZYREX-D-TECH-RYZEN-5-3500-16GB-256GB-W11-14.0-i.1471354300.26777887455?extraParams=%7B%22display_model_id%22%3A185831442605%2C%22model_selection_logic%22%3A3%7D&sp_atk=040446e8-57e4-490e-94d5-76b721461774&xptdk=040446e8-57e4-490e-94d5-76b721461774
https://down-id.img.susercontent.com/file/id-11134207-7ra0j-mcn27dj7p41k8d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Laptop Termurah ZYREX LIFEBOOK N4020 16GB 640GB Windows 11 PRO 14.0"" INCH",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.960.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,39 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,,-5%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop Termurah ZYREX LIFEBOOK N4020 16GB 640GB Windows 11 PRO 14.0"" INCH
Rp
3.960.000
-5%
4.9
39 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/Laptop-Termurah-ZYREX-LIFEBOOK-N4020-16GB-640GB-Windows-11-PRO-14.0-INCH-i.256652736.23687023877?extraParams=%7B%22display_model_id%22%3A157236562794%2C%22model_selection_logic%22%3A3%7D&sp_atk=60d92942-4434-41b4-956a-2acf2cef6082&xptdk=60d92942-4434-41b4-956a-2acf2cef6082
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-majtg3h4eo10b7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZYREX LIFEBOOK N4020 8GB 128GB W11PRO 14.0 GRY,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.777.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,27 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,,,,"ZYREX LIFEBOOK N4020 8GB 128GB W11PRO 14.0 GRY
Rp
3.777.500
4.9
27 Terjual
3-8 Hari
Pontianak",https://shopee.co.id/ZYREX-LIFEBOOK-N4020-8GB-128GB-W11PRO-14.0-GRY-i.1534026306.40903095759?extraParams=%7B%22display_model_id%22%3A410593347040%2C%22model_selection_logic%22%3A3%7D&sp_atk=9d380797-ecb5-47b3-8233-129c97885d91&xptdk=9d380797-ecb5-47b3-8233-129c97885d91
https://down-id.img.susercontent.com/file/id-11134207-7ra0h-mc2z111dmaw12e,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Zyrex Lifebook,,Rp,2.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kendal,4-8 Hari,,,,,,"Laptop Zyrex Lifebook
Rp
2.200.000
4-8 Hari
Kab. Kendal",https://shopee.co.id/Laptop-Zyrex-Lifebook-i.1035712799.40608173266?extraParams=%7B%22display_model_id%22%3A265690019070%2C%22model_selection_logic%22%3A3%7D&sp_atk=c168cba0-5c03-4f78-874c-9f31dc62bf25&xptdk=c168cba0-5c03-4f78-874c-9f31dc62bf25
https://down-id.img.susercontent.com/file/id-11134207-8224s-mikdqrqhhjwke8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ZYREX L-BOOK INTEL CELERON N4020 8GB 128GB Windows 11 14.0"" HD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.225.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Baru,,,"LAPTOP ZYREX L-BOOK INTEL CELERON N4020 8GB 128GB Windows 11 14.0"" HD
Rp
4.225.000
Produk Baru
5.0
2 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/LAPTOP-ZYREX-L-BOOK-INTEL-CELERON-N4020-8GB-128GB-Windows-11-14.0-HD-i.1699994016.54853476051?extraParams=%7B%22display_model_id%22%3A400333512836%2C%22model_selection_logic%22%3A3%7D&sp_atk=4bc7699a-1d15-4e2d-a92d-e657faf17f7c&xptdk=4bc7699a-1d15-4e2d-a92d-e657faf17f7c
https://down-id.img.susercontent.com/file/id-11134207-8224o-mhlnjkd0q87432,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX L-BOOK 8GB 128GB 256GB W11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bogor,46 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"ZYREX L-BOOK 8GB 128GB 256GB W11
Rp
4.150.000
-1%
5.0
46 Terjual
3-4 Hari
Bogor",https://shopee.co.id/ZYREX-L-BOOK-8GB-128GB-256GB-W11-i.1275013122.25195653496?extraParams=%7B%22display_model_id%22%3A280457643801%2C%22model_selection_logic%22%3A3%7D&sp_atk=85fc3a1a-6dde-4e93-82a7-9b16b4420805&xptdk=85fc3a1a-6dde-4e93-82a7-9b16b4420805
https://down-id.img.susercontent.com/file/id-11134207-82250-mkm3kjn14uf41c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"NOTEBOOK ZYREX L-BOOK (DARK GREY) : INTEL-N4020 14INCH (1366X768) 8GB, EMMC 128GB, WIFI + BT, W11 (NO TAS)",,Rp,3.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"NOTEBOOK ZYREX L-BOOK (DARK GREY) : INTEL-N4020 14INCH (1366X768) 8GB, EMMC 128GB, WIFI + BT, W11 (NO TAS)
Rp
3.599.000
< 2 Hari
Kab. Sleman",https://shopee.co.id/NOTEBOOK-ZYREX-L-BOOK-(DARK-GREY)-INTEL-N4020-14INCH-(1366X768)-8GB-EMMC-128GB-WIFI-BT-W11-(NO-TAS)-i.1033618326.47806129475?extraParams=%7B%22display_model_id%22%3A335555984920%2C%22model_selection_logic%22%3A3%7D&sp_atk=b7fb492c-5a92-4773-8125-2567f824fece&xptdk=b7fb492c-5a92-4773-8125-2567f824fece
https://down-id.img.susercontent.com/file/sg-11134201-82268-mhu9vdh7fnk0d8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ZYREX L-BOOK INTEL CELERON  N4020 8GB 128GB Windows 11 14.0"" HD",,Rp,2.957.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,4-8 Hari,,,,,,"LAPTOP ZYREX L-BOOK INTEL CELERON N4020 8GB 128GB Windows 11 14.0"" HD
Rp
2.957.000
4-8 Hari
Jakarta Utara",https://shopee.co.id/LAPTOP-ZYREX-L-BOOK-INTEL-CELERON-N4020-8GB-128GB-Windows-11-14.0-HD-i.1273099956.51602306176?extraParams=%7B%22display_model_id%22%3A302212116242%2C%22model_selection_logic%22%3A3%7D&sp_atk=d8fec776-9916-4dd5-b1ee-90576d525b41&xptdk=d8fec776-9916-4dd5-b1ee-90576d525b41
https://down-id.img.susercontent.com/file/id-11134207-8224o-mg6e63kknrpmdf,,ZYREX L-BOOK INTEL N4020 8GB 384SSD W11,,Rp,4.085.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"ZYREX L-BOOK INTEL N4020 8GB 384SSD W11
Rp
4.085.000
5.0
3 Terjual
< 2 Hari
Surabaya",https://shopee.co.id/ZYREX-L-BOOK-INTEL-N4020-8GB-384SSD-W11-i.1058807.50200042437?extraParams=%7B%22display_model_id%22%3A315003749932%2C%22model_selection_logic%22%3A3%7D&sp_atk=3b323388-80ef-4919-b8dd-35cbd6e7c27e&xptdk=3b323388-80ef-4919-b8dd-35cbd6e7c27e
https://down-id.img.susercontent.com/file/id-11134207-8224x-mjz4clht6g3o2a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX D-TECH AMD RYZEN 5 3500 - RAM 16GB 512GB WINDOWS 11 14.0 INCH,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.392.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,895 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,Produk Baru,-47%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"ZYREX D-TECH AMD RYZEN 5 3500 - RAM 16GB 512GB WINDOWS 11 14.0 INCH
Rp
6.392.000
-47%
Produk Baru
Hadiah Gratis
4.9
895 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/ZYREX-D-TECH-AMD-RYZEN-5-3500-RAM-16GB-512GB-WINDOWS-11-14.0-INCH-i.250649369.49004043551?extraParams=%7B%22display_model_id%22%3A440466476477%2C%22model_selection_logic%22%3A3%7D&sp_atk=bb8473a7-1c25-4759-a271-215e920db2e0&xptdk=bb8473a7-1c25-4759-a271-215e920db2e0
https://down-id.img.susercontent.com/file/id-11134207-7ra0u-mbhxwko8of6m07,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Zyrex L-Book Intel Celeron 8GB 384GB Win 11 14"" HD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.160.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,14 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,,,,"Zyrex L-Book Intel Celeron 8GB 384GB Win 11 14"" HD
Rp
4.160.000
4.9
14 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Zyrex-L-Book-Intel-Celeron-8GB-384GB-Win-11-14-HD-i.1316244009.43756402718?extraParams=%7B%22display_model_id%22%3A305536773496%2C%22model_selection_logic%22%3A3%7D&sp_atk=e3b74637-4a43-46b7-a3c8-6c216813f37e&xptdk=e3b74637-4a43-46b7-a3c8-6c216813f37e
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m2hn552svo8300,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Zyrex Bunaken Intel 4GB 256GB+64GB 14""",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.044.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"Laptop Zyrex Bunaken Intel 4GB 256GB+64GB 14""
Rp
3.044.000
5.0
9 Terjual
3-4 Hari
Jakarta Utara",https://shopee.co.id/Laptop-Zyrex-Bunaken-Intel-4GB-256GB-64GB-14--i.364038165.26167343484?extraParams=%7B%22display_model_id%22%3A252220451700%2C%22model_selection_logic%22%3A3%7D&sp_atk=b0feede5-df6d-4c3b-a29b-5122339cc444&xptdk=b0feede5-df6d-4c3b-a29b-5122339cc444
https://down-id.img.susercontent.com/file/id-11134207-7r98p-ls4t86wn9d2x0c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Zyrex Chromebook M432-2 4GB RAM 11.6"" Anti Ref",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,22 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"Zyrex Chromebook M432-2 4GB RAM 11.6"" Anti Ref
Rp
900.000
5.0
22 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Chromebook-M432-2-4GB-RAM-11.6-Anti-Ref-i.277449743.24665075726?extraParams=%7B%22display_model_id%22%3A138867615542%2C%22model_selection_logic%22%3A3%7D&sp_atk=92e42a34-a6d9-410a-8ca0-dc99999ad9c0&xptdk=92e42a34-a6d9-410a-8ca0-dc99999ad9c0
https://down-id.img.susercontent.com/file/2a87c7d6c2dbc08ba88d7db6e8233819,,notebook zyrex,,Rp,250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung,4-7 Hari,,,,,,"notebook zyrex
Rp
250.000
4-7 Hari
Kab. Bandung",https://shopee.co.id/notebook-zyrex-i.154014783.3878659187?extraParams=%7B%22display_model_id%22%3A43596538392%2C%22model_selection_logic%22%3A3%7D&sp_atk=0ba6c6b9-95d4-4e4a-ab5e-9fb689e09d27&xptdk=0ba6c6b9-95d4-4e4a-ab5e-9fb689e09d27
https://down-id.img.susercontent.com/file/id-11134207-7rbke-mb25domrwlr8e2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Zyrex L-Book Intel Celeron N4020 8GB 128GB/256GB Windows 11 14"" HD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"Zyrex L-Book Intel Celeron N4020 8GB 128GB/256GB Windows 11 14"" HD
Rp
3.800.000
5.0
4 Terjual
< 2 Hari
Yogyakarta",https://shopee.co.id/Zyrex-L-Book-Intel-Celeron-N4020-8GB-128GB-256GB-Windows-11-14-HD-i.259775845.41104657675?extraParams=%7B%22display_model_id%22%3A290786688122%2C%22model_selection_logic%22%3A3%7D&sp_atk=914fa31c-7bc6-4034-9356-fe9c0f9b760c&xptdk=914fa31c-7bc6-4034-9356-fe9c0f9b760c
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmvlxti959fpf9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ZYREX D-TECH RYZEN 5 3500 8GB 256GB W11 14"" 2Y",,Rp,6.393.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,3-6 Hari,,,,,,"ZYREX D-TECH RYZEN 5 3500 8GB 256GB W11 14"" 2Y
Rp
6.393.000
3-6 Hari
Malang",https://shopee.co.id/ZYREX-D-TECH-RYZEN-5-3500-8GB-256GB-W11-14-2Y-i.1453838073.49658571178?extraParams=%7B%22display_model_id%22%3A380758456811%2C%22model_selection_logic%22%3A3%7D&sp_atk=a101442e-3b59-49d1-88db-5d8071fae27a&xptdk=a101442e-3b59-49d1-88db-5d8071fae27a
https://down-id.img.susercontent.com/file/id-11134207-81ztk-mf68rmb40he5f9,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Zyrex Sky 232 Celeron N3350 RAM 4/64GB ORIGINAL 100% & BERGARANSI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,-8%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Zyrex Sky 232 Celeron N3350 RAM 4/64GB ORIGINAL 100% & BERGARANSI
Rp
1.100.000
-8%
2 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Sky-232-Celeron-N3350-RAM-4-64GB-ORIGINAL-100-BERGARANSI-i.239820426.42721967482?extraParams=%7B%22display_model_id%22%3A301785479452%2C%22model_selection_logic%22%3A3%7D&sp_atk=0186ad08-bdb1-4226-aab6-d9ecd59b4d8d&xptdk=0186ad08-bdb1-4226-aab6-d9ecd59b4d8d
https://down-id.img.susercontent.com/file/id-11134207-822wu-mn2k21i2kmbqba,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Zyrex Bunaken Super Slim,,Rp,1.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bogor,5-7 Hari,,,,,,"Laptop Zyrex Bunaken Super Slim
Rp
1.850.000
5-7 Hari
Bogor",https://shopee.co.id/Laptop-Zyrex-Bunaken-Super-Slim-i.77480275.55108861820?extraParams=%7B%22display_model_id%22%3A390786090147%2C%22model_selection_logic%22%3A3%7D&sp_atk=298c31ff-14c7-4757-9cf4-39784c234bf3&xptdk=298c31ff-14c7-4757-9cf4-39784c234bf3
https://down-id.img.susercontent.com/file/id-11134207-7ra0o-mclonrpou5ib67,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Zyrex Lbook N4020 8GB/128GB SSD Win 10 14"" inch",,Rp,2.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"Zyrex Lbook N4020 8GB/128GB SSD Win 10 14"" inch
Rp
2.800.000
5.0
2 Terjual
5-8 Hari
Serang",https://shopee.co.id/Zyrex-Lbook-N4020-8GB-128GB-SSD-Win-10-14-inch-i.490718530.41660259476?extraParams=%7B%22display_model_id%22%3A290862592122%2C%22model_selection_logic%22%3A3%7D&sp_atk=4f98b9e0-b182-4cf0-8e3d-044e40090d9f&xptdk=4f98b9e0-b182-4cf0-8e3d-044e40090d9f
https://down-id.img.susercontent.com/file/6adad9b519b52d4b82451cf54ee43d3c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Acer Axioo Zyrex Laptop 2GB RAM Siap Pakai Murah,,Rp,675.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.8,,,,"Acer Axioo Zyrex Laptop 2GB RAM Siap Pakai Murah
Rp
675.000
3.8
10 Terjual
3-4 Hari
Kab. Tangerang",https://shopee.co.id/Acer-Axioo-Zyrex-Laptop-2GB-RAM-Siap-Pakai-Murah-i.72458775.1899694962?extraParams=%7B%22display_model_id%22%3A116894985454%2C%22model_selection_logic%22%3A3%7D&sp_atk=67bc8794-0b0b-48d3-9fcb-b2040353d244&xptdk=67bc8794-0b0b-48d3-9fcb-b2040353d244
