-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-ellipsis,img,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,truncate,_container,_container_link,text-shopee-green,img_2,text-xs_2,text-shopee-primary,pointer-events-none_3
https://down-id.img.susercontent.com/file/id-11134207-7qul1-liu8uk0411fffc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Poco C40 4/64 Second Fullset Kondisi 98% Mulus,Rp,1.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,"Poco C40 4/64 Second Fullset Kondisi 98% Mulus
Rp
1.099.000
5.0
3 Terjual
< 2 Hari
Surabaya",https://shopee.co.id/Poco-C40-4-64-Second-Fullset-Kondisi-98-Mulus-i.230315394.16595207612?extraParams=%7B%22display_model_id%22%3A204408526597%2C%22model_selection_logic%22%3A3%7D&sp_atk=4ae885fb-28a1-428c-8c68-0f7cdd0712d9&xptdk=4ae885fb-28a1-428c-8c68-0f7cdd0712d9,,,,,
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-m6zsr3c1nja938,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Poco X6 12/256 Second Mulus Terawat Fullset,Rp,3.193.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,17 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Poco X6 12/256 Second Mulus Terawat Fullset
Rp
3.193.000
5.0
17 Terjual
< 2 Hari
Kab. Sidoarjo",https://shopee.co.id/Poco-X6-12-256-Second-Mulus-Terawat-Fullset-i.309409025.25191081906?extraParams=%7B%22display_model_id%22%3A129230602091%2C%22model_selection_logic%22%3A3%7D&sp_atk=8bb0b1de-9019-4a0e-9c6e-03768d2b1aff&xptdk=8bb0b1de-9019-4a0e-9c6e-03768d2b1aff,,,,,
https://down-id.img.susercontent.com/file/id-11134207-822wk-mlslo4j6ksnj93,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Poco F7 atau Poco F6 5g 12/512 Second Komplit Nominus Siap Lembur,Rp,3.999.999,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surakarta (Solo),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Poco F7 atau Poco F6 5g 12/512 Second Komplit Nominus Siap Lembur
Rp
3.999.999
2 Terjual
< 2 Hari
Surakarta (Solo)",https://shopee.co.id/Poco-F7-atau-Poco-F6-5g-12-512-Second-Komplit-Nominus-Siap-Lembur-i.133913527.47857220141?extraParams=%7B%22display_model_id%22%3A196383033557%2C%22model_selection_logic%22%3A3%7D&sp_atk=56da4d23-66b6-40f2-a993-0fc856d4e5e2&xptdk=56da4d23-66b6-40f2-a993-0fc856d4e5e2,,,,,
https://down-id.img.susercontent.com/file/id-11134207-7rasl-m61zyxfivms603,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,POCO X6 PRO 5G RAM 12/512 SECOND FULLSET,Rp,3.670.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,233 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"POCO X6 PRO 5G RAM 12/512 SECOND FULLSET
Rp
3.670.000
5.0
233 Terjual
2-4 Hari
Kab. Bandung",https://shopee.co.id/POCO-X6-PRO-5G-RAM-12-512-SECOND-FULLSET-i.596153850.28567871083?extraParams=%7B%22display_model_id%22%3A400641909274%2C%22model_selection_logic%22%3A3%7D&sp_atk=504e53fd-28e2-49dd-b3ee-b6baa68d6c9f&xptdk=504e53fd-28e2-49dd-b3ee-b6baa68d6c9f,,,,,
https://down-id.img.susercontent.com/file/id-11134207-822wq-mn7edfcjjwuge2,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,POCO f5 8/ 256 second fullset like new,Rp,2.750.000,,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Pidie,,,"POCO f5 8/ 256 second fullset like new
Rp
2.750.000
4-7 Hari
Kab. Pidie",https://shopee.co.id/POCO-f5-8-256-second-fullset-like-new-i.7963683.48059089650?extraParams=%7B%22display_model_id%22%3A415804325889%2C%22model_selection_logic%22%3A3%7D&sp_atk=149ed9a3-fcd5-4a0e-ac7e-e2f12b191d30&xptdk=149ed9a3-fcd5-4a0e-ac7e-e2f12b191d30,,,,,
https://down-id.img.susercontent.com/file/id-11134207-81zto-mf577r3fy03t38,,Xiaomi Poco C71 4/128 GB Garansi Resmi Indonesia Second Bekas Original,Rp,1.249.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Xiaomi Poco C71 4/128 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.249.000
5.0
10 Terjual
3 Hari
Jakarta Utara",https://shopee.co.id/Xiaomi-Poco-C71-4-128-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.42121849562?extraParams=%7B%22display_model_id%22%3A350405564762%2C%22model_selection_logic%22%3A3%7D&sp_atk=cc9c7a04-a5ec-4230-8adc-d4ebb79e1e1f&xptdk=cc9c7a04-a5ec-4230-8adc-d4ebb79e1e1f,,,,,
https://down-id.img.susercontent.com/file/id-11134207-822wu-mn192k10ym12a3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Poco M5 4/128 GB second original resmi ex xiaomi official store normal ram 4gb storage 128gb dual 4G nano sim bekas,Rp,1.296.000,,,,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,"Poco M5 4/128 GB second original resmi ex xiaomi official store normal ram 4gb storage 128gb dual 4G nano sim bekas
Rp
1.296.000
3-6 Hari
Malang",https://shopee.co.id/Poco-M5-4-128-GB-second-original-resmi-ex-xiaomi-official-store-normal-ram-4gb-storage-128gb-dual-4G-nano-sim-bekas-i.52277711.55908806774?extraParams=%7B%22display_model_id%22%3A410781840531%2C%22model_selection_logic%22%3A3%7D&sp_atk=6b72356f-08cc-442c-a6c6-eb03b0b0afe2&xptdk=6b72356f-08cc-442c-a6c6-eb03b0b0afe2,,,,,
https://down-id.img.susercontent.com/file/id-11134207-82250-mipzj645ihvk1d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO M6 8/256GB SECOND MULUS TERAWAT,Rp,1.993.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Produk Baru,"POCO M6 8/256GB SECOND MULUS TERAWAT
Rp
1.993.000
Produk Baru
5.0
8 Terjual
< 2 Hari
Kab. Sidoarjo",https://shopee.co.id/POCO-M6-8-256GB-SECOND-MULUS-TERAWAT-i.309409025.48753811738?extraParams=%7B%22display_model_id%22%3A440360105529%2C%22model_selection_logic%22%3A3%7D&sp_atk=d2f9b2e0-1a96-4e65-8fd9-3a55bf2e371f&xptdk=d2f9b2e0-1a96-4e65-8fd9-3a55bf2e371f,,,,,
https://down-id.img.susercontent.com/file/id-11134207-822wg-mn423qkq6b5tef,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Poco F4 5G 6/128 second,Rp,1.600.000,,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjar,,,"Poco F4 5G 6/128 second
Rp
1.600.000
4-7 Hari
Banjar",https://shopee.co.id/Poco-F4-5G-6-128-second-i.170836397.47308889572?extraParams=%7B%22display_model_id%22%3A435787232186%2C%22model_selection_logic%22%3A3%7D&sp_atk=0882b6f7-fbbf-43a2-be96-9e3b11cf3cab&xptdk=0882b6f7-fbbf-43a2-be96-9e3b11cf3cab,,,,,
https://down-id.img.susercontent.com/file/id-11134207-7qul1-lht270bnrq5a4f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Poco X3 NFC 6/64 8/128 Second Mulus Kamera Terbaik,Rp,2.149.999,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,691 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surakarta (Solo),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Poco X3 NFC 6/64 8/128 Second Mulus Kamera Terbaik
Rp
2.149.999
5.0
691 Terjual
< 2 Hari
Surakarta (Solo)",https://shopee.co.id/Poco-X3-NFC-6-64-8-128-Second-Mulus-Kamera-Terbaik-i.133913527.22970535513?extraParams=%7B%22display_model_id%22%3A445543651258%2C%22model_selection_logic%22%3A3%7D&sp_atk=d2f3419c-dd82-4abb-9ba0-e1b7ece6facd&xptdk=d2f3419c-dd82-4abb-9ba0-e1b7ece6facd,,,,,
https://down-id.img.susercontent.com/file/id-11134207-7rbkd-majn5h3ftyus82,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,POCO M5 ORIGINAL SECOND,Rp,980.000,,,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Pasuruan,,,"POCO M5 ORIGINAL SECOND
Rp
980.000
1 Terjual
2-5 Hari
Kab. Pasuruan",https://shopee.co.id/POCO-M5-ORIGINAL-SECOND-i.694612262.43153071409?extraParams=%7B%22display_model_id%22%3A177238815383%2C%22model_selection_logic%22%3A3%7D&sp_atk=2db30e9d-7ec8-4d07-bd7f-85aa4a52888b&xptdk=2db30e9d-7ec8-4d07-bd7f-85aa4a52888b,,,,,
https://down-id.img.susercontent.com/file/id-11134207-822wo-mnbcxhl00dfp68,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,POCO F5 8/256 GB Black Second,Rp,2.750.000,,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indragiri Hulu,,,"POCO F5 8/256 GB Black Second
Rp
2.750.000
4-7 Hari
Kab. Indragiri Hulu",https://shopee.co.id/POCO-F5-8-256-GB-Black-Second-i.1018709.48309263558?extraParams=%7B%22display_model_id%22%3A310818964444%2C%22model_selection_logic%22%3A3%7D&sp_atk=124590d1-5775-49e7-8840-2308f8abe064&xptdk=124590d1-5775-49e7-8840-2308f8abe064,,,,,
https://down-id.img.susercontent.com/file/id-11134207-8224p-mk2rnizismq011,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO C65 8/256GB // 6/128GB SECOND MULUS TERAWAT,Rp,1.529.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"POCO C65 8/256GB // 6/128GB SECOND MULUS TERAWAT
Rp
1.529.000
5.0
6 Terjual
< 2 Hari
Kab. Sidoarjo",https://shopee.co.id/POCO-C65-8-256GB-6-128GB-SECOND-MULUS-TERAWAT-i.309409025.47955616507?extraParams=%7B%22display_model_id%22%3A234660931227%2C%22model_selection_logic%22%3A3%7D&sp_atk=dda3b8f7-d5b2-4d5b-ac1b-a893578a3a14&xptdk=dda3b8f7-d5b2-4d5b-ac1b-a893578a3a14,,,,,
https://down-id.img.susercontent.com/file/id-11134207-82251-mjzdft3d4ow8ba,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO C71 4/128GB SECOND & NEW MULUS TERAWAT,Rp,1.414.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"POCO C71 4/128GB SECOND & NEW MULUS TERAWAT
Rp
1.414.000
5.0
5 Terjual
< 2 Hari
Kab. Sidoarjo",https://shopee.co.id/POCO-C71-4-128GB-SECOND-NEW-MULUS-TERAWAT-i.309409025.25897941583?extraParams=%7B%22display_model_id%22%3A277387829874%2C%22model_selection_logic%22%3A3%7D&sp_atk=e956e2b8-6695-4830-b2ad-0aaf4a64427f&xptdk=e956e2b8-6695-4830-b2ad-0aaf4a64427f,,,,,
https://down-id.img.susercontent.com/file/id-11134207-7ra0i-mdh6au4wtfij33,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO C75 8/256 // 6/128GB Second Mulus Terawat,Rp,1.599.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"POCO C75 8/256 // 6/128GB Second Mulus Terawat
Rp
1.599.000
5.0
12 Terjual
< 2 Hari
Kab. Sidoarjo",https://shopee.co.id/POCO-C75-8-256-6-128GB-Second-Mulus-Terawat-i.309409025.28440045687?extraParams=%7B%22display_model_id%22%3A440256197249%2C%22model_selection_logic%22%3A3%7D&sp_atk=2050b616-0a68-469e-829c-8df2fb583d5d&xptdk=2050b616-0a68-469e-829c-8df2fb583d5d,,,,,
https://down-id.img.susercontent.com/file/id-11134207-7ra0n-mby4z15im0tp26,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO X6 PRO 5G 12/512GB SECOND MULUS PEMAKAIAN,Rp,4.199.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,29 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"POCO X6 PRO 5G 12/512GB SECOND MULUS PEMAKAIAN
Rp
4.199.000
5.0
29 Terjual
3 Hari
Kab. Sidoarjo",https://shopee.co.id/POCO-X6-PRO-5G-12-512GB-SECOND-MULUS-PEMAKAIAN-i.309409025.28424038739?extraParams=%7B%22display_model_id%22%3A247508539418%2C%22model_selection_logic%22%3A3%7D&sp_atk=479fe4b5-7aaf-4874-b12b-3d1c509923ed&xptdk=479fe4b5-7aaf-4874-b12b-3d1c509923ed,,,,,
https://down-id.img.susercontent.com/file/id-11134207-82251-mj8fk65xx8ue11,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO C65 8/256GB 6/128GB HANDPHONE SECOND BEKAS FULLSET,Rp,1.280.000,,,,3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Produk Baru,"POCO C65 8/256GB 6/128GB HANDPHONE SECOND BEKAS FULLSET
Rp
1.280.000
Produk Baru
3 Hari
Jakarta Selatan",https://shopee.co.id/POCO-C65-8-256GB-6-128GB-HANDPHONE-SECOND-BEKAS-FULLSET-i.1687434367.53104350716?extraParams=%7B%22display_model_id%22%3A254139226072%2C%22model_selection_logic%22%3A3%7D&sp_atk=18e0f40b-9d38-4d39-b4bc-4ada3c75dd95&xptdk=18e0f40b-9d38-4d39-b4bc-4ada3c75dd95,,,,,
https://down-id.img.susercontent.com/file/id-11134207-8224w-mjiufs4d3vnp52,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO X5 PRO 5G 8/256GB SECOND MULUS PEMAKAIAN,Rp,2.999.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"POCO X5 PRO 5G 8/256GB SECOND MULUS PEMAKAIAN
Rp
2.999.000
5.0
4 Terjual
3 Hari
Kab. Sidoarjo",https://shopee.co.id/POCO-X5-PRO-5G-8-256GB-SECOND-MULUS-PEMAKAIAN-i.309409025.26644050915?extraParams=%7B%22display_model_id%22%3A430439840400%2C%22model_selection_logic%22%3A3%7D&sp_atk=5c59810d-c0b3-42c9-af0e-8928bb990043&xptdk=5c59810d-c0b3-42c9-af0e-8928bb990043,,,,,
https://down-id.img.susercontent.com/file/sg-11134201-22120-0f0y9h9r91kvd3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Poco F4 5G 8/256 Second Fullset Original Snapdragon 870,Rp,2.485.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,117 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cianjur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Poco F4 5G 8/256 Second Fullset Original Snapdragon 870
Rp
2.485.000
4.9
117 Terjual
3-5 Hari
Kab. Cianjur",https://shopee.co.id/Poco-F4-5G-8-256-Second-Fullset-Original-Snapdragon-870-i.16177561.18968484559?extraParams=%7B%22display_model_id%22%3A165341673116%2C%22model_selection_logic%22%3A3%7D&sp_atk=2892b3d5-997a-43e9-85b7-5b08bb6e2ef9&xptdk=2892b3d5-997a-43e9-85b7-5b08bb6e2ef9,,,,,
https://down-id.img.susercontent.com/file/id-11134207-822wo-mn5ugychx05h7b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Poco F4 5G Ram 8/256 Gb Second,Rp,1.912.000,,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Majene,,,"Poco F4 5G Ram 8/256 Gb Second
Rp
1.912.000
4-7 Hari
Kab. Majene",https://shopee.co.id/Poco-F4-5G-Ram-8-256-Gb-Second-i.179925492.46959036384?extraParams=%7B%22display_model_id%22%3A49953889806%2C%22model_selection_logic%22%3A3%7D&sp_atk=5f7a6ef2-03de-4a26-b58b-afdcf4461150&xptdk=5f7a6ef2-03de-4a26-b58b-afdcf4461150,,,,,
https://down-id.img.susercontent.com/file/id-11134207-7ra0g-md9meshzdvyw82,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Poco F6 12/512 | 8/256 Second Fullset No Minus Garansi Resmi,Rp,3.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,107 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Poco F6 12/512 | 8/256 Second Fullset No Minus Garansi Resmi
Rp
3.850.000
4.9
107 Terjual
3 Hari
Bekasi",https://shopee.co.id/Poco-F6-12-512-8-256-Second-Fullset-No-Minus-Garansi-Resmi-i.228426064.27311011773?extraParams=%7B%22display_model_id%22%3A248548460766%2C%22model_selection_logic%22%3A3%7D&sp_atk=9d4b0eda-38f8-454f-a08d-31b5a2307057&xptdk=9d4b0eda-38f8-454f-a08d-31b5a2307057,,,,,
