-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,img,text-xs/sp14_2,text-xs,text-shopee-primary,pointer-events-none_3,w-auto,text-white,truncate,inline-block,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224x-ml62goqvsmirc7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,lenovo moto m minus,Rp,150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Semarang,,,2-3 Hari,,,,,,,"Scrape to BigSeller
lenovo moto m minus
Rp
150.000
2-3 Hari
Kab. Semarang",https://shopee.co.id/lenovo-moto-m-minus-i.1142031333.53856477450?extraParams=%7B%22display_model_id%22%3A360582912348%2C%22model_selection_logic%22%3A3%7D&sp_atk=cbaa1d2b-ec3e-45fc-b176-bd8073cbe3c8&xptdk=cbaa1d2b-ec3e-45fc-b176-bd8073cbe3c8
https://down-id.img.susercontent.com/file/id-11134207-7r98u-ll4qhynck5ms4f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND LENOVO A328 MATI TOTAL,Rp,50.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND LENOVO A328 MATI TOTAL
Rp
50.000
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-LENOVO-A328-MATI-TOTAL-i.941744273.18592585556?extraParams=%7B%22display_model_id%22%3A204549517433%2C%22model_selection_logic%22%3A2%7D&sp_atk=055561cb-0871-4305-88d6-4a095d7effe6&xptdk=055561cb-0871-4305-88d6-4a095d7effe6
https://down-id.img.susercontent.com/file/id-11134207-7rbk8-m6eye38cymne69,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Lenovo S880 kondisi kerusakan gambling,Rp,35.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,3-6 Hari,,,,,,,"Scrape to BigSeller
Lenovo S880 kondisi kerusakan gambling
Rp
35.000
3-6 Hari
Kab. Cirebon",https://shopee.co.id/Lenovo-S880-kondisi-kerusakan-gambling-i.1369217741.26526644874?extraParams=%7B%22display_model_id%22%3A138220103620%2C%22model_selection_logic%22%3A2%7D&sp_atk=559434e4-9bd1-43e2-9f7e-9bc5f17c83e9&xptdk=559434e4-9bd1-43e2-9f7e-9bc5f17c83e9
https://down-id.img.susercontent.com/file/id-11134207-7r98s-ll4ofn9lqh3mbe,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND LENOVO P780 MATI TOTAL,Rp,100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND LENOVO P780 MATI TOTAL
Rp
100.000
5.0
1 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-LENOVO-P780-MATI-TOTAL-i.941744273.21983620383?extraParams=%7B%22display_model_id%22%3A156998964909%2C%22model_selection_logic%22%3A3%7D&sp_atk=fe64011a-43cd-4bf7-a6d9-42c8bb6d759d&xptdk=fe64011a-43cd-4bf7-a6d9-42c8bb6d759d
https://down-id.img.susercontent.com/file/id-11134207-7r98y-ll4ofn9lxhxu6c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND LENOVO A319 MATI TOTAL,Rp,50.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,1 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND LENOVO A319 MATI TOTAL
Rp
50.000
1 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-LENOVO-A319-MATI-TOTAL-i.941744273.21583617857?extraParams=%7B%22display_model_id%22%3A235583921425%2C%22model_selection_logic%22%3A2%7D&sp_atk=f2850904-75d7-4a05-b93e-0b8be94fb246&xptdk=f2850904-75d7-4a05-b93e-0b8be94fb246
https://down-id.img.susercontent.com/file/id-11134207-822wj-mlwdtlrnvuo205,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LENOVO VIBE K5 RAM 2/16GB HANDPHONE ANDROID SECOND NORMAL SIAP PAKAI,Rp,450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,2-3 Hari,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"Scrape to BigSeller
LENOVO VIBE K5 RAM 2/16GB HANDPHONE ANDROID SECOND NORMAL SIAP PAKAI
Rp
450.000
2-3 Hari
Bandung",https://shopee.co.id/LENOVO-VIBE-K5-RAM-2-16GB-HANDPHONE-ANDROID-SECOND-NORMAL-SIAP-PAKAI-i.133421876.49557306920?extraParams=%7B%22display_model_id%22%3A370648802801%2C%22model_selection_logic%22%3A3%7D&sp_atk=4afae5db-8cb2-4f10-9d99-7cf685aa4cf0&xptdk=4afae5db-8cb2-4f10-9d99-7cf685aa4cf0
https://down-id.img.susercontent.com/file/id-11134207-7qul4-lh7clftr36r06d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Lenovo S60a Minus TS,Rp,107.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,3-4 Hari,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"Scrape to BigSeller
Lenovo S60a Minus TS
Rp
107.000
3-4 Hari
Makassar",https://shopee.co.id/Lenovo-S60a-Minus-TS-i.23643844.23769032304?extraParams=%7B%22display_model_id%22%3A204319658329%2C%22model_selection_logic%22%3A3%7D&sp_atk=2d885b12-4fdc-4e0f-a69e-6a0a914cc7e7&xptdk=2d885b12-4fdc-4e0f-a69e-6a0a914cc7e7
https://down-id.img.susercontent.com/file/id-11134207-7r98y-ll4qhyncmyro60,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND LENOVO A326 MATI TOTAL,Rp,50.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND LENOVO A326 MATI TOTAL
Rp
50.000
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-LENOVO-A326-MATI-TOTAL-i.941744273.18192586061?extraParams=%7B%22display_model_id%22%3A184549530958%2C%22model_selection_logic%22%3A2%7D&sp_atk=8266ba0c-537b-4ddc-bdb5-63cf1061e211&xptdk=8266ba0c-537b-4ddc-bdb5-63cf1061e211
https://down-id.img.susercontent.com/file/id-11134207-822wk-mmt5bpt2f8qwdf,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Lenovo k13 hidup minus lcd,Rp,165.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,,3-7 Hari,,,,,,,"Scrape to BigSeller
Lenovo k13 hidup minus lcd
Rp
165.000
3-7 Hari
Kab. Bogor",https://shopee.co.id/Lenovo-k13-hidup-minus-lcd-i.1725885046.47258450714?extraParams=%7B%22display_model_id%22%3A325748545672%2C%22model_selection_logic%22%3A3%7D&sp_atk=34426aa5-7b1e-40ce-8609-17b05637857b&xptdk=34426aa5-7b1e-40ce-8609-17b05637857b
https://down-id.img.susercontent.com/file/id-11134207-7r98q-ltn484menoreaf,,Lenovo K5 K350T Minus,Rp,200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,4-7 Hari,,,,,,,"Scrape to BigSeller
Lenovo K5 K350T Minus
Rp
200.000
4-7 Hari
Jakarta Barat",https://shopee.co.id/Lenovo-K5-K350T-Minus-i.195363247.25722209608?extraParams=%7B%22display_model_id%22%3A255577641917%2C%22model_selection_logic%22%3A3%7D&sp_atk=44c62f4f-f23b-41b4-88b7-25f75104d158&xptdk=44c62f4f-f23b-41b4-88b7-25f75104d158
https://down-id.img.susercontent.com/file/id-11134207-7r98x-lsfeh59e2mgk0b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Lenovo Vibe C 4G Ram 1/8Gb Nyala minus,Rp,135.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Lenovo Vibe C 4G Ram 1/8Gb Nyala minus
Rp
135.000
Besok
Kab. Sleman",https://shopee.co.id/Lenovo-Vibe-C-4G-Ram-1-8Gb-Nyala-minus-i.12636915.14897393708?extraParams=%7B%22display_model_id%22%3A148189744906%2C%22model_selection_logic%22%3A3%7D&sp_atk=22e529f3-f2fe-4b4c-8393-7c9bc2e55bdb&xptdk=22e529f3-f2fe-4b4c-8393-7c9bc2e55bdb
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m76nxynetmrgc5,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ANDROID LENOVO S660 HIDUP NORMAL TAPI LCD RUSAK,Rp,35.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
ANDROID LENOVO S660 HIDUP NORMAL TAPI LCD RUSAK
Rp
35.000
Besok
Pontianak",https://shopee.co.id/ANDROID-LENOVO-S660-HIDUP-NORMAL-TAPI-LCD-RUSAK-i.1282212505.27979069640?extraParams=%7B%22display_model_id%22%3A195864924886%2C%22model_selection_logic%22%3A2%7D&sp_atk=2a52a0a4-d794-487d-b814-64ecd9c9adcc&xptdk=2a52a0a4-d794-487d-b814-64ecd9c9adcc
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lphconfh8tfb41,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo vibe P1ma40 Ram 2/16 GB 4G second normal warna hitam,Rp,319.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,5 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Lenovo vibe P1ma40 Ram 2/16 GB 4G second normal warna hitam
Rp
319.000
4.8
5 Terjual
Besok
Jakarta Timur",https://shopee.co.id/Lenovo-vibe-P1ma40-Ram-2-16-GB-4G-second-normal-warna-hitam-i.287908499.10097140525?extraParams=%7B%22display_model_id%22%3A173687787576%2C%22model_selection_logic%22%3A3%7D&sp_atk=edda27bc-7051-4c15-a5bc-ac3dde12287b&xptdk=edda27bc-7051-4c15-a5bc-ac3dde12287b
https://down-id.img.susercontent.com/file/id-11134207-7r98v-ll4p9npeu6w95e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND LENOVO S6-A MATI TOTAL,Rp,75.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND LENOVO S6-A MATI TOTAL
Rp
75.000
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-LENOVO-S6-A-MATI-TOTAL-i.941744273.20583623120?extraParams=%7B%22display_model_id%22%3A214549435085%2C%22model_selection_logic%22%3A3%7D&sp_atk=78e286bd-06c2-47b0-b37c-0e85963e48bb&xptdk=78e286bd-06c2-47b0-b37c-0e85963e48bb
https://down-id.img.susercontent.com/file/id-11134207-7r991-ll4p9npepz6x0a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND LENOVO VIBE C A2020A40 MATI TOTAL,Rp,100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND LENOVO VIBE C A2020A40 MATI TOTAL
Rp
100.000
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-LENOVO-VIBE-C-A2020A40-MATI-TOTAL-i.941744273.22453249853?extraParams=%7B%22display_model_id%22%3A98775740368%2C%22model_selection_logic%22%3A3%7D&sp_atk=cdf3954f-1495-4155-abe8-6fe0b79a1735&xptdk=cdf3954f-1495-4155-abe8-6fe0b79a1735
https://down-id.img.susercontent.com/file/id-11134207-7r98w-lqr1w5z49hr24a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Hp second Lenovo A2010 4G bisa wa yutube Ram 1/8GB normal tinggal warna hitam Real pick,Rp,190.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,3 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Hp second Lenovo A2010 4G bisa wa yutube Ram 1/8GB normal tinggal warna hitam Real pick
Rp
190.000
5.0
3 Terjual
Besok
Jakarta Timur",https://shopee.co.id/Hp-second-Lenovo-A2010-4G-bisa-wa-yutube-Ram-1-8GB-normal-tinggal-warna-hitam-Real-pick-i.287908499.7857479923?extraParams=%7B%22display_model_id%22%3A71398493762%2C%22model_selection_logic%22%3A3%7D&sp_atk=a3f1ea98-ebc6-4ad4-8959-18d2b8dd054d&xptdk=a3f1ea98-ebc6-4ad4-8959-18d2b8dd054d
https://down-id.img.susercontent.com/file/472d71aa744239ad3eab1f292072c447,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Unit Lenovo A6000 kondisi apa adanya hidup,Rp,350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Karangasem,,,4-8 Hari,,,,,,,"Scrape to BigSeller
Unit Lenovo A6000 kondisi apa adanya hidup
Rp
350.000
4-8 Hari
Kab. Karangasem",https://shopee.co.id/Unit-Lenovo-A6000-kondisi-apa-adanya-hidup-i.3395090.8572925673?extraParams=%7B%22display_model_id%22%3A76198761499%2C%22model_selection_logic%22%3A3%7D&sp_atk=5e8d45ae-4a7c-4925-bcc2-d7c4988de66c&xptdk=5e8d45ae-4a7c-4925-bcc2-d7c4988de66c
https://down-id.img.susercontent.com/file/id-11134207-7r98q-ll4ofn9ljg9ebe,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND LENOVO S930 MATI TOTAL,Rp,110.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND LENOVO S930 MATI TOTAL
Rp
110.000
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-LENOVO-S930-MATI-TOTAL-i.941744273.23078735994?extraParams=%7B%22display_model_id%22%3A204549231137%2C%22model_selection_logic%22%3A3%7D&sp_atk=0bd94702-51cd-4e7c-8a23-0b29795759e3&xptdk=0bd94702-51cd-4e7c-8a23-0b29795759e3
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mcm17941x0vs73,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,lenovo k5 pro 4/64gb all operator fullset bekas,Rp,800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,,4-7 Hari,,,,,,,"Scrape to BigSeller
lenovo k5 pro 4/64gb all operator fullset bekas
Rp
800.000
4-7 Hari
Bekasi",https://shopee.co.id/lenovo-k5-pro-4-64gb-all-operator-fullset-bekas-i.104597251.40360351303?extraParams=%7B%22display_model_id%22%3A305869815984%2C%22model_selection_logic%22%3A3%7D&sp_atk=fadaa599-af76-46b9-9ed5-061ea6fc07c7&xptdk=fadaa599-af76-46b9-9ed5-061ea6fc07c7
https://down-id.img.susercontent.com/file/id-11134207-7r992-lzwyz1mu34lk2c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo A7000 minus lcd ram 2/16,Rp,120.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,3-7 Hari,,,,,,,"Scrape to BigSeller
Lenovo A7000 minus lcd ram 2/16
Rp
120.000
3-7 Hari
Makassar",https://shopee.co.id/Lenovo-A7000-minus-lcd-ram-2-16-i.1289356996.28210605336?extraParams=%7B%22display_model_id%22%3A246553628381%2C%22model_selection_logic%22%3A3%7D&sp_atk=a920e75e-8b7b-49e2-8d1b-853291af485a&xptdk=a920e75e-8b7b-49e2-8d1b-853291af485a
https://down-id.img.susercontent.com/file/6457223d283805a2dce714c97c82f790,,Lenovo K5 Pro 4/64 (SECOND),Rp,800.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,,,,,,"Scrape to BigSeller
Lenovo K5 Pro 4/64 (SECOND)
Rp
800.000
Jakarta Barat",https://shopee.co.id/Lenovo-K5-Pro-4-64-(SECOND)-i.628862804.14720358914?extraParams=%7B%22display_model_id%22%3A38032120817%2C%22model_selection_logic%22%3A3%7D&sp_atk=b6397c7a-67c2-49be-9494-ccafb40145d8&xptdk=b6397c7a-67c2-49be-9494-ccafb40145d8
https://down-id.img.susercontent.com/file/aaf13b866658a738159bcbd7ce69d179,,"Handphone Lenovo A7000, pemakaian second",Rp,500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sumedang,,,4-7 Hari,,,,,,,"Scrape to BigSeller
Handphone Lenovo A7000, pemakaian second
Rp
500.000
4-7 Hari
Kab. Sumedang",https://shopee.co.id/Handphone-Lenovo-A7000-pemakaian-second-i.299786873.11030826135?extraParams=%7B%22display_model_id%22%3A94304498098%2C%22model_selection_logic%22%3A3%7D&sp_atk=4cf45259-3111-4448-b1fc-b382b30a1b9b&xptdk=4cf45259-3111-4448-b1fc-b382b30a1b9b
https://down-id.img.susercontent.com/file/aa44b6c4a0110c02823fbfed0e906559,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,murah hp lenovo A7000 bekas pemakaian normal min antigores / layar retak sesuai dipoto,Rp,519.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Sorong,,,2-6 Hari,,,,,,,"Scrape to BigSeller
murah hp lenovo A7000 bekas pemakaian normal min antigores / layar retak sesuai dipoto
Rp
519.000
2-6 Hari
Sorong",https://shopee.co.id/murah-hp-lenovo-A7000-bekas-pemakaian-normal-min-antigores-layar-retak-sesuai-dipoto-i.455235948.16927402627?extraParams=%7B%22display_model_id%22%3A124773612729%2C%22model_selection_logic%22%3A3%7D&sp_atk=5e6df7fb-a9cd-470a-a193-c6ca3e2f79c4&xptdk=5e6df7fb-a9cd-470a-a193-c6ca3e2f79c4
https://down-id.img.susercontent.com/file/id-11134207-822wg-mmkd2jddgl4z72,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo S5 k520,Rp,480.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kediri,,,3-6 Hari,,,,,,,"Scrape to BigSeller
Lenovo S5 k520
Rp
480.000
3-6 Hari
Kediri",https://shopee.co.id/Lenovo-S5-k520-i.103397198.47758001643?extraParams=%7B%22display_model_id%22%3A395708728492%2C%22model_selection_logic%22%3A3%7D&sp_atk=c5c403a7-76a3-496b-8fca-2988b167f36e&xptdk=c5c403a7-76a3-496b-8fca-2988b167f36e
https://down-id.img.susercontent.com/file/id-11134207-822wo-mn7t2h3iy137f1,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,hp lenovo s920 judul,Rp,120.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kendal,,,4-7 Hari,,,,,,,"Scrape to BigSeller
hp lenovo s920 judul
Rp
120.000
4-7 Hari
Kab. Kendal",https://shopee.co.id/hp-lenovo-s920-judul-i.703783120.52409074463?extraParams=%7B%22display_model_id%22%3A330805197241%2C%22model_selection_logic%22%3A3%7D&sp_atk=67239d9e-76d4-4502-bcd6-7551c38a7a80&xptdk=67239d9e-76d4-4502-bcd6-7551c38a7a80
