-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,text-shopee-primary,pointer-events-none_3,img,text-xs/sp14_3,text-xs,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mbz5dlufnmt581,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Dell Latitude 7490 Core i7 14 Inch Second Mulus,Rp,1.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-7%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,15 Terjual,,"Dell Latitude 7490 Core i7 14 Inch Second Mulus
Rp
1.400.000
-7%
4.7
15 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Dell-Latitude-7490-Core-i7-14-Inch-Second-Mulus-i.926974868.21871576258?extraParams=%7B%22display_model_id%22%3A257477051854%2C%22model_selection_logic%22%3A3%7D&sp_atk=2d092552-0fb3-403c-9955-8b24f9687c60&xptdk=2d092552-0fb3-403c-9955-8b24f9687c60
https://down-id.img.susercontent.com/file/id-11134207-7rasa-m4zs7flml5q82d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Dell Latitude 5310 5300 Intel Core i5 - Gen 10 | 32GB | SSD 512GB - Slim Mulus Second & Bergaransi,Rp,4.649.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,17 Terjual,,"Laptop Dell Latitude 5310 5300 Intel Core i5 - Gen 10 | 32GB | SSD 512GB - Slim Mulus Second & Bergaransi
Rp
4.649.000
5.0
17 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Laptop-Dell-Latitude-5310-5300-Intel-Core-i5-Gen-10-32GB-SSD-512GB-Slim-Mulus-Second-Bergaransi-i.92762228.29308687150?extraParams=%7B%22display_model_id%22%3A345775450992%2C%22model_selection_logic%22%3A3%7D&sp_atk=b3bde824-f206-4166-bb5a-6a0f693293ea&xptdk=b3bde824-f206-4166-bb5a-6a0f693293ea
https://down-id.img.susercontent.com/file/id-11134207-7quky-lfgi0k6yddnu4d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Dell E6410 Core i5 4GB 250GB Webcam Wifi 14""",Rp,1.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,10 Terjual,Cicilan,"Dell E6410 Core i5 4GB 250GB Webcam Wifi 14""
Rp
1.400.000
Cicilan
5.0
10 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Dell-E6410-Core-i5-4GB-250GB-Webcam-Wifi-14--i.9911872.5029929442?extraParams=%7B%22display_model_id%22%3A42749638866%2C%22model_selection_logic%22%3A3%7D&sp_atk=bd9578b8-0755-4827-9def-9dc093f264b7&xptdk=bd9578b8-0755-4827-9def-9dc093f264b7
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m6f4gn6xcm1ze3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Dell Latitude 5410 | 5420 | 5480 - Layar 14 Inch - Second Murah Bagus Bergaransi,Rp,2.530.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,10 Terjual,,"Dell Latitude 5410 | 5420 | 5480 - Layar 14 Inch - Second Murah Bagus Bergaransi
Rp
2.530.000
-1%
5.0
10 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Dell-Latitude-5410-5420-5480-Layar-14-Inch-Second-Murah-Bagus-Bergaransi-i.566727418.25291515173?extraParams=%7B%22display_model_id%22%3A445647908106%2C%22model_selection_logic%22%3A3%7D&sp_atk=41a236ed-3df6-4bc0-a787-e4843223a41b&xptdk=41a236ed-3df6-4bc0-a787-e4843223a41b
https://down-id.img.susercontent.com/file/id-11134207-7ra0h-mdo3do2vkdv350,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Dell Latitude 7410 7420 7450 7490 14 Inch Second Murah Bergaransi,Rp,2.530.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,5 Terjual,,"Dell Latitude 7410 7420 7450 7490 14 Inch Second Murah Bergaransi
Rp
2.530.000
-1%
4.7
5 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Dell-Latitude-7410-7420-7450-7490-14-Inch-Second-Murah-Bergaransi-i.566727418.27556318936?extraParams=%7B%22display_model_id%22%3A282547714160%2C%22model_selection_logic%22%3A3%7D&sp_atk=db4fe879-1331-4f2b-8f5c-4306df1b0bac&xptdk=db4fe879-1331-4f2b-8f5c-4306df1b0bac
https://down-id.img.susercontent.com/file/id-11134207-7ra0r-mbc9ivxbg6ce2f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Dell Latitude 7410 7420 7310 7320 7390 i5 16GB 256GB SSD Mulus Bergaransi,Rp,2.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,13 Terjual,,"Dell Latitude 7410 7420 7310 7320 7390 i5 16GB 256GB SSD Mulus Bergaransi
Rp
2.999.000
4.9
13 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Dell-Latitude-7410-7420-7310-7320-7390-i5-16GB-256GB-SSD-Mulus-Bergaransi-i.1434879797.29686072840?extraParams=%7B%22display_model_id%22%3A224408586733%2C%22model_selection_logic%22%3A3%7D&sp_atk=ff4d2c39-73a1-485c-a828-efda89ef045a&xptdk=ff4d2c39-73a1-485c-a828-efda89ef045a
https://down-id.img.susercontent.com/file/id-11134207-8224z-mhoe6f7uwnb728,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Dell Latitude i5/i7 13/14inch Full HD IPS,Rp,3.399.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,14 Terjual,Cicilan,"Laptop Dell Latitude i5/i7 13/14inch Full HD IPS
Rp
3.399.000
Cicilan
5.0
14 Terjual
3-5 Hari
Jakarta Pusat",https://shopee.co.id/Laptop-Dell-Latitude-i5-i7-13-14inch-Full-HD-IPS-i.28478374.7016078986?extraParams=%7B%22display_model_id%22%3A375532379625%2C%22model_selection_logic%22%3A3%7D&sp_atk=f3d6dd1b-5cb1-4adb-afa1-d23f95c322a6&xptdk=f3d6dd1b-5cb1-4adb-afa1-d23f95c322a6
https://down-id.img.susercontent.com/file/id-11134207-7ra0k-mbm9had3w8eoc8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Dell Latitude 5400 Series 14 Inch Second Murah Bergaransi,Rp,1.900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,-5%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,67 Terjual,,"Laptop Dell Latitude 5400 Series 14 Inch Second Murah Bergaransi
Rp
1.900.000
-5%
5.0
67 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Laptop-Dell-Latitude-5400-Series-14-Inch-Second-Murah-Bergaransi-i.940039185.25356077779?extraParams=%7B%22display_model_id%22%3A272372895081%2C%22model_selection_logic%22%3A3%7D&sp_atk=5eae3368-8805-4713-b960-d0d557be8468&xptdk=5eae3368-8805-4713-b960-d0d557be8468
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m8lpu0em3shuca,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Dell Latitude 3160 touchscreen Pentium N3700 Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang,Rp,1.417.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,"Laptop Dell Latitude 3160 touchscreen Pentium N3700 Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang
Rp
1.417.500
< 2 Hari
Malang",https://shopee.co.id/Laptop-Dell-Latitude-3160-touchscreen-Pentium-N3700-Ram-16Gb-512Gb-Normal-Siap-Pakai-Leptop-Laptop-Murah-Laptop-Malang-Laptop-Gaming-Bergaransi-Laptop-Bekas-Laptop-Bekas-Malang-i.44435356.27983537630?extraParams=%7B%22display_model_id%22%3A248189219049%2C%22model_selection_logic%22%3A3%7D&sp_atk=2c5e6351-c8b6-4327-a33a-71f61a493f2c&xptdk=2c5e6351-c8b6-4327-a33a-71f61a493f2c
https://down-id.img.susercontent.com/file/f58143ee6716d333954f222be8610760,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Laptop Bekas Dell E6410 Core I5 Webcam Mulus || Dell E6410 Core I5 Webcam Mulus 14""",Rp,1.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,10 Terjual,Cicilan,"Laptop Bekas Dell E6410 Core I5 Webcam Mulus || Dell E6410 Core I5 Webcam Mulus 14""
Rp
1.700.000
Cicilan
5.0
10 Terjual
3-4 Hari
Jakarta Barat",https://shopee.co.id/Laptop-Bekas-Dell-E6410-Core-I5-Webcam-Mulus-Dell-E6410-Core-I5-Webcam-Mulus-14--i.274960916.6038422411?extraParams=%7B%22display_model_id%22%3A89364518769%2C%22model_selection_logic%22%3A3%7D&sp_atk=5ff71a25-05ce-4a6c-9ec9-c4702ced8f6b&xptdk=5ff71a25-05ce-4a6c-9ec9-c4702ced8f6b
https://down-id.img.susercontent.com/file/id-11134207-7ra0r-mc006f67aaq305,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Dell Latitude 7480 Core i5 i7 14"" Second Mulus",Rp,4.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,44 Terjual,,"Dell Latitude 7480 Core i5 i7 14"" Second Mulus
Rp
4.200.000
-2%
4.9
44 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Dell-Latitude-7480-Core-i5-i7-14-Second-Mulus-i.926974868.18677066849?extraParams=%7B%22display_model_id%22%3A217281976261%2C%22model_selection_logic%22%3A3%7D&sp_atk=7d9ffa8b-267e-403d-815b-990adece979e&xptdk=7d9ffa8b-267e-403d-815b-990adece979e
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m158a3w4mwqq54,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Dell Latitude 7400 i5-8th 16GB SSD 256GB,Rp,3.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,,"Dell Latitude 7400 i5-8th 16GB SSD 256GB
Rp
3.599.000
5.0
2 Terjual
2-3 Hari
Surabaya",https://shopee.co.id/Dell-Latitude-7400-i5-8th-16GB-SSD-256GB-i.23355627.28363564599?extraParams=%7B%22display_model_id%22%3A280010692030%2C%22model_selection_logic%22%3A3%7D&sp_atk=16b07ffe-6814-463e-8f6f-1b2a2f18d528&xptdk=16b07ffe-6814-463e-8f6f-1b2a2f18d528
https://down-id.img.susercontent.com/file/id-11134207-7rbk7-m77k1eg06ich02,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Dell Latitude E6410 Intel Core i5-Bonus Tas second,Rp,750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,7 Hari,,"Laptop Dell Latitude E6410 Intel Core i5-Bonus Tas second
Rp
750.000
7 Hari
Jakarta Barat",https://shopee.co.id/Laptop-Dell-Latitude-E6410-Intel-Core-i5-Bonus-Tas-second-i.11765076.29679134034?extraParams=%7B%22display_model_id%22%3A99775393057%2C%22model_selection_logic%22%3A3%7D&sp_atk=94da734c-b9cb-40c6-a41f-a5e14bbfcd66&xptdk=94da734c-b9cb-40c6-a41f-a5e14bbfcd66
https://down-id.img.susercontent.com/file/96c42bc0354f25e6c44784a4bc7178e5,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Dell Latitude 2100 2GB 160GB Webcam Ringan,Rp,850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,"Dell Latitude 2100 2GB 160GB Webcam Ringan
Rp
850.000
5.0
1 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Dell-Latitude-2100-2GB-160GB-Webcam-Ringan-i.548826316.14349014441?extraParams=%7B%22display_model_id%22%3A230370234111%2C%22model_selection_logic%22%3A3%7D&sp_atk=df510db1-bc36-4d61-ac03-219ca8f11582&xptdk=df510db1-bc36-4d61-ac03-219ca8f11582
https://down-id.img.susercontent.com/file/sg-11134201-7rccu-m6bcnuiwyrmgfe,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Dell Latitude second laptop 7280 7380 7390 Intel Core i5 Ram 8GB/16GB ssd 256GB/512GB Peningkatan baru laptop Laptop Slim Murah Bagus dan Bergaransi bekas,Rp,2.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,"Dell Latitude second laptop 7280 7380 7390 Intel Core i5 Ram 8GB/16GB ssd 256GB/512GB Peningkatan baru laptop Laptop Slim Murah Bagus dan Bergaransi bekas
Rp
2.250.000
< 2 Hari
Malang",https://shopee.co.id/Dell-Latitude-second-laptop-7280-7380-7390-Intel-Core-i5-Ram-8GB-16GB-ssd-256GB-512GB-Peningkatan-baru-laptop-Laptop-Slim-Murah-Bagus-dan-Bergaransi-bekas-i.44435356.26726357180?extraParams=%7B%22display_model_id%22%3A252650830934%2C%22model_selection_logic%22%3A3%7D&sp_atk=d9e2fabc-099f-408f-8c60-91ffff53e0dd&xptdk=d9e2fabc-099f-408f-8c60-91ffff53e0dd
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mc1thj7ur1eqe3,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Dell P15G Laptop Mati Lcd Kosong Ram 4GB Keyboard Utuh,Rp,300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,3-4 Hari,,"Dell P15G Laptop Mati Lcd Kosong Ram 4GB Keyboard Utuh
Rp
300.000
3-4 Hari
Kab. Cirebon",https://shopee.co.id/Dell-P15G-Laptop-Mati-Lcd-Kosong-Ram-4GB-Keyboard-Utuh-i.1022860192.42708156058?extraParams=%7B%22display_model_id%22%3A300687433512%2C%22model_selection_logic%22%3A3%7D&sp_atk=260a37f5-d649-4f04-a591-e6c12baadbdd&xptdk=260a37f5-d649-4f04-a591-e6c12baadbdd
https://down-id.img.susercontent.com/file/5a1629eba3fb8ef39e6472e223286a2c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Dell latitude E5410 core i5 2,4ghz ram 4gb hdd 320gb wifi 14"" bat ok dan mulusss",Rp,1.150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,"Dell latitude E5410 core i5 2,4ghz ram 4gb hdd 320gb wifi 14"" bat ok dan mulusss
Rp
1.150.000
5.0
1 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Dell-latitude-E5410-core-i5-2-4ghz-ram-4gb-hdd-320gb-wifi-14-bat-ok-dan-mulusss-i.9911872.6031794817?extraParams=%7B%22display_model_id%22%3A36504537243%2C%22model_selection_logic%22%3A3%7D&sp_atk=ea0be314-7e7a-44fb-80bc-8797592f1457&xptdk=ea0be314-7e7a-44fb-80bc-8797592f1457
https://down-id.img.susercontent.com/file/sg-11134201-22110-wbvcpu2vxyjv55,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Notebook DELL murah meriah bagus mulus,Rp,350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,,,3-6 Hari,,"Laptop Notebook DELL murah meriah bagus mulus
Rp
350.000
3-6 Hari
Kab. Sidoarjo",https://shopee.co.id/Laptop-Notebook-DELL-murah-meriah-bagus-mulus-i.112307942.16789859828?extraParams=%7B%22display_model_id%22%3A29323355471%2C%22model_selection_logic%22%3A3%7D&sp_atk=c52b1903-58ed-42f8-b654-5830531995f3&xptdk=c52b1903-58ed-42f8-b654-5830531995f3
