-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,text-shopee-primary,text-shopee-green,truncate,img_2,pointer-events-none_3,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wr-mm7b3p451f5sa1,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Advan Workplus Heritage 14 Ryzen 5 32GB 1TB IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,5.797.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-1%,16 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=43252868137&shopid=1392409125,"Advan Workplus Heritage 14 Ryzen 5 32GB 1TB IPS
Rp
5.797.000
-1%
5.0
16 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Advan-Workplus-Heritage-14-Ryzen-5-32GB-1TB-IPS-i.1392409125.43252868137?extraParams=%7B%22display_model_id%22%3A355678083817%2C%22model_selection_logic%22%3A3%7D&sp_atk=2db727fb-ae25-4a0b-8697-c088a95397a8&xptdk=2db727fb-ae25-4a0b-8697-c088a95397a8
https://down-id.img.susercontent.com/file/id-11134207-822wu-mn7eanv6enewcb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop ADVAN TBook Celeron N100 Intel N100 8GB/128GB (Upgradabe) 14"" HD Free Windows 11",,Rp,4.298.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bogor,-1%,3 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=27437027428&shopid=1411036600,"Laptop ADVAN TBook Celeron N100 Intel N100 8GB/128GB (Upgradabe) 14"" HD Free Windows 11
Rp
4.298.000
-1%
5.0
3 Terjual
< 2 Hari
Bogor",https://shopee.co.id/Laptop-ADVAN-TBook-Celeron-N100-Intel-N100-8GB-128GB-(Upgradabe)-14-HD-Free-Windows-11-i.1411036600.27437027428?extraParams=%7B%22display_model_id%22%3A159193221072%2C%22model_selection_logic%22%3A3%7D&sp_atk=04303962-fbd9-40e8-b70b-1c2849aafc48&xptdk=04303962-fbd9-40e8-b70b-1c2849aafc48
https://down-id.img.susercontent.com/file/id-11134207-822wj-mlqfkr2tqfwk81,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Advan Workplus AI Ryzen 7 16GB DDR5 1TB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.799.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,119 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=22886476155&shopid=32829345,"Advan Workplus AI Ryzen 7 16GB DDR5 1TB SSD
Rp
9.799.000
5.0
119 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Advan-Workplus-AI-Ryzen-7-16GB-DDR5-1TB-SSD-i.32829345.22886476155?extraParams=%7B%22display_model_id%22%3A207786726297%2C%22model_selection_logic%22%3A3%7D&sp_atk=6cea7ff8-2fb6-4cd1-b529-2eabeb106f0c&xptdk=6cea7ff8-2fb6-4cd1-b529-2eabeb106f0c
https://down-id.img.susercontent.com/file/id-11134207-7ra0l-mbq6f93b41w0f0,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Advan TBook Intel N100 8GB eMMC 128GB 14"" W11",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.981.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,,4 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=44007122718&shopid=29339583,"Advan TBook Intel N100 8GB eMMC 128GB 14"" W11
Rp
4.981.000
5.0
4 Terjual
< 2 Hari
Yogyakarta",https://shopee.co.id/Advan-TBook-Intel-N100-8GB-eMMC-128GB-14-W11-i.29339583.44007122718?extraParams=%7B%22display_model_id%22%3A260604206443%2C%22model_selection_logic%22%3A3%7D&sp_atk=8995b050-df4d-4cbd-b9f0-12c9d6249fdb&xptdk=8995b050-df4d-4cbd-b9f0-12c9d6249fdb
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m3d7ddva14f417,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"LAPTOP ADVAN WORKPRO LITE I3-1220/8/256/14""/W11 HOME",,Rp,4.980.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarmasin,,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=26169672546&shopid=401913954,"LAPTOP ADVAN WORKPRO LITE I3-1220/8/256/14""/W11 HOME
Rp
4.980.000
< 2 Hari
Banjarmasin",https://shopee.co.id/LAPTOP-ADVAN-WORKPRO-LITE-I3-1220-8-256-14-W11-HOME-i.401913954.26169672546?extraParams=%7B%22display_model_id%22%3A252180059927%2C%22model_selection_logic%22%3A3%7D&sp_atk=23b09bf7-2578-4750-9ca1-d7f0b28c7232&xptdk=23b09bf7-2578-4750-9ca1-d7f0b28c7232
https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mdr6nlp6a254ad,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Advan Workmate Ryzen 5 3500U 8GB 256GB 14"" FHD+ W11",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,5.682.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,33 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=26209199005&shopid=37150373,"Advan Workmate Ryzen 5 3500U 8GB 256GB 14"" FHD+ W11
Rp
5.682.000
4.9
33 Terjual
< 2 Hari
Bandung",https://shopee.co.id/Advan-Workmate-Ryzen-5-3500U-8GB-256GB-14-FHD-W11-i.37150373.26209199005?extraParams=%7B%22display_model_id%22%3A89865592727%2C%22model_selection_logic%22%3A3%7D&sp_atk=e7a7453b-0f3b-4287-b9ac-754621747e86&xptdk=e7a7453b-0f3b-4287-b9ac-754621747e86
https://down-id.img.susercontent.com/file/id-11134207-7rasf-m1z4igikn1m55a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Advan WorkPro i5 8GB 512GB IPS Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.675.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,39 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=23378789651&shopid=125813652,"Advan WorkPro i5 8GB 512GB IPS Windows 11
Rp
7.675.000
5.0
39 Terjual
< 2 Hari
Makassar",https://shopee.co.id/Advan-WorkPro-i5-8GB-512GB-IPS-Windows-11-i.125813652.23378789651?extraParams=%7B%22display_model_id%22%3A430232947741%2C%22model_selection_logic%22%3A3%7D&sp_atk=c9602e15-30de-46b5-953c-7cf5f19ffe8c&xptdk=c9602e15-30de-46b5-953c-7cf5f19ffe8c
https://down-id.img.susercontent.com/file/id-11134207-8224x-mjaw20lnlxj86e,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,"Advan TBook Intel N100 4GB/8GB RAM 14"" HD WIN11",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.410.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,2 Terjual,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=41850860551&shopid=610490109,"Advan TBook Intel N100 4GB/8GB RAM 14"" HD WIN11
Rp
3.410.000
Pilih Lokal
5.0
2 Terjual
< 2 Hari
Kab. Sleman",https://shopee.co.id/Advan-TBook-Intel-N100-4GB-8GB-RAM-14-HD-WIN11-i.610490109.41850860551?extraParams=%7B%22display_model_id%22%3A380402434539%2C%22model_selection_logic%22%3A3%7D&sp_atk=40a00cf5-afca-40dd-93e3-85d2bcaec552&xptdk=40a00cf5-afca-40dd-93e3-85d2bcaec552
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m1z4lqonmwalbf,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,Advan Workpro i5 8GB 512GB FHD IPS W11 Free Mouse,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.649.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,15 Terjual,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=24653589279&shopid=131155808,"Advan Workpro i5 8GB 512GB FHD IPS W11 Free Mouse
Rp
7.649.000
Pilih Lokal
5.0
15 Terjual
< 2 Hari
Makassar",https://shopee.co.id/Advan-Workpro-i5-8GB-512GB-FHD-IPS-W11-Free-Mouse-i.131155808.24653589279?extraParams=%7B%22display_model_id%22%3A410232941962%2C%22model_selection_logic%22%3A3%7D&sp_atk=02137377-5010-4945-8ae0-0e81446108b3&xptdk=02137377-5010-4945-8ae0-0e81446108b3
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m26gh718ueeaff,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Advan TBOOK Intel N100 8GB 14"" Win 11 Laptop",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.500.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pekanbaru,,19 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=25934272351&shopid=4583103,"Advan TBOOK Intel N100 8GB 14"" Win 11 Laptop
Rp
4.500.000
5.0
19 Terjual
< 2 Hari
Pekanbaru",https://shopee.co.id/Advan-TBOOK-Intel-N100-8GB-14-Win-11-Laptop-i.4583103.25934272351?extraParams=%7B%22display_model_id%22%3A242665543418%2C%22model_selection_logic%22%3A3%7D&sp_atk=6c23c472-ca49-4e6b-aa11-ddd7e77d1b98&xptdk=6c23c472-ca49-4e6b-aa11-ddd7e77d1b98
https://down-id.img.susercontent.com/file/id-11134207-8224t-mkdimng2u9z9c1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Advan TBOOK 14 Intel N100 8GB 512GB SSD HD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.297.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,-1%,11 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28886908884&shopid=1347699624,"Advan TBOOK 14 Intel N100 8GB 512GB SSD HD
Rp
4.297.000
-1%
5.0
11 Terjual
< 2 Hari
Depok",https://shopee.co.id/Advan-TBOOK-14-Intel-N100-8GB-512GB-SSD-HD-i.1347699624.28886908884?extraParams=%7B%22display_model_id%22%3A276956488582%2C%22model_selection_logic%22%3A3%7D&sp_atk=d926b3c8-4367-4dc1-8221-b523e48fc7dc&xptdk=d926b3c8-4367-4dc1-8221-b523e48fc7dc
https://down-id.img.susercontent.com/file/sg-11134201-7qvfp-leqw1wsy91d1e9,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"ADVAN Soulmate Laptop 14"" Intel Celeron N4020 4GB 128GB Windows 11 Garansi Resmi 1 Tahun - Grey",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.400.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 11:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,Besok 11:00,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=23734506256&shopid=42780753,"ADVAN Soulmate Laptop 14"" Intel Celeron N4020 4GB 128GB Windows 11 Garansi Resmi 1 Tahun - Grey
Rp
3.400.000
Besok 11:00
Surabaya",https://shopee.co.id/ADVAN-Soulmate-Laptop-14-Intel-Celeron-N4020-4GB-128GB-Windows-11-Garansi-Resmi-1-Tahun-Grey-i.42780753.23734506256?extraParams=%7B%22display_model_id%22%3A214106179550%2C%22model_selection_logic%22%3A3%7D&sp_atk=dda8a510-3a21-429b-892c-e82df7094062&xptdk=dda8a510-3a21-429b-892c-e82df7094062
https://down-id.img.susercontent.com/file/id-11134207-82251-mi3xytrfl1xf7f,https://down-id.img.susercontent.com/file/id-11134258-822wk-mlx5wnmfz7k3dd,"Advan Soulmate X AMD 3020e 8GB 128GB SSD 14"" FHD IPS Win11",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.754.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-37%,180 Terjual,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=27664319624&shopid=148846460,"Advan Soulmate X AMD 3020e 8GB 128GB SSD 14"" FHD IPS Win11
Rp
3.754.000
-37%
Pilih Lokal
5.0
180 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Advan-Soulmate-X-AMD-3020e-8GB-128GB-SSD-14-FHD-IPS-Win11-i.148846460.27664319624?extraParams=%7B%22display_model_id%22%3A390280655356%2C%22model_selection_logic%22%3A3%7D&sp_atk=fe6d38f6-64db-4919-ab6d-527ed6b419af&xptdk=fe6d38f6-64db-4919-ab6d-527ed6b419af
https://down-id.img.susercontent.com/file/id-11134207-7r98x-lqlsrdjoeak873,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Advan Workplus Ryzen 5 16GB 512GB Notebook,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,8.100.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Cirebon,-46%,5 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=20386386497&shopid=481116800,"Advan Workplus Ryzen 5 16GB 512GB Notebook
Rp
8.100.000
-46%
5.0
5 Terjual
< 2 Hari
Cirebon",https://shopee.co.id/Advan-Workplus-Ryzen-5-16GB-512GB-Notebook-i.481116800.20386386497?extraParams=%7B%22display_model_id%22%3A232286046644%2C%22model_selection_logic%22%3A3%7D&sp_atk=0f40e4a0-c98b-4af2-90bc-41f811aca98e&xptdk=0f40e4a0-c98b-4af2-90bc-41f811aca98e
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-m9vfo5e82drk78,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Advan TBook 1405 Intel N100 Ram 16Gb 512Gb Windows 11,,Rp,2.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29136581403&shopid=79997666,"Laptop Advan TBook 1405 Intel N100 Ram 16Gb 512Gb Windows 11
Rp
2.500.000
< 2 Hari
Malang",https://shopee.co.id/Laptop-Advan-TBook-1405-Intel-N100-Ram-16Gb-512Gb-Windows-11-i.79997666.29136581403?extraParams=%7B%22display_model_id%22%3A253419121177%2C%22model_selection_logic%22%3A3%7D&sp_atk=6aa8353e-bf54-4ea0-908d-9f57a95eb42b&xptdk=6aa8353e-bf54-4ea0-908d-9f57a95eb42b
https://down-id.img.susercontent.com/file/id-11134207-7rbk8-ma7v2yxtpcbk90,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Advan Evo X13 2in1 13"" Intel N100 12GB 512GB SSD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.550.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Palembang,,14 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29885337160&shopid=39381924,"Advan Evo X13 2in1 13"" Intel N100 12GB 512GB SSD
Rp
6.550.000
14 Terjual
< 2 Hari
Palembang",https://shopee.co.id/Advan-Evo-X13-2in1-13-Intel-N100-12GB-512GB-SSD-i.39381924.29885337160?extraParams=%7B%22display_model_id%22%3A253327443298%2C%22model_selection_logic%22%3A3%7D&sp_atk=fa2a5ab9-dd9f-465e-a924-73c474b2a9f2&xptdk=fa2a5ab9-dd9f-465e-a924-73c474b2a9f2
https://down-id.img.susercontent.com/file/id-11134207-7ra0u-md326grwza54fb,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,Advan TBook Intel N100 8GB 128GB HD Free Win 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.298.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bogor,-1%,5 Terjual,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29538807568&shopid=1583683411,"Advan TBook Intel N100 8GB 128GB HD Free Win 11
Rp
4.298.000
-1%
Pilih Lokal
5.0
5 Terjual
< 2 Hari
Bogor",https://shopee.co.id/Advan-TBook-Intel-N100-8GB-128GB-HD-Free-Win-11-i.1583683411.29538807568?extraParams=%7B%22display_model_id%22%3A300753932299%2C%22model_selection_logic%22%3A3%7D&sp_atk=4fc8cf54-3f95-4b22-897b-afb20713e80e&xptdk=4fc8cf54-3f95-4b22-897b-afb20713e80e
