-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,text-shopee-primary,pointer-events-none_3,truncate,img_2,text-xs_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7ra0h-mdr4twgbsx3i3a,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus Expertbook P1403CVA | I3 1315 8GB 512GB 14.0 FHD W11+OHS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.150.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,27 Terjual,"Asus Expertbook P1403CVA | I3 1315 8GB 512GB 14.0 FHD W11+OHS
Rp
9.150.000
5.0
27 Terjual
2-3 Hari
Yogyakarta",https://shopee.co.id/Asus-Expertbook-P1403CVA-I3-1315-8GB-512GB-14.0-FHD-W11-OHS-i.1543389959.26638467689?extraParams=%7B%22display_model_id%22%3A305659453584%2C%22model_selection_logic%22%3A3%7D&sp_atk=46680d37-8370-4feb-aa82-4c1a87828601&xptdk=46680d37-8370-4feb-aa82-4c1a87828601
https://down-id.img.susercontent.com/file/id-11134207-8224o-mk4wck5q1og61d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS EXPERTBOOK P1403CVA CORE 3 100 - RAM 16GB 512GB W11+OHS 14.0FHD -S63852WS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.676.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-41%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,789 Terjual,"ASUS EXPERTBOOK P1403CVA CORE 3 100 - RAM 16GB 512GB W11+OHS 14.0FHD -S63852WS
Rp
8.676.000
-41%
Hadiah Gratis
5.0
789 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/ASUS-EXPERTBOOK-P1403CVA-CORE-3-100-RAM-16GB-512GB-W11-OHS-14.0FHD-S63852WS-i.250649369.56901437688?extraParams=%7B%22display_model_id%22%3A365491511868%2C%22model_selection_logic%22%3A3%7D&sp_atk=4f33b810-fa80-457c-ba54-acb8c95c7c24&xptdk=4f33b810-fa80-457c-ba54-acb8c95c7c24
https://down-id.img.susercontent.com/file/id-11134207-7rasf-m4mtlzs5g69m5a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP ASUS VIVOBOOK GO 14 E1404FA RYZEN 3 7320 - 8GB 256/512GB 14.0FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,17.049.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,143 Terjual,"LAPTOP ASUS VIVOBOOK GO 14 E1404FA RYZEN 3 7320 - 8GB 256/512GB 14.0FHD
Rp
17.049.000
-1%
5.0
143 Terjual
Besok
Surabaya",https://shopee.co.id/LAPTOP-ASUS-VIVOBOOK-GO-14-E1404FA-RYZEN-3-7320-8GB-256-512GB-14.0FHD-i.1273997571.27972663760?extraParams=%7B%22display_model_id%22%3A355563041819%2C%22model_selection_logic%22%3A3%7D&sp_atk=7e38c2fa-4549-446c-bb49-ba7785b811d3&xptdk=7e38c2fa-4549-446c-bb49-ba7785b811d3
https://down-id.img.susercontent.com/file/sg-11134301-7rdx3-md1pvo0xqqkgce,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Vivobook AMD Ryzen 5 E1404FA-VIPS5152M R5-7520U/UMA/16GB/512GB/Green Grey/VIPS/FHD /OPI 2024 + FREE M365/Win 11/Non-upgrade/Backpack///,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.358.300,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-41%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,153 Terjual,"Asus Vivobook AMD Ryzen 5 E1404FA-VIPS5152M R5-7520U/UMA/16GB/512GB/Green Grey/VIPS/FHD /OPI 2024 + FREE M365/Win 11/Non-upgrade/Backpack///
Rp
9.358.300
-41%
4.9
153 Terjual
2-3 Hari
Surabaya",https://shopee.co.id/Asus-Vivobook-AMD-Ryzen-5-E1404FA-VIPS5152M-R5-7520U-UMA-16GB-512GB-Green-Grey-VIPS-FHD-OPI-2024-FREE-M365-Win-11-Non-upgrade-Backpack--i.54873248.44361680536?extraParams=%7B%22display_model_id%22%3A258710355330%2C%22model_selection_logic%22%3A3%7D&sp_atk=7b1a57cd-e47d-40d6-a36c-324fc3611ee7&xptdk=7b1a57cd-e47d-40d6-a36c-324fc3611ee7
https://down-id.img.susercontent.com/file/id-11134207-822wn-mlr7qve8j3ew75,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ASUS EXPERTBOOK P1 P1403CVA-S63850WS I3 1315U 8GB 512GB SSD INTEGRATED 14"" FHD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.298.800,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-19%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,,2 Terjual,"ASUS EXPERTBOOK P1 P1403CVA-S63850WS I3 1315U 8GB 512GB SSD INTEGRATED 14"" FHD
Rp
8.298.800
-19%
2 Terjual
3-4 Hari
Jakarta Utara",https://shopee.co.id/ASUS-EXPERTBOOK-P1-P1403CVA-S63850WS-I3-1315U-8GB-512GB-SSD-INTEGRATED-14-FHD-i.1609963553.54507133509?extraParams=%7B%22display_model_id%22%3A244181915928%2C%22model_selection_logic%22%3A3%7D&sp_atk=c8315806-9a26-47ab-aeab-dd2ecc4e0e5a&xptdk=c8315806-9a26-47ab-aeab-dd2ecc4e0e5a
https://down-id.img.susercontent.com/file/id-11134207-8224q-mkaf79ssa2o827,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Vivobook Go 14 Ryzen 5 16GB 512GB W11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.086.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-46%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,401 Terjual,"Asus Vivobook Go 14 Ryzen 5 16GB 512GB W11
Rp
9.086.000
-46%
Cicilan
Hadiah Gratis
5.0
401 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Asus-Vivobook-Go-14-Ryzen-5-16GB-512GB-W11-i.250649369.10745047944?extraParams=%7B%22display_model_id%22%3A195740358282%2C%22model_selection_logic%22%3A3%7D&sp_atk=5b2cc128-59b0-4f06-bb95-c785a55a3363&xptdk=5b2cc128-59b0-4f06-bb95-c785a55a3363
https://down-id.img.susercontent.com/file/id-11134207-822wi-mmy4c9ydydxh48,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Vivobook 15 F1504ZA i5 1235U 24GB 1TB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.998.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,31 Terjual,"Asus Vivobook 15 F1504ZA i5 1235U 24GB 1TB SSD
Rp
6.998.000
-1%
4.9
31 Terjual
< 2 Hari
Depok",https://shopee.co.id/Asus-Vivobook-15-F1504ZA-i5-1235U-24GB-1TB-SSD-i.714643627.25359717998?extraParams=%7B%22display_model_id%22%3A420768171641%2C%22model_selection_logic%22%3A3%7D&sp_atk=f6a161b8-9548-4899-9dec-3f2615427049&xptdk=f6a161b8-9548-4899-9dec-3f2615427049
https://down-id.img.susercontent.com/file/id-11134207-8224z-mjv1siuna3nq59,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop ASUS Vivobook 14 A1404VA | Intel Core i3 1315 | RAM 8GB 512GB SSD | W11+OHS | 14.0 Full HD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.068.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,-30%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,86 Terjual,"Laptop ASUS Vivobook 14 A1404VA | Intel Core i3 1315 | RAM 8GB 512GB SSD | W11+OHS | 14.0 Full HD
Rp
8.068.000
-30%
4.9
86 Terjual
< 2 Hari
Depok",https://shopee.co.id/Laptop-ASUS-Vivobook-14-A1404VA-Intel-Core-i3-1315-RAM-8GB-512GB-SSD-W11-OHS-14.0-Full-HD-i.1274014683.27875736699?extraParams=%7B%22display_model_id%22%3A440480262968%2C%22model_selection_logic%22%3A3%7D&sp_atk=46d6695e-73c0-42a0-b862-c9c64e000c9a&xptdk=46d6695e-73c0-42a0-b862-c9c64e000c9a
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m50xb3au5di01c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS VIVOBOOK GO 14 E410KA N4500 4GB 256GB WINDOWS 11 +OFFICE 14.0 FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.236.010,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-28%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,101 Terjual,"ASUS VIVOBOOK GO 14 E410KA N4500 4GB 256GB WINDOWS 11 +OFFICE 14.0 FHD
Rp
6.236.010
-28%
5.0
101 Terjual
3-4 Hari
Jakarta Utara",https://shopee.co.id/ASUS-VIVOBOOK-GO-14-E410KA-N4500-4GB-256GB-WINDOWS-11-OFFICE-14.0-FHD-i.1219396668.29173564764?extraParams=%7B%22display_model_id%22%3A218148562421%2C%22model_selection_logic%22%3A3%7D&sp_atk=42273600-2506-41c4-8280-9eb0311d1db7&xptdk=42273600-2506-41c4-8280-9eb0311d1db7
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-mb0zau12vxdg0f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS VIVOBOOK 14 A1404VAP CORE I3 100U 8GB 512GB Windows11+OHS+M365B 14.0FHD VIPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.210.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,10 Terjual,"ASUS VIVOBOOK 14 A1404VAP CORE I3 100U 8GB 512GB Windows11+OHS+M365B 14.0FHD VIPS
Rp
9.210.000
-1%
5.0
10 Terjual
Besok
Surabaya",https://shopee.co.id/ASUS-VIVOBOOK-14-A1404VAP-CORE-I3-100U-8GB-512GB-Windows11-OHS-M365B-14.0FHD-VIPS-i.1471949508.43004591424?extraParams=%7B%22display_model_id%22%3A345757935574%2C%22model_selection_logic%22%3A3%7D&sp_atk=d0af14eb-8224-48a3-826c-cde159b03fbc&xptdk=d0af14eb-8224-48a3-826c-cde159b03fbc
https://down-id.img.susercontent.com/file/id-11134207-8224u-mg1zabe8cf7z6e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Asus VivoBook X1404VA-NK469 Intel Core i7 1355U RAM 16GB SSD 1TB Layar 14"" FHD Asus NumPad + Free Install (Kotakom)",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,9.465.822,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Asus VivoBook X1404VA-NK469 Intel Core i7 1355U RAM 16GB SSD 1TB Layar 14"" FHD Asus NumPad + Free Install (Kotakom)
Rp
9.465.822
-1%
Hadiah Gratis
Besok
Surabaya",https://shopee.co.id/Asus-VivoBook-X1404VA-NK469-Intel-Core-i7-1355U-RAM-16GB-SSD-1TB-Layar-14-FHD-Asus-NumPad-Free-Install-(Kotakom)-i.91465413.28143118174?extraParams=%7B%22display_model_id%22%3A267015280272%2C%22model_selection_logic%22%3A3%7D&sp_atk=95c7add6-d867-4884-90e4-13c489b0558b&xptdk=95c7add6-d867-4884-90e4-13c489b0558b
https://down-id.img.susercontent.com/file/id-11134207-8224r-mjgv5j8q76rk87,,ASUS Vivobook 14 A1404VA i3-1315U 512GB SSD 8GB FHD IPS Win11+OHS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.999.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,-17%,,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,37 Terjual,"ASUS Vivobook 14 A1404VA i3-1315U 512GB SSD 8GB FHD IPS Win11+OHS
Rp
9.999.000
-17%
Produk Baru
5.0
37 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/ASUS-Vivobook-14-A1404VA-i3-1315U-512GB-SSD-8GB-FHD-IPS-Win11-OHS-i.1563856390.53053758894?extraParams=%7B%22display_model_id%22%3A425357296100%2C%22model_selection_logic%22%3A3%7D&sp_atk=32d11715-8882-4fed-a92e-9752ab1d57d9&xptdk=32d11715-8882-4fed-a92e-9752ab1d57d9
https://down-id.img.susercontent.com/file/id-11134207-81ztf-mfhrtsbyamtmf9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP ASUS VIVOBOOK GO 14 E410KA N4500 - 8GB 256/512GB 14.0FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.485.000,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-32%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,30 Terjual,"LAPTOP ASUS VIVOBOOK GO 14 E410KA N4500 - 8GB 256/512GB 14.0FHD
Rp
6.485.000
-32%
4.7
30 Terjual
Besok
Surabaya",https://shopee.co.id/LAPTOP-ASUS-VIVOBOOK-GO-14-E410KA-N4500-8GB-256-512GB-14.0FHD-i.1273997571.29322749560?extraParams=%7B%22display_model_id%22%3A108559928281%2C%22model_selection_logic%22%3A3%7D&sp_atk=34eaa40d-7ab0-4789-ac73-7fdd40b7af80&xptdk=34eaa40d-7ab0-4789-ac73-7fdd40b7af80
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmif33zg29dw78,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS Vivobook E410KA 8GB 512GB SSD Win11 Home,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.673.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,116 Terjual,"ASUS Vivobook E410KA 8GB 512GB SSD Win11 Home
Rp
4.673.000
-1%
Cicilan
5.0
116 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/ASUS-Vivobook-E410KA-8GB-512GB-SSD-Win11-Home-i.748792991.15279692442?extraParams=%7B%22display_model_id%22%3A425701471641%2C%22model_selection_logic%22%3A3%7D&sp_atk=72b50c9d-ea99-4c18-ae41-50d50b00f4a5&xptdk=72b50c9d-ea99-4c18-ae41-50d50b00f4a5
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m9i6mpm8kuou4f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop ASUS VIVOBOOK 14 A1404VA Intel Core i3-1315U 8GB 256GB SSD 14 Inch FHD Windows 11 Home OHM 2024 M365 FHD3821M,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.196.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tegal,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,20 Terjual,"Laptop ASUS VIVOBOOK 14 A1404VA Intel Core i3-1315U 8GB 256GB SSD 14 Inch FHD Windows 11 Home OHM 2024 M365 FHD3821M
Rp
9.196.000
-6%
5.0
20 Terjual
3-4 Hari
Tegal",https://shopee.co.id/Laptop-ASUS-VIVOBOOK-14-A1404VA-Intel-Core-i3-1315U-8GB-256GB-SSD-14-Inch-FHD-Windows-11-Home-OHM-2024-M365-FHD3821M-i.318218543.26986382627?extraParams=%7B%22display_model_id%22%3A248400730981%2C%22model_selection_logic%22%3A3%7D&sp_atk=483c792f-958b-4a33-aedb-300c28307abc&xptdk=483c792f-958b-4a33-aedb-300c28307abc
https://down-id.img.susercontent.com/file/id-11134207-8224v-mk4tndnc1mh3a7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS EXPERTBOOK P1403CVA S63852WS CORE 3 100 8GB 512GB WINDOWS 11+OFFICE 14.0FHD 3Y,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.216.010,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-47%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,9 Terjual,"ASUS EXPERTBOOK P1403CVA S63852WS CORE 3 100 8GB 512GB WINDOWS 11+OFFICE 14.0FHD 3Y
Rp
8.216.010
-47%
5.0
9 Terjual
3-4 Hari
Jakarta Utara",https://shopee.co.id/ASUS-EXPERTBOOK-P1403CVA-S63852WS-CORE-3-100-8GB-512GB-WINDOWS-11-OFFICE-14.0FHD-3Y-i.1219396668.54105604973?extraParams=%7B%22display_model_id%22%3A440507566148%2C%22model_selection_logic%22%3A3%7D&sp_atk=afd70d17-d811-4d2e-9637-56eec247afc2&xptdk=afd70d17-d811-4d2e-9637-56eec247afc2
