-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,pointer-events-none,truncate,pointer-events-none_2,text-shopee-green,pointer-events-none_3,align-middle,w-auto,text-white,img,text-xs/sp14_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224x-mkancud5kkxw46,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0 2Y BLU,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,11.940.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,"ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0 2Y BLU
Rp
11.940.000
-1%
Hadiah Gratis
3-4 Hari
Jakarta Utara",https://shopee.co.id/ZYREX-D-TECH-RYZEN-5-3500-16GB-256GB-W11-14.0-2Y-BLU-i.1273153296.43778576694?extraParams=%7B%22display_model_id%22%3A292387054750%2C%22model_selection_logic%22%3A3%7D&sp_atk=28c81fb2-d0fa-4a15-a52f-e94c0c34f2a0&xptdk=28c81fb2-d0fa-4a15-a52f-e94c0c34f2a0
https://down-id.img.susercontent.com/file/id-11134207-7ras9-m4zgjbwma7iaf1,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,"Zyrex D-Tech AMD Ryzen 5-3500U 14"" 1366x768  16GB/256Gb",,Rp,6.200.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Zyrex D-Tech AMD Ryzen 5-3500U 14"" 1366x768 16GB/256Gb
Rp
6.200.000
< 2 Hari
Medan",https://shopee.co.id/Zyrex-D-Tech-AMD-Ryzen-5-3500U-14-1366x768-16GB-256Gb-i.44381771.26175814248?extraParams=%7B%22display_model_id%22%3A247617582953%2C%22model_selection_logic%22%3A3%7D&sp_atk=10bfc33f-657a-4c86-b549-bd1e406de7d9&xptdk=10bfc33f-657a-4c86-b549-bd1e406de7d9
https://down-id.img.susercontent.com/file/id-11134207-81ztp-medvjgz50yki20,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop ZYREX D-TECH RYZEN 5 3500 8GB 256GB W11 14.0 New,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.393.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"Laptop ZYREX D-TECH RYZEN 5 3500 8GB 256GB W11 14.0 New
Rp
6.393.000
5.0
1 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Laptop-ZYREX-D-TECH-RYZEN-5-3500-8GB-256GB-W11-14.0-New-i.261550444.42468066661?extraParams=%7B%22display_model_id%22%3A296486728795%2C%22model_selection_logic%22%3A3%7D&sp_atk=c434ef8e-5669-4928-9946-f538b024cc23&xptdk=c434ef8e-5669-4928-9946-f538b024cc23
https://down-id.img.susercontent.com/file/id-11134207-7rbk5-m8r3auk36xi518,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Zyrex Intel Celeron 16Gb 1Tb SSD Windows 11,,Rp,1.600.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Laptop Zyrex Intel Celeron 16Gb 1Tb SSD Windows 11
Rp
1.600.000
1 Terjual
< 2 Hari
Malang",https://shopee.co.id/Laptop-Zyrex-Intel-Celeron-16Gb-1Tb-SSD-Windows-11-i.44435356.29784035062?extraParams=%7B%22display_model_id%22%3A253471096246%2C%22model_selection_logic%22%3A3%7D&sp_atk=930ee105-0b30-4b3e-a790-3742c77c88ff&xptdk=930ee105-0b30-4b3e-a790-3742c77c88ff
https://down-id.img.susercontent.com/file/id-11134207-7qul8-lgqy5vyefsh7e4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Zyrex Sky 232 14"" Celeron FHD Super Slim 95%",,Rp,1.450.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"Zyrex Sky 232 14"" Celeron FHD Super Slim 95%
Rp
1.450.000
5.0
7 Terjual
3-4 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Sky-232-14-Celeron-FHD-Super-Slim-95--i.816009841.23567847178?extraParams=%7B%22display_model_id%22%3A214292822391%2C%22model_selection_logic%22%3A3%7D&sp_atk=95cb4419-3819-4d7f-bdba-55d05de1df4b&xptdk=95cb4419-3819-4d7f-bdba-55d05de1df4b
https://down-id.img.susercontent.com/file/id-11134207-7rasb-m478yyi4y8ih80,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Zyrex Sky 232 Mini Intel Celeron N3350 Ram 4Gb Ssd 256Gb Full HD SCU17644,,Rp,1.450.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Laptop Zyrex Sky 232 Mini Intel Celeron N3350 Ram 4Gb Ssd 256Gb Full HD SCU17644
Rp
1.450.000
1 Terjual
< 2 Hari
Malang",https://shopee.co.id/Laptop-Zyrex-Sky-232-Mini-Intel-Celeron-N3350-Ram-4Gb-Ssd-256Gb-Full-HD-SCU17644-i.44435356.28771716772?extraParams=%7B%22display_model_id%22%3A223634930232%2C%22model_selection_logic%22%3A3%7D&sp_atk=cf81719d-0129-4737-8efa-f46c59e005b8&xptdk=cf81719d-0129-4737-8efa-f46c59e005b8
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lm08r3mnu80v4b,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Notebook Zyrex Sky 232 Celeron 4GB 256GB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.500.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,32 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.0,"Notebook Zyrex Sky 232 Celeron 4GB 256GB SSD
Rp
1.500.000
4.0
32 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Notebook-Zyrex-Sky-232-Celeron-4GB-256GB-SSD-i.346011270.22981257541?extraParams=%7B%22display_model_id%22%3A158376996797%2C%22model_selection_logic%22%3A3%7D&sp_atk=9ccfb020-ab75-4bb9-a62f-c2175c809952&xptdk=9ccfb020-ab75-4bb9-a62f-c2175c809952
https://down-id.img.susercontent.com/file/id-11134207-7rasf-m1p05r188zw97a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX BLAZE I5 12450H 16GB 512GB W11 14.0FHD BLIT METAL 2Y GREY,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.606.000,-24%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"ZYREX BLAZE I5 12450H 16GB 512GB W11 14.0FHD BLIT METAL 2Y GREY
Rp
7.606.000
-24%
1 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/ZYREX-BLAZE-I5-12450H-16GB-512GB-W11-14.0FHD-BLIT-METAL-2Y-GREY-i.383392952.21071754405?extraParams=%7B%22display_model_id%22%3A292357329484%2C%22model_selection_logic%22%3A3%7D&sp_atk=2e8e99e6-889f-4174-bf72-5f9fe54a93f7&xptdk=2e8e99e6-889f-4174-bf72-5f9fe54a93f7
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m4obmvqlrq0o14,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Laptop Zyrex ASXU, Amd A9-9400, Gen 7Th, Radeon R5 Graphics, Ram 4 Gb / 128Gb, Seri Baru, Mulus, Black",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.900.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Laptop Zyrex ASXU, Amd A9-9400, Gen 7Th, Radeon R5 Graphics, Ram 4 Gb / 128Gb, Seri Baru, Mulus, Black
Rp
1.900.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/Laptop-Zyrex-ASXU-Amd-A9-9400-Gen-7Th-Radeon-R5-Graphics-Ram-4-Gb-128Gb-Seri-Baru-Mulus-Black-i.850155898.25790184991?extraParams=%7B%22display_model_id%22%3A218126623849%2C%22model_selection_logic%22%3A3%7D&sp_atk=cd8adfd4-cb09-42f4-9ba8-fb529b261060&xptdk=cd8adfd4-cb09-42f4-9ba8-fb529b261060
https://down-id.img.susercontent.com/file/id-11134207-7ras9-m2gf2d3ko5q11b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Zyrex Bunaken Laptop Grey 4GB 256GB SSD Slim,,Rp,1.900.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"Zyrex Bunaken Laptop Grey 4GB 256GB SSD Slim
Rp
1.900.000
5.0
1 Terjual
< 2 Hari
Tangerang",https://shopee.co.id/Zyrex-Bunaken-Laptop-Grey-4GB-256GB-SSD-Slim-i.291663032.26059201261?extraParams=%7B%22display_model_id%22%3A226693881893%2C%22model_selection_logic%22%3A3%7D&sp_atk=99181b4f-8845-44ee-8a9d-5294cb94ac90&xptdk=99181b4f-8845-44ee-8a9d-5294cb94ac90
https://down-id.img.susercontent.com/file/sg-11134201-7rd3u-lvirmpltsg7058,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX NOTEBOOK CRUISER 20 i5V-16 - i5-11400H 16GB 128GB+1TB 4GB - TKDN,,Rp,18.700.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"ZYREX NOTEBOOK CRUISER 20 i5V-16 - i5-11400H 16GB 128GB+1TB 4GB - TKDN
Rp
18.700.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/ZYREX-NOTEBOOK-CRUISER-20-i5V-16-i5-11400H-16GB-128GB-1TB-4GB-TKDN-i.10052769.24681017031?extraParams=%7B%22display_model_id%22%3A236352703078%2C%22model_selection_logic%22%3A3%7D&sp_atk=5deea5bc-5df8-4a14-874e-6ec5ddf1e89e&xptdk=5deea5bc-5df8-4a14-874e-6ec5ddf1e89e
https://down-id.img.susercontent.com/file/id-11134207-7rasa-m4ea1styjs0ze9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX CHROMEBOOK 360-1 CDM N4020 4/128GB EMMC ORIGINAL GARANSI RESMI - TKDN,,Rp,5.035.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"ZYREX CHROMEBOOK 360-1 CDM N4020 4/128GB EMMC ORIGINAL GARANSI RESMI - TKDN
Rp
5.035.000
< 2 Hari
Makassar",https://shopee.co.id/ZYREX-CHROMEBOOK-360-1-CDM-N4020-4-128GB-EMMC-ORIGINAL-GARANSI-RESMI-TKDN-i.77886318.29272145653?extraParams=%7B%22display_model_id%22%3A252370741710%2C%22model_selection_logic%22%3A3%7D&sp_atk=4e858829-fe0a-4e3b-aeab-127c91802bf4&xptdk=4e858829-fe0a-4e3b-aeab-127c91802bf4
https://down-id.img.susercontent.com/file/id-11134207-7r98y-lm4pon1sk4cnab,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Notebook Zyrex Sky 232 Celeron 4/256Gb Silver,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.650.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"Notebook Zyrex Sky 232 Celeron 4/256Gb Silver
Rp
1.650.000
5.0
4 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Notebook-Zyrex-Sky-232-Celeron-4-256Gb-Silver-i.850155898.19174512746?extraParams=%7B%22display_model_id%22%3A193937165475%2C%22model_selection_logic%22%3A3%7D&sp_atk=b79ccf33-4b8a-4147-8841-2073f7e661b9&xptdk=b79ccf33-4b8a-4147-8841-2073f7e661b9
https://down-id.img.susercontent.com/file/id-11134201-23020-r9drtaoiuznv09,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Zyrex Sky 232 Celeron 4GB 64GB SSD Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.300.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.0,"Zyrex Sky 232 Celeron 4GB 64GB SSD Original
Rp
1.300.000
4.0
2 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Sky-232-Celeron-4GB-64GB-SSD-Original-i.953200515.22533995685?extraParams=%7B%22display_model_id%22%3A204094810840%2C%22model_selection_logic%22%3A3%7D&sp_atk=a3612c49-3394-4ca6-bb9e-273331ce7cc4&xptdk=a3612c49-3394-4ca6-bb9e-273331ce7cc4
https://down-id.img.susercontent.com/file/id-11134207-7r990-lmye0eqsw4jrd6,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Zyrex Sky 232 14"" Celeron 4GB 64GB SSD FHD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.650.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"Zyrex Sky 232 14"" Celeron 4GB 64GB SSD FHD
Rp
1.650.000
5.0
3 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Sky-232-14-Celeron-4GB-64GB-SSD-FHD-i.850155898.16294874067?extraParams=%7B%22display_model_id%22%3A231671825165%2C%22model_selection_logic%22%3A3%7D&sp_atk=2eb43fed-a858-4897-9b73-14aca122cf0d&xptdk=2eb43fed-a858-4897-9b73-14aca122cf0d
https://down-id.img.susercontent.com/file/id-11134207-81zto-mf69qag2elu3c7,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Zyrex Bunaken N4020 4GB/256GB SSD Win 10 14"" IPS",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.500.000,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1.0,"Zyrex Bunaken N4020 4GB/256GB SSD Win 10 14"" IPS
Rp
1.500.000
-6%
1.0
1 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Bunaken-N4020-4GB-256GB-SSD-Win-10-14-IPS-i.239820426.40072005101?extraParams=%7B%22display_model_id%22%3A306785794908%2C%22model_selection_logic%22%3A3%7D&sp_atk=cd363194-afa4-422c-83f2-6c822851e542&xptdk=cd363194-afa4-422c-83f2-6c822851e542
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lo1l4t10n8uh47,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Zyrex Sky 232 14"" Celeron FHD Super Slim Laptop",,Rp,2.000.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"Zyrex Sky 232 14"" Celeron FHD Super Slim Laptop
Rp
2.000.000
5.0
3 Terjual
3-7 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Sky-232-14-Celeron-FHD-Super-Slim-Laptop-i.811915272.23079429735?extraParams=%7B%22display_model_id%22%3A197012161629%2C%22model_selection_logic%22%3A3%7D&sp_atk=5b02d93a-914e-4e1d-aad3-5a91242bc462&xptdk=5b02d93a-914e-4e1d-aad3-5a91242bc462
