-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,img,text-xs/sp14_2,text-xs,pointer-events-none,align-middle,text-shopee-primary,pointer-events-none_2,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7ra0g-mct2hyopoo58ac,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Lenovo Thinkpad X Series/X13/X1/X270/X280/X390/Core i5 GEN 8/SSD 265GB/512GB Original Murah Bergaransi Berkualitas,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,68 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Cimahi,,,,"Laptop Lenovo Thinkpad X Series/X13/X1/X270/X280/X390/Core i5 GEN 8/SSD 265GB/512GB Original Murah Bergaransi Berkualitas
Rp
2.900.000
5.0
68 Terjual
Cimahi",https://shopee.co.id/Laptop-Lenovo-Thinkpad-X-Series-X13-X1-X270-X280-X390-Core-i5-GEN-8-SSD-265GB-512GB-Original-Murah-Bergaransi-Berkualitas-i.1568070716.41508542239?extraParams=%7B%22display_model_id%22%3A400309806155%2C%22model_selection_logic%22%3A3%7D&sp_atk=fa8732a4-3039-4a6e-ac10-8a9d2beb27e6&xptdk=fa8732a4-3039-4a6e-ac10-8a9d2beb27e6
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mb3jexcfehzt0c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Lenovo Thinkpad Yoga 370 i5/i7 Gen 7 Layar 13 Inch Mulus dan Bergaransi,,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,120 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Laptop Lenovo Thinkpad Yoga 370 i5/i7 Gen 7 Layar 13 Inch Mulus dan Bergaransi
Rp
2.500.000
-4%
4.9
120 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-Thinkpad-Yoga-370-i5-i7-Gen-7-Layar-13-Inch-Mulus-dan-Bergaransi-i.795423507.20213057728?extraParams=%7B%22display_model_id%22%3A197216909610%2C%22model_selection_logic%22%3A3%7D&sp_atk=92873d5a-7074-423d-a915-156a03e364f1&xptdk=92873d5a-7074-423d-a915-156a03e364f1
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lrgrpcw9nnuld6,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Lenovo Thinkpad  E450 L450 T450 T450S Core i3/i5/i7 Gen 5 + BONUS!!! PALING MURAH PALING MULUS WORT IT TO BUY,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,172 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,"Laptop Lenovo Thinkpad E450 L450 T450 T450S Core i3/i5/i7 Gen 5 + BONUS!!! PALING MURAH PALING MULUS WORT IT TO BUY
Rp
1.800.000
4.9
172 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-Thinkpad-E450-L450-T450-T450S-Core-i3-i5-i7-Gen-5-BONUS!!!-PALING-MURAH-PALING-MULUS-WORT-IT-TO-BUY-i.1065701352.15099869771?extraParams=%7B%22display_model_id%22%3A257681205989%2C%22model_selection_logic%22%3A3%7D&sp_atk=e13df412-ef5c-4bcf-aadf-393352f7ecdc&xptdk=e13df412-ef5c-4bcf-aadf-393352f7ecdc
https://down-id.img.susercontent.com/file/id-11134207-7ra0j-mcsvdbqhm4hobf,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,[100% Baru] UNIG Laptop Hp Murah RAM24GB SSD1TB 15.6'' IPS Windows 11 Pro Intel Celeron N5095 Processor Fingerprint Unlock,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.280.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,99 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,-32%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"[100% Baru] UNIG Laptop Hp Murah RAM24GB SSD1TB 15.6'' IPS Windows 11 Pro Intel Celeron N5095 Processor Fingerprint Unlock
Rp
4.280.000
-32%
4.8
99 Terjual
Jakarta Barat",https://shopee.co.id/-100-Baru-UNIG-Laptop-Hp-Murah-RAM24GB-SSD1TB-15.6''-IPS-Windows-11-Pro-Intel-Celeron-N5095-Processor-Fingerprint-Unlock-i.973298848.41105294665?extraParams=%7B%22display_model_id%22%3A208565126404%2C%22model_selection_logic%22%3A3%7D&sp_atk=ab5a40b2-33f9-4410-b996-542420b3398d&xptdk=ab5a40b2-33f9-4410-b996-542420b3398d
https://down-id.img.susercontent.com/file/id-11134207-81zti-mez64w4q2xhmf9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Thinkpad T490 / T480 i7 Gen 8 | i5 gen 8 Touchscreen MULUSSS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.090.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,38 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Lenovo Thinkpad T490 / T480 i7 Gen 8 | i5 gen 8 Touchscreen MULUSSS
Rp
3.090.000
-1%
4.9
38 Terjual
Jakarta Barat",https://shopee.co.id/Lenovo-Thinkpad-T490-T480-i7-Gen-8-i5-gen-8-Touchscreen-MULUSSS-i.625110982.28116889530?extraParams=%7B%22display_model_id%22%3A187956009815%2C%22model_selection_logic%22%3A3%7D&sp_atk=dfae745b-26cf-4b65-898a-b67869c5b4e4&xptdk=dfae745b-26cf-4b65-898a-b67869c5b4e4
https://down-id.img.susercontent.com/file/id-11134207-81zte-meb2jxk8iscjf0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop INFINIX X2,  I3 - 1115G4, Gen 11Th, Ram 8GB / 256SSD, Navy Blue, BERGARANSI",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,"Laptop INFINIX X2, I3 - 1115G4, Gen 11Th, Ram 8GB / 256SSD, Navy Blue, BERGARANSI
Rp
3.350.000
5.0
1 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-INFINIX-X2-I3-1115G4-Gen-11Th-Ram-8GB-256SSD-Navy-Blue-BERGARANSI-i.953200515.43917759693?extraParams=%7B%22display_model_id%22%3A238075200874%2C%22model_selection_logic%22%3A3%7D&sp_atk=97c1e031-e9a7-4386-a976-23789c12449d&xptdk=97c1e031-e9a7-4386-a976-23789c12449d
https://down-id.img.susercontent.com/file/id-11134207-7rask-m3ggop5oxypa30,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Lenovo ideapad 330 RAM 4GB 128GB SSD INTEL CELERON N4000 NO MINUS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.399.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,-22%,,,"Laptop Lenovo ideapad 330 RAM 4GB 128GB SSD INTEL CELERON N4000 NO MINUS
Rp
1.399.000
-22%
5.0
10 Terjual
Tangerang",https://shopee.co.id/Laptop-Lenovo-ideapad-330-RAM-4GB-128GB-SSD-INTEL-CELERON-N4000-NO-MINUS-i.41632262.28569947058?extraParams=%7B%22display_model_id%22%3A237119629262%2C%22model_selection_logic%22%3A3%7D&sp_atk=c40ccf77-d82f-43b8-a09a-c96cdfd588d3&xptdk=c40ccf77-d82f-43b8-a09a-c96cdfd588d3
https://down-id.img.susercontent.com/file/id-11134207-822wk-mmmoe5znha0yfb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Infinix inbook X2 i3 gen 11 ram 8/256 GB,,Rp,3.549.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Infinix inbook X2 i3 gen 11 ram 8/256 GB
Rp
3.549.000
-1%
Yogyakarta",https://shopee.co.id/Infinix-inbook-X2-i3-gen-11-ram-8-256-GB-i.72470419.52657455005?extraParams=%7B%22display_model_id%22%3A445662342678%2C%22model_selection_logic%22%3A3%7D&sp_atk=3e096205-1bba-453b-9a66-bf5d061dba52&xptdk=3e096205-1bba-453b-9a66-bf5d061dba52
https://down-id.img.susercontent.com/file/id-11134207-81zti-mf0nloxbzdvu05,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Jual Laptop Sekolah Lenovo Chromebook 100e Sim dan Ringan Layar 11 Inch Super Murah,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,755.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,886 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,"Jual Laptop Sekolah Lenovo Chromebook 100e Sim dan Ringan Layar 11 Inch Super Murah
Rp
755.000
4.9
886 Terjual
Jakarta Pusat",https://shopee.co.id/Jual-Laptop-Sekolah-Lenovo-Chromebook-100e-Sim-dan-Ringan-Layar-11-Inch-Super-Murah-i.68731002.41063952143?extraParams=%7B%22display_model_id%22%3A277365379948%2C%22model_selection_logic%22%3A3%7D&sp_atk=e02c8c3c-332f-49e5-a675-31c32c354c55&xptdk=e02c8c3c-332f-49e5-a675-31c32c354c55
https://down-id.img.susercontent.com/file/id-11134201-23020-fzqpljzpnynva3,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Obral Lenovo Thinkpad X280 Core i5 Gen8 RAM 16GB SSD 512GB Ultrabook,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.294.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,400 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Obral Lenovo Thinkpad X280 Core i5 Gen8 RAM 16GB SSD 512GB Ultrabook
Rp
2.294.000
-1%
4.8
400 Terjual
Jakarta Barat",https://shopee.co.id/Obral-Lenovo-Thinkpad-X280-Core-i5-Gen8-RAM-16GB-SSD-512GB-Ultrabook-i.609911463.17391035812?extraParams=%7B%22display_model_id%22%3A410322707214%2C%22model_selection_logic%22%3A3%7D&sp_atk=24be3aba-f02b-47ed-bb0e-47b7cf50a3cf&xptdk=24be3aba-f02b-47ed-bb0e-47b7cf50a3cf
