-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,img,text-xs/sp14_2,text-xs,pointer-events-none,align-middle,inline-block,text-shopee-primary,pointer-events-none_2,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-81ztn-mexpkgiet2is9d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Acer Aspire Lite AL15-32p-C8T3 with Intel N4500 and 15.6inch FHD IPS,Rp,6.168.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,,"Acer Aspire Lite AL15-32p-C8T3 with Intel N4500 and 15.6inch FHD IPS
Rp
6.168.000
5.0
4 Terjual
Jakarta Pusat",https://shopee.co.id/Acer-Aspire-Lite-AL15-32p-C8T3-with-Intel-N4500-and-15.6inch-FHD-IPS-i.848123251.28962625991?extraParams=%7B%22display_model_id%22%3A157481684948%2C%22model_selection_logic%22%3A3%7D&sp_atk=5add67d5-c52e-4ac4-9330-3d8f8fc97b4a&xptdk=5add67d5-c52e-4ac4-9330-3d8f8fc97b4a
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mb7dqdinrodac5,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,LAPTOP LEPTOP ACER 14INCH GENERASI TERBARU,Rp,1.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.4,58 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"LAPTOP LEPTOP ACER 14INCH GENERASI TERBARU
Rp
1.850.000
4.4
58 Terjual
Jakarta Timur",https://shopee.co.id/LAPTOP-LEPTOP-ACER-14INCH-GENERASI-TERBARU-i.21730609.15719930628?extraParams=%7B%22display_model_id%22%3A48027300489%2C%22model_selection_logic%22%3A3%7D&sp_atk=9f604f81-438f-4fac-9300-4d9c97ca5077&xptdk=9f604f81-438f-4fac-9300-4d9c97ca5077
https://down-id.img.susercontent.com/file/id-11134207-7qul3-lgnd1lmntcks98,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Acer Chromebook 311, (Touchscreen), Super Slim, Ringan, Mulus, Like New, Seri Baru, Lengkap",Rp,1.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,"Acer Chromebook 311, (Touchscreen), Super Slim, Ringan, Mulus, Like New, Seri Baru, Lengkap
Rp
1.800.000
5.0
6 Terjual
Jakarta Barat",https://shopee.co.id/Acer-Chromebook-311-(Touchscreen)-Super-Slim-Ringan-Mulus-Like-New-Seri-Baru-Lengkap-i.816009841.22342128938?extraParams=%7B%22display_model_id%22%3A204287477331%2C%22model_selection_logic%22%3A3%7D&sp_atk=03dc0d04-9ab7-433f-b51b-d2897b7fd52f&xptdk=03dc0d04-9ab7-433f-b51b-d2897b7fd52f
https://down-id.img.susercontent.com/file/id-11134207-82250-mgn5h9sx4wsr79,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Laptop Acer Aspire Core i3 RAM 8GB/1TB WINDOWS 10 +BONUS TAS,MOUSE",Rp,2.035.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.2,32 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-3%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Laptop Acer Aspire Core i3 RAM 8GB/1TB WINDOWS 10 +BONUS TAS,MOUSE
Rp
2.035.000
-3%
4.2
32 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-Acer-Aspire-Core-i3-RAM-8GB-1TB-WINDOWS-10-BONUS-TAS-MOUSE-i.1050478176.19082971231?extraParams=%7B%22display_model_id%22%3A233566105107%2C%22model_selection_logic%22%3A3%7D&sp_atk=202acbc3-e1b5-478c-9a5e-1837518ebb3c&xptdk=202acbc3-e1b5-478c-9a5e-1837518ebb3c
https://down-id.img.susercontent.com/file/id-11134207-8224r-mjruuwksidc6a4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Acer Series Core i7 / i5 / i3 | AMD Ryzen,Rp,2.900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,32 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"Laptop Acer Series Core i7 / i5 / i3 | AMD Ryzen
Rp
2.900.000
4.8
32 Terjual
Jakarta Timur",https://shopee.co.id/Laptop-Acer-Series-Core-i7-i5-i3-AMD-Ryzen-i.26647239.22048797667?extraParams=%7B%22display_model_id%22%3A267545073231%2C%22model_selection_logic%22%3A3%7D&sp_atk=5ff4451a-482c-4638-b90c-afdd7d87f486&xptdk=5ff4451a-482c-4638-b90c-afdd7d87f486
https://down-id.img.susercontent.com/file/id-11134207-7ra0t-mc8tc35zue6d4e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"ACER ASPIRE 3 A314-35 INTEL CELERON N5100 | 8GB RAM 512GB SSD | 14 INCH WINDOWS 11 + OFFICE - BONUS TAS LAPTOP, MOUSE, MOUSE PAD",Rp,3.749.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,68 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"ACER ASPIRE 3 A314-35 INTEL CELERON N5100 | 8GB RAM 512GB SSD | 14 INCH WINDOWS 11 + OFFICE - BONUS TAS LAPTOP, MOUSE, MOUSE PAD
Rp
3.749.000
-1%
4.8
68 Terjual
Jakarta Barat",https://shopee.co.id/ACER-ASPIRE-3-A314-35-INTEL-CELERON-N5100-8GB-RAM-512GB-SSD-14-INCH-WINDOWS-11-OFFICE-BONUS-TAS-LAPTOP-MOUSE-MOUSE-PAD-i.566072969.23866524211?extraParams=%7B%22display_model_id%22%3A138605636405%2C%22model_selection_logic%22%3A3%7D&sp_atk=5cf9e1b3-42ab-40ed-8f9d-9440e0a6b57f&xptdk=5cf9e1b3-42ab-40ed-8f9d-9440e0a6b57f
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m70emw41d4qc0a,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,"ACER A314 INTEL N4000 / 8GB RAM / 512GB SSD / 14"" / WIN 10 / GRATIS ONGKIR / ACER A314-32 4GB 1TB",Rp,2.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,67 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-54%,,,"ACER A314 INTEL N4000 / 8GB RAM / 512GB SSD / 14"" / WIN 10 / GRATIS ONGKIR / ACER A314-32 4GB 1TB
Rp
2.300.000
-54%
4.8
67 Terjual
Jakarta Barat",https://shopee.co.id/ACER-A314-INTEL-N4000-8GB-RAM-512GB-SSD-14-WIN-10-GRATIS-ONGKIR-ACER-A314-32-4GB-1TB-i.1124285767.26026800501?extraParams=%7B%22display_model_id%22%3A195800161199%2C%22model_selection_logic%22%3A3%7D&sp_atk=8a9d1f7e-9adf-4d9b-8b3f-be7aa374113f&xptdk=8a9d1f7e-9adf-4d9b-8b3f-be7aa374113f
https://down-id.img.susercontent.com/file/id-11134207-81zth-meowsxsfdfr758,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,"Laptop Acer Aspire 5 A514, Intel Core i3-7020U, Gen 7Th, Ram 4/1Tb, UHD Graphics 620, Super Slim, Lengkap, Like New, Silver",Rp,2.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,"Laptop Acer Aspire 5 A514, Intel Core i3-7020U, Gen 7Th, Ram 4/1Tb, UHD Graphics 620, Super Slim, Lengkap, Like New, Silver
Rp
2.550.000
5.0
2 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-Acer-Aspire-5-A514-Intel-Core-i3-7020U-Gen-7Th-Ram-4-1Tb-UHD-Graphics-620-Super-Slim-Lengkap-Like-New-Silver-i.70934091.41569098563?extraParams=%7B%22display_model_id%22%3A291565977915%2C%22model_selection_logic%22%3A3%7D&sp_atk=5489162a-6b48-4489-8c57-f5812c4d9cf0&xptdk=5489162a-6b48-4489-8c57-f5812c4d9cf0
https://down-id.img.susercontent.com/file/cb50edf93c93b06aaa08fbcd0cf6e2b7,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Notebook Acer Es1-131 / Es1-132 | Intel Celeron | Ram 4GB | HDD 500GB | BERGARANSI,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,147 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Notebook Acer Es1-131 / Es1-132 | Intel Celeron | Ram 4GB | HDD 500GB | BERGARANSI
Rp
1.500.000
-6%
4.5
147 Terjual
Jakarta Barat",https://shopee.co.id/Notebook-Acer-Es1-131-Es1-132-Intel-Celeron-Ram-4GB-HDD-500GB-BERGARANSI-i.239820426.17234818534?extraParams=%7B%22display_model_id%22%3A155198261678%2C%22model_selection_logic%22%3A3%7D&sp_atk=98d76874-97bf-4680-9108-93092f94b844&xptdk=98d76874-97bf-4680-9108-93092f94b844
https://down-id.img.susercontent.com/file/id-11134207-7rbkd-m6w9a30e6cf552,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,LAPTOP ACER INTEL CORE i3 / RAM 8GB / SSD 512GB / 14 INCH / WIN10 / 4GB 256GB,Rp,2.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,51 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-46%,,,"LAPTOP ACER INTEL CORE i3 / RAM 8GB / SSD 512GB / 14 INCH / WIN10 / 4GB 256GB
Rp
2.700.000
-46%
5.0
51 Terjual
Jakarta Barat",https://shopee.co.id/LAPTOP-ACER-INTEL-CORE-i3-RAM-8GB-SSD-512GB-14-INCH-WIN10-4GB-256GB-i.1124285767.29527295728?extraParams=%7B%22display_model_id%22%3A157697553835%2C%22model_selection_logic%22%3A3%7D&sp_atk=b100c351-bcfe-4131-b19d-3a7bbb723696&xptdk=b100c351-bcfe-4131-b19d-3a7bbb723696
