-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,w-auto,text-white,text-shopee-primary,pointer-events-none_3,img,text-xs/sp14_3,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbk7-m6qor68qiu5m57,,LAPTOP MSI MODERN 14 I5 1235 8GB 512GB W11+OHS 14.0FHD IPS,Rp,7.321.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"LAPTOP MSI MODERN 14 I5 1235 8GB 512GB W11+OHS 14.0FHD IPS
Rp
7.321.000
< 2 Hari
Kab. Tangerang",https://shopee.co.id/LAPTOP-MSI-MODERN-14-I5-1235-8GB-512GB-W11-OHS-14.0FHD-IPS-i.1471354300.24541984334?extraParams=%7B%22display_model_id%22%3A188256056005%2C%22model_selection_logic%22%3A3%7D&sp_atk=94823983-2e28-481c-ab60-0127579d74c6&xptdk=94823983-2e28-481c-ab60-0127579d74c6
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-mb1wkum5dw380c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Modern 14 C7M R5-7430U 8GB 512GB SSD Win 11,Rp,8.053.584,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarbaru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"MSI Modern 14 C7M R5-7430U 8GB 512GB SSD Win 11
Rp
8.053.584
< 2 Hari
Banjarbaru",https://shopee.co.id/MSI-Modern-14-C7M-R5-7430U-8GB-512GB-SSD-Win-11-i.214007276.40354657667?extraParams=%7B%22display_model_id%22%3A275395982686%2C%22model_selection_logic%22%3A3%7D&sp_atk=a29b4e9b-0cb0-4bcd-b2a8-e79f29cc2b57&xptdk=a29b4e9b-0cb0-4bcd-b2a8-e79f29cc2b57
https://down-id.img.susercontent.com/file/id-11134207-822wk-mlbpy9nfayhbb0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Seri Langka MSI Modern 14 A10RB, #DualVga, Seri Baru, Enteng, Backlight, IPS, Elegant, Ringan, Cakep, Mulus, Lengkap, Black",Rp,6.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Laptop Seri Langka MSI Modern 14 A10RB, #DualVga, Seri Baru, Enteng, Backlight, IPS, Elegant, Ringan, Cakep, Mulus, Lengkap, Black
Rp
6.000.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/Laptop-Seri-Langka-MSI-Modern-14-A10RB-DualVga-Seri-Baru-Enteng-Backlight-IPS-Elegant-Ringan-Cakep-Mulus-Lengkap-Black-i.953200515.50206641220?extraParams=%7B%22display_model_id%22%3A410596668313%2C%22model_selection_logic%22%3A3%7D&sp_atk=e0c2b748-2ecd-4d77-9536-c9d0c046f17c&xptdk=e0c2b748-2ecd-4d77-9536-c9d0c046f17c
https://down-id.img.susercontent.com/file/id-11134207-8224w-mk0whxdo36kl03,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"MSI Modern 14 F13MG i3-1315U 8GB 512GB SSD 14""FHD IPS Win11",Rp,8.749.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,29 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,-1%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Cicilan,"MSI Modern 14 F13MG i3-1315U 8GB 512GB SSD 14""FHD IPS Win11
Rp
8.749.000
-1%
Cicilan
5.0
29 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/MSI-Modern-14-F13MG-i3-1315U-8GB-512GB-SSD-14-FHD-IPS-Win11-i.30555036.5567715766?extraParams=%7B%22display_model_id%22%3A302475021616%2C%22model_selection_logic%22%3A3%7D&sp_atk=4c60e3b3-77da-4fcd-af91-b43fbdc758bf&xptdk=4c60e3b3-77da-4fcd-af91-b43fbdc758bf
https://down-id.img.susercontent.com/file/id-11134207-7r98y-ll91ugn0jcj57c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,MSI MODERN 14 B10MW 644 I3-10110 8GB SSD 256GB WINDOWS 11,Rp,5.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"MSI MODERN 14 B10MW 644 I3-10110 8GB SSD 256GB WINDOWS 11
Rp
5.750.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/MSI-MODERN-14-B10MW-644-I3-10110-8GB-SSD-256GB-WINDOWS-11-i.45923187.16798744772?extraParams=%7B%22display_model_id%22%3A225594905973%2C%22model_selection_logic%22%3A3%7D&sp_atk=74fb2413-b994-46b7-b8af-c69693d99cbf&xptdk=74fb2413-b994-46b7-b8af-c69693d99cbf
https://down-id.img.susercontent.com/file/id-11134207-8224s-mjv1xl9ogb2d35,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,MSI Modern 14-F13MG - 678ID Core i5-1334U Silver,Rp,10.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyumas,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,,,,"MSI Modern 14-F13MG - 678ID Core i5-1334U Silver
Rp
10.499.000
2-4 Hari
Kab. Banyumas",https://shopee.co.id/MSI-Modern-14-F13MG-678ID-Core-i5-1334U-Silver-i.252631325.53255250515?extraParams=%7B%22display_model_id%22%3A330479644109%2C%22model_selection_logic%22%3A3%7D&sp_atk=22ae0580-f44e-4544-a023-f8e37db370e2&xptdk=22ae0580-f44e-4544-a023-f8e37db370e2
https://down-id.img.susercontent.com/file/id-11134207-81ztp-mfkt3wefqio8a1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Thin 15 B12UC 3298 Intel Core i7-12650H 16GB 512GB SSD RTX3050 4GB 15.6'' FHD 144Hz Windows 11 Home 9S7-16R831-3298 Cosmos Gray rekomendasi laptop gaming multitasking untuk kuliah teknik dan kerja editing desain 3d coding,Rp,14.659.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,"MSI Thin 15 B12UC 3298 Intel Core i7-12650H 16GB 512GB SSD RTX3050 4GB 15.6'' FHD 144Hz Windows 11 Home 9S7-16R831-3298 Cosmos Gray rekomendasi laptop gaming multitasking untuk kuliah teknik dan kerja editing desain 3d coding
Rp
14.659.000
5.0
5 Terjual
2-3 Hari
Malang",https://shopee.co.id/MSI-Thin-15-B12UC-3298-Intel-Core-i7-12650H-16GB-512GB-SSD-RTX3050-4GB-15.6''-FHD-144Hz-Windows-11-Home-9S7-16R831-3298-Cosmos-Gray-rekomendasi-laptop-gaming-multitasking-untuk-kuliah-teknik-dan-kerja-editing-desain-3d-coding-i.26681244.42873193150?extraParams=%7B%22display_model_id%22%3A296885424979%2C%22model_selection_logic%22%3A3%7D&sp_atk=4c23a10e-5000-4697-8139-18b771fe9f09&xptdk=4c23a10e-5000-4697-8139-18b771fe9f09
https://down-id.img.susercontent.com/file/id-11134207-82250-mi1kus2zbx8kfe,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI MODERN 14 I5 1334 8GB 512GB W11 14.0FHD BLIT 2Y SLV -F13MG.647V,Rp,9.137.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,"MSI MODERN 14 I5 1334 8GB 512GB W11 14.0FHD BLIT 2Y SLV -F13MG.647V
Rp
9.137.000
-2%
5.0
4 Terjual
3-4 Hari
Bekasi",https://shopee.co.id/MSI-MODERN-14-I5-1334-8GB-512GB-W11-14.0FHD-BLIT-2Y-SLV-F13MG.647V-i.1368552879.41352859168?extraParams=%7B%22display_model_id%22%3A360480122149%2C%22model_selection_logic%22%3A3%7D&sp_atk=d6bada0f-9348-4bbd-94e0-0e360cb0be16&xptdk=d6bada0f-9348-4bbd-94e0-0e360cb0be16
https://down-id.img.susercontent.com/file/id-11134207-7r98t-lre223qj0zt5cd,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Gaming MSI Thin GF63/Core i5-12450H/8GB/512GB SSD/RTX2050 4GB/15.6″ FHD IPS/Win 11,Rp,10.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Balikpapan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Laptop Gaming MSI Thin GF63/Core i5-12450H/8GB/512GB SSD/RTX2050 4GB/15.6″ FHD IPS/Win 11
Rp
10.700.000
< 2 Hari
Balikpapan",https://shopee.co.id/Laptop-Gaming-MSI-Thin-GF63-Core-i5-12450H-8GB-512GB-SSD-RTX2050-4GB-15.6%E2%80%B3-FHD-IPS-Win-11-i.251697901.25962461182?extraParams=%7B%22display_model_id%22%3A245313468090%2C%22model_selection_logic%22%3A3%7D&sp_atk=8b733b73-da01-4426-a5a9-5a9efb5d9581&xptdk=8b733b73-da01-4426-a5a9-5a9efb5d9581
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m3lr0kwcgi1k14,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"MSI MODERN 14-C12MO.1253 I3 1215U 8GB 512 SSD W11 14""",Rp,6.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"MSI MODERN 14-C12MO.1253 I3 1215U 8GB 512 SSD W11 14""
Rp
6.250.000
< 2 Hari
Semarang",https://shopee.co.id/MSI-MODERN-14-C12MO.1253-I3-1215U-8GB-512-SSD-W11-14--i.162756018.29970233206?extraParams=%7B%22display_model_id%22%3A118535234404%2C%22model_selection_logic%22%3A3%7D&sp_atk=c0339ada-6257-48bd-bdb0-681659f82fae&xptdk=c0339ada-6257-48bd-bdb0-681659f82fae
https://down-id.img.susercontent.com/file/id-11134207-822wg-mmlb5lihlde7fd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI MODERN 14 INTEL CORE I3 1315U - RAM 8GB 512GB WINDOWS 11 14.0FHD IPS,Rp,8.551.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,,,Cicilan,"MSI MODERN 14 INTEL CORE I3 1315U - RAM 8GB 512GB WINDOWS 11 14.0FHD IPS
Rp
8.551.000
Cicilan
1 Terjual
3-5 Hari
Jakarta Pusat",https://shopee.co.id/MSI-MODERN-14-INTEL-CORE-I3-1315U-RAM-8GB-512GB-WINDOWS-11-14.0FHD-IPS-i.241683399.6564192175?extraParams=%7B%22display_model_id%22%3A410821702932%2C%22model_selection_logic%22%3A3%7D&sp_atk=2e634977-77b7-4061-91ad-24d783c492af&xptdk=2e634977-77b7-4061-91ad-24d783c492af
