-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,truncate,img,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/e0d36d0910512e52ec2eda0b8d10ce56,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus X441S Warna Putih White SSD 128GB RAM 4GB Intel Windows 10 Laptop Second Bekas Bluetooth HDMI,Rp,3.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,"Asus X441S Warna Putih White SSD 128GB RAM 4GB Intel Windows 10 Laptop Second Bekas Bluetooth HDMI
Rp
3.000.000
< 2 Hari
Kab. Indramayu",https://shopee.co.id/Asus-X441S-Warna-Putih-White-SSD-128GB-RAM-4GB-Intel-Windows-10-Laptop-Second-Bekas-Bluetooth-HDMI-i.49656833.9660225750?extraParams=%7B%22display_model_id%22%3A75647960108%2C%22model_selection_logic%22%3A3%7D&sp_atk=c3e946e0-cf78-4a85-a382-813875166109&xptdk=c3e946e0-cf78-4a85-a382-813875166109
https://down-id.img.susercontent.com/file/84e8d6e862626d63050a27654a429b36,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus F560U Core i5 Gen 8 VGA Nvidia GTX1050 4GB SSD Laptop Second Gaming Bekas gen8 gtx 1050 x rog tuf nitro,Rp,7.900.000,Cicilan,,,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Asus F560U Core i5 Gen 8 VGA Nvidia GTX1050 4GB SSD Laptop Second Gaming Bekas gen8 gtx 1050 x rog tuf nitro
Rp
7.900.000
Cicilan
3-5 Hari
Depok",https://shopee.co.id/Asus-F560U-Core-i5-Gen-8-VGA-Nvidia-GTX1050-4GB-SSD-Laptop-Second-Gaming-Bekas-gen8-gtx-1050-x-rog-tuf-nitro-i.6356067.15117212690?extraParams=%7B%22display_model_id%22%3A114421368166%2C%22model_selection_logic%22%3A3%7D&sp_atk=cd5668fc-8c8b-42ec-93bd-b526885885ce&xptdk=cd5668fc-8c8b-42ec-93bd-b526885885ce
https://down-id.img.susercontent.com/file/8b51cbd611adb2ba0d04111ead2d94ae,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus ROG GL552VW i7 Gen6 GTX960 Gaming Laptop,Rp,8.500.000,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Asus ROG GL552VW i7 Gen6 GTX960 Gaming Laptop
Rp
8.500.000
Cicilan
5.0
1 Terjual
3-5 Hari
Depok",https://shopee.co.id/Asus-ROG-GL552VW-i7-Gen6-GTX960-Gaming-Laptop-i.6356067.15717206235?extraParams=%7B%22display_model_id%22%3A86213559999%2C%22model_selection_logic%22%3A3%7D&sp_atk=b9d28855-87a6-40df-b9d5-c08bcd92bf50&xptdk=b9d28855-87a6-40df-b9d5-c08bcd92bf50
https://down-id.img.susercontent.com/file/id-11134207-7r990-lqucbdyawtx9b9,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus ROG GL553VE i7 GTX 1050Ti RGB Gaming Laptop,Rp,7.500.000,,,,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Asus ROG GL553VE i7 GTX 1050Ti RGB Gaming Laptop
Rp
7.500.000
3-5 Hari
Depok",https://shopee.co.id/Asus-ROG-GL553VE-i7-GTX-1050Ti-RGB-Gaming-Laptop-i.6356067.24960402846?extraParams=%7B%22display_model_id%22%3A128850361047%2C%22model_selection_logic%22%3A3%7D&sp_atk=e4e86cce-9be1-47d4-a5c6-4e7e89ed44a9&xptdk=e4e86cce-9be1-47d4-a5c6-4e7e89ed44a9
https://down-id.img.susercontent.com/file/079a65fe386eacc276688e516fe0ed15,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus X455LF Dual Double VGA NVidia 930M 2GB RAM 8GB Storage SSD 128 HDD 1TB Windows 10 Slim Tipis Laptop Bekas Second Gaming Editing Desain Programming Programmer Design,Rp,4.000.000,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,"Asus X455LF Dual Double VGA NVidia 930M 2GB RAM 8GB Storage SSD 128 HDD 1TB Windows 10 Slim Tipis Laptop Bekas Second Gaming Editing Desain Programming Programmer Design
Rp
4.000.000
Cicilan
< 2 Hari
Kab. Indramayu",https://shopee.co.id/Asus-X455LF-Dual-Double-VGA-NVidia-930M-2GB-RAM-8GB-Storage-SSD-128-HDD-1TB-Windows-10-Slim-Tipis-Laptop-Bekas-Second-Gaming-Editing-Desain-Programming-Programmer-Design-i.49656833.12428362811?extraParams=%7B%22display_model_id%22%3A67568755822%2C%22model_selection_logic%22%3A3%7D&sp_atk=2051e8a0-fa09-4201-9146-dafb4d2f376f&xptdk=2051e8a0-fa09-4201-9146-dafb4d2f376f
https://down-id.img.susercontent.com/file/id-11134207-7r98w-lnpuacccx14x71,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,LAPTOP ASUS TYPE X441UV (BEKAS),Rp,3.500.000,,,,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,"LAPTOP ASUS TYPE X441UV (BEKAS)
Rp
3.500.000
3-6 Hari
Kab. Sidoarjo",https://shopee.co.id/LAPTOP-ASUS-TYPE-X441UV-(BEKAS)-i.16317566.10999960218?extraParams=%7B%22display_model_id%22%3A250005030375%2C%22model_selection_logic%22%3A3%7D&sp_atk=d76a3aae-598c-4327-b562-16ed54d4f7ed&xptdk=d76a3aae-598c-4327-b562-16ed54d4f7ed
https://down-id.img.susercontent.com/file/id-11134207-7ra0m-mc0ds2irzmw1d6,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop asus A450C (Preloved)BACA NOTE DI DESKRIPSI!!!!!,Rp,1.200.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,,,"Laptop asus A450C (Preloved)BACA NOTE DI DESKRIPSI!!!!!
Rp
1.200.000
< 2 Hari
Bekasi",https://shopee.co.id/Laptop-asus-A450C-(Preloved)BACA-NOTE-DI-DESKRIPSI!!!!!-i.40237678.42207988418?extraParams=%7B%22display_model_id%22%3A300676129810%2C%22model_selection_logic%22%3A3%7D&sp_atk=da49c580-5957-4c30-bcc6-673e7ff209a8&xptdk=da49c580-5957-4c30-bcc6-673e7ff209a8
https://down-id.img.susercontent.com/file/1dce200d526c72d2ea22831caf920d42,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Asus X453SA Laptop 4GB SSD 25GB Siap Pakai,Rp,1.600.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,42 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Asus X453SA Laptop 4GB SSD 25GB Siap Pakai
Rp
1.600.000
-6%
4.5
42 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Asus-X453SA-Laptop-4GB-SSD-25GB-Siap-Pakai-i.239820426.21406336168?extraParams=%7B%22display_model_id%22%3A201417094987%2C%22model_selection_logic%22%3A3%7D&sp_atk=407dd1ce-19a8-4d9e-9518-9f2e6bfddc58&xptdk=407dd1ce-19a8-4d9e-9518-9f2e6bfddc58
https://down-id.img.susercontent.com/file/8bb97a14fe062281720b4c1a08491721,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus TUF Gaming FX505DT Ryzen 5 3550H Nvidia GTX 1650 Laptop Second Gaming Bekas GTX1650 SSD x ROG,Rp,9.699.000,,,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Asus TUF Gaming FX505DT Ryzen 5 3550H Nvidia GTX 1650 Laptop Second Gaming Bekas GTX1650 SSD x ROG
Rp
9.699.000
1 Terjual
3-5 Hari
Depok",https://shopee.co.id/Asus-TUF-Gaming-FX505DT-Ryzen-5-3550H-Nvidia-GTX-1650-Laptop-Second-Gaming-Bekas-GTX1650-SSD-x-ROG-i.6356067.20024216744?extraParams=%7B%22display_model_id%22%3A211258264661%2C%22model_selection_logic%22%3A3%7D&sp_atk=38345ea2-2934-4b91-9019-3d5ee5d9a659&xptdk=38345ea2-2934-4b91-9019-3d5ee5d9a659
https://down-id.img.susercontent.com/file/id-11134207-7rasa-m4ohfre9fercef,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus X555BA AMD A9 8GB SSD HDD Laptop Second,Rp,2.100.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Asus X555BA AMD A9 8GB SSD HDD Laptop Second
Rp
2.100.000
5.0
1 Terjual
3-5 Hari
Depok",https://shopee.co.id/Asus-X555BA-AMD-A9-8GB-SSD-HDD-Laptop-Second-i.6356067.26922788153?extraParams=%7B%22display_model_id%22%3A257416642252%2C%22model_selection_logic%22%3A3%7D&sp_atk=62dadfd8-39c1-427f-bc6b-6da2cc789212&xptdk=62dadfd8-39c1-427f-bc6b-6da2cc789212
https://down-id.img.susercontent.com/file/8cf43bf6097b16a01f5fce0158906122,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus X200CA Warna Putih Fullset Lengkap Notebook Second Bekas Murah Slim Tipis SSD 128GB,Rp,2.200.000,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,"Asus X200CA Warna Putih Fullset Lengkap Notebook Second Bekas Murah Slim Tipis SSD 128GB
Rp
2.200.000
Cicilan
5.0
1 Terjual
< 2 Hari
Kab. Indramayu",https://shopee.co.id/Asus-X200CA-Warna-Putih-Fullset-Lengkap-Notebook-Second-Bekas-Murah-Slim-Tipis-SSD-128GB-i.49656833.13047533014?extraParams=%7B%22display_model_id%22%3A122149723108%2C%22model_selection_logic%22%3A3%7D&sp_atk=b5463131-46c7-4022-b6b9-901eac379d9d&xptdk=b5463131-46c7-4022-b6b9-901eac379d9d
https://down-id.img.susercontent.com/file/id-11134207-7qukz-liiw2wv6899o6a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus TUF FX505DT Ryzen 7 GTX1650 16GB 512GB SSD,Rp,9.200.000,,,,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Asus TUF FX505DT Ryzen 7 GTX1650 16GB 512GB SSD
Rp
9.200.000
3-5 Hari
Depok",https://shopee.co.id/Asus-TUF-FX505DT-Ryzen-7-GTX1650-16GB-512GB-SSD-i.6356067.17695139812?extraParams=%7B%22display_model_id%22%3A148261399185%2C%22model_selection_logic%22%3A3%7D&sp_atk=6889e888-f9a7-4c7d-a329-bd35f693c47d&xptdk=6889e888-f9a7-4c7d-a329-bd35f693c47d
https://down-id.img.susercontent.com/file/sg-11134201-23010-18fgta6x1ymv3c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ASUS X441B,LAPTOP BEKAS BERKUALITAS,LAPTOP AMD A4,LAPTOP RAM 4GB,LAPTOP SECOND",Rp,2.900.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,,,,"LAPTOP ASUS X441B,LAPTOP BEKAS BERKUALITAS,LAPTOP AMD A4,LAPTOP RAM 4GB,LAPTOP SECOND
Rp
2.900.000
< 2 Hari
Kab. Malang",https://shopee.co.id/LAPTOP-ASUS-X441B-LAPTOP-BEKAS-BERKUALITAS-LAPTOP-AMD-A4-LAPTOP-RAM-4GB-LAPTOP-SECOND-i.17080485.14896262683?extraParams=%7B%22display_model_id%22%3A220824875100%2C%22model_selection_logic%22%3A3%7D&sp_atk=271f4799-9754-4295-b942-aaf586406599&xptdk=271f4799-9754-4295-b942-aaf586406599
https://down-id.img.susercontent.com/file/0b103d519ecd9473d1c6a69449a1a205,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus TUF Gaming FX506LI i5-10300H GTX1650Ti SSD,Rp,10.700.000,,,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Asus TUF Gaming FX506LI i5-10300H GTX1650Ti SSD
Rp
10.700.000
1 Terjual
3-5 Hari
Depok",https://shopee.co.id/Asus-TUF-Gaming-FX506LI-i5-10300H-GTX1650Ti-SSD-i.6356067.17805456148?extraParams=%7B%22display_model_id%22%3A96926348147%2C%22model_selection_logic%22%3A3%7D&sp_atk=eb2496fb-28e5-43af-a175-5c5613c36f63&xptdk=eb2496fb-28e5-43af-a175-5c5613c36f63
https://down-id.img.susercontent.com/file/b718e7fed9ce2e678c6c6be10107ea0e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus X200CA RAM 4GB HDD 500GB Fullset Lengkap Warna Merah Hitam Netbook Notebook Second Bekas Murah,Rp,1.900.000,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,"Asus X200CA RAM 4GB HDD 500GB Fullset Lengkap Warna Merah Hitam Netbook Notebook Second Bekas Murah
Rp
1.900.000
Cicilan
4.8
4 Terjual
< 2 Hari
Kab. Indramayu",https://shopee.co.id/Asus-X200CA-RAM-4GB-HDD-500GB-Fullset-Lengkap-Warna-Merah-Hitam-Netbook-Notebook-Second-Bekas-Murah-i.49656833.4982398302?extraParams=%7B%22display_model_id%22%3A74245337642%2C%22model_selection_logic%22%3A3%7D&sp_atk=072d333a-9505-4f09-a31d-35ebe89ac24e&xptdk=072d333a-9505-4f09-a31d-35ebe89ac24e
https://down-id.img.susercontent.com/file/e71e16da8a0117495d993b4b342bbdf8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus X441N Fullset Lengkap  Slim tipis Intel SSD 128 GB Bluetooth Windows 10  Laptop Second Bekas Murah,Rp,2.700.000,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,"Asus X441N Fullset Lengkap Slim tipis Intel SSD 128 GB Bluetooth Windows 10 Laptop Second Bekas Murah
Rp
2.700.000
Cicilan
5.0
3 Terjual
< 2 Hari
Kab. Indramayu",https://shopee.co.id/Asus-X441N-Fullset-Lengkap-Slim-tipis-Intel-SSD-128-GB-Bluetooth-Windows-10-Laptop-Second-Bekas-Murah-i.49656833.3768936955?extraParams=%7B%22display_model_id%22%3A90203053769%2C%22model_selection_logic%22%3A3%7D&sp_atk=d3012a73-b4b4-4a67-b4f1-f2816d6fef2f&xptdk=d3012a73-b4b4-4a67-b4f1-f2816d6fef2f
https://down-id.img.susercontent.com/file/id-11134207-7rase-m5s2wzc68xs651,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop ASUS i3-4030U second / bekas,Rp,2.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,"Laptop ASUS i3-4030U second / bekas
Rp
2.000.000
< 2 Hari
Jakarta Utara",https://shopee.co.id/Laptop-ASUS-i3-4030U-second-bekas-i.159660126.26025063831?extraParams=%7B%22display_model_id%22%3A242571969964%2C%22model_selection_logic%22%3A3%7D&sp_atk=ae3bc136-eac6-479a-9ebd-480839501bb6&xptdk=ae3bc136-eac6-479a-9ebd-480839501bb6
https://down-id.img.susercontent.com/file/id-11134207-822wi-mmfp924ed1q92f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Asus X451CA Intel Celeron 1007U Ram 2GB HDD 500GB Normal Siap Pakai - Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang - Laptop Kuliah - Laptop Kantoran - Laptop Kerja - Laptop Desain,Rp,990.000,,,,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,"Laptop Asus X451CA Intel Celeron 1007U Ram 2GB HDD 500GB Normal Siap Pakai - Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang - Laptop Kuliah - Laptop Kantoran - Laptop Kerja - Laptop Desain
Rp
990.000
2-3 Hari
Malang",https://shopee.co.id/Laptop-Asus-X451CA-Intel-Celeron-1007U-Ram-2GB-HDD-500GB-Normal-Siap-Pakai-Laptop-Murah-Laptop-Malang-Laptop-Gaming-Bergaransi-Laptop-Bekas-Laptop-Bekas-Malang-Laptop-Kuliah-Laptop-Kantoran-Laptop-Kerja-Laptop-Desain-i.1443585582.44355579480?extraParams=%7B%22display_model_id%22%3A267492303662%2C%22model_selection_logic%22%3A3%7D&sp_atk=066afbcf-96f9-4c6a-ab37-2789c365c918&xptdk=066afbcf-96f9-4c6a-ab37-2789c365c918
https://down-id.img.susercontent.com/file/id-11134207-7r98x-lpbuyx9ef9nlcf,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,(BOLEH NEGO) NOTEBOOK LAPTOP SEKEN SECOND BEKAS 2ND ISTIMEWA ASUS X451CAP i3 RAM 4GB 14INC MULUS JARANG DIPAKAI,Rp,2.495.000,,,,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"(BOLEH NEGO) NOTEBOOK LAPTOP SEKEN SECOND BEKAS 2ND ISTIMEWA ASUS X451CAP i3 RAM 4GB 14INC MULUS JARANG DIPAKAI
Rp
2.495.000
-1%
3-4 Hari
Kab. Sleman",https://shopee.co.id/(BOLEH-NEGO)-NOTEBOOK-LAPTOP-SEKEN-SECOND-BEKAS-2ND-ISTIMEWA-ASUS-X451CAP-i3-RAM-4GB-14INC-MULUS-JARANG-DIPAKAI-i.125257889.23488454119?extraParams=%7B%22display_model_id%22%3A214818806216%2C%22model_selection_logic%22%3A3%7D&sp_atk=b32f2ab9-378e-46a1-973e-9dd42ec0c403&xptdk=b32f2ab9-378e-46a1-973e-9dd42ec0c403
