-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,text-shopee-primary,pointer-events-none_3,truncate,img_2,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lstqxs1boi55df,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP AXIOO HYPE 10 CELERON N4020 8GB 256GB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.350.000,5.0,65 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=24418788147&shopid=742901567,"LAPTOP AXIOO HYPE 10 CELERON N4020 8GB 256GB
Rp
4.350.000
5.0
65 Terjual
< 2 Hari
Medan",https://shopee.co.id/LAPTOP-AXIOO-HYPE-10-CELERON-N4020-8GB-256GB-i.742901567.24418788147?extraParams=%7B%22display_model_id%22%3A158779875728%2C%22model_selection_logic%22%3A3%7D&sp_atk=8b68f1d3-cf94-455f-a49c-c77ef235401d&xptdk=8b68f1d3-cf94-455f-a49c-c77ef235401d
https://down-id.img.susercontent.com/file/sg-11134201-7reqa-m23cwtb8csy8d8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo MyBook Hype 5 G12 Core i5 8GB 256GB FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.717.000,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Madiun,-14%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=26916316458&shopid=55231304,"Axioo MyBook Hype 5 G12 Core i5 8GB 256GB FHD IPS
Rp
6.717.000
-14%
5.0
4 Terjual
2-4 Hari
Madiun",https://shopee.co.id/Axioo-MyBook-Hype-5-G12-Core-i5-8GB-256GB-FHD-IPS-i.55231304.26916316458?extraParams=%7B%22display_model_id%22%3A420780628136%2C%22model_selection_logic%22%3A3%7D&sp_atk=5778067a-2089-46fd-aaec-0e0a2d34d697&xptdk=5778067a-2089-46fd-aaec-0e0a2d34d697
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m951beqmxlcu7d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE 1 N4020 4GB 128GB W11 14.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.757.000,5.0,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=24144648907&shopid=1471949508,"AXIOO HYPE 1 N4020 4GB 128GB W11 14.0
Rp
3.757.000
-4%
5.0
8 Terjual
Besok
Surabaya",https://shopee.co.id/AXIOO-HYPE-1-N4020-4GB-128GB-W11-14.0-i.1471949508.24144648907?extraParams=%7B%22display_model_id%22%3A178900632282%2C%22model_selection_logic%22%3A3%7D&sp_atk=9dda9032-5f66-4c9a-800b-49d024dfb588&xptdk=9dda9032-5f66-4c9a-800b-49d024dfb588
https://down-id.img.susercontent.com/file/id-11134207-81ztf-mf40sbg0qryn30,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO Mybook HYPE 5 G12 Intel i5 1235U 32GB 512GB SSD 14 FHD IPS Windows11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.998.000,5.0,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=43602993402&shopid=1554406714,"AXIOO Mybook HYPE 5 G12 Intel i5 1235U 32GB 512GB SSD 14 FHD IPS Windows11
Rp
3.998.000
-1%
5.0
5 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/AXIOO-Mybook-HYPE-5-G12-Intel-i5-1235U-32GB-512GB-SSD-14-FHD-IPS-Windows11-i.1554406714.43602993402?extraParams=%7B%22display_model_id%22%3A295247682386%2C%22model_selection_logic%22%3A3%7D&sp_atk=238005aa-7ea1-4616-91af-8f9b5a405d1d&xptdk=238005aa-7ea1-4616-91af-8f9b5a405d1d
https://down-id.img.susercontent.com/file/id-11134207-7r991-lxktmkcccomk03,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Hype 10 8GB 256GB SSD 14 Inch Windows 10,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.875.000,5.0,64 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarmasin,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=22190242501&shopid=312419703,"Axioo Hype 10 8GB 256GB SSD 14 Inch Windows 10
Rp
4.875.000
5.0
64 Terjual
3-5 Hari
Banjarmasin",https://shopee.co.id/Axioo-Hype-10-8GB-256GB-SSD-14-Inch-Windows-10-i.312419703.22190242501?extraParams=%7B%22display_model_id%22%3A295869184971%2C%22model_selection_logic%22%3A3%7D&sp_atk=b1d0d8b0-4151-45c5-8c2c-8c5c2bf4df8a&xptdk=b1d0d8b0-4151-45c5-8c2c-8c5c2bf4df8a
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lo4yrdcqog273f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Hype 3 i3-1125G4 8GB 256GB SSD FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.146.797,4.9,71 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarbaru,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=8214312688&shopid=30103887,"Axioo Hype 3 i3-1125G4 8GB 256GB SSD FHD IPS
Rp
7.146.797
Cicilan
4.9
71 Terjual
< 2 Hari
Banjarbaru",https://shopee.co.id/Axioo-Hype-3-i3-1125G4-8GB-256GB-SSD-FHD-IPS-i.30103887.8214312688?extraParams=%7B%22display_model_id%22%3A89810739332%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7cf69d5-96e5-45b8-9ad1-e2ef80b3389b&xptdk=f7cf69d5-96e5-45b8-9ad1-e2ef80b3389b
https://down-id.img.susercontent.com/file/id-11134207-81ztl-mey16qg3dq13df,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Axioo HYPE 7 Ryzen 7 32GB 1TB Windows 11 Pro,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,8.198.000,5.0,29 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=24593063810&shopid=1407296337,"Axioo HYPE 7 Ryzen 7 32GB 1TB Windows 11 Pro
Rp
8.198.000
-1%
Hadiah Gratis
5.0
29 Terjual
< 2 Hari
Tangerang Selatan",https://shopee.co.id/Axioo-HYPE-7-Ryzen-7-32GB-1TB-Windows-11-Pro-i.1407296337.24593063810?extraParams=%7B%22display_model_id%22%3A271679921554%2C%22model_selection_logic%22%3A3%7D&sp_atk=164c51bd-6b8e-4f51-8d02-be654a4d385c&xptdk=164c51bd-6b8e-4f51-8d02-be654a4d385c
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m9wm1wlo4jmmf0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP AXIOO HYPE 10/ HYPE X/HYPE 1 Core  N4020 8GB 256GB SSD Win11 14.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.807.000,4.9,360 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,-52%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=25683688755&shopid=1274920948,"LAPTOP AXIOO HYPE 10/ HYPE X/HYPE 1 Core N4020 8GB 256GB SSD Win11 14.0
Rp
3.807.000
-52%
4.9
360 Terjual
< 2 Hari
Tangerang",https://shopee.co.id/LAPTOP-AXIOO-HYPE-10-HYPE-X-HYPE-1-Core-N4020-8GB-256GB-SSD-Win11-14.0-i.1274920948.25683688755?extraParams=%7B%22display_model_id%22%3A185662106054%2C%22model_selection_logic%22%3A3%7D&sp_atk=1e23762d-74fc-4c82-9031-b451bd0d8aab&xptdk=1e23762d-74fc-4c82-9031-b451bd0d8aab
https://down-id.img.susercontent.com/file/id-11134207-82251-mjas809qw6px85,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Axioo Hype 3 i3 1125G4 16GB 768GB SSD Win11 Pro,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,7.198.000,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=46704438183&shopid=1413681782,"Axioo Hype 3 i3 1125G4 16GB 768GB SSD Win11 Pro
Rp
7.198.000
-1%
Produk Baru
Hadiah Gratis
5.0
6 Terjual
< 2 Hari
Bandung",https://shopee.co.id/Axioo-Hype-3-i3-1125G4-16GB-768GB-SSD-Win11-Pro-i.1413681782.46704438183?extraParams=%7B%22display_model_id%22%3A315414532771%2C%22model_selection_logic%22%3A3%7D&sp_atk=1d27f216-5979-469f-a788-12a157d08015&xptdk=1d27f216-5979-469f-a788-12a157d08015
https://down-id.img.susercontent.com/file/id-11134207-82250-mjaxw2duovlu8a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Axioo Hype 1 Intel Celeron N4020 8GB 384GB Win 11 14.0 Inch,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.907.000,4.9,113 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,-23%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=27552296249&shopid=1274014683,"Laptop Axioo Hype 1 Intel Celeron N4020 8GB 384GB Win 11 14.0 Inch
Rp
3.907.000
-23%
4.9
113 Terjual
< 2 Hari
Depok",https://shopee.co.id/Laptop-Axioo-Hype-1-Intel-Celeron-N4020-8GB-384GB-Win-11-14.0-Inch-i.1274014683.27552296249?extraParams=%7B%22display_model_id%22%3A310415371461%2C%22model_selection_logic%22%3A3%7D&sp_atk=78178523-8be1-496f-b333-b8f409702d2b&xptdk=78178523-8be1-496f-b333-b8f409702d2b
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m3ubm59ae95m78,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,LAPTOP AXIOO HYPE 5 AMD Ryzen 5 7430U 16GB 256GB Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.598.000,4.9,220 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-14%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=25227726167&shopid=608012662,"LAPTOP AXIOO HYPE 5 AMD Ryzen 5 7430U 16GB 256GB Windows 11
Rp
8.598.000
-14%
Pilih Lokal
Kombo Hemat
4.9
220 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/LAPTOP-AXIOO-HYPE-5-AMD-Ryzen-5-7430U-16GB-256GB-Windows-11-i.608012662.25227726167?extraParams=%7B%22display_model_id%22%3A245747805931%2C%22model_selection_logic%22%3A3%7D&sp_atk=7b05e5dc-9313-4ff1-9135-1a235d5ad2c0&xptdk=7b05e5dc-9313-4ff1-9135-1a235d5ad2c0
https://down-id.img.susercontent.com/file/id-11134207-82251-mjo52xzr01s76b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Mybook Hype 1 N4020 8GB SSD Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.898.000,4.9,327 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=6993603922&shopid=401207104,"Axioo Mybook Hype 1 N4020 8GB SSD Windows 11
Rp
3.898.000
-1%
Cicilan
4.9
327 Terjual
< 2 Hari
Kab. Tangerang",https://shopee.co.id/Axioo-Mybook-Hype-1-N4020-8GB-SSD-Windows-11-i.401207104.6993603922?extraParams=%7B%22display_model_id%22%3A310584256728%2C%22model_selection_logic%22%3A3%7D&sp_atk=48ac50c5-8d82-44be-bba8-40d57f4ded4f&xptdk=48ac50c5-8d82-44be-bba8-40d57f4ded4f
https://down-id.img.susercontent.com/file/id-11134207-8224p-mkakye99a41vbe,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO MYBOOK HYPE 5 AMD X3 B7758,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.300.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=47505829894&shopid=55379913,"AXIOO MYBOOK HYPE 5 AMD X3 B7758
Rp
4.300.000
< 2 Hari
Kab. Sleman",https://shopee.co.id/AXIOO-MYBOOK-HYPE-5-AMD-X3-B7758-i.55379913.47505829894?extraParams=%7B%22display_model_id%22%3A335526032349%2C%22model_selection_logic%22%3A3%7D&sp_atk=7a3a680a-531a-4c7e-b2d7-8b463f82bf6f&xptdk=7a3a680a-531a-4c7e-b2d7-8b463f82bf6f
https://down-id.img.susercontent.com/file/id-11134207-7rasj-m4r92z6hazgw05,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP AXIOO MYBOOK HYPE 3 | i3 1125G4 8GB 256GB Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.900.000,4.9,89 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-23%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=19300584810&shopid=608012662,"LAPTOP AXIOO MYBOOK HYPE 3 | i3 1125G4 8GB 256GB Windows 11
Rp
6.900.000
-23%
Cicilan
Kombo Hemat
4.9
89 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/LAPTOP-AXIOO-MYBOOK-HYPE-3-i3-1125G4-8GB-256GB-Windows-11-i.608012662.19300584810?extraParams=%7B%22display_model_id%22%3A242428365960%2C%22model_selection_logic%22%3A3%7D&sp_atk=44753bbf-7068-42ae-b56d-e63ccfb66c99&xptdk=44753bbf-7068-42ae-b56d-e63ccfb66c99
https://down-id.img.susercontent.com/file/id-11134207-822wj-mndsmx3lk5548a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Axioo MyBook Hype 5 Intel Core i5 1235U Ram 16GB 1TB SSD FHD IPS Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.198.000,5.0,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bogor,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=23290712815&shopid=1418474373,"Laptop Axioo MyBook Hype 5 Intel Core i5 1235U Ram 16GB 1TB SSD FHD IPS Windows 11
Rp
4.198.000
-1%
5.0
10 Terjual
< 2 Hari
Bogor",https://shopee.co.id/Laptop-Axioo-MyBook-Hype-5-Intel-Core-i5-1235U-Ram-16GB-1TB-SSD-FHD-IPS-Windows-11-i.1418474373.23290712815?extraParams=%7B%22display_model_id%22%3A147798507061%2C%22model_selection_logic%22%3A3%7D&sp_atk=d5f1d715-b1bb-4d97-addb-e6f4298965a6&xptdk=d5f1d715-b1bb-4d97-addb-e6f4298965a6
https://down-id.img.susercontent.com/file/id-11134207-8224t-mgc7ldxnfymk07,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE 1 INTEL N4020 RAM 4GB 128GB SSD WIN 11 LAYAR 14.0 INCH,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.979.600,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29886529144&shopid=348905854,"AXIOO HYPE 1 INTEL N4020 RAM 4GB 128GB SSD WIN 11 LAYAR 14.0 INCH
Rp
3.979.600
-1%
5.0
6 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/AXIOO-HYPE-1-INTEL-N4020-RAM-4GB-128GB-SSD-WIN-11-LAYAR-14.0-INCH-i.348905854.29886529144?extraParams=%7B%22display_model_id%22%3A315806436865%2C%22model_selection_logic%22%3A3%7D&sp_atk=7e954f43-295d-4e46-b87d-2d7129dd6b2b&xptdk=7e954f43-295d-4e46-b87d-2d7129dd6b2b
