-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,w-auto,text-white,text-shopee-primary,pointer-events-none_3,truncate,img_2,text-xs_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98w-loviy2pm255t4a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Sony xz1 G8341 ram 4 spek tinggi,Rp,1.340.000,3.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Trenggalek,,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,6 Terjual,"Scrape to BigSeller
Sony xz1 G8341 ram 4 spek tinggi
Rp
1.340.000
3.8
6 Terjual
2-5 Hari
Kab. Trenggalek",https://shopee.co.id/Sony-xz1-G8341-ram-4-spek-tinggi-i.739601592.18538161226?extraParams=%7B%22display_model_id%22%3A164196235003%2C%22model_selection_logic%22%3A3%7D&sp_atk=86b4b839-e87e-48d4-aae6-146e0d85e111&xptdk=86b4b839-e87e-48d4-aae6-146e0d85e111
https://down-id.img.susercontent.com/file/12599b900acbd0c36ee7b00a97481373,,sony Z big 5,Rp,750.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bogor,,,,,,,,4-7 Hari,"Scrape to BigSeller
sony Z big 5
Rp
750.000
4-7 Hari
Bogor",https://shopee.co.id/sony-Z-big-5-i.608195120.12474626616?extraParams=%7B%22display_model_id%22%3A134031985450%2C%22model_selection_logic%22%3A3%7D&sp_atk=e24c062c-81dd-4162-a643-5239f79b069d&xptdk=e24c062c-81dd-4162-a643-5239f79b069d
https://down-id.img.susercontent.com/file/3d87deddb0552d84678bfae2f9fedec8,,sony experia z1 16 gb global,Rp,800.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Nganjuk,,,,,,Cicilan,,3-6 Hari,"Scrape to BigSeller
sony experia z1 16 gb global
Rp
800.000
Cicilan
3-6 Hari
Kab. Nganjuk",https://shopee.co.id/sony-experia-z1-16-gb-global-i.70533666.1591362103?extraParams=%7B%22display_model_id%22%3A62828487273%2C%22model_selection_logic%22%3A3%7D&sp_atk=0711f4dc-bc8b-4a35-bb37-aeefa0b1bc1c&xptdk=0711f4dc-bc8b-4a35-bb37-aeefa0b1bc1c
https://down-id.img.susercontent.com/file/caddd13282613167d6b792316e6de697,,sony xperia x compact,Rp,650.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kuningan,,,,,,,,4-8 Hari,"Scrape to BigSeller
sony xperia x compact
Rp
650.000
4-8 Hari
Kab. Kuningan",https://shopee.co.id/sony-xperia-x-compact-i.321207560.15129885472?extraParams=%7B%22display_model_id%22%3A86451125163%2C%22model_selection_logic%22%3A3%7D&sp_atk=8e69d5f9-98ed-43fc-aeba-1b9f02b2dc4d&xptdk=8e69d5f9-98ed-43fc-aeba-1b9f02b2dc4d
https://down-id.img.susercontent.com/file/id-11134207-81ztp-mfpoioz5oj6104,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia 1 Mark VI 12/256 5G all operator,Rp,13.400.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Scrape to BigSeller
Sony Xperia 1 Mark VI 12/256 5G all operator
Rp
13.400.000
Besok
Jakarta Pusat",https://shopee.co.id/Sony-Xperia-1-Mark-VI-12-256-5G-all-operator-i.47336107.41073713127?extraParams=%7B%22display_model_id%22%3A198748358991%2C%22model_selection_logic%22%3A3%7D&sp_atk=ca9c4bef-9091-4ea8-97a0-6169a1b9af5e&xptdk=ca9c4bef-9091-4ea8-97a0-6169a1b9af5e
https://down-id.img.susercontent.com/file/sg-11134201-82609-mmh6jl882i2p9f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Samsung Galaxy A37 5G 8/256GB - Awesome Lavender | Hp AI | IP68 | 5000 mAh,Rp,6.459.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,Cashback 20%,-12%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,25 Terjual,"Scrape to BigSeller
Samsung Galaxy A37 5G 8/256GB - Awesome Lavender | Hp AI | IP68 | 5000 mAh
Rp
6.459.000
-12%
Cashback 20%
5.0
25 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/Samsung-Galaxy-A37-5G-8-256GB-Awesome-Lavender-Hp-AI-IP68-5000-mAh-i.52635036.25498046836?extraParams=%7B%22display_model_id%22%3A119599709529%2C%22model_selection_logic%22%3A3%7D&sp_atk=06dfc9a9-c679-441d-99f7-974f6c59ab5c&xptdk=06dfc9a9-c679-441d-99f7-974f6c59ab5c
https://down-id.img.susercontent.com/file/id-11134207-8224v-mh8viyzuz8jy3e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,iPhone 13 Pro Max ex iBox Beacukai IMEI Permanen Garansi 12 Bln 100% Original Second iPhone FULLSET 128GB 256GB 512GB 1TB,Rp,10.299.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,-33%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1RB+ Terjual,"Scrape to BigSeller
iPhone 13 Pro Max ex iBox Beacukai IMEI Permanen Garansi 12 Bln 100% Original Second iPhone FULLSET 128GB 256GB 512GB 1TB
Rp
10.299.000
-33%
Hadiah Gratis
4.9
1RB+ Terjual
2-3 Hari
Jakarta Selatan",https://shopee.co.id/iPhone-13-Pro-Max-ex-iBox-Beacukai-IMEI-Permanen-Garansi-12-Bln-100-Original-Second-iPhone-FULLSET-128GB-256GB-512GB-1TB-i.1437255344.26077462969?extraParams=%7B%22display_model_id%22%3A252721319853%2C%22model_selection_logic%22%3A3%7D&sp_atk=6e8afd11-d1ef-4dac-9312-22ef0515fd51&xptdk=6e8afd11-d1ef-4dac-9312-22ef0515fd51
https://down-id.img.susercontent.com/file/id-11134207-7rase-m0jl3a3g54d8bd,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia Z ultra,Rp,800.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,,,,,,,,"Scrape to BigSeller
Sony Xperia Z ultra
Rp
800.000
Depok",https://shopee.co.id/Sony-Xperia-Z-ultra-i.522352339.29362194497?extraParams=%7B%22display_model_id%22%3A256656950772%2C%22model_selection_logic%22%3A3%7D&sp_atk=fb6164c5-e5c5-4eaa-86f2-908c51b595a4&xptdk=fb6164c5-e5c5-4eaa-86f2-908c51b595a4
https://down-id.img.susercontent.com/file/id-11134207-822wt-mldql7tx48awce,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia 1 IV 12/256 Black Global,Rp,7.250.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Scrape to BigSeller
Sony Xperia 1 IV 12/256 Black Global
Rp
7.250.000
Besok
Kab. Bekasi",https://shopee.co.id/Sony-Xperia-1-IV-12-256-Black-Global-i.12326942.57456701970?extraParams=%7B%22display_model_id%22%3A320602119075%2C%22model_selection_logic%22%3A3%7D&sp_atk=7a34f2f8-625e-4c35-b1c7-8d166d44d00a&xptdk=7a34f2f8-625e-4c35-b1c7-8d166d44d00a
https://down-id.img.susercontent.com/file/69be44e89389a93cd09e844dbcd29cd5,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia XZ1 4gb/64gb,Rp,550.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lamongan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Scrape to BigSeller
Sony Xperia XZ1 4gb/64gb
Rp
550.000
Cicilan
Besok
Kab. Lamongan",https://shopee.co.id/Sony-Xperia-XZ1-4gb-64gb-i.22593154.20000033811?extraParams=%7B%22display_model_id%22%3A78726909251%2C%22model_selection_logic%22%3A3%7D&sp_atk=5d8a1cdc-622b-4a99-b4dc-65514fb99229&xptdk=5d8a1cdc-622b-4a99-b4dc-65514fb99229
https://down-id.img.susercontent.com/file/a02a0ffb70885d26ee224ead204a6e61,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia 1 64GB AU,Rp,2.599.999,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,1 Terjual,"Scrape to BigSeller
Sony Xperia 1 64GB AU
Rp
2.599.999
1 Terjual
Besok
Surabaya",https://shopee.co.id/Sony-Xperia-1-64GB-AU-i.84038094.15604104770?extraParams=%7B%22display_model_id%22%3A150188349932%2C%22model_selection_logic%22%3A3%7D&sp_atk=aea90c5f-b7f4-4a64-9604-27a76c2317f6&xptdk=aea90c5f-b7f4-4a64-9604-27a76c2317f6
https://down-id.img.susercontent.com/file/id-11134207-7rasd-m1nvg9corme66d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,sony xperia 1 iii mark 3 256 GB becukai resmi,Rp,5.800.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Cilegon,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Scrape to BigSeller
sony xperia 1 iii mark 3 256 GB becukai resmi
Rp
5.800.000
Besok
Cilegon",https://shopee.co.id/sony-xperia-1-iii-mark-3-256-GB-becukai-resmi-i.7327836.24986949837?extraParams=%7B%22display_model_id%22%3A207869354974%2C%22model_selection_logic%22%3A3%7D&sp_atk=63207396-1a43-4da2-a93e-68917f793cbf&xptdk=63207396-1a43-4da2-a93e-68917f793cbf
https://down-id.img.susercontent.com/file/id-11134207-7ra0k-mc02ypvdi4rla4,,"POCO F7 (12/512GB) | Snapdragon® 8s Gen 4 | 6500mAh with 90W HyperCharge | 6.83"" 1.5K 120Hz AMOLED display | 50MP dual camera with OIS | IP68 dust and water resistance [Official Store]",Rp,5.999.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,-8%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,10RB+ Terjual,"Scrape to BigSeller
POCO F7 (12/512GB) | Snapdragon® 8s Gen 4 | 6500mAh with 90W HyperCharge | 6.83"" 1.5K 120Hz AMOLED display | 50MP dual camera with OIS | IP68 dust and water resistance [Official Store]
Rp
5.999.000
-8%
5.0
10RB+ Terjual
3-6 Hari
Kab. Tangerang",https://shopee.co.id/POCO-F7-(12-512GB)-Snapdragon%C2%AE-8s-Gen-4-6500mAh-with-90W-HyperCharge-6.83-1.5K-120Hz-AMOLED-display-50MP-dual-camera-with-OIS-IP68-dust-and-water-resistance-Official-Store--i.885639549.43553076541?extraParams=%7B%22display_model_id%22%3A290346776900%2C%22model_selection_logic%22%3A3%7D&sp_atk=b5a6c058-2e31-4605-b927-193ac159c008&xptdk=b5a6c058-2e31-4605-b927-193ac159c008
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lvrrxr17l3jt86,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"sony xperia 1ii mark dua,sony xperia 5 ii ram 8 flagship",Rp,2.999.000,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Trenggalek,,,,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,9 Terjual,"Scrape to BigSeller
sony xperia 1ii mark dua,sony xperia 5 ii ram 8 flagship
Rp
2.999.000
Cicilan
4.0
9 Terjual
4-7 Hari
Kab. Trenggalek",https://shopee.co.id/sony-xperia-1ii-mark-dua-sony-xperia-5-ii-ram-8-flagship-i.739601592.17850407817?extraParams=%7B%22display_model_id%22%3A166100455955%2C%22model_selection_logic%22%3A3%7D&sp_atk=3a2c2c99-d10c-4b72-9a52-9113d4ecd58a&xptdk=3a2c2c99-d10c-4b72-9a52-9113d4ecd58a
https://down-id.img.susercontent.com/file/id-11134207-8224x-mhbqew9gm22z90,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia 5,Rp,1.200.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sukoharjo,,,,,,,,3-6 Hari,"Scrape to BigSeller
Sony Xperia 5
Rp
1.200.000
3-6 Hari
Kab. Sukoharjo",https://shopee.co.id/Sony-Xperia-5-i.38966694.41576662015?extraParams=%7B%22display_model_id%22%3A208780843450%2C%22model_selection_logic%22%3A3%7D&sp_atk=5363f751-b92c-40c5-8a39-7fd9ff807bbf&xptdk=5363f751-b92c-40c5-8a39-7fd9ff807bbf
https://down-id.img.susercontent.com/file/9d4c225e6aabe2cd4ecb58a02c9033d0,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia X Compact,Rp,950.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sukoharjo,,,,,,Grosir,,2-5 Hari,"Scrape to BigSeller
Sony Xperia X Compact
Rp
950.000
Grosir
Cicilan
2-5 Hari
Kab. Sukoharjo",https://shopee.co.id/Sony-Xperia-X-Compact-i.41096491.6939224488?extraParams=%7B%22display_model_id%22%3A72823907498%2C%22model_selection_logic%22%3A3%7D&sp_atk=534d8fc8-16b7-4844-b15d-2792947edf1c&xptdk=534d8fc8-16b7-4844-b15d-2792947edf1c
https://down-id.img.susercontent.com/file/119b5212d5902f96b8fc4c1b229d3e47,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia 1 iii 5G 12GB 512GB Snapdragon SD888 Global inter,Rp,10.200.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Dumai,,,,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,6 Terjual,"Scrape to BigSeller
Sony Xperia 1 iii 5G 12GB 512GB Snapdragon SD888 Global inter
Rp
10.200.000
Cicilan
4.8
6 Terjual
4-10 Hari
Dumai",https://shopee.co.id/Sony-Xperia-1-iii-5G-12GB-512GB-Snapdragon-SD888-Global-inter-i.4854119.3083416117?extraParams=%7B%22display_model_id%22%3A245184814277%2C%22model_selection_logic%22%3A3%7D&sp_atk=789a3749-1432-4446-ba04-0f81342f4b4b&xptdk=789a3749-1432-4446-ba04-0f81342f4b4b
https://down-id.img.susercontent.com/file/387f29cb9e784ed4f6cca6a414f9865c,,Sony Xz Anti air,Rp,1.399.999,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,,,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,30 Terjual,"Scrape to BigSeller
Sony Xz Anti air
Rp
1.399.999
Cicilan
5.0
30 Terjual
4-7 Hari
Bekasi",https://shopee.co.id/Sony-Xz-Anti-air-i.143326936.2171294976?extraParams=%7B%22display_model_id%22%3A23308559848%2C%22model_selection_logic%22%3A3%7D&sp_atk=ec66d432-4183-47ce-a0f7-8abeb378ed5d&xptdk=ec66d432-4183-47ce-a0f7-8abeb378ed5d
https://down-id.img.susercontent.com/file/sg-11134201-8262n-mmbg014la2gx70,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Samsung Galaxy A36 5G 8/256GB - Awesome Lavender,Rp,5.699.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,-3%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5RB+ Terjual,"Scrape to BigSeller
Samsung Galaxy A36 5G 8/256GB - Awesome Lavender
Rp
5.699.000
-3%
4.9
5RB+ Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/Samsung-Galaxy-A36-5G-8-256GB-Awesome-Lavender-i.52635036.29477744703?extraParams=%7B%22display_model_id%22%3A188255966939%2C%22model_selection_logic%22%3A3%7D&sp_atk=5342b5ba-b236-4d61-87c7-82a7021b2d66&xptdk=5342b5ba-b236-4d61-87c7-82a7021b2d66
https://down-id.img.susercontent.com/file/666d704deb526f7edf99ff37ec131608,,Sony Z5 Premium Dual sim E6883,Rp,550.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarmasin,,,,,,,,5-8 Hari,"Scrape to BigSeller
Sony Z5 Premium Dual sim E6883
Rp
550.000
5-8 Hari
Banjarmasin",https://shopee.co.id/Sony-Z5-Premium-Dual-sim-E6883-i.86552934.4378678901?extraParams=%7B%22display_model_id%22%3A33610544065%2C%22model_selection_logic%22%3A3%7D&sp_atk=f9fa314d-457a-402d-b8d7-ee88c9c5b3d2&xptdk=f9fa314d-457a-402d-b8d7-ee88c9c5b3d2
https://down-id.img.susercontent.com/file/id-11134207-81ztc-mesd2jj5e1hi1c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,iPhone 12 Mini ex iBox IMEI Permanen Garansi 12 Bln 100% Original Second iPhone FULLSET 128GB 256GB 512GB,Rp,5.044.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,-20%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,338 Terjual,"Scrape to BigSeller
iPhone 12 Mini ex iBox IMEI Permanen Garansi 12 Bln 100% Original Second iPhone FULLSET 128GB 256GB 512GB
Rp
5.044.000
-20%
Hadiah Gratis
4.9
338 Terjual
2-3 Hari
Jakarta Selatan",https://shopee.co.id/iPhone-12-Mini-ex-iBox-IMEI-Permanen-Garansi-12-Bln-100-Original-Second-iPhone-FULLSET-128GB-256GB-512GB-i.1437255344.43454628287?extraParams=%7B%22display_model_id%22%3A243523287925%2C%22model_selection_logic%22%3A3%7D&sp_atk=35ffa1e0-57d3-4b3a-9fcf-454b62d0c550&xptdk=35ffa1e0-57d3-4b3a-9fcf-454b62d0c550
https://down-id.img.susercontent.com/file/544bf520ded1ce4e1cfa402f4dc0519d,,sony experia xz1 smartfrend only,Rp,1.000.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1 Terjual,"Scrape to BigSeller
sony experia xz1 smartfrend only
Rp
1.000.000
Cicilan
5.0
1 Terjual
3-6 Hari
Malang",https://shopee.co.id/sony-experia-xz1-smartfrend-only-i.15104663.8113629679?extraParams=%7B%22display_model_id%22%3A33650742432%2C%22model_selection_logic%22%3A3%7D&sp_atk=a9432940-43a3-44f6-80f3-630f851d9642&xptdk=a9432940-43a3-44f6-80f3-630f851d9642
https://down-id.img.susercontent.com/file/id-11134207-822wh-mn1g3r7vzxms5f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,sony xperia xcompact global ubl yes,Rp,1.450.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,,,,,,2-3 Hari,"Scrape to BigSeller
sony xperia xcompact global ubl yes
Rp
1.450.000
2-3 Hari
Semarang",https://shopee.co.id/sony-xperia-xcompact-global-ubl-yes-i.286947255.44708814813?extraParams=%7B%22display_model_id%22%3A415782201358%2C%22model_selection_logic%22%3A3%7D&sp_atk=52398f72-a683-4a6c-a858-a44bd871c48b&xptdk=52398f72-a683-4a6c-a858-a44bd871c48b
