-image-yazkc-11,text-sm,inline-block,text-xs/sp14,font-medium,text-ellipsis,img,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,-image-yazkc-11_2,text-shopee-primary,pointer-events-none_3,text-white_2,truncate,_container,_container_link,text-shopee-green,img_2
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m6oyhflezwyv5e,Tecno Spark 20 Pro 12/256 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.650.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,"Tecno Spark 20 Pro 12/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.650.000
< 2 Hari
Jakarta Utara",https://shopee.co.id/Tecno-Spark-20-Pro-12-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.1388801445.28577531346?extraParams=%7B%22display_model_id%22%3A147700871593%2C%22model_selection_logic%22%3A3%7D&sp_atk=573b93c5-1c8e-4113-8a5f-8dc99a1f60e9&xptdk=573b93c5-1c8e-4113-8a5f-8dc99a1f60e9,,
https://down-id.img.susercontent.com/file/id-11134207-8224r-mkwi2gyk1lola2,TECNO SPARK GO 1 3/64 4/64 4/128 SECOND FULLSET GARANSI RESMI INDONESIA,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.200.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,"TECNO SPARK GO 1 3/64 4/64 4/128 SECOND FULLSET GARANSI RESMI INDONESIA
Rp
1.200.000
4.8
10 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/TECNO-SPARK-GO-1-3-64-4-64-4-128-SECOND-FULLSET-GARANSI-RESMI-INDONESIA-i.48889461.42826279610?extraParams=%7B%22display_model_id%22%3A355557219930%2C%22model_selection_logic%22%3A3%7D&sp_atk=1e7d475f-58f1-43d2-b42a-59bb37315c7a&xptdk=1e7d475f-58f1-43d2-b42a-59bb37315c7a,,
https://down-id.img.susercontent.com/file/id-11134207-822wq-mmwx6jmatedf92,[Like New] Tecno Spark Go 3 4/64 GB | 4/128 GB Garansi Resmi Indonesia Second Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.325.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,"[Like New] Tecno Spark Go 3 4/64 GB | 4/128 GB Garansi Resmi Indonesia Second Original
Rp
1.325.000
< 2 Hari
Jakarta Utara",https://shopee.co.id/-Like-New-Tecno-Spark-Go-3-4-64-GB-4-128-GB-Garansi-Resmi-Indonesia-Second-Original-i.1563349780.53758618074?extraParams=%7B%22display_model_id%22%3A244205775831%2C%22model_selection_logic%22%3A3%7D&sp_atk=d54f2794-a62e-416d-aacd-8c5984946cc9&xptdk=d54f2794-a62e-416d-aacd-8c5984946cc9,,
https://down-id.img.susercontent.com/file/id-11134207-7rasa-m5vmjp14u9b171,Tecno Camon 20 Pro 8/256 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.749.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,"Tecno Camon 20 Pro 8/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.749.000
5.0
3 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Tecno-Camon-20-Pro-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.26325192236?extraParams=%7B%22display_model_id%22%3A188192310208%2C%22model_selection_logic%22%3A3%7D&sp_atk=599a9364-ac05-4733-91fd-736bcc607d9c&xptdk=599a9364-ac05-4733-91fd-736bcc607d9c,,
https://down-id.img.susercontent.com/file/id-11134207-7rase-m45mfbt2dpybcf,Tecno Pova Neo 2 4/128 GB | 6/128 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.375.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,"Tecno Pova Neo 2 4/128 GB | 6/128 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.375.000
5.0
4 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Tecno-Pova-Neo-2-4-128-GB-6-128-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.515774005.24489769875?extraParams=%7B%22display_model_id%22%3A208464684139%2C%22model_selection_logic%22%3A3%7D&sp_atk=558adf13-8239-4c32-a835-924e89cf0e7d&xptdk=558adf13-8239-4c32-a835-924e89cf0e7d,,
https://down-id.img.susercontent.com/file/id-11134207-822wl-mn03mrpc60ht5c,TECNO SPARK 30 PRO 8/128GB SECOND UNIT ONLY,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.800.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,,"TECNO SPARK 30 PRO 8/128GB SECOND UNIT ONLY
Rp
1.800.000
< 2 Hari
Jakarta Pusat",https://shopee.co.id/TECNO-SPARK-30-PRO-8-128GB-SECOND-UNIT-ONLY-i.444768334.47858753906?extraParams=%7B%22display_model_id%22%3A435776392568%2C%22model_selection_logic%22%3A3%7D&sp_atk=21b9d234-0f71-47f1-8a99-dd396dfe2043&xptdk=21b9d234-0f71-47f1-8a99-dd396dfe2043,,
https://down-id.img.susercontent.com/file/id-11134207-822wr-mlq8vfxws7bca2,TECNO SPARK 20 PRO PLUS SECOND FULLSET | RAM 8/256GB,,Rp,2.099.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,"TECNO SPARK 20 PRO PLUS SECOND FULLSET | RAM 8/256GB
Rp
2.099.999
< 2 Hari
Tangerang",https://shopee.co.id/TECNO-SPARK-20-PRO-PLUS-SECOND-FULLSET-RAM-8-256GB-i.364395456.50807118138?extraParams=%7B%22display_model_id%22%3A345635498098%2C%22model_selection_logic%22%3A3%7D&sp_atk=bc059071-9c9e-4f39-b65d-045bab1f1cfb&xptdk=bc059071-9c9e-4f39-b65d-045bab1f1cfb,,
https://down-id.img.susercontent.com/file/sg-11134201-7ravi-mb1xbbfyoqd2c5,Tecno Spark 20 Pro Plus Ram 8 Rom 256GB Second Mobile Style Store,,Rp,2.099.111,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok 11:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 11:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,-30%,,,,"Tecno Spark 20 Pro Plus Ram 8 Rom 256GB Second Mobile Style Store
Rp
2.099.111
-30%
Besok 11:00
Surabaya",https://shopee.co.id/Tecno-Spark-20-Pro-Plus-Ram-8-Rom-256GB-Second-Mobile-Style-Store-i.1544768134.40304645578?extraParams=%7B%22display_model_id%22%3A295393918745%2C%22model_selection_logic%22%3A3%7D&sp_atk=57e56081-edc7-4337-930f-dc2ac7e9344f&xptdk=57e56081-edc7-4337-930f-dc2ac7e9344f,,
https://down-id.img.susercontent.com/file/id-11134207-822wm-mm8jdsy5tloib9,Tecno Spark 30C Ram 6/128GB | Ram 8/256GB Second Mobile Style Store,,Rp,1.653.111,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 11:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,-25%,,,,"Tecno Spark 30C Ram 6/128GB | Ram 8/256GB Second Mobile Style Store
Rp
1.653.111
-25%
5.0
2 Terjual
Besok 11:00
Surabaya",https://shopee.co.id/Tecno-Spark-30C-Ram-6-128GB-Ram-8-256GB-Second-Mobile-Style-Store-i.1544768134.48701667748?extraParams=%7B%22display_model_id%22%3A370732874916%2C%22model_selection_logic%22%3A3%7D&sp_atk=9a651472-669c-4454-91d5-4319e8d96b45&xptdk=9a651472-669c-4454-91d5-4319e8d96b45,,
https://down-id.img.susercontent.com/file/id-11134207-7r990-lzumw1ixj6y04c,Tecno Pova 5 Pro 5G 8/256 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.890.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,"Tecno Pova 5 Pro 5G 8/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.890.000
4.5
6 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Tecno-Pova-5-Pro-5G-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.27810446370?extraParams=%7B%22display_model_id%22%3A246543469365%2C%22model_selection_logic%22%3A3%7D&sp_atk=62f266ff-3e9c-4aba-89ff-1961e09ad783&xptdk=62f266ff-3e9c-4aba-89ff-1961e09ad783,,
https://down-id.img.susercontent.com/file/id-11134207-7ra0r-mdo0mraactce91,TECNO CAMON 40 // PRO 5G 12/256 // 8/256 SECOND SUPER MULUS TERAWAT,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.444.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,,"TECNO CAMON 40 // PRO 5G 12/256 // 8/256 SECOND SUPER MULUS TERAWAT
Rp
4.444.000
5.0
2 Terjual
< 2 Hari
Kab. Sidoarjo",https://shopee.co.id/TECNO-CAMON-40-PRO-5G-12-256-8-256-SECOND-SUPER-MULUS-TERAWAT-i.480452205.41962100806?extraParams=%7B%22display_model_id%22%3A340831966527%2C%22model_selection_logic%22%3A3%7D&sp_atk=5bd877ed-5e10-490d-9095-5e9d89eec2a1&xptdk=5bd877ed-5e10-490d-9095-5e9d89eec2a1,,
https://down-id.img.susercontent.com/file/sg-11134201-821fb-mgp3vuin0j60cb,Tecno Spark 20C Ram 4/128GB | Ram 8/128GB Second Resmi Gadget Style Store,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.550.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari Ini 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,-69%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,,"Tecno Spark 20C Ram 4/128GB | Ram 8/128GB Second Resmi Gadget Style Store
Rp
1.550.999
-69%
5.0
2 Terjual
Hari Ini 12:00
Surabaya",https://shopee.co.id/Tecno-Spark-20C-Ram-4-128GB-Ram-8-128GB-Second-Resmi-Gadget-Style-Store-i.1544060692.48050874834?extraParams=%7B%22display_model_id%22%3A330621756668%2C%22model_selection_logic%22%3A3%7D&sp_atk=aa85abcb-62cb-4c48-a218-940a8149ef75&xptdk=aa85abcb-62cb-4c48-a218-940a8149ef75,,
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m1hy0xll8tpb97,Tecno Camon 20 Primer 5G (Second),,Rp,3.499.000,,,,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Pemalang,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,"Tecno Camon 20 Primer 5G (Second)
Rp
3.499.000
2-4 Hari
Kab. Pemalang",https://shopee.co.id/Tecno-Camon-20-Primer-5G-(Second)-i.59370660.29864392702?extraParams=%7B%22display_model_id%22%3A196303881842%2C%22model_selection_logic%22%3A3%7D&sp_atk=018a032b-6851-4167-8ceb-37874b030248&xptdk=018a032b-6851-4167-8ceb-37874b030248,,
https://down-id.img.susercontent.com/file/id-11134207-8224p-mhtythocf4ee7c,TECNO SPARK GO 1 4/128GB - Chipset Unisoc T615 (12 nm) - SECOND FULLSET,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.230.000,,,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,"TECNO SPARK GO 1 4/128GB - Chipset Unisoc T615 (12 nm) - SECOND FULLSET
Rp
1.230.000
1 Terjual
2-4 Hari
Jakarta Selatan",https://shopee.co.id/TECNO-SPARK-GO-1-4-128GB-Chipset-Unisoc-T615-(12-nm)-SECOND-FULLSET-i.1684904014.54802570260?extraParams=%7B%22display_model_id%22%3A310248428171%2C%22model_selection_logic%22%3A3%7D&sp_atk=43a92b84-ffbb-43da-bfbb-239d95deb9d6&xptdk=43a92b84-ffbb-43da-bfbb-239d95deb9d6,,
https://down-id.img.susercontent.com/file/id-11134207-822wp-mmtvqcpbcferc6,Tecno Spark GO 2 4/128 Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.275.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,"Tecno Spark GO 2 4/128 Garansi Resmi Indonesia Second Bekas Original
Rp
1.275.000
< 2 Hari
Jakarta Utara",https://shopee.co.id/Tecno-Spark-GO-2-4-128-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.1032487382.54558463780?extraParams=%7B%22display_model_id%22%3A395751386875%2C%22model_selection_logic%22%3A3%7D&sp_atk=fb3e7b68-47e0-4767-9751-79864ea4a701&xptdk=fb3e7b68-47e0-4767-9751-79864ea4a701,,
https://down-id.img.susercontent.com/file/id-11134207-8224x-mh50e0jqe23204,TECNO POVA  CURVE 5G 8/256GB SECOND,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.799.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,,"TECNO POVA CURVE 5G 8/256GB SECOND
Rp
2.799.000
5.0
2 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/TECNO-POVA-CURVE-5G-8-256GB-SECOND-i.86064906.48151806651?extraParams=%7B%22display_model_id%22%3A272513414355%2C%22model_selection_logic%22%3A3%7D&sp_atk=efcfb16b-d84c-46b8-b249-dcb0871f3aef&xptdk=efcfb16b-d84c-46b8-b249-dcb0871f3aef,,
https://down-id.img.susercontent.com/file/id-11134207-8224r-mk6nn5oqwnb898,Tecno Spark 40 pro dan Tecno spark 40 pro + second nominus garansi original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.500.000,,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Karawang,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,,"Tecno Spark 40 pro dan Tecno spark 40 pro + second nominus garansi original
Rp
2.500.000
4-7 Hari
Kab. Karawang",https://shopee.co.id/Tecno-Spark-40-pro-dan-Tecno-spark-40-pro-second-nominus-garansi-original-i.958183516.49805421940?extraParams=%7B%22display_model_id%22%3A425514974459%2C%22model_selection_logic%22%3A3%7D&sp_atk=6ccce195-a62e-4b59-b635-5f61566894f4&xptdk=6ccce195-a62e-4b59-b635-5f61566894f4,,
https://down-id.img.susercontent.com/file/id-11134207-822wh-mlertym83if6fd,Tecno Camon 50 [12GB+256GB] - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.649.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,26 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,"Tecno Camon 50 [12GB+256GB] - Garansi Resmi 1 Tahun
Rp
3.649.000
5.0
26 Terjual
3-5 Hari
Jakarta Utara",https://shopee.co.id/Tecno-Camon-50-12GB-256GB-Garansi-Resmi-1-Tahun-i.1053062682.41478844582?extraParams=%7B%22display_model_id%22%3A420575095044%2C%22model_selection_logic%22%3A3%7D&sp_atk=767601b0-7c2f-411a-97cb-17b1868c2e63&xptdk=767601b0-7c2f-411a-97cb-17b1868c2e63,,
