-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,img,text-xs/sp14_2,text-xs,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,text-shopee-primary,pointer-events-none_3,w-auto,text-white,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7qul1-lfkt85yo6rtu4e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,ZTE V3 F609 F670L V2F660 F672y,Rp,98.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,198 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,,"Scrape to BigSeller
ZTE V3 F609 F670L V2F660 F672y
Rp
98.000
4.7
198 Terjual
3-4 Hari
Jakarta Timur",https://shopee.co.id/ZTE-V3-F609-F670L-V2F660-F672y-i.932569206.17793923928?extraParams=%7B%22display_model_id%22%3A430564980449%2C%22model_selection_logic%22%3A3%7D&sp_atk=34e049ac-1234-4a30-a693-e05c6c24df83&xptdk=34e049ac-1234-4a30-a693-e05c6c24df83
https://down-id.img.susercontent.com/file/id-11134207-8224z-mgvxoggkcvt83a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,ZTE NUBIA NEO 3 GT 5G [8GB/256GB] GARANSI RESMI 1 TAHUN,Rp,3.274.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
ZTE NUBIA NEO 3 GT 5G [8GB/256GB] GARANSI RESMI 1 TAHUN
Rp
3.274.000
-1%
5.0
1 Terjual
Besok
Jakarta Selatan",https://shopee.co.id/ZTE-NUBIA-NEO-3-GT-5G-8GB-256GB-GARANSI-RESMI-1-TAHUN-i.30962556.51001097207?extraParams=%7B%22display_model_id%22%3A292140307280%2C%22model_selection_logic%22%3A3%7D&sp_atk=83a7a54f-0e4b-4afb-9d93-600f8598cb09&xptdk=83a7a54f-0e4b-4afb-9d93-600f8598cb09
https://down-id.img.susercontent.com/file/id-11134207-7rash-m42lheqh7t8a11,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,ZTE F477 V2 5DB NEW + ADAPTOR,Rp,131.040,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,362 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Karawang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,,"Scrape to BigSeller
ZTE F477 V2 5DB NEW + ADAPTOR
Rp
131.040
4.8
362 Terjual
2-3 Hari
Kab. Karawang",https://shopee.co.id/ZTE-F477-V2-5DB-NEW-ADAPTOR-i.955771870.27721337558?extraParams=%7B%22display_model_id%22%3A223617009381%2C%22model_selection_logic%22%3A3%7D&sp_atk=081abb38-88ff-4280-94cf-ea193a207a1c&xptdk=081abb38-88ff-4280-94cf-ea193a207a1c
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-m7003l89jwdjf7,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,ZTE Nubia V70 Design NFC RAM 8/128GB RAM 8/256GB Garansi Resmi,Rp,2.198.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,,,"Scrape to BigSeller
ZTE Nubia V70 Design NFC RAM 8/128GB RAM 8/256GB Garansi Resmi
Rp
2.198.000
5.0
3 Terjual
2-3 Hari
Tangerang",https://shopee.co.id/ZTE-Nubia-V70-Design-NFC-RAM-8-128GB-RAM-8-256GB-Garansi-Resmi-i.103801415.26778195091?extraParams=%7B%22display_model_id%22%3A233880747888%2C%22model_selection_logic%22%3A3%7D&sp_atk=e15f6262-ea69-4a7a-81b7-a52e409bbebc&xptdk=e15f6262-ea69-4a7a-81b7-a52e409bbebc
https://down-id.img.susercontent.com/file/id-11134207-7rbkd-mam73zjianfi3d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE NUBIA NEO 3 5G 8/256 GB,Rp,2.970.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,16 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Samarinda,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-15%,,,,,"Scrape to BigSeller
ZTE NUBIA NEO 3 5G 8/256 GB
Rp
2.970.000
-15%
5.0
16 Terjual
4-8 Hari
Samarinda",https://shopee.co.id/ZTE-NUBIA-NEO-3-5G-8-256-GB-i.35541502.43103200730?extraParams=%7B%22display_model_id%22%3A243482148153%2C%22model_selection_logic%22%3A3%7D&sp_atk=bc8b5b85-7acf-4047-aabc-dce919e0f495&xptdk=bc8b5b85-7acf-4047-aabc-dce919e0f495
https://down-id.img.susercontent.com/file/id-11134207-7ra0t-mbajfrcvzo0vc7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZTE Nubia NEO 3 GT 8/256GB Garansi Resmi,Rp,3.510.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jember,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"Scrape to BigSeller
ZTE Nubia NEO 3 GT 8/256GB Garansi Resmi
Rp
3.510.000
5.0
7 Terjual
< 2 Hari
Kab. Jember",https://shopee.co.id/ZTE-Nubia-NEO-3-GT-8-256GB-Garansi-Resmi-i.155584273.44305480626?extraParams=%7B%22display_model_id%22%3A290461455643%2C%22model_selection_logic%22%3A3%7D&sp_atk=4681c904-22ce-49f2-a85c-1afad3a0a09f&xptdk=4681c904-22ce-49f2-a85c-1afad3a0a09f
https://down-id.img.susercontent.com/file/id-11134207-7rase-m3d2m4ash7fec3,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,ZTE F477V2 5DB NEW + ADAPTOR,Rp,120.120,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,,"Scrape to BigSeller
ZTE F477V2 5DB NEW + ADAPTOR
Rp
120.120
4.9
1RB+ Terjual
2-3 Hari
Kab. Bekasi",https://shopee.co.id/ZTE-F477V2-5DB-NEW-ADAPTOR-i.173978239.28219662383?extraParams=%7B%22display_model_id%22%3A198188944757%2C%22model_selection_logic%22%3A3%7D&sp_atk=9cd18b0b-5037-448d-9088-9c541d07e408&xptdk=9cd18b0b-5037-448d-9088-9c541d07e408
https://down-id.img.susercontent.com/file/31e95dca3b79b018bacb98da8994503c,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZTE V3 ZTE V2,Rp,165.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.5,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
ZTE V3 ZTE V2
Rp
165.000
3.5
2 Terjual
Besok
Jakarta Timur",https://shopee.co.id/ZTE-V3-ZTE-V2-i.586010241.14758796296?extraParams=%7B%22display_model_id%22%3A142807896534%2C%22model_selection_logic%22%3A3%7D&sp_atk=3c87d19d-d378-45ac-81e4-cb7144c218d4&xptdk=3c87d19d-d378-45ac-81e4-cb7144c218d4
https://down-id.img.susercontent.com/file/id-11134207-81zth-mes5osjxaby94e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE NUBIA NEO 3 GT 5G (8/256GB) GARANSI RESMI,Rp,3.254.980,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
ZTE NUBIA NEO 3 GT 5G (8/256GB) GARANSI RESMI
Rp
3.254.980
5.0
2 Terjual
Besok
Jakarta Barat",https://shopee.co.id/ZTE-NUBIA-NEO-3-GT-5G-(8-256GB)-GARANSI-RESMI-i.16140427.41319631285?extraParams=%7B%22display_model_id%22%3A281606109018%2C%22model_selection_logic%22%3A3%7D&sp_atk=8994a84e-4794-442f-a2a2-33b271ebee7b&xptdk=8994a84e-4794-442f-a2a2-33b271ebee7b
https://down-id.img.susercontent.com/file/id-11134207-7rbka-ma1g6r5wvlelde,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE F672y,Rp,180.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,562 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Deli Serdang,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
ZTE F672y
Rp
180.000
5.0
562 Terjual
Besok
Kab. Deli Serdang",https://shopee.co.id/ZTE-F672y-i.29105185.25271416945?extraParams=%7B%22display_model_id%22%3A89536622936%2C%22model_selection_logic%22%3A3%7D&sp_atk=7ebd449e-70fd-4142-97a8-7af5c161896f&xptdk=7ebd449e-70fd-4142-97a8-7af5c161896f
https://down-id.img.susercontent.com/file/id-11134207-8224q-mk24w6mm2dqbf3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE NUBIA A76 5G 8GB 128GB - 50MP AF + AI Dual Camera - 5000 mAh,Rp,2.048.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,13 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,-51%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
ZTE NUBIA A76 5G 8GB 128GB - 50MP AF + AI Dual Camera - 5000 mAh
Rp
2.048.000
-51%
5.0
13 Terjual
Besok
Jakarta Utara",https://shopee.co.id/ZTE-NUBIA-A76-5G-8GB-128GB-50MP-AF-AI-Dual-Camera-5000-mAh-i.250649369.28156834991?extraParams=%7B%22display_model_id%22%3A249154722230%2C%22model_selection_logic%22%3A3%7D&sp_atk=f1cda53a-6b70-43d3-9094-38868dc7525c&xptdk=f1cda53a-6b70-43d3-9094-38868dc7525c
https://down-id.img.susercontent.com/file/id-11134207-7rasd-m50j21s9npmqc5,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE Nubia Music RAM 4/128GB Garansi Resmi,Rp,2.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,,,"Scrape to BigSeller
ZTE Nubia Music RAM 4/128GB Garansi Resmi
Rp
2.100.000
4.0
2 Terjual
2-5 Hari
Tangerang",https://shopee.co.id/ZTE-Nubia-Music-RAM-4-128GB-Garansi-Resmi-i.228771622.27123522535?extraParams=%7B%22display_model_id%22%3A242468170761%2C%22model_selection_logic%22%3A3%7D&sp_atk=da314b17-cbd4-43a8-9a78-f9478d323fb0&xptdk=da314b17-cbd4-43a8-9a78-f9478d323fb0
https://down-id.img.susercontent.com/file/0f6226318562d2cab0596873978e1b21,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,hp zte axon m dual screen dual layar dual sim snyl 4g aman anti blok ram 4gb rom 64gb seken mulus bkan z fold s10 10s,Rp,2.490.000,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Musi Banyuasin,,,,,,Cicilan,"Scrape to BigSeller
hp zte axon m dual screen dual layar dual sim snyl 4g aman anti blok ram 4gb rom 64gb seken mulus bkan z fold s10 10s
Rp
2.490.000
Cicilan
Kab. Musi Banyuasin",https://shopee.co.id/hp-zte-axon-m-dual-screen-dual-layar-dual-sim-snyl-4g-aman-anti-blok-ram-4gb-rom-64gb-seken-mulus-bkan-z-fold-s10-10s-i.14353058.12059954481?extraParams=%7B%22display_model_id%22%3A86215148231%2C%22model_selection_logic%22%3A3%7D&sp_atk=bfbc18e7-388d-4895-bd32-749a3d897adb&xptdk=bfbc18e7-388d-4895-bd32-749a3d897adb
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m5bmstcio6rk5c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,ZTE nubia music NFC ram 4/128gb baterai 5000mah zte nubia garansi resmi,Rp,2.098.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,,,"Scrape to BigSeller
ZTE nubia music NFC ram 4/128gb baterai 5000mah zte nubia garansi resmi
Rp
2.098.000
5.0
1 Terjual
2-3 Hari
Tangerang",https://shopee.co.id/ZTE-nubia-music-NFC-ram-4-128gb-baterai-5000mah-zte-nubia-garansi-resmi-i.103801415.29573883727?extraParams=%7B%22display_model_id%22%3A242494380366%2C%22model_selection_logic%22%3A3%7D&sp_atk=de02126b-595c-47cc-9642-d44ce627658c&xptdk=de02126b-595c-47cc-9642-d44ce627658c
https://down-id.img.susercontent.com/file/id-11134207-81ztp-metyja4qnimed9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE Nubia Neo 3 5G RAM 8GB | 256GB | Unisoc T8300 | 6000 mAh | Fast Charging 33W | Garansi Resmi ZTE,Rp,2.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,11 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,-42%,,,,,"Scrape to BigSeller
ZTE Nubia Neo 3 5G RAM 8GB | 256GB | Unisoc T8300 | 6000 mAh | Fast Charging 33W | Garansi Resmi ZTE
Rp
2.800.000
-42%
5.0
11 Terjual
2-3 Hari
Tangerang",https://shopee.co.id/ZTE-Nubia-Neo-3-5G-RAM-8GB-256GB-Unisoc-T8300-6000-mAh-Fast-Charging-33W-Garansi-Resmi-ZTE-i.1517186678.41370061905?extraParams=%7B%22display_model_id%22%3A410765266336%2C%22model_selection_logic%22%3A3%7D&sp_atk=1c3b58b4-4992-45ef-9ce5-a4034e802510&xptdk=1c3b58b4-4992-45ef-9ce5-a4034e802510
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmr1uthhe8le01,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE Nubia Neo 3 5G 8GB 256GB NEW Garansi RESMI,Rp,2.769.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
ZTE Nubia Neo 3 5G 8GB 256GB NEW Garansi RESMI
Rp
2.769.000
5.0
1 Terjual
Besok
Depok",https://shopee.co.id/ZTE-Nubia-Neo-3-5G-8GB-256GB-NEW-Garansi-RESMI-i.923855370.40053091195?extraParams=%7B%22display_model_id%22%3A265252880608%2C%22model_selection_logic%22%3A3%7D&sp_atk=2db38e00-2976-4cb9-aad3-0b0c8409330e&xptdk=2db38e00-2976-4cb9-aad3-0b0c8409330e
https://down-id.img.susercontent.com/file/id-11134207-7ra0i-mbq4xtsjbd007b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE Nubia Neo 3 5G 8/256 8+12/256 20/256 Garansi Resmi 1 Tahun ZTE Nubia Neo 3 8/256 Nubia Neo 3 5G 8+12/256 Nubia Neo 3 8+12/256 Nubia Neo 3 5G 20/256 Nubia Neo 3 5G 20/256,Rp,2.899.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-11 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,,"Scrape to BigSeller
ZTE Nubia Neo 3 5G 8/256 8+12/256 20/256 Garansi Resmi 1 Tahun ZTE Nubia Neo 3 8/256 Nubia Neo 3 5G 8+12/256 Nubia Neo 3 8+12/256 Nubia Neo 3 5G 20/256 Nubia Neo 3 5G 20/256
Rp
2.899.000
5.0
5 Terjual
4-11 Hari
Pontianak",https://shopee.co.id/ZTE-Nubia-Neo-3-5G-8-256-8-12-256-20-256-Garansi-Resmi-1-Tahun-ZTE-Nubia-Neo-3-8-256-Nubia-Neo-3-5G-8-12-256-Nubia-Neo-3-8-12-256-Nubia-Neo-3-5G-20-256-Nubia-Neo-3-5G-20-256-i.47594593.27487306904?extraParams=%7B%22display_model_id%22%3A198546666980%2C%22model_selection_logic%22%3A3%7D&sp_atk=67e839fb-c3e6-426f-8cdf-47c7253d7017&xptdk=67e839fb-c3e6-426f-8cdf-47c7253d7017
https://down-id.img.susercontent.com/file/id-11134207-8224z-mk14upy5jojm2c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE NUBIA A76 5G RAM 8/128 GARANSI RESMI,Rp,2.182.000,,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,,,"Scrape to BigSeller
ZTE NUBIA A76 5G RAM 8/128 GARANSI RESMI
Rp
2.182.000
1 Terjual
2-5 Hari
Tangerang",https://shopee.co.id/ZTE-NUBIA-A76-5G-RAM-8-128-GARANSI-RESMI-i.228771622.48455491335?extraParams=%7B%22display_model_id%22%3A345497602720%2C%22model_selection_logic%22%3A3%7D&sp_atk=553c574c-5e46-42cd-addf-0be0c9a1cc19&xptdk=553c574c-5e46-42cd-addf-0be0c9a1cc19
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m700jrk3p3xm01,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE Nubia V70 Design NFC RAM 8/128GB RAM 8/256GB GARANSI RESMI,Rp,2.122.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,,,"Scrape to BigSeller
ZTE Nubia V70 Design NFC RAM 8/128GB RAM 8/256GB GARANSI RESMI
Rp
2.122.000
5.0
8 Terjual
2-5 Hari
Tangerang",https://shopee.co.id/ZTE-Nubia-V70-Design-NFC-RAM-8-128GB-RAM-8-256GB-GARANSI-RESMI-i.228771622.27628200711?extraParams=%7B%22display_model_id%22%3A159046729446%2C%22model_selection_logic%22%3A3%7D&sp_atk=40e24b2c-13d9-49a0-b407-d7fca91a57ec&xptdk=40e24b2c-13d9-49a0-b407-d7fca91a57ec
