-image-yazkc-11,text-sm,inline-block,text-xs/sp14,font-medium,truncate,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,text-shopee-primary,-image-yazkc-11_2,pointer-events-none_3,img,text-xs/sp14_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmpooo7wrzetbb,Laptop MSI Gaming Thin 15 B12UC  -Spesifikasi Processor Intel Core i7-12650H 2.30GHz VGA NVIDIA GeForce RTX 3050 RAM 16GB DDR4 SSD 512GB,,Rp,9.800.000,,4-9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,,,,"Laptop MSI Gaming Thin 15 B12UC -Spesifikasi Processor Intel Core i7-12650H 2.30GHz VGA NVIDIA GeForce RTX 3050 RAM 16GB DDR4 SSD 512GB
Rp
9.800.000
4-9 Hari
Makassar",https://shopee.co.id/Laptop-MSI-Gaming-Thin-15-B12UC-Spesifikasi-Processor-Intel-Core-i7-12650H-2.30GHz-VGA-NVIDIA-GeForce-RTX-3050-RAM-16GB-DDR4-SSD-512GB-i.1783678291.43029795987?extraParams=%7B%22display_model_id%22%3A395735673664%2C%22model_selection_logic%22%3A3%7D&sp_atk=70d449c0-634f-46cb-9a8c-39019800b38e&xptdk=70d449c0-634f-46cb-9a8c-39019800b38e
https://down-id.img.susercontent.com/file/id-11134207-7rbk8-m9qwjq84ffki81,Laptop MSI MODERN 14 F13MG 957-14S122-298 I3 1315U 8GB -SSD 512GB -WIN11+OHS -URBAN SILVER,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.031.900,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Samarinda,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,"Laptop MSI MODERN 14 F13MG 957-14S122-298 I3 1315U 8GB -SSD 512GB -WIN11+OHS -URBAN SILVER
Rp
9.031.900
4-7 Hari
Samarinda",https://shopee.co.id/Laptop-MSI-MODERN-14-F13MG-957-14S122-298-I3-1315U-8GB-SSD-512GB-WIN11-OHS-URBAN-SILVER-i.17556622.41150814235?extraParams=%7B%22display_model_id%22%3A290065471890%2C%22model_selection_logic%22%3A3%7D&sp_atk=ad6d9896-e3c7-4900-b9cf-1ec435e6f102&xptdk=ad6d9896-e3c7-4900-b9cf-1ec435e6f102
https://down-id.img.susercontent.com/file/id-11134207-7r98u-lxytkwvfypta13,Msi Modern 14 Intel core i5 1235U RAM 8Gb SSD 512Gb Wifi6 W11 OHS FHD,,Rp,8.389.000,,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,"Msi Modern 14 Intel core i5 1235U RAM 8Gb SSD 512Gb Wifi6 W11 OHS FHD
Rp
8.389.000
3-6 Hari
Kab. Malang",https://shopee.co.id/Msi-Modern-14-Intel-core-i5-1235U-RAM-8Gb-SSD-512Gb-Wifi6-W11-OHS-FHD-i.96892378.27655840140?extraParams=%7B%22display_model_id%22%3A187665763477%2C%22model_selection_logic%22%3A3%7D&sp_atk=b36e2866-b0ba-4bb5-af4c-b8e4284274f3&xptdk=b36e2866-b0ba-4bb5-af4c-b8e4284274f3
https://down-id.img.susercontent.com/file/sg-11134201-22100-h61yufcgrbiv7e,"LAPTOP MSI Modern 14 i3 14J312 005 I3-1115G4 8GB SSD 512GB 14"" WIN 11",,Rp,6.152.000,,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"LAPTOP MSI Modern 14 i3 14J312 005 I3-1115G4 8GB SSD 512GB 14"" WIN 11
Rp
6.152.000
Besok 12:00
Surabaya",https://shopee.co.id/LAPTOP-MSI-Modern-14-i3-14J312-005-I3-1115G4-8GB-SSD-512GB-14-WIN-11-i.62641692.18552284853?extraParams=%7B%22display_model_id%22%3A202628756600%2C%22model_selection_logic%22%3A3%7D&sp_atk=3819e5d2-fdd7-4b49-b4d4-03cf5604e8d7&xptdk=3819e5d2-fdd7-4b49-b4d4-03cf5604e8d7
https://down-id.img.susercontent.com/file/sg-11134201-7rfh2-m9bibfnbuh0128,MSI GF63 i5 RTX 2050 16GB 1TB SSD 144Hz Win 11,,Rp,9.350.000,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI GF63 i5 RTX 2050 16GB 1TB SSD 144Hz Win 11
Rp
9.350.000
1 Terjual
< 2 Hari
Malang",https://shopee.co.id/MSI-GF63-i5-RTX-2050-16GB-1TB-SSD-144Hz-Win-11-i.44435356.27035891832?extraParams=%7B%22display_model_id%22%3A234208042685%2C%22model_selection_logic%22%3A3%7D&sp_atk=2bfd16e7-8e63-4704-8b4d-b567f7face0c&xptdk=2bfd16e7-8e63-4704-8b4d-b567f7face0c
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m74mxn82w88715,LAPTOP MSI MODERN 14 I5 1334 8GB 512GB W11 14.0FHD BLIT 2Y SLV GARANSI RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.235.000,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"LAPTOP MSI MODERN 14 I5 1334 8GB 512GB W11 14.0FHD BLIT 2Y SLV GARANSI RESMI
Rp
9.235.000
1 Terjual
< 2 Hari
Jakarta Timur",https://shopee.co.id/LAPTOP-MSI-MODERN-14-I5-1334-8GB-512GB-W11-14.0FHD-BLIT-2Y-SLV-GARANSI-RESMI-i.697591682.25492437491?extraParams=%7B%22display_model_id%22%3A215860605430%2C%22model_selection_logic%22%3A3%7D&sp_atk=6a28b33c-28e6-49dc-bc44-7925586a76cc&xptdk=6a28b33c-28e6-49dc-bc44-7925586a76cc
https://down-id.img.susercontent.com/file/id-11134207-822wq-mmydwwodhhj861,"Laptop MSI Modern Core i5 - 1334U 16GB 512GB 14.0"" Full HD IPS Backlit Windows11+OHS - 14 F13MG",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.337.000,,16 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"Laptop MSI Modern Core i5 - 1334U 16GB 512GB 14.0"" Full HD IPS Backlit Windows11+OHS - 14 F13MG
Rp
9.337.000
5.0
16 Terjual
3-4 Hari
Jakarta Utara",https://shopee.co.id/Laptop-MSI-Modern-Core-i5-1334U-16GB-512GB-14.0-Full-HD-IPS-Backlit-Windows11-OHS-14-F13MG-i.364038165.10490068844?extraParams=%7B%22display_model_id%22%3A109087305556%2C%22model_selection_logic%22%3A3%7D&sp_atk=2f4337f6-1aac-4124-aaa5-065ae0947f5a&xptdk=2f4337f6-1aac-4124-aaa5-065ae0947f5a
https://down-id.img.susercontent.com/file/id-11134207-822wr-mmtsipppbk7a1b,MSI GF65 Thin 10SDR BARU ! BNOB !,,Rp,8.500.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI GF65 Thin 10SDR BARU ! BNOB !
Rp
8.500.000
< 2 Hari
Pontianak",https://shopee.co.id/MSI-GF65-Thin-10SDR-BARU-!-BNOB-!-i.1227922541.53358462461?extraParams=%7B%22display_model_id%22%3A420750901954%2C%22model_selection_logic%22%3A3%7D&sp_atk=756a3c93-2a6d-432a-b4ec-4cee6f01232c&xptdk=756a3c93-2a6d-432a-b4ec-4cee6f01232c
https://down-id.img.susercontent.com/file/sg-11134201-7rav1-mb1d47nhsc5sac,MSI GF63 i5 RTX2050 8GB 512SSD 144Hz IPS,,Rp,9.095.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI GF63 i5 RTX2050 8GB 512SSD 144Hz IPS
Rp
9.095.000
< 2 Hari
Malang",https://shopee.co.id/MSI-GF63-i5-RTX2050-8GB-512SSD-144Hz-IPS-i.44435356.28687607190?extraParams=%7B%22display_model_id%22%3A300392083270%2C%22model_selection_logic%22%3A3%7D&sp_atk=704a0e45-792c-451c-a482-39eb8cf9d27d&xptdk=704a0e45-792c-451c-a482-39eb8cf9d27d
https://down-id.img.susercontent.com/file/id-11134207-7qul5-lk9a0osss18i42,"Laptop MSI Modern 14-C11M Core i3 1115G4 8GB SSD 256GB 14"" FHD W11+OHS",,Rp,6.399.000,,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,"Laptop MSI Modern 14-C11M Core i3 1115G4 8GB SSD 256GB 14"" FHD W11+OHS
Rp
6.399.000
2-4 Hari
Semarang",https://shopee.co.id/Laptop-MSI-Modern-14-C11M-Core-i3-1115G4-8GB-SSD-256GB-14-FHD-W11-OHS-i.9874552.23750870783?extraParams=%7B%22display_model_id%22%3A29405876863%2C%22model_selection_logic%22%3A3%7D&sp_atk=eb2a6dbb-0423-41b8-8b8d-5f3e7f07808e&xptdk=eb2a6dbb-0423-41b8-8b8d-5f3e7f07808e
https://down-id.img.susercontent.com/file/id-11134207-822wr-mlrd688cbqpx02,MSI Modern 14 F13MG 647 I5 1334 8 512 W11 Black,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.031.300,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI Modern 14 F13MG 647 I5 1334 8 512 W11 Black
Rp
9.031.300
1 Terjual
< 2 Hari
Makassar",https://shopee.co.id/MSI-Modern-14-F13MG-647-I5-1334-8-512-W11-Black-i.223121949.58157143546?extraParams=%7B%22display_model_id%22%3A320637301834%2C%22model_selection_logic%22%3A3%7D&sp_atk=dccdb4ea-fa54-4f68-bd46-631b5177caab&xptdk=dccdb4ea-fa54-4f68-bd46-631b5177caab
https://down-id.img.susercontent.com/file/id-11134207-8224o-mghg0t89pw5p2b,MSI Modern 14 C13M i3 8GB 512GB Win 11 IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,8.556.000,,11 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-1%,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,"MSI Modern 14 C13M i3 8GB 512GB Win 11 IPS
Rp
8.556.000
-1%
4.8
11 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/MSI-Modern-14-C13M-i3-8GB-512GB-Win-11-IPS-i.1316244009.24185453792?extraParams=%7B%22display_model_id%22%3A290178702793%2C%22model_selection_logic%22%3A3%7D&sp_atk=853fe518-33a1-4871-b313-f5c7481e805e&xptdk=853fe518-33a1-4871-b313-f5c7481e805e
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m7uo1rdir9uqc3,Laptop Gaming MSI GL65 9SEK RTX 2060 Intel Core i7 9750H 16GB 1TB 144Hz,,Rp,9.000.000,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surakarta (Solo),,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,"Laptop Gaming MSI GL65 9SEK RTX 2060 Intel Core i7 9750H 16GB 1TB 144Hz
Rp
9.000.000
4-7 Hari
Surakarta (Solo)",https://shopee.co.id/Laptop-Gaming-MSI-GL65-9SEK-RTX-2060-Intel-Core-i7-9750H-16GB-1TB-144Hz-i.4597994.21683593750?extraParams=%7B%22display_model_id%22%3A204547683330%2C%22model_selection_logic%22%3A3%7D&sp_atk=a81ba6f6-52f7-4432-ad3e-a98293603be9&xptdk=a81ba6f6-52f7-4432-ad3e-a98293603be9
https://down-id.img.susercontent.com/file/sg-11134201-825zr-mknar6pqhm2u1c,"Laptop MSI MODERN 14 F13MG (MS-14S1) Intel Core i5-1334U RAM 8GB DDR4 SSD 512GB 14"" FHD WIN11 + OHS Platinum Gray  -  9S7-14S121-678",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.850.000,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,"Laptop MSI MODERN 14 F13MG (MS-14S1) Intel Core i5-1334U RAM 8GB DDR4 SSD 512GB 14"" FHD WIN11 + OHS Platinum Gray - 9S7-14S121-678
Rp
8.850.000
1 Terjual
7-9 Hari
Medan",https://shopee.co.id/Laptop-MSI-MODERN-14-F13MG-(MS-14S1)-Intel-Core-i5-1334U-RAM-8GB-DDR4-SSD-512GB-14-FHD-WIN11-OHS-Platinum-Gray-9S7-14S121-678-i.548366231.53656149134?extraParams=%7B%22display_model_id%22%3A400559230358%2C%22model_selection_logic%22%3A3%7D&sp_atk=00a3aecb-8f77-47aa-92ae-e8cea7143f19&xptdk=00a3aecb-8f77-47aa-92ae-e8cea7143f19
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-m9jv3fxgo35n84,Laptop msi modern 14 b5m amd ryzen 5 5500u ram 8gb ssd 512gb,,Rp,5.800.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Laptop msi modern 14 b5m amd ryzen 5 5500u ram 8gb ssd 512gb
Rp
5.800.000
< 2 Hari
Bandung",https://shopee.co.id/Laptop-msi-modern-14-b5m-amd-ryzen-5-5500u-ram-8gb-ssd-512gb-i.331865030.27786423917?extraParams=%7B%22display_model_id%22%3A198512574738%2C%22model_selection_logic%22%3A3%7D&sp_atk=88d87403-459d-477f-89f0-53756b4609ba&xptdk=88d87403-459d-477f-89f0-53756b4609ba
https://down-id.img.susercontent.com/file/id-11134207-8224z-mjwriv0gltdu8c,Msi gf63 thin 10uc,,Rp,7.800.000,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Cimahi,,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,"Msi gf63 thin 10uc
Rp
7.800.000
4-7 Hari
Cimahi",https://shopee.co.id/Msi-gf63-thin-10uc-i.546348947.48955299332?extraParams=%7B%22display_model_id%22%3A335483448686%2C%22model_selection_logic%22%3A3%7D&sp_atk=84b76386-14d4-4cb7-953c-0ab2f8229fa7&xptdk=84b76386-14d4-4cb7-953c-0ab2f8229fa7
https://down-id.img.susercontent.com/file/id-11134207-8224y-mgykr46jlekt79,MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,8.566.000,,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,-1%,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,,"MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD IPS
Rp
8.566.000
-1%
4 Terjual
2-5 Hari
Serang",https://shopee.co.id/MSI-MODERN-14-I3-1315-8GB-512GB-W11-14.0FHD-IPS-i.1363387268.41026321605?extraParams=%7B%22display_model_id%22%3A262146320332%2C%22model_selection_logic%22%3A3%7D&sp_atk=5d91516f-2494-434d-bc25-544f4af0f665&xptdk=5d91516f-2494-434d-bc25-544f4af0f665
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lv1gwi9tp3sod0,MSI GP62 Gaming Laptop i7 16GB SSD 512GB GTX1050,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.800.000,,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"MSI GP62 Gaming Laptop i7 16GB SSD 512GB GTX1050
Rp
6.800.000
5.0
9 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/MSI-GP62-Gaming-Laptop-i7-16GB-SSD-512GB-GTX1050-i.277449743.24729228059?extraParams=%7B%22display_model_id%22%3A255835487399%2C%22model_selection_logic%22%3A3%7D&sp_atk=cdac2955-e8be-491f-ae8d-69e99b68a3eb&xptdk=cdac2955-e8be-491f-ae8d-69e99b68a3eb
https://down-id.img.susercontent.com/file/id-11134207-81zte-mezmgynl44csba,MSI GF63 i5-11400H 8GB 512GB SSD GTX 1650 Black,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.600.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI GF63 i5-11400H 8GB 512GB SSD GTX 1650 Black
Rp
6.600.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/MSI-GF63-i5-11400H-8GB-512GB-SSD-GTX-1650-Black-i.953200515.43870965817?extraParams=%7B%22display_model_id%22%3A306708881653%2C%22model_selection_logic%22%3A3%7D&sp_atk=4bd22110-757d-43da-a6ce-d71223a9cd33&xptdk=4bd22110-757d-43da-a6ce-d71223a9cd33
https://down-id.img.susercontent.com/file/id-11134207-7r98y-lodxkzrcjmxtb5,MSI Modern 14  / Core i5 1235U  / RAM 8GB / 512GB SSD / 14 inch  / Windows 11 ohs,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.791.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Balikpapan,,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI Modern 14 / Core i5 1235U / RAM 8GB / 512GB SSD / 14 inch / Windows 11 ohs
Rp
9.791.000
< 2 Hari
Balikpapan",https://shopee.co.id/MSI-Modern-14-Core-i5-1235U-RAM-8GB-512GB-SSD-14-inch-Windows-11-ohs-i.251697901.24951640523?extraParams=%7B%22display_model_id%22%3A249201171492%2C%22model_selection_logic%22%3A3%7D&sp_atk=51f7c707-5f98-4c8e-b482-8ba0b6c84634&xptdk=51f7c707-5f98-4c8e-b482-8ba0b6c84634
