-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,w-auto,text-white,text-shopee-primary,pointer-events-none_3,truncate,img_2,text-xs_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wi-mmb5se6t8j5uec,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop ZYREX D-TECH PRO V2 R5 6600H 16GB 512SSD W11 14.0FHD IPS BLIT LAN 1Y GREY,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,8.130.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"Laptop ZYREX D-TECH PRO V2 R5 6600H 16GB 512SSD W11 14.0FHD IPS BLIT LAN 1Y GREY
Rp
8.130.000
< 2 Hari
Medan",https://shopee.co.id/Laptop-ZYREX-D-TECH-PRO-V2-R5-6600H-16GB-512SSD-W11-14.0FHD-IPS-BLIT-LAN-1Y-GREY-i.1028114671.52552990496?extraParams=%7B%22display_model_id%22%3A410287624601%2C%22model_selection_logic%22%3A3%7D&sp_atk=33aebaa6-1b68-445c-ab1c-52a552bf035b&xptdk=33aebaa6-1b68-445c-ab1c-52a552bf035b
https://down-id.img.susercontent.com/file/sg-11134201-23030-g3ah2hbcnbov98,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ZYREX BUNAKEN CELERON N4020 RAM 4GB 256GB SSD + EMMC 64GB WIN 10 14"" INCH HD GARANSI RESMI",,Rp,3.479.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"LAPTOP ZYREX BUNAKEN CELERON N4020 RAM 4GB 256GB SSD + EMMC 64GB WIN 10 14"" INCH HD GARANSI RESMI
Rp
3.479.000
< 2 Hari
Makassar",https://shopee.co.id/LAPTOP-ZYREX-BUNAKEN-CELERON-N4020-RAM-4GB-256GB-SSD-EMMC-64GB-WIN-10-14-INCH-HD-GARANSI-RESMI-i.77886318.23729672569?extraParams=%7B%22display_model_id%22%3A186716039862%2C%22model_selection_logic%22%3A3%7D&sp_atk=05780423-c1b7-419b-bcb7-995dcfb835e7&xptdk=05780423-c1b7-419b-bcb7-995dcfb835e7
https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mc04h8crlw0h74,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Zyrex D-TECH Ryzen 5 3500U 16GB 256GB W11 14"" Backlit",,Rp,6.050.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 Terjual,"Zyrex D-TECH Ryzen 5 3500U 16GB 256GB W11 14"" Backlit
Rp
6.050.000
3 Terjual
< 2 Hari
Medan",https://shopee.co.id/Zyrex-D-TECH-Ryzen-5-3500U-16GB-256GB-W11-14-Backlit-i.1067039462.43657961276?extraParams=%7B%22display_model_id%22%3A300673277803%2C%22model_selection_logic%22%3A3%7D&sp_atk=0b12267f-41f6-43ea-8b0a-c67b9f9bed01&xptdk=0b12267f-41f6-43ea-8b0a-c67b9f9bed01
https://down-id.img.susercontent.com/file/id-11134207-8224s-mjgmztuoo1z42f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ZYREX LIFEBOOK N4020 8GB 128GB/384GB W11PRO 14"" GREY",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.960.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,-6%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,2 Terjual,"ZYREX LIFEBOOK N4020 8GB 128GB/384GB W11PRO 14"" GREY
Rp
3.960.000
-6%
2 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/ZYREX-LIFEBOOK-N4020-8GB-128GB-384GB-W11PRO-14-GREY-i.383392952.40902272729?extraParams=%7B%22display_model_id%22%3A270187624500%2C%22model_selection_logic%22%3A3%7D&sp_atk=916912b4-4b5c-466f-a19a-24d828db43ce&xptdk=916912b4-4b5c-466f-a19a-24d828db43ce
https://down-id.img.susercontent.com/file/id-11134207-8224r-mhimaifz3wu880,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Zyrex D-Tech Ryzen 5 3500 16GB 256GB Windows11 14Inch,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.382.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"Laptop Zyrex D-Tech Ryzen 5 3500 16GB 256GB Windows11 14Inch
Rp
6.382.000
-1%
< 2 Hari
Jakarta Selatan",https://shopee.co.id/Laptop-Zyrex-D-Tech-Ryzen-5-3500-16GB-256GB-Windows11-14Inch-i.258000504.26825938502?extraParams=%7B%22display_model_id%22%3A420551014172%2C%22model_selection_logic%22%3A3%7D&sp_atk=b10e622e-9110-4e17-9b6a-23071f8ce9c1&xptdk=b10e622e-9110-4e17-9b6a-23071f8ce9c1
https://down-id.img.susercontent.com/file/id-11134207-7r98t-lvksh4letuk298,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nb Zyrex Chromebook M432-2 Like New Slim Black,,Rp,1.200.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,8 Terjual,"Nb Zyrex Chromebook M432-2 Like New Slim Black
Rp
1.200.000
4.8
8 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Nb-Zyrex-Chromebook-M432-2-Like-New-Slim-Black-i.811915272.26850580008?extraParams=%7B%22display_model_id%22%3A250868975547%2C%22model_selection_logic%22%3A3%7D&sp_atk=5d2ab087-780f-4b84-b17f-169f11e32b1b&xptdk=5d2ab087-780f-4b84-b17f-169f11e32b1b
https://down-id.img.susercontent.com/file/id-11134207-7rbkd-ma3srcvw6cs09a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX LIFEBOOK N4020 Ram 8GB 128GB SSD W11PRO 14.0 INCH GREY,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.973.334,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,1 Terjual,"ZYREX LIFEBOOK N4020 Ram 8GB 128GB SSD W11PRO 14.0 INCH GREY
Rp
3.973.334
1 Terjual
< 2 Hari
Medan",https://shopee.co.id/ZYREX-LIFEBOOK-N4020-Ram-8GB-128GB-SSD-W11PRO-14.0-INCH-GREY-i.28450011.40451910979?extraParams=%7B%22display_model_id%22%3A188529019949%2C%22model_selection_logic%22%3A3%7D&sp_atk=ac3a9f2e-081d-4b07-bbf4-efea29c6085c&xptdk=ac3a9f2e-081d-4b07-bbf4-efea29c6085c
https://down-id.img.susercontent.com/file/23eda9252cdcaecb54e5c8592d5ea50f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Zyrex Sky 232, Intel N3350, 256GB SSD, 4GB, 11,6 FHD, Win 10",,Rp,3.890.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,"Zyrex Sky 232, Intel N3350, 256GB SSD, 4GB, 11,6 FHD, Win 10
Rp
3.890.000
Cicilan
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Sky-232-Intel-N3350-256GB-SSD-4GB-11-6-FHD-Win-10-i.190861206.3378538889?extraParams=%7B%22display_model_id%22%3A90820918424%2C%22model_selection_logic%22%3A3%7D&sp_atk=bc443c5e-d1a3-499a-bca0-3240596d3820&xptdk=bc443c5e-d1a3-499a-bca0-3240596d3820
https://down-id.img.susercontent.com/file/id-11134207-82252-mjl5snucjf9j49,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,New Launch - Zyrex D-Tech Pro V1 AMD Ryzen 5 6600H 16GB/512GB Windows 11 + Office 14.0 FHD IPS BLIT,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.117.000,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,-47%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,2 Terjual,"New Launch - Zyrex D-Tech Pro V1 AMD Ryzen 5 6600H 16GB/512GB Windows 11 + Office 14.0 FHD IPS BLIT
Rp
8.117.000
-47%
4.5
2 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/New-Launch-Zyrex-D-Tech-Pro-V1-AMD-Ryzen-5-6600H-16GB-512GB-Windows-11-Office-14.0-FHD-IPS-BLIT-i.1105655476.42769371337?extraParams=%7B%22display_model_id%22%3A360446657294%2C%22model_selection_logic%22%3A3%7D&sp_atk=09486197-97da-4bac-a041-dfb7c2683fa6&xptdk=09486197-97da-4bac-a041-dfb7c2683fa6
https://down-id.img.susercontent.com/file/id-11134207-8224y-mg24keg26j2mff,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop ZYREX D-TECH Ryzen 5-3500U 16GB 256GB SSD 14""HD Win11",,Rp,8.799.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3 Terjual,"Laptop ZYREX D-TECH Ryzen 5-3500U 16GB 256GB SSD 14""HD Win11
Rp
8.799.000
5.0
3 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Laptop-ZYREX-D-TECH-Ryzen-5-3500U-16GB-256GB-SSD-14-HD-Win11-i.30555036.29928865920?extraParams=%7B%22display_model_id%22%3A238268168434%2C%22model_selection_logic%22%3A3%7D&sp_atk=aeca62a4-817c-4b86-a3c2-266dddffa927&xptdk=aeca62a4-817c-4b86-a3c2-266dddffa927
https://down-id.img.susercontent.com/file/id-11134207-8224x-mkancud5kkxw46,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0 2Y BLU,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,11.940.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,,3-4 Hari,"ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0 2Y BLU
Rp
11.940.000
-1%
Hadiah Gratis
3-4 Hari
Jakarta Utara",https://shopee.co.id/ZYREX-D-TECH-RYZEN-5-3500-16GB-256GB-W11-14.0-2Y-BLU-i.1273153296.43778576694?extraParams=%7B%22display_model_id%22%3A292387054750%2C%22model_selection_logic%22%3A3%7D&sp_atk=c4e8d3f3-54e2-4b2b-8338-ec7aad8ba3be&xptdk=c4e8d3f3-54e2-4b2b-8338-ec7aad8ba3be
