-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,img,text-xs/sp14_2,w-auto,text-white,truncate,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmtshrxhtv5t96,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Huawei nova 13 pro 12+512,Rp,4.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Gresik,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,"Scrape to BigSeller
Huawei nova 13 pro 12+512
Rp
4.800.000
Besok
Kab. Gresik",https://shopee.co.id/Huawei-nova-13-pro-12-512-i.92165806.52908466644?extraParams=%7B%22display_model_id%22%3A196379187116%2C%22model_selection_logic%22%3A3%7D&sp_atk=6a031018-2cfc-4fba-9c73-abec484c5f1b&xptdk=6a031018-2cfc-4fba-9c73-abec484c5f1b
https://down-id.img.susercontent.com/file/id-11134207-8224o-mkq7c715vzt395,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,New Huawei Mate xt Ultimate Design 16/1TB Trifold Red Garansi resmi Huawei indonesia,Rp,60.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,"Scrape to BigSeller
New Huawei Mate xt Ultimate Design 16/1TB Trifold Red Garansi resmi Huawei indonesia
Rp
60.500.000
Besok
Jakarta Pusat",https://shopee.co.id/New-Huawei-Mate-xt-Ultimate-Design-16-1TB-Trifold-Red-Garansi-resmi-Huawei-indonesia-i.7203515.26294265635?extraParams=%7B%22display_model_id%22%3A325569099692%2C%22model_selection_logic%22%3A3%7D&sp_atk=cad14cb8-31b0-4dde-80aa-d539ac511ab4&xptdk=cad14cb8-31b0-4dde-80aa-d539ac511ab4
https://down-id.img.susercontent.com/file/id-11134207-7rbk5-m8bbxh5x11chfd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP Huawei Y6II Normal Second Normal Siap Pakai,Rp,500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,,"Scrape to BigSeller
HP Huawei Y6II Normal Second Normal Siap Pakai
Rp
500.000
5.0
1 Terjual
9-19 Hari
Makassar",https://shopee.co.id/HP-Huawei-Y6II-Normal-Second-Normal-Siap-Pakai-i.1098399642.29710496015?extraParams=%7B%22display_model_id%22%3A148781627871%2C%22model_selection_logic%22%3A3%7D&sp_atk=606761d3-08f2-4633-bf85-fedcd2d47488&xptdk=606761d3-08f2-4633-bf85-fedcd2d47488
https://down-id.img.susercontent.com/file/id-11134207-822ws-mn0wwjki2eio97,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HUAWEI Pura 80 Smartphone 12GB + 256GB | True-to-Life XMAGE Camera | Kunlun Glass | 65W Dual SuperCharge | Smart AI | Ultra Chroma Kamera Smart Phone Handphone Pura80,Rp,9.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,-20%,,"Scrape to BigSeller
HUAWEI Pura 80 Smartphone 12GB + 256GB | True-to-Life XMAGE Camera | Kunlun Glass | 65W Dual SuperCharge | Smart AI | Ultra Chroma Kamera Smart Phone Handphone Pura80
Rp
9.999.000
-20%
Besok
Jakarta Barat",https://shopee.co.id/HUAWEI-Pura-80-Smartphone-12GB-256GB-True-to-Life-XMAGE-Camera-Kunlun-Glass-65W-Dual-SuperCharge-Smart-AI-Ultra-Chroma-Kamera-Smart-Phone-Handphone-Pura80-i.59581492.57358775307?extraParams=%7B%22display_model_id%22%3A179150177666%2C%22model_selection_logic%22%3A3%7D&sp_atk=ead0a997-1939-4547-8657-4bfa032dbcd1&xptdk=ead0a997-1939-4547-8657-4bfa032dbcd1
https://down-id.img.susercontent.com/file/id-11134207-82252-mijrsj8co2rlab,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Huawei Y7 Pro 32gb Resmi Indonesia,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,Produk Baru,,,"Scrape to BigSeller
Huawei Y7 Pro 32gb Resmi Indonesia
Rp
1.500.000
Produk Baru
5.0
1 Terjual
Besok
Kab. Bekasi",https://shopee.co.id/Huawei-Y7-Pro-32gb-Resmi-Indonesia-i.165232145.54803434117?extraParams=%7B%22display_model_id%22%3A254124864041%2C%22model_selection_logic%22%3A3%7D&sp_atk=29d7f35e-6bc2-4dcd-b498-ac8fabdf0965&xptdk=29d7f35e-6bc2-4dcd-b498-ac8fabdf0965
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmsjt9nurif7c7,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Huawei P30 Pro Resmi Indo Ram 8/256gb,Rp,2.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,"Scrape to BigSeller
Huawei P30 Pro Resmi Indo Ram 8/256gb
Rp
2.750.000
< 2 Hari
Surabaya",https://shopee.co.id/Huawei-P30-Pro-Resmi-Indo-Ram-8-256gb-i.214295724.55508396913?extraParams=%7B%22display_model_id%22%3A355745427866%2C%22model_selection_logic%22%3A3%7D&sp_atk=f5079202-121c-4c4a-ae82-4d3736651e2c&xptdk=f5079202-121c-4c4a-ae82-4d3736651e2c
https://down-id.img.susercontent.com/file/id-11134207-7r992-lz1ru0ccpnns4a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HUAWEI NOVA 5T SECOND 8/128GB HANDPHONE SECOND HP SEKEN HP BEKAS HP MURAH,Rp,1.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,13 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,,,Cicilan,,,"Scrape to BigSeller
HUAWEI NOVA 5T SECOND 8/128GB HANDPHONE SECOND HP SEKEN HP BEKAS HP MURAH
Rp
1.800.000
Cicilan
4.8
13 Terjual
2-3 Hari
Kab. Bogor",https://shopee.co.id/HUAWEI-NOVA-5T-SECOND-8-128GB-HANDPHONE-SECOND-HP-SEKEN-HP-BEKAS-HP-MURAH-i.15939657.7776505820?extraParams=%7B%22display_model_id%22%3A205316387764%2C%22model_selection_logic%22%3A3%7D&sp_atk=bc9dc126-aa8c-47d7-910f-21d0577fe8e0&xptdk=bc9dc126-aa8c-47d7-910f-21d0577fe8e0
https://down-id.img.susercontent.com/file/id-11134207-82251-mk594bpezt3c91,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,huawei mate 30 pro,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,,,,,,,,"Scrape to BigSeller
huawei mate 30 pro
Rp
3.500.000
4-7 Hari
Kab. Bogor",https://shopee.co.id/huawei-mate-30-pro-i.280004124.54855664367?extraParams=%7B%22display_model_id%22%3A315513455619%2C%22model_selection_logic%22%3A3%7D&sp_atk=ff0591d6-e99e-446f-82ca-f6fe0a3c9b1f&xptdk=ff0591d6-e99e-446f-82ca-f6fe0a3c9b1f
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lukgoj77kz9mb1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei Nova 3i second original,Rp,1.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,"Scrape to BigSeller
Huawei Nova 3i second original
Rp
1.100.000
5.0
5 Terjual
Besok
Jakarta Barat",https://shopee.co.id/Huawei-Nova-3i-second-original-i.954669947.23658407615?extraParams=%7B%22display_model_id%22%3A235752268155%2C%22model_selection_logic%22%3A3%7D&sp_atk=aa55301b-246d-490c-8579-281a9dcbc8fa&xptdk=aa55301b-246d-490c-8579-281a9dcbc8fa
https://down-id.img.susercontent.com/file/id-11134207-82250-mk7zf8ysy9dx0c,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Huawei  Nova 14 Pro Ram 12/512,Rp,8.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,"Scrape to BigSeller
Huawei Nova 14 Pro Ram 12/512
Rp
8.500.000
5.0
2 Terjual
Besok
Depok",https://shopee.co.id/Huawei-Nova-14-Pro-Ram-12-512-i.1193823652.45205739539?extraParams=%7B%22display_model_id%22%3A345518394488%2C%22model_selection_logic%22%3A3%7D&sp_atk=8b1de79e-bd2a-48a6-a3d1-2a5ef1a3b948&xptdk=8b1de79e-bd2a-48a6-a3d1-2a5ef1a3b948
https://down-id.img.susercontent.com/file/id-11134207-822wp-mmimrc2w8k5f0d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Huawei Mate XT 16 / 1 tb Super Slim Trifold Design,Rp,49.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,"Scrape to BigSeller
Huawei Mate XT 16 / 1 tb Super Slim Trifold Design
Rp
49.500.000
Besok
Jakarta Barat",https://shopee.co.id/Huawei-Mate-XT-16-1-tb-Super-Slim-Trifold-Design-i.71039826.45158069955?extraParams=%7B%22display_model_id%22%3A370715535246%2C%22model_selection_logic%22%3A3%7D&sp_atk=6ad92fe1-1aad-42fb-a5d1-9103edd9c744&xptdk=6ad92fe1-1aad-42fb-a5d1-9103edd9c744
https://down-id.img.susercontent.com/file/18fa928d3b8fc0d31697755d1a48ffee,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,hp huawei,Rp,700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,,,,,,,,"Scrape to BigSeller
hp huawei
Rp
700.000
5-10 Hari
Medan",https://shopee.co.id/hp-huawei-i.56128606.6160477747?extraParams=%7B%22display_model_id%22%3A71631992530%2C%22model_selection_logic%22%3A3%7D&sp_atk=06ee8d1c-8cad-4dfc-976d-4258a7a3657f&xptdk=06ee8d1c-8cad-4dfc-976d-4258a7a3657f
https://down-id.img.susercontent.com/file/id-11134207-81ztq-mfj95na6qx3h81,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HUAWEI NOVA 5T SECOND / NOVA 5T  SECOND 8/128 [BACA DESKRIPSI],Rp,1.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,,"Scrape to BigSeller
HUAWEI NOVA 5T SECOND / NOVA 5T SECOND 8/128 [BACA DESKRIPSI]
Rp
1.250.000
5.0
4 Terjual
2-3 Hari
Kab. Bogor",https://shopee.co.id/HUAWEI-NOVA-5T-SECOND-NOVA-5T-SECOND-8-128-BACA-DESKRIPSI--i.391453485.41519642266?extraParams=%7B%22display_model_id%22%3A169068056984%2C%22model_selection_logic%22%3A3%7D&sp_atk=38946b47-c3a4-4018-8eb5-fd6e93163579&xptdk=38946b47-c3a4-4018-8eb5-fd6e93163579
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-mazgmyfdkjx53f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei mate 20 pro  ram 6/128,Rp,1.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung Barat,,,,,,,,,"Scrape to BigSeller
Huawei mate 20 pro ram 6/128
Rp
1.000.000
4-7 Hari
Kab. Bandung Barat",https://shopee.co.id/Huawei-mate-20-pro-ram-6-128-i.394955913.40954517339?extraParams=%7B%22display_model_id%22%3A280382918503%2C%22model_selection_logic%22%3A3%7D&sp_atk=8e201578-bd21-423c-9ad8-854043a825f9&xptdk=8e201578-bd21-423c-9ad8-854043a825f9
https://down-id.img.susercontent.com/file/id-11134207-7r98z-lz1rqzfi3cv26a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HUAWEI NOVA 5T SECOND 8/128 GB HP SECOND HANDPHONE SECOND HP SEKEN HP BEKAS HP MURAH,Rp,1.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,17 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,"Scrape to BigSeller
HUAWEI NOVA 5T SECOND 8/128 GB HP SECOND HANDPHONE SECOND HP SEKEN HP BEKAS HP MURAH
Rp
1.800.000
4.0
17 Terjual
Besok
Kab. Bogor",https://shopee.co.id/HUAWEI-NOVA-5T-SECOND-8-128-GB-HP-SECOND-HANDPHONE-SECOND-HP-SEKEN-HP-BEKAS-HP-MURAH-i.119246735.7008086551?extraParams=%7B%22display_model_id%22%3A256396527720%2C%22model_selection_logic%22%3A3%7D&sp_atk=4cfff37b-43ee-453e-9fcb-a40b2aed3b85&xptdk=4cfff37b-43ee-453e-9fcb-a40b2aed3b85
https://down-id.img.susercontent.com/file/b57ade201617cb941e779bad4c5495f3,,huawei Nova 7 5g 256gb Rom 8gb ram original mulus,Rp,2.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,90 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kulon Progo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,Cicilan,,,"Scrape to BigSeller
huawei Nova 7 5g 256gb Rom 8gb ram original mulus
Rp
2.400.000
Cicilan
4.8
90 Terjual
Besok
Kab. Kulon Progo",https://shopee.co.id/huawei-Nova-7-5g-256gb-Rom-8gb-ram-original-mulus-i.34341683.3567782058?extraParams=%7B%22display_model_id%22%3A222274396174%2C%22model_selection_logic%22%3A3%7D&sp_atk=02b957b0-e8a4-409d-a105-e701ecb0b688&xptdk=02b957b0-e8a4-409d-a105-e701ecb0b688
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmipr9u868ea67,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Huawei Nova 14 Pro 12/512GB Fullset garansi panjang february 2027,Rp,6.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,,,,"Scrape to BigSeller
Huawei Nova 14 Pro 12/512GB Fullset garansi panjang february 2027
Rp
6.600.000
3 jam
Kab. Sidoarjo",https://shopee.co.id/Huawei-Nova-14-Pro-12-512GB-Fullset-garansi-panjang-february-2027-i.239983555.44608081991?extraParams=%7B%22display_model_id%22%3A420716059757%2C%22model_selection_logic%22%3A3%7D&sp_atk=ca919989-125e-4abb-b8cf-032dce4108c2&xptdk=ca919989-125e-4abb-b8cf-032dce4108c2
https://down-id.img.susercontent.com/file/afc667c97be4cd862ac02e7f16fb48d1,,SMARTPHONE HUAWEI Y6 3G WHITE GARANSI TAM,Rp,1.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,Cicilan,,,"Scrape to BigSeller
SMARTPHONE HUAWEI Y6 3G WHITE GARANSI TAM
Rp
1.099.000
Cicilan
Besok
Jakarta Timur",https://shopee.co.id/SMARTPHONE-HUAWEI-Y6-3G-WHITE-GARANSI-TAM-i.751793.5832308526?extraParams=%7B%22display_model_id%22%3A51284177949%2C%22model_selection_logic%22%3A3%7D&sp_atk=fcd6a495-4473-4ae1-82cd-a1e13781022a&xptdk=fcd6a495-4473-4ae1-82cd-a1e13781022a
https://down-id.img.susercontent.com/file/id-11134207-7rbk8-m7heubijwu5123,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei Mate 10 Dual SIM Kamera Leica Ada Google Store,Rp,2.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,,,,"Scrape to BigSeller
Huawei Mate 10 Dual SIM Kamera Leica Ada Google Store
Rp
2.499.000
Hari ini
Surabaya",https://shopee.co.id/Huawei-Mate-10-Dual-SIM-Kamera-Leica-Ada-Google-Store-i.198773392.29629972187?extraParams=%7B%22display_model_id%22%3A247920077426%2C%22model_selection_logic%22%3A3%7D&sp_atk=50e680ae-c1d0-4b8f-b9db-e2267cad24e3&xptdk=50e680ae-c1d0-4b8f-b9db-e2267cad24e3
https://down-id.img.susercontent.com/file/id-11134207-8224y-mjxf5lllje9s84,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei Mate 10 Pro Ram 6/128 GB original Resmi,Rp,1.950.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,"Scrape to BigSeller
Huawei Mate 10 Pro Ram 6/128 GB original Resmi
Rp
1.950.000
Besok
Kab. Bekasi",https://shopee.co.id/Huawei-Mate-10-Pro-Ram-6-128-GB-original-Resmi-i.319663119.51805296712?extraParams=%7B%22display_model_id%22%3A340484240353%2C%22model_selection_logic%22%3A3%7D&sp_atk=4848a2a3-4db2-4dd1-86bc-532c236da9d4&xptdk=4848a2a3-4db2-4dd1-86bc-532c236da9d4
https://down-id.img.susercontent.com/file/id-11134207-81ztd-mf18n664dd73d1,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,huawei nova 5t 8/128,Rp,1.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,"Scrape to BigSeller
huawei nova 5t 8/128
Rp
1.600.000
Besok
Bekasi",https://shopee.co.id/huawei-nova-5t-8-128-i.380329007.26332465454?extraParams=%7B%22display_model_id%22%3A195964244644%2C%22model_selection_logic%22%3A3%7D&sp_atk=cd74b08a-6827-47b6-9b49-55f0eb50543a&xptdk=cd74b08a-6827-47b6-9b49-55f0eb50543a
