-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,truncate,img,text-xs/sp14_2,text-xs,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/ae7856aa1fc5e0bbaa2d141e2d2a0b01,,Lenovo Vibe P1 Turbo Gress BNIB Resmi Gold,,Rp,2.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung Barat,Cicilan,,,4-7 Hari,,,"Scrape to BigSeller
Lenovo Vibe P1 Turbo Gress BNIB Resmi Gold
Rp
2.250.000
Cicilan
4-7 Hari
Kab. Bandung Barat",https://shopee.co.id/Lenovo-Vibe-P1-Turbo-Gress-BNIB-Resmi-Gold-i.56752315.921235145?extraParams=%7B%22display_model_id%22%3A72927569259%2C%22model_selection_logic%22%3A3%7D&sp_atk=79d5a2a1-45ec-44c8-800c-1e00bc2d73ba&xptdk=79d5a2a1-45ec-44c8-800c-1e00bc2d73ba
https://down-id.img.susercontent.com/file/2d184164ea0d90b54b68325a9c656877,,LENOVO S960 MULUS FLAGSHIP SLIM 2/16GB ANDROID BATANGAN,,Rp,500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,,,5-10 Hari,,,"Scrape to BigSeller
LENOVO S960 MULUS FLAGSHIP SLIM 2/16GB ANDROID BATANGAN
Rp
500.000
5-10 Hari
Medan",https://shopee.co.id/LENOVO-S960-MULUS-FLAGSHIP-SLIM-2-16GB-ANDROID-BATANGAN-i.196141145.8212042620?extraParams=%7B%22display_model_id%22%3A43595009640%2C%22model_selection_logic%22%3A3%7D&sp_atk=f65aa5ef-aafb-4507-a4b4-85c357ca19ec&xptdk=f65aa5ef-aafb-4507-a4b4-85c357ca19ec
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-m9azu1oxmww2e7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"vivo V50 Lite 5G (8/256) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,2RB+ Terjual,-11%,,"Scrape to BigSeller
vivo V50 Lite 5G (8/256) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance
Rp
4.099.000
-11%
4.9
2RB+ Terjual
< 2 Hari
Surabaya",https://shopee.co.id/vivo-V50-Lite-5G-(8-256)-Borderless-Immersive-Screen-Sony-IMX882-6500mAh-Battery-90W-Flashcharge-AI-Erase-2.0-All-round-Impact-Resistance-i.30843261.27680415070?extraParams=%7B%22display_model_id%22%3A223977551351%2C%22model_selection_logic%22%3A3%7D&sp_atk=d3078c93-03ac-45cb-8138-ad81d9a9056f&xptdk=d3078c93-03ac-45cb-8138-ad81d9a9056f
https://down-id.img.susercontent.com/file/55c51203760d6eecc3d7f44b0c1643a5,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Vibe C A2020 RAM 1GB ROM 16GB 4G LTE Dual SIM,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.375.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,Cicilan,,,2-3 Hari,,,"Scrape to BigSeller
Lenovo Vibe C A2020 RAM 1GB ROM 16GB 4G LTE Dual SIM
Rp
1.375.000
Cicilan
2-3 Hari
Tangerang",https://shopee.co.id/Lenovo-Vibe-C-A2020-RAM-1GB-ROM-16GB-4G-LTE-Dual-SIM-i.5263110.125719075?extraParams=%7B%22display_model_id%22%3A72237540737%2C%22model_selection_logic%22%3A3%7D&sp_atk=6ae254d9-e793-4e3f-a0d0-1bac734b3bf3&xptdk=6ae254d9-e793-4e3f-a0d0-1bac734b3bf3
https://down-id.img.susercontent.com/file/542670e76034b7a7cee389ae3d8c0520,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Lenovo Legion Y90 5G GAMING- 640gb, 256GB BNIB - ORIGINAL NEW",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.890.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,4 Terjual,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Lenovo Legion Y90 5G GAMING- 640gb, 256GB BNIB - ORIGINAL NEW
Rp
9.890.000
-1%
Cicilan
4.7
4 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/Lenovo-Legion-Y90-5G-GAMING-640gb-256GB-BNIB-ORIGINAL-NEW-i.8287608.17354719782?extraParams=%7B%22display_model_id%22%3A172123409687%2C%22model_selection_logic%22%3A3%7D&sp_atk=28ae2bb1-67dc-435b-a4e2-8f69ef15ebdc&xptdk=28ae2bb1-67dc-435b-a4e2-8f69ef15ebdc
https://down-id.img.susercontent.com/file/657a2774b54cd997b7c40ffa7ad986cd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo K5 Note 4/64 GB 1 Th Garansi,,Rp,1.890.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,,"Scrape to BigSeller
Lenovo K5 Note 4/64 GB 1 Th Garansi
Rp
1.890.000
Cicilan
5.0
1 Terjual
3-6 Hari
Jakarta Barat",https://shopee.co.id/Lenovo-K5-Note-4-64-GB-1-Th-Garansi-i.12182751.1875817697?extraParams=%7B%22display_model_id%22%3A4303191341%2C%22model_selection_logic%22%3A3%7D&sp_atk=e5d6ba6d-99ce-4b68-8682-2c2b3a2b5139&xptdk=e5d6ba6d-99ce-4b68-8682-2c2b3a2b5139
https://down-id.img.susercontent.com/file/aa44b6c4a0110c02823fbfed0e906559,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,murah hp lenovo A7000 bekas pemakaian normal min antigores / layar retak sesuai dipoto,,Rp,519.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Sorong,,,,2-6 Hari,,,"Scrape to BigSeller
murah hp lenovo A7000 bekas pemakaian normal min antigores / layar retak sesuai dipoto
Rp
519.000
2-6 Hari
Sorong",https://shopee.co.id/murah-hp-lenovo-A7000-bekas-pemakaian-normal-min-antigores-layar-retak-sesuai-dipoto-i.455235948.16927402627?extraParams=%7B%22display_model_id%22%3A124773612729%2C%22model_selection_logic%22%3A3%7D&sp_atk=04e47b41-1b7b-4487-9641-5e43df1a1177&xptdk=04e47b41-1b7b-4487-9641-5e43df1a1177
https://down-id.img.susercontent.com/file/id-11134207-8224p-mj3yaxqhv2mfea,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP VIVO Y17 RAM 8/256GB New 99% Garansi 12 bulan Murah,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,939.930,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,145 Terjual,-3%,,"Scrape to BigSeller
HP VIVO Y17 RAM 8/256GB New 99% Garansi 12 bulan Murah
Rp
939.930
-3%
Produk Baru
4.6
145 Terjual
9-13 Hari
Jakarta Pusat",https://shopee.co.id/HP-VIVO-Y17-RAM-8-256GB-New-99-Garansi-12-bulan-Murah-i.1687428905.54754145830?extraParams=%7B%22display_model_id%22%3A330393474258%2C%22model_selection_logic%22%3A3%7D&sp_atk=64b1fd5f-0720-4a03-adf1-f315dc30a582&xptdk=64b1fd5f-0720-4a03-adf1-f315dc30a582
https://down-id.img.susercontent.com/file/c4a48b417b9357cdf2fa8a71f7b7d4a8,,Lenovo K4 note garansi resmi,,Rp,1.755.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandar Lampung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,4 Terjual,,,"Scrape to BigSeller
Lenovo K4 note garansi resmi
Rp
1.755.000
5.0
4 Terjual
5-9 Hari
Bandar Lampung",https://shopee.co.id/Lenovo-K4-note-garansi-resmi-i.125571154.1899648010?extraParams=%7B%22display_model_id%22%3A23609893125%2C%22model_selection_logic%22%3A3%7D&sp_atk=b4bdff9c-9f39-49b9-9de3-eeea1995fc23&xptdk=b4bdff9c-9f39-49b9-9de3-eeea1995fc23
https://down-id.img.susercontent.com/file/sg-11134201-8260k-mkrs0vl9ff9g1e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,[NEW LAUNCH] Y05 (4/64) (4/128) - BNIB Garansi Resmi vivo Indonesia Y05 6.74 HD+ 120 Hz Baterai Besar 6500 mAh & Perlindungan SGS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.861.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,56 Terjual,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
[NEW LAUNCH] Y05 (4/64) (4/128) - BNIB Garansi Resmi vivo Indonesia Y05 6.74 HD+ 120 Hz Baterai Besar 6500 mAh & Perlindungan SGS
Rp
1.861.000
-2%
5.0
56 Terjual
3 jam
Surabaya",https://shopee.co.id/-NEW-LAUNCH-Y05-(4-64)-(4-128)-BNIB-Garansi-Resmi-vivo-Indonesia-Y05-6.74-HD-120-Hz-Baterai-Besar-6500-mAh-Perlindungan-SGS-i.1326244242.45256252051?extraParams=%7B%22display_model_id%22%3A287410731424%2C%22model_selection_logic%22%3A3%7D&sp_atk=0b3c562d-0c8f-44a8-8c92-c2068a520e07&xptdk=0b3c562d-0c8f-44a8-8c92-c2068a520e07
https://down-id.img.susercontent.com/file/id-11134207-822wu-mmv7wl9i53pf10,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,realme Note 80 4GB+8GB*|128GB (Desain Tangguh | 6300mAh Baterai | Proteksi ArmorShell™ | Jaminan Lancar Hingga 48-bulan | IP54),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,1.829.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,170 Terjual,-1%,,"Scrape to BigSeller
realme Note 80 4GB+8GB*|128GB (Desain Tangguh | 6300mAh Baterai | Proteksi ArmorShell™ | Jaminan Lancar Hingga 48-bulan | IP54)
Rp
1.829.000
-1%
4.9
170 Terjual
3-6 Hari
Medan",https://shopee.co.id/realme-Note-80-4GB-8GB*-128GB-(Desain-Tangguh-6300mAh-Baterai-Proteksi-ArmorShell%E2%84%A2-Jaminan-Lancar-Hingga-48-bulan-IP54)-i.1572159675.51956671471?extraParams=%7B%22display_model_id%22%3A445599811786%2C%22model_selection_logic%22%3A3%7D&sp_atk=351ec840-8ac1-431f-8c0d-e5d5b7148d17&xptdk=351ec840-8ac1-431f-8c0d-e5d5b7148d17
https://down-id.img.susercontent.com/file/106b97c0bcb2b3770d34ccd45be9ef4e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo leGion y90 ready stock,,Rp,12.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,"Scrape to BigSeller
Lenovo leGion y90 ready stock
Rp
12.400.000
Besok
Bekasi",https://shopee.co.id/Lenovo-leGion-y90-ready-stock-i.25676602.17278027330?extraParams=%7B%22display_model_id%22%3A145061479045%2C%22model_selection_logic%22%3A3%7D&sp_atk=05d1cfcb-ea26-4fc1-99cd-30ac93b38e81&xptdk=05d1cfcb-ea26-4fc1-99cd-30ac93b38e81
https://down-id.img.susercontent.com/file/b9be3576a25fb25ab7afec81e0b02623,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Legion Phone 2 Ram 16/512Gb Fullset All Sim Aman,,Rp,12.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,"Scrape to BigSeller
Lenovo Legion Phone 2 Ram 16/512Gb Fullset All Sim Aman
Rp
12.550.000
Besok
Jakarta Pusat",https://shopee.co.id/Lenovo-Legion-Phone-2-Ram-16-512Gb-Fullset-All-Sim-Aman-i.64979891.8159363442?extraParams=%7B%22display_model_id%22%3A45610446933%2C%22model_selection_logic%22%3A3%7D&sp_atk=38d35b15-414c-43a5-acb8-aaf875ea533c&xptdk=38d35b15-414c-43a5-acb8-aaf875ea533c
https://down-id.img.susercontent.com/file/4dc2a4a0eeb945aeef79c5c30fb454bc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Lenovo Legion 2 Pro 5G - 512gb, 256GB, 128gb BNIB - ORIGINAL",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,11.161.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Lenovo Legion 2 Pro 5G - 512gb, 256GB, 128gb BNIB - ORIGINAL
Rp
11.161.500
-1%
5.0
6 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/Lenovo-Legion-2-Pro-5G-512gb-256GB-128gb-BNIB-ORIGINAL-i.8287608.11610504374?extraParams=%7B%22display_model_id%22%3A26378401630%2C%22model_selection_logic%22%3A3%7D&sp_atk=edd79a23-cfc9-4f04-8deb-c1b1ce5fe0fb&xptdk=edd79a23-cfc9-4f04-8deb-c1b1ce5fe0fb
https://down-id.img.susercontent.com/file/ab550a68688af34679772927eb9c0fd4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,DIZO Star 500 Featured Phone,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,269.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,457 Terjual,-46%,,"Scrape to BigSeller
DIZO Star 500 Featured Phone
Rp
269.000
-46%
4.8
457 Terjual
3-6 Hari
Jakarta Utara",https://shopee.co.id/DIZO-Star-500-Featured-Phone-i.21756668.14935019596?extraParams=%7B%22display_model_id%22%3A104932151420%2C%22model_selection_logic%22%3A3%7D&sp_atk=0c67b56c-e21b-4f03-af22-8db9a172037e&xptdk=0c67b56c-e21b-4f03-af22-8db9a172037e
https://down-id.img.susercontent.com/file/c72663936bb2bc791d0f1dc8843f0edf,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,Dizo Star 300 Featured Phone,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,179.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,321 Terjual,-40%,,"Scrape to BigSeller
Dizo Star 300 Featured Phone
Rp
179.000
-40%
Pilih Lokal
4.9
321 Terjual
3-6 Hari
Jakarta Utara",https://shopee.co.id/Dizo-Star-300-Featured-Phone-i.21756668.13368494986?extraParams=%7B%22display_model_id%22%3A133586401407%2C%22model_selection_logic%22%3A3%7D&sp_atk=08ac806a-0c9d-4c67-9ab8-e7ca10bb72ca&xptdk=08ac806a-0c9d-4c67-9ab8-e7ca10bb72ca
https://down-id.img.susercontent.com/file/id-11134207-8224w-mk91ec00hybn4a,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,itel City200 NFC RAM 128+8GB(4+4GB) - Big Battery 5200mAh - 6.78'' 120Hz IP65 High Brightness Display,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,1.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,3RB+ Terjual,-36%,,"Scrape to BigSeller
itel City200 NFC RAM 128+8GB(4+4GB) - Big Battery 5200mAh - 6.78'' 120Hz IP65 High Brightness Display
Rp
1.599.000
-36%
4.9
3RB+ Terjual
Besok
Jakarta Barat",https://shopee.co.id/itel-City200-NFC-RAM-128-8GB(4-4GB)-Big-Battery-5200mAh-6.78''-120Hz-IP65-High-Brightness-Display-i.1586001868.47055421260?extraParams=%7B%22display_model_id%22%3A430492096090%2C%22model_selection_logic%22%3A3%7D&sp_atk=76c0a4f0-7145-45a2-93db-1ae2af01f32e&xptdk=76c0a4f0-7145-45a2-93db-1ae2af01f32e
https://down-id.img.susercontent.com/file/id-11134207-8224r-mjimef7nlxj7ba,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LG K4 4 G LTE Android,,Rp,165.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,,,"Scrape to BigSeller
LG K4 4 G LTE Android
Rp
165.000
5.0
6 Terjual
Besok
Kab. Bogor",https://shopee.co.id/LG-K4-4-G-LTE-Android-i.140878459.44654770856?extraParams=%7B%22display_model_id%22%3A410439317426%2C%22model_selection_logic%22%3A3%7D&sp_atk=5e932f5f-553f-4bc7-b367-5a72ab12d8ab&xptdk=5e932f5f-553f-4bc7-b367-5a72ab12d8ab
https://down-id.img.susercontent.com/file/51c7252beb166308a5834d6904008635,https://down-id.img.susercontent.com/file/id-11134258-822wj-mlvsc0wqa32g6e,Evercoss M6A 4/32 Ram 4GB Internal 32GB HP Android Murah Garansi Resmi,,Rp,545.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,1RB+ Terjual,,,"Scrape to BigSeller
Evercoss M6A 4/32 Ram 4GB Internal 32GB HP Android Murah Garansi Resmi
Rp
545.000
Pilih Lokal
Cicilan
4.8
1RB+ Terjual
Besok
Jakarta Pusat",https://shopee.co.id/Evercoss-M6A-4-32-Ram-4GB-Internal-32GB-HP-Android-Murah-Garansi-Resmi-i.6729887.5963795635?extraParams=%7B%22display_model_id%22%3A430765279215%2C%22model_selection_logic%22%3A3%7D&sp_atk=ed13e752-ae65-4e7b-8c21-dcdb33633af1&xptdk=ed13e752-ae65-4e7b-8c21-dcdb33633af1
https://down-id.img.susercontent.com/file/id-11134207-7rbk2-m6qjbdkdg4z827,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Hp Nexcom C1000 mini fullset,,Rp,49.990,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.2,18 Terjual,-9%,,"Scrape to BigSeller
Hp Nexcom C1000 mini fullset
Rp
49.990
-9%
4.2
18 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/Hp-Nexcom-C1000-mini-fullset-i.496201650.18576137286?extraParams=%7B%22display_model_id%22%3A108602119299%2C%22model_selection_logic%22%3A2%7D&sp_atk=2283216c-48f9-40d6-8090-1650f9bed244&xptdk=2283216c-48f9-40d6-8090-1650f9bed244
