-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,text-xs/sp14_2,w-auto,text-white,inline-block,truncate,text-shopee-primary,pointer-events-none_3,img_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m6pjmv9l6hvtc6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO Hype 10 Intel Celeron N4020 RAM8GB SSD512GB 14'' HD Windows 11,Rp,4.299.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,84 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"AXIOO Hype 10 Intel Celeron N4020 RAM8GB SSD512GB 14'' HD Windows 11
Rp
4.299.000
5.0
84 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/AXIOO-Hype-10-Intel-Celeron-N4020-RAM8GB-SSD512GB-14''-HD-Windows-11-i.32829345.29877616822?extraParams=%7B%22display_model_id%22%3A242737734827%2C%22model_selection_logic%22%3A3%7D&sp_atk=de11d506-4eab-4970-b7bf-a9fa22b887b4&xptdk=de11d506-4eab-4970-b7bf-a9fa22b887b4
https://down-id.img.susercontent.com/file/id-11134207-82252-mgz6851f29lbcc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Intel Core i3 1125G4 16GB / 8GB RAM | 512GB / 256GB SSD Hype 3 G11 Windows 11,Rp,7.303.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 11:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Axioo Intel Core i3 1125G4 16GB / 8GB RAM | 512GB / 256GB SSD Hype 3 G11 Windows 11
Rp
7.303.000
5.0
12 Terjual
Besok 11:00
Surabaya",https://shopee.co.id/Axioo-Intel-Core-i3-1125G4-16GB-8GB-RAM-512GB-256GB-SSD-Hype-3-G11-Windows-11-i.26681244.26175166968?extraParams=%7B%22display_model_id%22%3A167103458263%2C%22model_selection_logic%22%3A3%7D&sp_atk=24fcc0e5-896c-41f2-9baa-9b2b06ee78de&xptdk=24fcc0e5-896c-41f2-9baa-9b2b06ee78de
https://down-id.img.susercontent.com/file/id-11134207-822wl-mlugisasrpxdd5,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE 3 G12 I3 1215 8GB 256GB14.0FHD IPS HDMI DOS / Windows 11,Rp,6.701.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,-3%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"AXIOO HYPE 3 G12 I3 1215 8GB 256GB14.0FHD IPS HDMI DOS / Windows 11
Rp
6.701.000
-3%
Besok 12:00
Surabaya",https://shopee.co.id/AXIOO-HYPE-3-G12-I3-1215-8GB-256GB14.0FHD-IPS-HDMI-DOS-Windows-11-i.1039970542.43929269518?extraParams=%7B%22display_model_id%22%3A435644329364%2C%22model_selection_logic%22%3A3%7D&sp_atk=7a1e947f-f16e-4b31-b232-e7a23914ac25&xptdk=7a1e947f-f16e-4b31-b232-e7a23914ac25
https://down-id.img.susercontent.com/file/id-11134207-822wn-mmpgb726xeyr7e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE R3/I3-1215U/12GB/256GB,Rp,6.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tegal,,,,,,,,,"AXIOO HYPE R3/I3-1215U/12GB/256GB
Rp
6.600.000
4-7 Hari
Kab. Tegal",https://shopee.co.id/AXIOO-HYPE-R3-I3-1215U-12GB-256GB-i.225944919.52708285909?extraParams=%7B%22display_model_id%22%3A335735047200%2C%22model_selection_logic%22%3A3%7D&sp_atk=d8dccb50-0c5f-455e-a95a-31382020a908&xptdk=d8dccb50-0c5f-455e-a95a-31382020a908
https://down-id.img.susercontent.com/file/id-11134207-8224p-mkakye99a41vbe,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO MYBOOK HYPE 5 AMD X3 B7758,Rp,4.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"AXIOO MYBOOK HYPE 5 AMD X3 B7758
Rp
4.300.000
< 2 Hari
Kab. Sleman",https://shopee.co.id/AXIOO-MYBOOK-HYPE-5-AMD-X3-B7758-i.55379913.47505829894?extraParams=%7B%22display_model_id%22%3A335526032349%2C%22model_selection_logic%22%3A3%7D&sp_atk=9a1bd512-2bb5-4839-a16f-31f869ef64da&xptdk=9a1bd512-2bb5-4839-a16f-31f869ef64da
https://down-id.img.susercontent.com/file/id-11134207-7rase-m4b7ycqrfma2bc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO Hype 5 AMD X5-2 Ryzen 5 7430 8GB 256GB 14.0 FHD,Rp,6.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,36 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"AXIOO Hype 5 AMD X5-2 Ryzen 5 7430 8GB 256GB 14.0 FHD
Rp
6.450.000
5.0
36 Terjual
< 2 Hari
Medan",https://shopee.co.id/AXIOO-Hype-5-AMD-X5-2-Ryzen-5-7430-8GB-256GB-14.0-FHD-i.742901567.26221976939?extraParams=%7B%22display_model_id%22%3A247358919935%2C%22model_selection_logic%22%3A3%7D&sp_atk=b8de862f-0448-43df-b274-a641db338d60&xptdk=b8de862f-0448-43df-b274-a641db338d60
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lsnyaz0n9mkda1,,AXIOO HYPE 5 RYZEN 5 5500U 8GB 256SSD WINDOWS,Rp,7.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,83 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 11:00,,Cicilan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"AXIOO HYPE 5 RYZEN 5 5500U 8GB 256SSD WINDOWS
Rp
7.450.000
Cicilan
4.9
83 Terjual
Besok 11:00
Surabaya",https://shopee.co.id/AXIOO-HYPE-5-RYZEN-5-5500U-8GB-256SSD-WINDOWS-i.1058807.4748557014?extraParams=%7B%22display_model_id%22%3A148544147778%2C%22model_selection_logic%22%3A3%7D&sp_atk=6451a8f0-1a0b-4eb5-a9e1-e3d43968313c&xptdk=6451a8f0-1a0b-4eb5-a9e1-e3d43968313c
https://down-id.img.susercontent.com/file/id-11134207-7ras9-m4vl8w4d4lig93,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE 5 AMD X5-2 RYZEN 5 7430U RAM 16GB SSD 256GB WINDOWS 11 FHD IPS,Rp,7.408.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,133 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"AXIOO HYPE 5 AMD X5-2 RYZEN 5 7430U RAM 16GB SSD 256GB WINDOWS 11 FHD IPS
Rp
7.408.000
5.0
133 Terjual
< 2 Hari
Depok",https://shopee.co.id/AXIOO-HYPE-5-AMD-X5-2-RYZEN-5-7430U-RAM-16GB-SSD-256GB-WINDOWS-11-FHD-IPS-i.1367937206.28773249365?extraParams=%7B%22display_model_id%22%3A176914772183%2C%22model_selection_logic%22%3A3%7D&sp_atk=20914b1f-390e-4f7c-8e4d-d45e0ae83e7b&xptdk=20914b1f-390e-4f7c-8e4d-d45e0ae83e7b
https://down-id.img.susercontent.com/file/id-11134207-81ztm-me9qbv1sicjped,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Axioo Hype 5 X5-2 Ryzen 5 8GB 256GB SSD Windows 11,Rp,7.515.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Axioo Hype 5 X5-2 Ryzen 5 8GB 256GB SSD Windows 11
Rp
7.515.000
-1%
5.0
9 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/Axioo-Hype-5-X5-2-Ryzen-5-8GB-256GB-SSD-Windows-11-i.1582963600.43267584302?extraParams=%7B%22display_model_id%22%3A271449005933%2C%22model_selection_logic%22%3A3%7D&sp_atk=e62554aa-2d5b-448e-bb30-8bcb6662679c&xptdk=e62554aa-2d5b-448e-bb30-8bcb6662679c
https://down-id.img.susercontent.com/file/id-11134207-822wt-mma4i8js8s1t79,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Laptop Murah Axioo Mybook Hype 1 Ram 8gb 512gb Ssd 14 inch Windows 11 Original,Rp,4.198.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,45 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,5.0,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Laptop Murah Axioo Mybook Hype 1 Ram 8gb 512gb Ssd 14 inch Windows 11 Original
Rp
4.198.000
-1%
5.0
45 Terjual
3-4 Hari
Jakarta Pusat",https://shopee.co.id/Laptop-Murah-Axioo-Mybook-Hype-1-Ram-8gb-512gb-Ssd-14-inch-Windows-11-Original-i.1590431644.43559411100?extraParams=%7B%22display_model_id%22%3A275787057523%2C%22model_selection_logic%22%3A3%7D&sp_atk=675d248c-fcc6-49e3-a829-de69df9f83cb&xptdk=675d248c-fcc6-49e3-a829-de69df9f83cb
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m3ubm59ae95m78,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,LAPTOP AXIOO HYPE 5 AMD Ryzen 5 7430U 16GB 256GB Windows 11,Rp,8.598.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,220 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Pilih Lokal,-14%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"LAPTOP AXIOO HYPE 5 AMD Ryzen 5 7430U 16GB 256GB Windows 11
Rp
8.598.000
-14%
Pilih Lokal
Kombo Hemat
4.9
220 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/LAPTOP-AXIOO-HYPE-5-AMD-Ryzen-5-7430U-16GB-256GB-Windows-11-i.608012662.25227726167?extraParams=%7B%22display_model_id%22%3A245747805931%2C%22model_selection_logic%22%3A3%7D&sp_atk=27bb6b27-79c7-4e6d-aac2-da8235265fc7&xptdk=27bb6b27-79c7-4e6d-aac2-da8235265fc7
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-ma2k9l00ahr21e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Hype 10 Intel Celeron N4020 8GB RAM 256GB SSD 14inch Windows 11,Rp,5.190.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 11:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Axioo Hype 10 Intel Celeron N4020 8GB RAM 256GB SSD 14inch Windows 11
Rp
5.190.000
1 Terjual
Besok 11:00
Surabaya",https://shopee.co.id/Axioo-Hype-10-Intel-Celeron-N4020-8GB-RAM-256GB-SSD-14inch-Windows-11-i.26681244.41651794480?extraParams=%7B%22display_model_id%22%3A280147353190%2C%22model_selection_logic%22%3A3%7D&sp_atk=728523d3-bc2a-4be0-ade0-b99c99f18def&xptdk=728523d3-bc2a-4be0-ade0-b99c99f18def
https://down-id.img.susercontent.com/file/id-11134207-82250-mk9gb1sq19fmc2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO Mybook HYPE 5 AMD X3 Ryzen 5 3500U 8GB 256GB DOS,Rp,5.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Denpasar,5.0,,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"AXIOO Mybook HYPE 5 AMD X3 Ryzen 5 3500U 8GB 256GB DOS
Rp
5.450.000
5.0
1 Terjual
3-5 Hari
Denpasar",https://shopee.co.id/AXIOO-Mybook-HYPE-5-AMD-X3-Ryzen-5-3500U-8GB-256GB-DOS-i.546310202.56805759857?extraParams=%7B%22display_model_id%22%3A249160536025%2C%22model_selection_logic%22%3A3%7D&sp_atk=d49b61df-0f80-4386-b644-bd64cd33d709&xptdk=d49b61df-0f80-4386-b644-bd64cd33d709
https://down-id.img.susercontent.com/file/id-11134207-7ra0k-mdg68h8oja8fc4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Hype 5 Ryzen 5 32GB 1TB SSD IPS Display,Rp,6.699.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Axioo Hype 5 Ryzen 5 32GB 1TB SSD IPS Display
Rp
6.699.000
5.0
12 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Axioo-Hype-5-Ryzen-5-32GB-1TB-SSD-IPS-Display-i.32829345.26377908149?extraParams=%7B%22display_model_id%22%3A415358341347%2C%22model_selection_logic%22%3A3%7D&sp_atk=b7385993-5d1e-4f4b-914b-811506f9b85d&xptdk=b7385993-5d1e-4f4b-914b-811506f9b85d
https://down-id.img.susercontent.com/file/id-11134207-7rasa-m2jb9mzfbz4ae8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP AXIOO HYPE 1 INTEL CELERON N4020 4/8GB 128GB W11 14""",Rp,3.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,39 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"LAPTOP AXIOO HYPE 1 INTEL CELERON N4020 4/8GB 128GB W11 14""
Rp
3.599.000
5.0
39 Terjual
< 2 Hari
Medan",https://shopee.co.id/LAPTOP-AXIOO-HYPE-1-INTEL-CELERON-N4020-4-8GB-128GB-W11-14--i.742901567.27317460227?extraParams=%7B%22display_model_id%22%3A415682700797%2C%22model_selection_logic%22%3A3%7D&sp_atk=74bdef56-20cf-4f17-ac87-f560c3a90048&xptdk=74bdef56-20cf-4f17-ac87-f560c3a90048
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m951beqmxlcu7d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE 1 N4020 4GB 128GB W11 14.0,Rp,3.757.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"AXIOO HYPE 1 N4020 4GB 128GB W11 14.0
Rp
3.757.000
-4%
5.0
8 Terjual
Besok
Surabaya",https://shopee.co.id/AXIOO-HYPE-1-N4020-4GB-128GB-W11-14.0-i.1471949508.24144648907?extraParams=%7B%22display_model_id%22%3A178900632282%2C%22model_selection_logic%22%3A3%7D&sp_atk=9c7e8d90-a3e8-4076-bd7a-47617cd10996&xptdk=9c7e8d90-a3e8-4076-bd7a-47617cd10996
https://down-id.img.susercontent.com/file/id-11134207-7rash-m5ce8w8czldyb7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP AXIOO HYPE 1 N4020 4GB 128GB W11 14.0,Rp,3.747.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,-51%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"LAPTOP AXIOO HYPE 1 N4020 4GB 128GB W11 14.0
Rp
3.747.000
-51%
5.0
12 Terjual
Besok
Surabaya",https://shopee.co.id/LAPTOP-AXIOO-HYPE-1-N4020-4GB-128GB-W11-14.0-i.1273997571.25740765925?extraParams=%7B%22display_model_id%22%3A118574858680%2C%22model_selection_logic%22%3A3%7D&sp_atk=87cfc5f8-ba87-480d-9150-8c6deab49308&xptdk=87cfc5f8-ba87-480d-9150-8c6deab49308
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m6pklv65dung21,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO Hype 1 Intel Dualcore N4020 RAM8GB SSD256GB 14'' HD Windows 11,Rp,3.699.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,122 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"AXIOO Hype 1 Intel Dualcore N4020 RAM8GB SSD256GB 14'' HD Windows 11
Rp
3.699.000
4.9
122 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/AXIOO-Hype-1-Intel-Dualcore-N4020-RAM8GB-SSD256GB-14''-HD-Windows-11-i.186855095.28277554353?extraParams=%7B%22display_model_id%22%3A252734006458%2C%22model_selection_logic%22%3A3%7D&sp_atk=1d266fbb-18cb-4ecd-9b66-dc64be12b143&xptdk=1d266fbb-18cb-4ecd-9b66-dc64be12b143
