-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,truncate,img,text-xs/sp14_2,text-xs,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,w-auto,text-white,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/974c2677a5f0e125ca0565d797bd0927,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus rog phone 2 8/128gb fullset second,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.650.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,80 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
Asus rog phone 2 8/128gb fullset second
Rp
2.650.000
4.6
80 Terjual
< 2 Hari
Bekasi",https://shopee.co.id/Asus-rog-phone-2-8-128gb-fullset-second-i.43877791.11384615786?extraParams=%7B%22display_model_id%22%3A176770000404%2C%22model_selection_logic%22%3A3%7D&sp_atk=1a91798b-426b-47d2-b1d5-81fc796fa591&xptdk=1a91798b-426b-47d2-b1d5-81fc796fa591
https://down-id.img.susercontent.com/file/id-11134207-7rasb-m41vo2tdwiwq53,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,2 unit Asus zenfon 5 minus seperti di foto,,Rp,80.000,Pilih Lokal,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,,,,"Scrape to BigSeller
2 unit Asus zenfon 5 minus seperti di foto
Rp
80.000
Pilih Lokal
4-7 Hari
Pontianak",https://shopee.co.id/2-unit-Asus-zenfon-5-minus-seperti-di-foto-i.1282212505.29121331012?extraParams=%7B%22display_model_id%22%3A168617140005%2C%22model_selection_logic%22%3A3%7D&sp_atk=c5301d8c-52d4-4cf4-8344-62af3824cf81&xptdk=c5301d8c-52d4-4cf4-8344-62af3824cf81
https://down-id.img.susercontent.com/file/id-11134207-7r992-lzsntcltsjby27,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS ZENFONE MAX M1 3/32 NORMAL BERKUALITAS SIAP PAKAI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,590.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kudus,,,,,"Scrape to BigSeller
ASUS ZENFONE MAX M1 3/32 NORMAL BERKUALITAS SIAP PAKAI
Rp
590.000
5.0
9 Terjual
3-4 Hari
Kab. Kudus",https://shopee.co.id/ASUS-ZENFONE-MAX-M1-3-32-NORMAL-BERKUALITAS-SIAP-PAKAI-i.333519876.25320316372?extraParams=%7B%22display_model_id%22%3A226159283579%2C%22model_selection_logic%22%3A3%7D&sp_atk=6aa43eec-7c54-4327-895d-175548b5f417&xptdk=6aa43eec-7c54-4327-895d-175548b5f417
https://down-id.img.susercontent.com/file/id-11134207-822wr-mm6d86g16o0ff6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS Zenfone 5 (T00J) - sisa unitnya saja,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,40.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
ASUS Zenfone 5 (T00J) - sisa unitnya saja
Rp
40.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/ASUS-Zenfone-5-(T00J)-sisa-unitnya-saja-i.201942958.44254352029?extraParams=%7B%22display_model_id%22%3A277474559145%2C%22model_selection_logic%22%3A2%7D&sp_atk=53147537-757f-4fe6-8d58-531a49697e45&xptdk=53147537-757f-4fe6-8d58-531a49697e45
https://down-id.img.susercontent.com/file/id-11134207-81ztj-mfelkp2dgvf375,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Hp Asus L1 zenfone minus baca deakripsi,,Rp,95.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
Hp Asus L1 zenfone minus baca deakripsi
Rp
95.000
< 2 Hari
Malang",https://shopee.co.id/Hp-Asus-L1-zenfone-minus-baca-deakripsi-i.126947678.44122797348?extraParams=%7B%22display_model_id%22%3A276852167133%2C%22model_selection_logic%22%3A3%7D&sp_atk=48fc9148-3c9e-468d-b35e-7ef023a7d60c&xptdk=48fc9148-3c9e-468d-b35e-7ef023a7d60c
https://down-id.img.susercontent.com/file/id-11134207-7rash-m4ztvovee7x417,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HANPONE ASUS X00TD RAM 3/32 SECOND,,Rp,500.000,,,,7-9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,7-9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,"Scrape to BigSeller
HANPONE ASUS X00TD RAM 3/32 SECOND
Rp
500.000
7-9 Hari
Kab. Cirebon",https://shopee.co.id/HANPONE-ASUS-X00TD-RAM-3-32-SECOND-i.865048652.26673473327?extraParams=%7B%22display_model_id%22%3A227272481066%2C%22model_selection_logic%22%3A3%7D&sp_atk=aafedd8f-f5c7-42d4-a881-4735c6281282&xptdk=aafedd8f-f5c7-42d4-a881-4735c6281282
https://down-id.img.susercontent.com/file/id-11134207-822wg-mlkfbobk5u6c97,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus Zenfone Selfie ZOOUDC minus,,Rp,245.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
Asus Zenfone Selfie ZOOUDC minus
Rp
245.000
5.0
1 Terjual
< 2 Hari
Tangerang",https://shopee.co.id/Asus-Zenfone-Selfie-ZOOUDC-minus-i.44679610.15434578865?extraParams=%7B%22display_model_id%22%3A104919561585%2C%22model_selection_logic%22%3A3%7D&sp_atk=c7444e90-7074-4f9e-ab86-c1b1f2e6de85&xptdk=c7444e90-7074-4f9e-ab86-c1b1f2e6de85
https://down-id.img.susercontent.com/file/id-11134207-7r98u-lpaog47g7b8hc6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"HP Asus Zenfone go 4,5 Inchi 4G ram 1/8GB/X009DA LTE second normal siap pakai Fisik bagus warna tutup Rondom/bisa Taya",,Rp,250.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,69 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
HP Asus Zenfone go 4,5 Inchi 4G ram 1/8GB/X009DA LTE second normal siap pakai Fisik bagus warna tutup Rondom/bisa Taya
Rp
250.000
4.5
69 Terjual
< 2 Hari
Jakarta Timur",https://shopee.co.id/HP-Asus-Zenfone-go-4-5-Inchi-4G-ram-1-8GB-X009DA-LTE-second-normal-siap-pakai-Fisik-bagus-warna-tutup-Rondom-bisa-Taya-i.287908499.8601911516?extraParams=%7B%22display_model_id%22%3A162042993297%2C%22model_selection_logic%22%3A3%7D&sp_atk=5b5971ae-e770-426a-b0ae-c33f7f0b8344&xptdk=5b5971ae-e770-426a-b0ae-c33f7f0b8344
https://down-id.img.susercontent.com/file/id-11134207-8224r-ml21p3lge5mr56,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS Zenfone Max Pro (M1) - hp normal tinggal pakai saja,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,600.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
ASUS Zenfone Max Pro (M1) - hp normal tinggal pakai saja
Rp
600.000
5.0
2 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/ASUS-Zenfone-Max-Pro-(M1)-hp-normal-tinggal-pakai-saja-i.201942958.28518197527?extraParams=%7B%22display_model_id%22%3A176811341658%2C%22model_selection_logic%22%3A3%7D&sp_atk=1c6bcb2a-f2e0-4e55-bace-bf94bb7b2c7d&xptdk=1c6bcb2a-f2e0-4e55-bace-bf94bb7b2c7d
https://down-id.img.susercontent.com/file/id-11134201-7r98q-ll61slb75yqa31,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND ASUS ZENFONE 4 SELFIE PRO ZD552KL MATI TOTAL,,Rp,265.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND ASUS ZENFONE 4 SELFIE PRO ZD552KL MATI TOTAL
Rp
265.000
1 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-ASUS-ZENFONE-4-SELFIE-PRO-ZD552KL-MATI-TOTAL-i.941744273.12499749910?extraParams=%7B%22display_model_id%22%3A49345059426%2C%22model_selection_logic%22%3A3%7D&sp_atk=485fea01-56de-4de4-b662-a5b17f481187&xptdk=485fea01-56de-4de4-b662-a5b17f481187
https://down-id.img.susercontent.com/file/id-11134207-7ra0o-mcxy2n4lk3dz25,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Max pro(M2) 3/32 | 4/64 | 6/64 Second Mulus,,Rp,825.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,24 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
Asus Max pro(M2) 3/32 | 4/64 | 6/64 Second Mulus
Rp
825.000
5.0
24 Terjual
< 2 Hari
Bekasi",https://shopee.co.id/Asus-Max-pro(M2)-3-32-4-64-6-64-Second-Mulus-i.1356254762.42456091539?extraParams=%7B%22display_model_id%22%3A281054295391%2C%22model_selection_logic%22%3A3%7D&sp_atk=d4f9bca3-0b54-4263-a0a7-f636e2c15990&xptdk=d4f9bca3-0b54-4263-a0a7-f636e2c15990
https://down-id.img.susercontent.com/file/id-11134207-7rase-m31mjuwdypjpbc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone Max M2 C11P1805 Ori Copotan bawaan HP,,Rp,50.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung,,,,,"Scrape to BigSeller
Asus Zenfone Max M2 C11P1805 Ori Copotan bawaan HP
Rp
50.000
5.0
1 Terjual
3-4 Hari
Kab. Bandung",https://shopee.co.id/Asus-Zenfone-Max-M2-C11P1805-Ori-Copotan-bawaan-HP-i.11632011.27018812047?extraParams=%7B%22display_model_id%22%3A257121128864%2C%22model_selection_logic%22%3A2%7D&sp_atk=377f0747-8569-468d-bd81-842d09f88b6b&xptdk=377f0747-8569-468d-bd81-842d09f88b6b
https://down-id.img.susercontent.com/file/id-11134207-82251-mjwumjvu0tmp6d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,hp second asus zenfone 8.ram,,Rp,3.150.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
hp second asus zenfone 8.ram
Rp
3.150.000
< 2 Hari
Kab. Tangerang",https://shopee.co.id/hp-second-asus-zenfone-8.ram-i.21003310.48905310454?extraParams=%7B%22display_model_id%22%3A390483600717%2C%22model_selection_logic%22%3A3%7D&sp_atk=8ee39177-627f-4f47-af84-61cf3d11273c&xptdk=8ee39177-627f-4f47-af84-61cf3d11273c
https://down-id.img.susercontent.com/file/id-11134207-7ra0j-mdclso1slh7ob6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone max pro M2 ORI copotan,,Rp,45.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Subang,,,,,"Scrape to BigSeller
Asus Zenfone max pro M2 ORI copotan
Rp
45.000
4.5
5 Terjual
4 Hari
Kab. Subang",https://shopee.co.id/Asus-Zenfone-max-pro-M2-ORI-copotan-i.677846326.25970586266?extraParams=%7B%22display_model_id%22%3A248732692143%2C%22model_selection_logic%22%3A2%7D&sp_atk=34e39b49-8d09-4ab9-b5e1-d143aedcf335&xptdk=34e39b49-8d09-4ab9-b5e1-d143aedcf335
https://down-id.img.susercontent.com/file/id-11134207-7r98w-lqr1w5z49hr24a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Hp Asus Zenfone 2 Z00AD NFC ram 4/32 GB 4G layar 5,5 inchi second normal real pick siap pakai",,Rp,425.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,22 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
Hp Asus Zenfone 2 Z00AD NFC ram 4/32 GB 4G layar 5,5 inchi second normal real pick siap pakai
Rp
425.000
4.7
22 Terjual
< 2 Hari
Jakarta Timur",https://shopee.co.id/Hp-Asus-Zenfone-2-Z00AD-NFC-ram-4-32-GB-4G-layar-5-5-inchi-second-normal-real-pick-siap-pakai-i.287908499.13494546865?extraParams=%7B%22display_model_id%22%3A180894536412%2C%22model_selection_logic%22%3A3%7D&sp_atk=75fc63b6-261c-413a-a407-f08138bcf71f&xptdk=75fc63b6-261c-413a-a407-f08138bcf71f
https://down-id.img.susercontent.com/file/id-11134207-7r98y-loycra8gu4tz3c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUZ ZENFONE LIVE L2 2/16 4G LTE HANDPHONE ANDROID SECOND MURAH,,Rp,378.000,,,,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kudus,,,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
ASUZ ZENFONE LIVE L2 2/16 4G LTE HANDPHONE ANDROID SECOND MURAH
Rp
378.000
-1%
3-4 Hari
Kab. Kudus",https://shopee.co.id/ASUZ-ZENFONE-LIVE-L2-2-16-4G-LTE-HANDPHONE-ANDROID-SECOND-MURAH-i.1098688088.23187430853?extraParams=%7B%22display_model_id%22%3A222324291505%2C%22model_selection_logic%22%3A3%7D&sp_atk=55107957-daa6-49fd-b885-6e7020fb8094&xptdk=55107957-daa6-49fd-b885-6e7020fb8094
https://down-id.img.susercontent.com/file/id-11134207-7ra0j-md47czbbmbdk41,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus ROG 2 8/128gb TAM second,,Rp,2.425.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
Asus ROG 2 8/128gb TAM second
Rp
2.425.000
5.0
6 Terjual
< 2 Hari
Tangerang",https://shopee.co.id/Asus-ROG-2-8-128gb-TAM-second-i.232169049.27839582057?extraParams=%7B%22display_model_id%22%3A265991713484%2C%22model_selection_logic%22%3A3%7D&sp_atk=0fb4dfb5-cd18-4842-9101-2ccf89464510&xptdk=0fb4dfb5-cd18-4842-9101-2ccf89464510
https://down-id.img.susercontent.com/file/id-11134207-7r992-ll60fb2lv0nm12,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND ASUS ZENFONE 3 MAX ZC553KL X00DD MATI TOTAL,,Rp,250.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND ASUS ZENFONE 3 MAX ZC553KL X00DD MATI TOTAL
Rp
250.000
< 2 Hari
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-ASUS-ZENFONE-3-MAX-ZC553KL-X00DD-MATI-TOTAL-i.941744273.22053393107?extraParams=%7B%22display_model_id%22%3A187001424613%2C%22model_selection_logic%22%3A3%7D&sp_atk=6fa1cad1-9c29-4341-9bf4-2d3ad1d27ac4&xptdk=6fa1cad1-9c29-4341-9bf4-2d3ad1d27ac4
https://down-id.img.susercontent.com/file/id-11134201-7r98x-ll61c08uux6s13,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND ASUS ZENFONE MAX PRO M2 ZB631KL MATI TOTAL,,Rp,175.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND ASUS ZENFONE MAX PRO M2 ZB631KL MATI TOTAL
Rp
175.000
< 2 Hari
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-ASUS-ZENFONE-MAX-PRO-M2-ZB631KL-MATI-TOTAL-i.941744273.23278883814?extraParams=%7B%22display_model_id%22%3A128728816362%2C%22model_selection_logic%22%3A3%7D&sp_atk=ae65a81d-98d5-4554-91b3-143b6175f116&xptdk=ae65a81d-98d5-4554-91b3-143b6175f116
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m5v5hccq9txvc0,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HP SECOND ASUS ZENFONE GO X007D (ZB552KL) RAM 2/16GB NORMAL ANDROID MURAH SIAP PAKAI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,425.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,"Scrape to BigSeller
HP SECOND ASUS ZENFONE GO X007D (ZB552KL) RAM 2/16GB NORMAL ANDROID MURAH SIAP PAKAI
Rp
425.000
1 Terjual
< 2 Hari
Bandung",https://shopee.co.id/HP-SECOND-ASUS-ZENFONE-GO-X007D-(ZB552KL)-RAM-2-16GB-NORMAL-ANDROID-MURAH-SIAP-PAKAI-i.15904669.24572102330?extraParams=%7B%22display_model_id%22%3A226189176194%2C%22model_selection_logic%22%3A3%7D&sp_atk=3ce7f78e-80f7-4d1d-94b9-b06a79f1f3b0&xptdk=3ce7f78e-80f7-4d1d-94b9-b06a79f1f3b0
