-image-yazkc-11,text-sm,inline-block,text-xs/sp14,font-medium,text-xs,pointer-events-none,align-middle,-image-yazkc-11_2,img,text-xs/sp14_2,truncate,text-shopee-primary,pointer-events-none_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m7ud6fl4j5n4d4,HUAWEI MATEBOOK D16 GEN13 I5 ( DISPLAY SET),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,9.999.000,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"HUAWEI MATEBOOK D16 GEN13 I5 ( DISPLAY SET)
Rp
9.999.000
5.0
1 Terjual
Surabaya",https://shopee.co.id/HUAWEI-MATEBOOK-D16-GEN13-I5-(-DISPLAY-SET)-i.394410537.28931003676?extraParams=%7B%22display_model_id%22%3A248002052117%2C%22model_selection_logic%22%3A3%7D&sp_atk=475b4e4c-d95a-4978-80e8-488c2c8a5730&xptdk=475b4e4c-d95a-4978-80e8-488c2c8a5730
https://down-id.img.susercontent.com/file/id-11134207-7r98p-lxeqv7of2tu2c8,Laptop Huawei NbDE-XXH9 intel Cor i5 - 1155G7 Gen 11Th Ram 8Gb/SSD 512Gb Vga Intel Iris Xe Graphic Keyboard Backlight Garansi Resmi On,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,,,"Laptop Huawei NbDE-XXH9 intel Cor i5 - 1155G7 Gen 11Th Ram 8Gb/SSD 512Gb Vga Intel Iris Xe Graphic Keyboard Backlight Garansi Resmi On
Rp
6.000.000
Jakarta Barat",https://shopee.co.id/Laptop-Huawei-NbDE-XXH9-intel-Cor-i5-1155G7-Gen-11Th-Ram-8Gb-SSD-512Gb-Vga-Intel-Iris-Xe-Graphic-Keyboard-Backlight-Garansi-Resmi-On-i.277449743.25483186736?extraParams=%7B%22display_model_id%22%3A236521179925%2C%22model_selection_logic%22%3A3%7D&sp_atk=62bc68f9-5074-47e0-b513-3308ab998bcb&xptdk=62bc68f9-5074-47e0-b513-3308ab998bcb
https://down-id.img.susercontent.com/file/id-11134207-8224r-mk9ilognn9qf7c,Huawei Matebook D14 BNOB Core i5 1240P Ram 8GB SSD 512GB slim mulus,,Rp,6.950.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,,,"Huawei Matebook D14 BNOB Core i5 1240P Ram 8GB SSD 512GB slim mulus
Rp
6.950.000
Jakarta Timur",https://shopee.co.id/Huawei-Matebook-D14-BNOB-Core-i5-1240P-Ram-8GB-SSD-512GB-slim-mulus-i.20542553.49605791387?extraParams=%7B%22display_model_id%22%3A445522128311%2C%22model_selection_logic%22%3A3%7D&sp_atk=124e2a6e-0ed8-46a3-bc87-192eecacea33&xptdk=124e2a6e-0ed8-46a3-bc87-192eecacea33
https://down-id.img.susercontent.com/file/id-11134207-8224z-mg36kl0gymtpf2,HUAWEI MateBook D 14 i5-1240P 8+512GB SSD | Sleek Metal Body | (DISPLAY SET) INCLUDE UNIT ONLY,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.499.000,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,,,,"HUAWEI MateBook D 14 i5-1240P 8+512GB SSD | Sleek Metal Body | (DISPLAY SET) INCLUDE UNIT ONLY
Rp
7.499.000
4.5
5 Terjual
Surabaya",https://shopee.co.id/HUAWEI-MateBook-D-14-i5-1240P-8-512GB-SSD-Sleek-Metal-Body-(DISPLAY-SET)-INCLUDE-UNIT-ONLY-i.394410537.25820194683?extraParams=%7B%22display_model_id%22%3A207388071401%2C%22model_selection_logic%22%3A3%7D&sp_atk=e37c737b-ad25-4223-826b-72e1c71f300a&xptdk=e37c737b-ad25-4223-826b-72e1c71f300a
https://down-id.img.susercontent.com/file/id-11134207-81ztd-mf0duopszor165,Huawei MateBook D14 i5 13420H 16GB 512GB Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,13.999.000,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"Huawei MateBook D14 i5 13420H 16GB 512GB Garansi Resmi
Rp
13.999.000
5.0
3 Terjual
Jakarta Timur",https://shopee.co.id/Huawei-MateBook-D14-i5-13420H-16GB-512GB-Garansi-Resmi-i.227596393.28542031460?extraParams=%7B%22display_model_id%22%3A118752375347%2C%22model_selection_logic%22%3A3%7D&sp_atk=b5817c01-00e6-47f7-8eba-551c0f16136e&xptdk=b5817c01-00e6-47f7-8eba-551c0f16136e
https://down-id.img.susercontent.com/file/17339510ead15aa628ef4635b1a8e1fb,Huawei Matebook D14 [8 GB/ 512 GB] i5  FULL BOX Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.998.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,Cicilan,,,"Huawei Matebook D14 [8 GB/ 512 GB] i5 FULL BOX Original
Rp
7.998.000
Cicilan
Jakarta Barat",https://shopee.co.id/Huawei-Matebook-D14-8-GB-512-GB-i5-FULL-BOX-Original-i.297542918.9273271005?extraParams=%7B%22display_model_id%22%3A26582039999%2C%22model_selection_logic%22%3A3%7D&sp_atk=db451ab7-eaa3-4f22-95a2-e4af83da3142&xptdk=db451ab7-eaa3-4f22-95a2-e4af83da3142
https://down-id.img.susercontent.com/file/id-11134201-7rbk3-m7t3sqe0iw5g8b,Huawei Matebook 14s I5 11300H 8gb 512ssd IRISXE W10 QHD 100srgb touch,,Rp,13.999.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,,,,,,"Huawei Matebook 14s I5 11300H 8gb 512ssd IRISXE W10 QHD 100srgb touch
Rp
13.999.000
Tangerang",https://shopee.co.id/Huawei-Matebook-14s-I5-11300H-8gb-512ssd-IRISXE-W10-QHD-100srgb-touch-i.1502470200.29030874566?extraParams=%7B%22display_model_id%22%3A205920557839%2C%22model_selection_logic%22%3A3%7D&sp_atk=345a449a-55f1-49d8-834d-1999a67c505b&xptdk=345a449a-55f1-49d8-834d-1999a67c505b
https://down-id.img.susercontent.com/file/id-11134201-8224q-mjupwtect2x260,Huawei Matebook i7 Gen11 RAM 16GB SSD 512GB 14inch Touchscreen,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,14.495.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,,,,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Huawei Matebook i7 Gen11 RAM 16GB SSD 512GB 14inch Touchscreen
Rp
14.495.000
-1%
Jakarta Barat",https://shopee.co.id/Huawei-Matebook-i7-Gen11-RAM-16GB-SSD-512GB-14inch-Touchscreen-i.609911463.48655265382?extraParams=%7B%22display_model_id%22%3A445478532396%2C%22model_selection_logic%22%3A3%7D&sp_atk=3dd2a23f-6db1-42cf-9ad8-2066b189d337&xptdk=3dd2a23f-6db1-42cf-9ad8-2066b189d337
https://down-id.img.susercontent.com/file/sg-11134201-22120-8skluwzpd6kvd9,Huawei Matebook D14 i3 garansi resmi,,Rp,7.199.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,,"Huawei Matebook D14 i3 garansi resmi
Rp
7.199.000
Surabaya",https://shopee.co.id/Huawei-Matebook-D14-i3-garansi-resmi-i.58471884.18468890751?extraParams=%7B%22display_model_id%22%3A183566063837%2C%22model_selection_logic%22%3A3%7D&sp_atk=5ce9d151-f702-4cd2-93f8-a2921fa16498&xptdk=5ce9d151-f702-4cd2-93f8-a2921fa16498
https://down-id.img.susercontent.com/file/e2df3c4e42a55f3cd9167804f7c274ee,Huawei Matebook D15 Intel core i3 garansi resmi,,Rp,6.700.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,,"Huawei Matebook D15 Intel core i3 garansi resmi
Rp
6.700.000
Surabaya",https://shopee.co.id/Huawei-Matebook-D15-Intel-core-i3-garansi-resmi-i.58471884.21619692308?extraParams=%7B%22display_model_id%22%3A201054888221%2C%22model_selection_logic%22%3A3%7D&sp_atk=f10dfb52-2278-422d-b399-7c328130b1ec&xptdk=f10dfb52-2278-422d-b399-7c328130b1ec
https://down-id.img.susercontent.com/file/fb3e048443d1828a9de544ed68de5c51,HUAWEI MateBook 13 2020 Ultraslim Laptop AMD Ryzen R5-4600H/R7-4800H 16GB 512GB SSD Windows 10 Pro,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,19.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,Cicilan,,,"HUAWEI MateBook 13 2020 Ultraslim Laptop AMD Ryzen R5-4600H/R7-4800H 16GB 512GB SSD Windows 10 Pro
Rp
19.500.000
Cicilan
Kab. Tangerang",https://shopee.co.id/HUAWEI-MateBook-13-2020-Ultraslim-Laptop-AMD-Ryzen-R5-4600H-R7-4800H-16GB-512GB-SSD-Windows-10-Pro-i.133779394.5461354839?extraParams=%7B%22display_model_id%22%3A41700679705%2C%22model_selection_logic%22%3A3%7D&sp_atk=8931197d-d964-4c22-8c0b-0e6d99112087&xptdk=8931197d-d964-4c22-8c0b-0e6d99112087
https://down-id.img.susercontent.com/file/d28e368b8251c803fa7ca3dd1f0ff912,LAPTOP HUAWEI MATEBOOK D14 RYZEN 7-3700H VEGA 10 RAM8GB SSD 512GB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.998.000,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Cicilan,,,"LAPTOP HUAWEI MATEBOOK D14 RYZEN 7-3700H VEGA 10 RAM8GB SSD 512GB
Rp
7.998.000
Cicilan
5.0
1 Terjual
Jakarta Barat",https://shopee.co.id/LAPTOP-HUAWEI-MATEBOOK-D14-RYZEN-7-3700H-VEGA-10-RAM8GB-SSD-512GB-i.297542918.13108569819?extraParams=%7B%22display_model_id%22%3A102401839889%2C%22model_selection_logic%22%3A3%7D&sp_atk=2c0a0158-f3e1-4471-88ed-4e6cdc81915b&xptdk=2c0a0158-f3e1-4471-88ed-4e6cdc81915b
https://down-id.img.susercontent.com/file/id-11134207-8224x-mhbgmxe04vf096,HUAWEI MATEBOOK D16 Laptop i9 16GB 1TB GARANSI RESMI,,Rp,18.800.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,,"HUAWEI MATEBOOK D16 Laptop i9 16GB 1TB GARANSI RESMI
Rp
18.800.000
Jakarta Pusat",https://shopee.co.id/HUAWEI-MATEBOOK-D16-Laptop-i9-16GB-1TB-GARANSI-RESMI-i.13122018.57751862114?extraParams=%7B%22display_model_id%22%3A302186701146%2C%22model_selection_logic%22%3A3%7D&sp_atk=37082f23-6c66-40a2-95e6-f15737cb135a&xptdk=37082f23-6c66-40a2-95e6-f15737cb135a
https://down-id.img.susercontent.com/file/id-11134207-7r98x-ls2h0szxs7eh80,"Huawei Matebook D16 2024 ( Core i5,) Ram 16GB 1TB SSD ME 16""",,Rp,11.000.000,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"Huawei Matebook D16 2024 ( Core i5,) Ram 16GB 1TB SSD ME 16""
Rp
11.000.000
5.0
1 Terjual
Bandung",https://shopee.co.id/Huawei-Matebook-D16-2024-(-Core-i5-)-Ram-16GB-1TB-SSD-ME-16--i.128750592.25464828467?extraParams=%7B%22display_model_id%22%3A226968836658%2C%22model_selection_logic%22%3A3%7D&sp_atk=502a1cdd-8871-4e84-ad57-aabd23084773&xptdk=502a1cdd-8871-4e84-ad57-aabd23084773
https://down-id.img.susercontent.com/file/id-11134207-8224w-mjm0vgfa8x6q16,Huawei Matebook 14 Core Ultra 5 - GARANSI ON,,Rp,10.650.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,,"Huawei Matebook 14 Core Ultra 5 - GARANSI ON
Rp
10.650.000
Bandung",https://shopee.co.id/Huawei-Matebook-14-Core-Ultra-5-GARANSI-ON-i.29215157.47104861903?extraParams=%7B%22display_model_id%22%3A335448048631%2C%22model_selection_logic%22%3A3%7D&sp_atk=0f8ab28e-b2be-4760-945f-e86075c64529&xptdk=0f8ab28e-b2be-4760-945f-e86075c64529
https://down-id.img.susercontent.com/file/457e9699e0aab76423ab4f1273a87e91,HUAWEI MATEBOOK 14S INTEL I5 8GB 512GB GARANSI RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,29.999.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,,,,,"HUAWEI MATEBOOK 14S INTEL I5 8GB 512GB GARANSI RESMI
Rp
29.999.000
Jakarta Timur",https://shopee.co.id/HUAWEI-MATEBOOK-14S-INTEL-I5-8GB-512GB-GARANSI-RESMI-i.227596393.13957490273?extraParams=%7B%22display_model_id%22%3A114274401827%2C%22model_selection_logic%22%3A3%7D&sp_atk=9718578d-6786-416f-b900-e9d85a84a96a&xptdk=9718578d-6786-416f-b900-e9d85a84a96a
https://down-id.img.susercontent.com/file/6496c3452153593cb49dd0c964a79b44,HUAWEI MATEBOOK D16 16GB 1TB GARANSI RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,24.999.000,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"HUAWEI MATEBOOK D16 16GB 1TB GARANSI RESMI
Rp
24.999.000
5.0
2 Terjual
Jakarta Timur",https://shopee.co.id/HUAWEI-MATEBOOK-D16-16GB-1TB-GARANSI-RESMI-i.227596393.18525707349?extraParams=%7B%22display_model_id%22%3A173753806264%2C%22model_selection_logic%22%3A3%7D&sp_atk=cad4e587-249d-48f7-a619-35db3526a5f5&xptdk=cad4e587-249d-48f7-a619-35db3526a5f5
https://down-id.img.susercontent.com/file/id-11134207-8224t-mkxnkzsy23gjcc,"Huawei MateBook D14 2024 Intel Core i5-13420H RAM 16GB SSD 512GB 14"" WUXGA 100% sRGB - Laptop Slim Premium",,Rp,7.748.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,,,"Huawei MateBook D14 2024 Intel Core i5-13420H RAM 16GB SSD 512GB 14"" WUXGA 100% sRGB - Laptop Slim Premium
Rp
7.748.000
Bandung",https://shopee.co.id/Huawei-MateBook-D14-2024-Intel-Core-i5-13420H-RAM-16GB-SSD-512GB-14-WUXGA-100-sRGB-Laptop-Slim-Premium-i.151596342.56556297083?extraParams=%7B%22display_model_id%22%3A430569768892%2C%22model_selection_logic%22%3A3%7D&sp_atk=60f4e86f-28f5-4b03-84be-e6345d307353&xptdk=60f4e86f-28f5-4b03-84be-e6345d307353
https://down-id.img.susercontent.com/file/id-11134207-7ras9-m45fozee1iewf7,Huawei Matebook Mate Book 14 2024 FLMH-X / D14 2023 MDF-X / D16 2024 MCLG-X / D14 2022 / D15 / X Pro / Magicbook Laptop Leptop D 14 16 Inch Crystal Protective Hard Case Casing Cover Sarung Kesing Hardcase Motif Clear Bening Transparan Keyboard ( FRS ),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,77.400,302 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,,-40%,,"Huawei Matebook Mate Book 14 2024 FLMH-X / D14 2023 MDF-X / D16 2024 MCLG-X / D14 2022 / D15 / X Pro / Magicbook Laptop Leptop D 14 16 Inch Crystal Protective Hard Case Casing Cover Sarung Kesing Hardcase Motif Clear Bening Transparan Keyboard ( FRS )
Rp
77.400
-40%
4.9
302 Terjual
Jakarta Pusat",https://shopee.co.id/Huawei-Matebook-Mate-Book-14-2024-FLMH-X-D14-2023-MDF-X-D16-2024-MCLG-X-D14-2022-D15-X-Pro-Magicbook-Laptop-Leptop-D-14-16-Inch-Crystal-Protective-Hard-Case-Casing-Cover-Sarung-Kesing-Hardcase-Motif-Clear-Bening-Transparan-Keyboard-(-FRS-)-i.3140684.29321576650?extraParams=%7B%22display_model_id%22%3A265021129895%2C%22model_selection_logic%22%3A3%7D&sp_atk=6d606684-3146-490a-b4ac-e94079ca36cf&xptdk=6d606684-3146-490a-b4ac-e94079ca36cf
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmrbejsto45f1f,Huawei D14 i3 10101U RAM 8GB Kondisi mati layar masih bagus,,Rp,1.200.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,,"Huawei D14 i3 10101U RAM 8GB Kondisi mati layar masih bagus
Rp
1.200.000
Kab. Sleman",https://shopee.co.id/Huawei-D14-i3-10101U-RAM-8GB-Kondisi-mati-layar-masih-bagus-i.966060303.48258357354?extraParams=%7B%22display_model_id%22%3A282512406345%2C%22model_selection_logic%22%3A3%7D&sp_atk=abbee9df-0040-4fb4-b5e1-bf67d55f8943&xptdk=abbee9df-0040-4fb4-b5e1-bf67d55f8943
https://down-id.img.susercontent.com/file/id-11134207-7r98q-lxc83obs2yhq97,"ON GARANSI Huawei NbDE-WDH9, Intel Core i5-1155G7, Gen 11Th, Ram 8/512Gb, Intel Iris Xe Graphics, Silver",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.000.000,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,,,,,,"ON GARANSI Huawei NbDE-WDH9, Intel Core i5-1155G7, Gen 11Th, Ram 8/512Gb, Intel Iris Xe Graphics, Silver
Rp
6.000.000
2 Terjual
Jakarta Barat",https://shopee.co.id/ON-GARANSI-Huawei-NbDE-WDH9-Intel-Core-i5-1155G7-Gen-11Th-Ram-8-512Gb-Intel-Iris-Xe-Graphics-Silver-i.850155898.27054577287?extraParams=%7B%22display_model_id%22%3A256144021134%2C%22model_selection_logic%22%3A3%7D&sp_atk=c7ca2861-eb58-47be-b803-424c626c6a78&xptdk=c7ca2861-eb58-47be-b803-424c626c6a78
https://down-id.img.susercontent.com/file/id-11134207-81ztm-mf43f1c7iebs3a,HUAWEI EG8141H5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,115.250,102 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,"HUAWEI EG8141H5
Rp
115.250
5.0
102 Terjual
Jakarta Pusat",https://shopee.co.id/HUAWEI-EG8141H5-i.1337484499.42571678617?extraParams=%7B%22display_model_id%22%3A335056027108%2C%22model_selection_logic%22%3A3%7D&sp_atk=5ec4047b-1609-4f83-8e5e-eeedc7db619a&xptdk=5ec4047b-1609-4f83-8e5e-eeedc7db619a
https://down-id.img.susercontent.com/file/id-11134207-822wt-mlbvjpjo0lcf37,"HUAWEI MateBook 15 AMD Ryzen 5 - 3500U 8/256 Fingerprint, Webcam, WiFi, Bluetooth | GL15015",,Rp,5.077.250,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,,,"HUAWEI MateBook 15 AMD Ryzen 5 - 3500U 8/256 Fingerprint, Webcam, WiFi, Bluetooth | GL15015
Rp
5.077.250
Semarang",https://shopee.co.id/HUAWEI-MateBook-15-AMD-Ryzen-5-3500U-8-256-Fingerprint-Webcam-WiFi-Bluetooth-GL15015-i.389558274.43878991463?extraParams=%7B%22display_model_id%22%3A365597877423%2C%22model_selection_logic%22%3A3%7D&sp_atk=a29f7d76-e5dc-471c-a1c3-24aae934fa0a&xptdk=a29f7d76-e5dc-471c-a1c3-24aae934fa0a
https://down-id.img.susercontent.com/file/id-11134207-81zte-mfqrn140vtotdb,huawei metpad 11,,Rp,3.300.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bengkulu,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,,"huawei metpad 11
Rp
3.300.000
Bengkulu",https://shopee.co.id/huawei-metpad-11-i.116351163.41423796667?extraParams=%7B%22display_model_id%22%3A169097168369%2C%22model_selection_logic%22%3A3%7D&sp_atk=97eb2b7b-6fc9-40ee-85e4-53cf41b59dc3&xptdk=97eb2b7b-6fc9-40ee-85e4-53cf41b59dc3
https://down-id.img.susercontent.com/file/id-11134207-8224u-mjdgv589zdhh7c,Huawei B1 ( 48100B1 ),,Rp,5.600.000,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,Produk Baru,,,"Huawei B1 ( 48100B1 )
Rp
5.600.000
Produk Baru
4.7
12 Terjual
Jakarta Pusat",https://shopee.co.id/Huawei-B1-(-48100B1-)-i.592210148.46104484018?extraParams=%7B%22display_model_id%22%3A340419488868%2C%22model_selection_logic%22%3A3%7D&sp_atk=755a1c74-305c-4a59-bd3e-32156c1e8256&xptdk=755a1c74-305c-4a59-bd3e-32156c1e8256
https://down-id.img.susercontent.com/file/id-11134207-822wm-mn0x7ea67aps47,"Huawei Mate 80 Pro 16/512GB 6.75"" 50 MP Ultra Lighting - Garansi Resmi",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,16.999.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,,,"Huawei Mate 80 Pro 16/512GB 6.75"" 50 MP Ultra Lighting - Garansi Resmi
Rp
16.999.000
Bandung",https://shopee.co.id/Huawei-Mate-80-Pro-16-512GB-6.75-50-MP-Ultra-Lighting-Garansi-Resmi-i.11726160.48358795147?extraParams=%7B%22display_model_id%22%3A310779749840%2C%22model_selection_logic%22%3A3%7D&sp_atk=e3a6dddb-1cde-43f0-930b-b4eb096b65fc&xptdk=e3a6dddb-1cde-43f0-930b-b4eb096b65fc
