-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,align-middle,inline-block,text-xs,truncate,text-shopee-primary,img,text-xs/sp14_3,pointer-events-none_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7ra0u-mbv397uzs7jw0f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Xiaomi Redmibook 15 Intel Core i3 Gen 11 Ram 8gb Ssd 256gb siap pakai,Rp,2.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,,,,,,,,"Laptop Xiaomi Redmibook 15 Intel Core i3 Gen 11 Ram 8gb Ssd 256gb siap pakai
Rp
2.700.000
Tangerang Selatan",https://shopee.co.id/Laptop-Xiaomi-Redmibook-15-Intel-Core-i3-Gen-11-Ram-8gb-Ssd-256gb-siap-pakai-i.63339857.42457555990?extraParams=%7B%22display_model_id%22%3A300641524160%2C%22model_selection_logic%22%3A3%7D&sp_atk=00b0da37-6aea-4211-9e18-58bd60b79196&xptdk=00b0da37-6aea-4211-9e18-58bd60b79196
https://down-id.img.susercontent.com/file/id-11134207-7rasg-m554m6zrowpp5a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop XIAOMI Redmi Book 15 Intel Core i3-1115G4 Gen 11Th Ram 8Gb/SSD 256Gb FHD Body design Slim Stylish desgn  Display 15inch,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,1 Terjual,,,,,,"Laptop XIAOMI Redmi Book 15 Intel Core i3-1115G4 Gen 11Th Ram 8Gb/SSD 256Gb FHD Body design Slim Stylish desgn Display 15inch
Rp
3.500.000
1 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-XIAOMI-Redmi-Book-15-Intel-Core-i3-1115G4-Gen-11Th-Ram-8Gb-SSD-256Gb-FHD-Body-design-Slim-Stylish-desgn-Display-15inch-i.277449743.28923846824?extraParams=%7B%22display_model_id%22%3A252491567263%2C%22model_selection_logic%22%3A3%7D&sp_atk=00ea69ae-4126-41c0-968b-4298dbbcdb5b&xptdk=00ea69ae-4126-41c0-968b-4298dbbcdb5b
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmh9fzty4ef78c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Xiaomi Mi Notebook Pro 15.6"" TM1701 Intel Core i7-8550U NVIDIA® GeForce® MX150 Ram 16Gb Ssd 512Gb Windows 11",Rp,5.555.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,,,"Laptop Xiaomi Mi Notebook Pro 15.6"" TM1701 Intel Core i7-8550U NVIDIA® GeForce® MX150 Ram 16Gb Ssd 512Gb Windows 11
Rp
5.555.000
Malang",https://shopee.co.id/Laptop-Xiaomi-Mi-Notebook-Pro-15.6-TM1701-Intel-Core-i7-8550U-NVIDIA%C2%AE-GeForce%C2%AE-MX150-Ram-16Gb-Ssd-512Gb-Windows-11-i.1443585582.42179653728?extraParams=%7B%22display_model_id%22%3A310711544448%2C%22model_selection_logic%22%3A3%7D&sp_atk=28b02f74-78c1-408c-bc37-aa9f4c6b45ee&xptdk=28b02f74-78c1-408c-bc37-aa9f4c6b45ee
https://down-id.img.susercontent.com/file/id-11134207-822ws-mn5e4ys4g35v3f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI RedmiBook 16 Core i5-12450H Ram 16Gb Ssd 512Gb SCU23438,Rp,6.875.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,,,"XIAOMI RedmiBook 16 Core i5-12450H Ram 16Gb Ssd 512Gb SCU23438
Rp
6.875.000
Malang",https://shopee.co.id/XIAOMI-RedmiBook-16-Core-i5-12450H-Ram-16Gb-Ssd-512Gb-SCU23438-i.141725604.55508991441?extraParams=%7B%22display_model_id%22%3A445797148236%2C%22model_selection_logic%22%3A3%7D&sp_atk=09bdf42c-e17c-4147-a93d-3e8c97ceb766&xptdk=09bdf42c-e17c-4147-a93d-3e8c97ceb766
https://down-id.img.susercontent.com/file/id-11134207-7rasd-m5snfqxuhqmubf,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Xiaomi RedmiBook 14II AMD Ryzen 5 4500U Radeon Ram 8Gb Ssd 256Gb SCU15101,Rp,5.460.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,,,"Laptop Xiaomi RedmiBook 14II AMD Ryzen 5 4500U Radeon Ram 8Gb Ssd 256Gb SCU15101
Rp
5.460.000
Malang",https://shopee.co.id/Laptop-Xiaomi-RedmiBook-14II-AMD-Ryzen-5-4500U-Radeon-Ram-8Gb-Ssd-256Gb-SCU15101-i.44435356.29874987622?extraParams=%7B%22display_model_id%22%3A252573365626%2C%22model_selection_logic%22%3A3%7D&sp_atk=8b7e9689-4518-4b9e-a483-53fe9150c0e8&xptdk=8b7e9689-4518-4b9e-a483-53fe9150c0e8
https://down-id.img.susercontent.com/file/id-11134207-8224s-mj1360qnfzet17,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Xiaomi Redmibook intel Core i3 Gen 11 Ram 8 GB SSD 256 GB Premium Slim Laptop,Rp,3.650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Ponorogo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,Produk Baru,,,,,"Xiaomi Redmibook intel Core i3 Gen 11 Ram 8 GB SSD 256 GB Premium Slim Laptop
Rp
3.650.000
Produk Baru
Kab. Ponorogo",https://shopee.co.id/Xiaomi-Redmibook-intel-Core-i3-Gen-11-Ram-8-GB-SSD-256-GB-Premium-Slim-Laptop-i.189772387.44477713249?extraParams=%7B%22display_model_id%22%3A277306652099%2C%22model_selection_logic%22%3A3%7D&sp_atk=b915308e-75bf-4c4f-9465-2616234b353e&xptdk=b915308e-75bf-4c4f-9465-2616234b353e
https://down-id.img.susercontent.com/file/fe63e4113d2e85f1fa2a52449aaa72db,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI REDMI BOOK 15 8/256 GB / XIAO MI REDMIBOOK 15 8+256GB NOTEBOOK GARANSI RESMI,Rp,7.040.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,,,,,,"XIAOMI REDMI BOOK 15 8/256 GB / XIAO MI REDMIBOOK 15 8+256GB NOTEBOOK GARANSI RESMI
Rp
7.040.000
Makassar",https://shopee.co.id/XIAOMI-REDMI-BOOK-15-8-256-GB-XIAO-MI-REDMIBOOK-15-8-256GB-NOTEBOOK-GARANSI-RESMI-i.77886318.16830905374?extraParams=%7B%22display_model_id%22%3A97240508907%2C%22model_selection_logic%22%3A3%7D&sp_atk=3180af22-9996-418a-8397-1925d1732b2d&xptdk=3180af22-9996-418a-8397-1925d1732b2d
https://down-id.img.susercontent.com/file/eec7904ed30d97cf7e4b7f1c6da8d8fd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi RedmiBook 15 [8/256 GB] [8/512 GB] Garansi Resmi,Rp,6.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bantul,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,,,"Xiaomi RedmiBook 15 [8/256 GB] [8/512 GB] Garansi Resmi
Rp
6.999.000
Kab. Bantul",https://shopee.co.id/Xiaomi-RedmiBook-15-8-256-GB-8-512-GB-Garansi-Resmi-i.86760630.17577590756?extraParams=%7B%22display_model_id%22%3A78907032432%2C%22model_selection_logic%22%3A3%7D&sp_atk=63dc0b23-e35e-4a0d-88c6-715ff94cc6f0&xptdk=63dc0b23-e35e-4a0d-88c6-715ff94cc6f0
https://down-id.img.susercontent.com/file/id-11134207-822wq-mlx2sc5ubj7z05,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Xiaomi RedmiBook 16 Intel Core i5-12450H Ram 16Gb Ssd 512Gb 16 inch Mulus,Rp,6.875.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,,,"Laptop Xiaomi RedmiBook 16 Intel Core i5-12450H Ram 16Gb Ssd 512Gb 16 inch Mulus
Rp
6.875.000
Malang",https://shopee.co.id/Laptop-Xiaomi-RedmiBook-16-Intel-Core-i5-12450H-Ram-16Gb-Ssd-512Gb-16-inch-Mulus-i.1443585582.40806321499?extraParams=%7B%22display_model_id%22%3A262460250358%2C%22model_selection_logic%22%3A3%7D&sp_atk=402f3bee-5fe8-416e-8732-b8f9c608cc40&xptdk=402f3bee-5fe8-416e-8732-b8f9c608cc40
https://down-id.img.susercontent.com/file/sg-11134201-824ia-mf2cnbivzv9p7c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Xiaomi RedmiBook 14II AMD Ryzen 5 4500U Ram 16Gb Ssd 512Gb SCU15101,Rp,6.142.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,,,"Laptop Xiaomi RedmiBook 14II AMD Ryzen 5 4500U Ram 16Gb Ssd 512Gb SCU15101
Rp
6.142.500
Malang",https://shopee.co.id/Laptop-Xiaomi-RedmiBook-14II-AMD-Ryzen-5-4500U-Ram-16Gb-Ssd-512Gb-SCU15101-i.79997666.42021345335?extraParams=%7B%22display_model_id%22%3A286741973116%2C%22model_selection_logic%22%3A3%7D&sp_atk=e7450297-5d1d-421b-b686-9a849e49999d&xptdk=e7450297-5d1d-421b-b686-9a849e49999d
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m5scfbu8ipsmcd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Xiaomi RedmiBook 14II AMD Ryzen 5 4500U Ram 16Gb Ssd 512Gb SCU15101,Rp,6.142.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,,,"Laptop Xiaomi RedmiBook 14II AMD Ryzen 5 4500U Ram 16Gb Ssd 512Gb SCU15101
Rp
6.142.500
Malang",https://shopee.co.id/Laptop-Xiaomi-RedmiBook-14II-AMD-Ryzen-5-4500U-Ram-16Gb-Ssd-512Gb-SCU15101-i.44435356.25990992843?extraParams=%7B%22display_model_id%22%3A139228674892%2C%22model_selection_logic%22%3A3%7D&sp_atk=cb485b83-5e74-4b4d-84f0-022828c6e80e&xptdk=cb485b83-5e74-4b4d-84f0-022828c6e80e
https://down-id.img.susercontent.com/file/61c54d5f29dbb1d23de57f97e21dd18b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP XIAOMI REDMI BOOK 15 INTEL CORE i3-1115G4  8GB 512GB SSD Win10 ORIGINAL GARANSI RESMI NOTEBOOK 15.6"" XIAO MI",Rp,7.875.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,Cicilan,,,,,"LAPTOP XIAOMI REDMI BOOK 15 INTEL CORE i3-1115G4 8GB 512GB SSD Win10 ORIGINAL GARANSI RESMI NOTEBOOK 15.6"" XIAO MI
Rp
7.875.000
Cicilan
Makassar",https://shopee.co.id/LAPTOP-XIAOMI-REDMI-BOOK-15-INTEL-CORE-i3-1115G4-8GB-512GB-SSD-Win10-ORIGINAL-GARANSI-RESMI-NOTEBOOK-15.6-XIAO-MI-i.77886318.8197401509?extraParams=%7B%22display_model_id%22%3A96217102386%2C%22model_selection_logic%22%3A3%7D&sp_atk=4e6af255-1914-4b14-b92f-468c072441f8&xptdk=4e6af255-1914-4b14-b92f-468c072441f8
https://down-id.img.susercontent.com/file/a1dc0c90a6aed0752848101ab5ecb19c,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Xiaomi Redmibook 15 Intel Core i3 1115G4 8GB 256GB 15""FHD IPS W10",Rp,7.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,,,,,,"Xiaomi Redmibook 15 Intel Core i3 1115G4 8GB 256GB 15""FHD IPS W10
Rp
7.450.000
Semarang",https://shopee.co.id/Xiaomi-Redmibook-15-Intel-Core-i3-1115G4-8GB-256GB-15-FHD-IPS-W10-i.258843842.15303323858?extraParams=%7B%22display_model_id%22%3A114027743895%2C%22model_selection_logic%22%3A3%7D&sp_atk=fc3aeb50-a019-41fc-aaf6-0047c9c5eff8&xptdk=fc3aeb50-a019-41fc-aaf6-0047c9c5eff8
https://down-id.img.susercontent.com/file/sg-11134201-23010-i4vrwssqb6lve8,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,xiaomi redmibook 15 core i3 8/256gb original garansi resmi new,Rp,6.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,,,"xiaomi redmibook 15 core i3 8/256gb original garansi resmi new
Rp
6.500.000
Batam",https://shopee.co.id/xiaomi-redmibook-15-core-i3-8-256gb-original-garansi-resmi-new-i.198476199.18370983005?extraParams=%7B%22display_model_id%22%3A165466071224%2C%22model_selection_logic%22%3A3%7D&sp_atk=0afe1279-fb85-44a4-8a5a-70907deff83c&xptdk=0afe1279-fb85-44a4-8a5a-70907deff83c
https://down-id.img.susercontent.com/file/sg-11134201-8262v-mjxp4uly60w565,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,laptop Xiaomi Redmi Book 16 i5 12450H 16GB SSD512GB SCU23438,Rp,6.687.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,,,"laptop Xiaomi Redmi Book 16 i5 12450H 16GB SSD512GB SCU23438
Rp
6.687.500
Malang",https://shopee.co.id/laptop-Xiaomi-Redmi-Book-16-i5-12450H-16GB-SSD512GB-SCU23438-i.212142573.54605299539?extraParams=%7B%22display_model_id%22%3A282364206032%2C%22model_selection_logic%22%3A3%7D&sp_atk=a8d5d863-95cd-4567-9b3a-14820c799234&xptdk=a8d5d863-95cd-4567-9b3a-14820c799234
https://down-id.img.susercontent.com/file/id-11134207-23030-76uvzti83pov82,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI REDMIBOOK 15 RAM 8/512GB LAYAR 15.6 INCH FHD INTEL ® CORE ™ i3-111564 GARANSI RESMI 24BULAN,Rp,7.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,,,"XIAOMI REDMIBOOK 15 RAM 8/512GB LAYAR 15.6 INCH FHD INTEL ® CORE ™ i3-111564 GARANSI RESMI 24BULAN
Rp
7.999.000
Batam",https://shopee.co.id/XIAOMI-REDMIBOOK-15-RAM-8-512GB-LAYAR-15.6-INCH-FHD-INTEL-%C2%AE-CORE-%E2%84%A2-i3-111564-GARANSI-RESMI-24BULAN-i.917663150.20176248756?extraParams=%7B%22display_model_id%22%3A194059607928%2C%22model_selection_logic%22%3A3%7D&sp_atk=6966015f-3a36-431e-b014-5ef3058be731&xptdk=6966015f-3a36-431e-b014-5ef3058be731
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m5o1hxvysrtf9d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Xiaomi RedmiBook 14II AMD Ryzen 5 4500U Ram 8Gb Ssd 512Gb SCU15101,Rp,5.827.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,,,"Laptop Xiaomi RedmiBook 14II AMD Ryzen 5 4500U Ram 8Gb Ssd 512Gb SCU15101
Rp
5.827.500
Malang",https://shopee.co.id/Laptop-Xiaomi-RedmiBook-14II-AMD-Ryzen-5-4500U-Ram-8Gb-Ssd-512Gb-SCU15101-i.44435356.25240947835?extraParams=%7B%22display_model_id%22%3A198185755359%2C%22model_selection_logic%22%3A3%7D&sp_atk=b9a2d199-e122-47ba-b048-8fa5b849d60c&xptdk=b9a2d199-e122-47ba-b048-8fa5b849d60c
https://down-id.img.susercontent.com/file/sg-11134275-81zun-micxqakh8y6913,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Notebook Xiaomi Redmi Book Redmibook 15 - i3 - 256 - Windows,Rp,7.605.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,Produk Baru,,,,,"Laptop Notebook Xiaomi Redmi Book Redmibook 15 - i3 - 256 - Windows
Rp
7.605.000
Produk Baru
Surabaya",https://shopee.co.id/Laptop-Notebook-Xiaomi-Redmi-Book-Redmibook-15-i3-256-Windows-i.74569417.52453227875?extraParams=%7B%22display_model_id%22%3A350311074462%2C%22model_selection_logic%22%3A3%7D&sp_atk=3f88bbee-dcfd-4d76-9c28-24e3babcd129&xptdk=3f88bbee-dcfd-4d76-9c28-24e3babcd129
https://down-id.img.susercontent.com/file/0e96aaf70f84098ce9ea51ff8ed75d0c,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Xiaomi Redmibook 15 Intel Core i3 1115G4 8GB 256GB 15""FHD IPS W10",Rp,7.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,,,,,,"Xiaomi Redmibook 15 Intel Core i3 1115G4 8GB 256GB 15""FHD IPS W10
Rp
7.450.000
Semarang",https://shopee.co.id/Xiaomi-Redmibook-15-Intel-Core-i3-1115G4-8GB-256GB-15-FHD-IPS-W10-i.162756018.15402817090?extraParams=%7B%22display_model_id%22%3A150126973926%2C%22model_selection_logic%22%3A3%7D&sp_atk=342c98e6-b41c-4602-8edc-b28855c5920e&xptdk=342c98e6-b41c-4602-8edc-b28855c5920e
https://down-id.img.susercontent.com/file/sg-11134202-7ratg-mar6n8f5jocj43,,Laptop Xiaomi RedmiBook Pro 15 2022 Intel Core i7-12650H/i5 12450H RTX2050 16GB RAM 512GB/1TB SSD 3.2K 90Hz 15.6Inch Mi,Rp,19.826.332,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,,,,"Laptop Xiaomi RedmiBook Pro 15 2022 Intel Core i7-12650H/i5 12450H RTX2050 16GB RAM 512GB/1TB SSD 3.2K 90Hz 15.6Inch Mi
Rp
19.826.332
Jakarta Barat",https://shopee.co.id/Laptop-Xiaomi-RedmiBook-Pro-15-2022-Intel-Core-i7-12650H-i5-12450H-RTX2050-16GB-RAM-512GB-1TB-SSD-3.2K-90Hz-15.6Inch-Mi-i.1520687303.43903661032?extraParams=%7B%22display_model_id%22%3A227863094436%2C%22model_selection_logic%22%3A3%7D&sp_atk=9cfcef87-272f-455a-809b-9ff8aa3fddde&xptdk=9cfcef87-272f-455a-809b-9ff8aa3fddde
https://down-id.img.susercontent.com/file/c151fe9afff61f3c2c425de0c7de8328,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP XIAOMI REDMIBOOK 15 - CORE i3,Rp,7.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,,,,,,"LAPTOP XIAOMI REDMIBOOK 15 - CORE i3
Rp
7.500.000
Surabaya",https://shopee.co.id/LAPTOP-XIAOMI-REDMIBOOK-15-CORE-i3-i.139787388.13453458913?extraParams=%7B%22display_model_id%22%3A150178698526%2C%22model_selection_logic%22%3A3%7D&sp_atk=0f2200e7-dcd1-445d-8f75-6b675e67ea3a&xptdk=0f2200e7-dcd1-445d-8f75-6b675e67ea3a
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-majcx5jnayt455,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Mi Notebook Gaming Core i5-9300H 8GB 512GB Laptop Gaming,Rp,17.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,-5%,,,,"Xiaomi Mi Notebook Gaming Core i5-9300H 8GB 512GB Laptop Gaming
Rp
17.099.000
-5%
Jakarta Barat",https://shopee.co.id/Xiaomi-Mi-Notebook-Gaming-Core-i5-9300H-8GB-512GB-Laptop-Gaming-i.289855068.43003037767?extraParams=%7B%22display_model_id%22%3A260251763551%2C%22model_selection_logic%22%3A3%7D&sp_atk=793c033b-e8af-4563-b674-7c98af83ed1e&xptdk=793c033b-e8af-4563-b674-7c98af83ed1e
https://down-id.img.susercontent.com/file/b7514b6ca7d33300bbdf46607846420f,,Xiaomi Mi Notebook Air 13.3 Inch Windows 10,Rp,14.702.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,Cicilan,,,,,"Xiaomi Mi Notebook Air 13.3 Inch Windows 10
Rp
14.702.500
Cicilan
Jakarta Timur",https://shopee.co.id/Xiaomi-Mi-Notebook-Air-13.3-Inch-Windows-10-i.127639802.1949847433?extraParams=%7B%22display_model_id%22%3A3366680699%2C%22model_selection_logic%22%3A3%7D&sp_atk=0f2ddc27-9095-4cd3-b693-b3c730879851&xptdk=0f2ddc27-9095-4cd3-b693-b3c730879851
https://down-id.img.susercontent.com/file/2bf9702773783b5f0f10932c4325d740,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI REDMIBOOK 15 8/256GB GARANSI RESMI XIAOMI 2 TAHUN,Rp,8.799.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,,,,,"XIAOMI REDMIBOOK 15 8/256GB GARANSI RESMI XIAOMI 2 TAHUN
Rp
8.799.000
Kab. Tangerang",https://shopee.co.id/XIAOMI-REDMIBOOK-15-8-256GB-GARANSI-RESMI-XIAOMI-2-TAHUN-i.251344613.11759835983?extraParams=%7B%22display_model_id%22%3A85331892464%2C%22model_selection_logic%22%3A3%7D&sp_atk=75429f37-0ce6-4749-a035-337dc59bc99c&xptdk=75429f37-0ce6-4749-a035-337dc59bc99c
https://down-id.img.susercontent.com/file/f2f658857cbbd23d4eec480131a2a718,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Xiaomi RedmiBook 15- Coret i3 -1115G4-8 GB+256 GB Garansi Resm,Rp,7.418.600,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,,,,,,"Laptop Xiaomi RedmiBook 15- Coret i3 -1115G4-8 GB+256 GB Garansi Resm
Rp
7.418.600
Surabaya",https://shopee.co.id/Laptop-Xiaomi-RedmiBook-15-Coret-i3-1115G4-8-GB-256-GB-Garansi-Resm-i.239556161.19540485710?extraParams=%7B%22display_model_id%22%3A212058096581%2C%22model_selection_logic%22%3A3%7D&sp_atk=6f2bee84-4a90-4d5b-a3c1-0d9a5b8eb348&xptdk=6f2bee84-4a90-4d5b-a3c1-0d9a5b8eb348
https://down-id.img.susercontent.com/file/sg-11134202-7rauo-mar6wuuclmk6af,,2022 Laptop Xiaomi Redmibook Pro 14 Ici 2.5K 120Hz Notebook Ryze R5-6600H R7-6800H 16GB 512GB AMD Graphics,Rp,18.346.940,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,,,,"2022 Laptop Xiaomi Redmibook Pro 14 Ici 2.5K 120Hz Notebook Ryze R5-6600H R7-6800H 16GB 512GB AMD Graphics
Rp
18.346.940
Jakarta Barat",https://shopee.co.id/2022-Laptop-Xiaomi-Redmibook-Pro-14-Ici-2.5K-120Hz-Notebook-Ryze-R5-6600H-R7-6800H-16GB-512GB-AMD-Graphics-i.1520687303.43753696748?extraParams=%7B%22display_model_id%22%3A260310110082%2C%22model_selection_logic%22%3A3%7D&sp_atk=803db14f-0893-456f-ba3a-e2f92dc2b341&xptdk=803db14f-0893-456f-ba3a-e2f92dc2b341
https://down-id.img.susercontent.com/file/9db21fe05ac8e388be7eb4494b1a144e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Xiaomi RedmiBook 15 INTEL I3-1115G4 8GB 256GB SSD 15,6"" WIN 10",Rp,6.950.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,,,"Xiaomi RedmiBook 15 INTEL I3-1115G4 8GB 256GB SSD 15,6"" WIN 10
Rp
6.950.000
Malang",https://shopee.co.id/Xiaomi-RedmiBook-15-INTEL-I3-1115G4-8GB-256GB-SSD-15-6-WIN-10-i.224371131.17614076255?extraParams=%7B%22display_model_id%22%3A105603919937%2C%22model_selection_logic%22%3A3%7D&sp_atk=572abe2e-4645-4728-bfc8-cc20f0f7e6e9&xptdk=572abe2e-4645-4728-bfc8-cc20f0f7e6e9
