-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,img,text-xs/sp14_2,text-xs,pointer-events-none,align-middle,truncate,text-shopee-primary,pointer-events-none_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rasj-m4a3u8lnwhi144,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HP Elitebook 745 - AMD Ryzen Pro / 8GB / 256GB SSD / 14 inch / bekas,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,41 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,"HP Elitebook 745 - AMD Ryzen Pro / 8GB / 256GB SSD / 14 inch / bekas
Rp
3.200.000
5.0
41 Terjual
Jakarta Pusat",https://shopee.co.id/HP-Elitebook-745-AMD-Ryzen-Pro-8GB-256GB-SSD-14-inch-bekas-i.124282589.29471927428?extraParams=%7B%22display_model_id%22%3A233651870288%2C%22model_selection_logic%22%3A3%7D&sp_atk=3bcc86b8-ce92-423a-8d7f-cc35cceccfa2&xptdk=3bcc86b8-ce92-423a-8d7f-cc35cceccfa2
https://down-id.img.susercontent.com/file/sg-11134201-23010-pekjd1wk5qmvd8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop HP Core i7 i5 / RAM 16GB / SSD 1TB / 2TB / 500GB / SSD 256GB / SSD 512GB - Laptop Bekas HP i7 i5 8GB SSD,,Rp,1.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,447 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,Cicilan,,,"Laptop HP Core i7 i5 / RAM 16GB / SSD 1TB / 2TB / 500GB / SSD 256GB / SSD 512GB - Laptop Bekas HP i7 i5 8GB SSD
Rp
1.300.000
Cicilan
4.7
447 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-HP-Core-i7-i5-RAM-16GB-SSD-1TB-2TB-500GB-SSD-256GB-SSD-512GB-Laptop-Bekas-HP-i7-i5-8GB-SSD-i.20507921.1386936960?extraParams=%7B%22display_model_id%22%3A21973162444%2C%22model_selection_logic%22%3A3%7D&sp_atk=25458ccb-502e-479d-86f8-af20c33fb8cc&xptdk=25458ccb-502e-479d-86f8-af20c33fb8cc
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mbma3ql55pn8de,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop HP ProBook X360 2IN1 TS / 430 440 450 470 445 G3/G5/G7/G8 Core i5/i7/AMD 5PRO  - SECOND MURAH BERGARANSI & BERKUALITAS,,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,192 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop HP ProBook X360 2IN1 TS / 430 440 450 470 445 G3/G5/G7/G8 Core i5/i7/AMD 5PRO - SECOND MURAH BERGARANSI & BERKUALITAS
Rp
1.500.000
-6%
4.7
192 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-HP-ProBook-X360-2IN1-TS-430-440-450-470-445-G3-G5-G7-G8-Core-i5-i7-AMD-5PRO-SECOND-MURAH-BERGARANSI-BERKUALITAS-i.940039185.23122994606?extraParams=%7B%22display_model_id%22%3A360479932843%2C%22model_selection_logic%22%3A3%7D&sp_atk=2f1902ab-d420-4f4d-ba88-a853ae4e6386&xptdk=2f1902ab-d420-4f4d-ba88-a853ae4e6386
https://down-id.img.susercontent.com/file/id-11134207-82250-mkj2v2t0etc21d,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Laptop Hp Probook 440 G7 I3 GEN 10 I5 GEN 10 SECOND BERKUALITAS BERGARANSI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,23 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,-3%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop Hp Probook 440 G7 I3 GEN 10 I5 GEN 10 SECOND BERKUALITAS BERGARANSI
Rp
3.600.000
-3%
4.9
23 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Hp-Probook-440-G7-I3-GEN-10-I5-GEN-10-SECOND-BERKUALITAS-BERGARANSI-i.676179521.14249012845?extraParams=%7B%22display_model_id%22%3A68761840312%2C%22model_selection_logic%22%3A3%7D&sp_atk=68991340-a92b-494c-98ca-d14d0f783d17&xptdk=68991340-a92b-494c-98ca-d14d0f783d17
https://down-id.img.susercontent.com/file/id-11134207-7r98q-lrp62pkzfm9l36,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Hp Bekas Core I7 Ram 8gb Gen 4 Murah,,Rp,2.000.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Magetan,,,,"Laptop Hp Bekas Core I7 Ram 8gb Gen 4 Murah
Rp
2.000.000
Kab. Magetan",https://shopee.co.id/Laptop-Hp-Bekas-Core-I7-Ram-8gb-Gen-4-Murah-i.508787497.25163405208?extraParams=%7B%22display_model_id%22%3A255332671039%2C%22model_selection_logic%22%3A3%7D&sp_atk=cb808e19-788c-427b-b0c7-677bf01755b4&xptdk=cb808e19-788c-427b-b0c7-677bf01755b4
https://down-id.img.susercontent.com/file/sg-11134201-23010-gkobiuhp5qmv52,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop HP CORE i5 i7 / 14 inch / SSD 512GB / RAM 8GB / SSD 256GB / 500GB / 1TB / 2TB / Windows 10, Laptop Bekas HP i5 Murah",,Rp,1.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,929 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,Cicilan,,,"Laptop HP CORE i5 i7 / 14 inch / SSD 512GB / RAM 8GB / SSD 256GB / 500GB / 1TB / 2TB / Windows 10, Laptop Bekas HP i5 Murah
Rp
1.400.000
Cicilan
4.6
929 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-HP-CORE-i5-i7-14-inch-SSD-512GB-RAM-8GB-SSD-256GB-500GB-1TB-2TB-Windows-10-Laptop-Bekas-HP-i5-Murah-i.20507921.1043393976?extraParams=%7B%22display_model_id%22%3A194985939335%2C%22model_selection_logic%22%3A3%7D&sp_atk=6167ec10-4f6e-4bd9-b517-a4f741816612&xptdk=6167ec10-4f6e-4bd9-b517-a4f741816612
https://down-id.img.susercontent.com/file/id-11134207-7rbk7-maf8sms175y1c4,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Laptop HP Elitebook 250 630 X360 745 845 1020 8460P G2/G3 Core i7 Generasi 7 Touchscreen + Bisa Dilipat 360 Derajat SECOND BERKUALITAS !!,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,152 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop HP Elitebook 250 630 X360 745 845 1020 8460P G2/G3 Core i7 Generasi 7 Touchscreen + Bisa Dilipat 360 Derajat SECOND BERKUALITAS !!
Rp
1.700.000
-6%
5.0
152 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-HP-Elitebook-250-630-X360-745-845-1020-8460P-G2-G3-Core-i7-Generasi-7-Touchscreen-Bisa-Dilipat-360-Derajat-SECOND-BERKUALITAS-!!-i.676179521.18154058062?extraParams=%7B%22display_model_id%22%3A281824185594%2C%22model_selection_logic%22%3A3%7D&sp_atk=60394914-6464-4068-a5c0-25311fd7cbdf&xptdk=60394914-6464-4068-a5c0-25311fd7cbdf
https://down-id.img.susercontent.com/file/id-11134207-7rasg-m52mgjyh65ebd9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP Elitebook Probook Second Laptop 14inch  840 G3 645 G4 Core I5 I7 RAM 8/16G SSD 256/512 GB Bekas Peningkatan baru laptop original berkualitas Mulus Bekas IPS US Keyboard backlight,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,,,"HP Elitebook Probook Second Laptop 14inch 840 G3 645 G4 Core I5 I7 RAM 8/16G SSD 256/512 GB Bekas Peningkatan baru laptop original berkualitas Mulus Bekas IPS US Keyboard backlight
Rp
1.599.000
4.7
1RB+ Terjual
Tangerang",https://shopee.co.id/HP-Elitebook-Probook-Second-Laptop-14inch-840-G3-645-G4-Core-I5-I7-RAM-8-16G-SSD-256-512-GB-Bekas-Peningkatan-baru-laptop-original-berkualitas-Mulus-Bekas-IPS-US-Keyboard-backlight-i.772901883.23345567541?extraParams=%7B%22display_model_id%22%3A297410849172%2C%22model_selection_logic%22%3A3%7D&sp_atk=c25c70a1-f0d5-45aa-98b5-1e1c0e1d3830&xptdk=c25c70a1-f0d5-45aa-98b5-1e1c0e1d3830
https://down-id.img.susercontent.com/file/id-11134207-822wo-mn94tttpklqd7e,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Second HP PROBOOK G Ram 8gb Ssd 128gb,,Rp,1.500.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,,,,"Laptop Second HP PROBOOK G Ram 8gb Ssd 128gb
Rp
1.500.000
Kab. Malang",https://shopee.co.id/Laptop-Second-HP-PROBOOK-G-Ram-8gb-Ssd-128gb-i.221533890.55909117466?extraParams=%7B%22display_model_id%22%3A292551675923%2C%22model_selection_logic%22%3A3%7D&sp_atk=76c87708-5eb7-457c-97e5-e5285fc76e1c&xptdk=76c87708-5eb7-457c-97e5-e5285fc76e1c
https://down-id.img.susercontent.com/file/id-11134207-822wp-mn2j6v5nmdc1a5,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop HP EliteBook / Probook / Folio Core i5 / i7 RAM 8GB / 16GB Notebook Second Slim 14 inch | 840 G5 - G4 / G3 / G2 / G1 / 840 G2 / 640 G2 / Folio 1040,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,299 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,"Laptop HP EliteBook / Probook / Folio Core i5 / i7 RAM 8GB / 16GB Notebook Second Slim 14 inch | 840 G5 - G4 / G3 / G2 / G1 / 840 G2 / 640 G2 / Folio 1040
Rp
2.600.000
4.8
299 Terjual
Kab. Tangerang",https://shopee.co.id/Laptop-HP-EliteBook-Probook-Folio-Core-i5-i7-RAM-8GB-16GB-Notebook-Second-Slim-14-inch-840-G5-G4-G3-G2-G1-840-G2-640-G2-Folio-1040-i.177626251.27723568980?extraParams=%7B%22display_model_id%22%3A350457700049%2C%22model_selection_logic%22%3A3%7D&sp_atk=aa5d6cf0-a72b-48a3-b213-b75dc0c8c940&xptdk=aa5d6cf0-a72b-48a3-b213-b75dc0c8c940
https://down-id.img.susercontent.com/file/id-11134207-7rask-m62hrc5l4e5443,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop HP PROBOOK 430 440 G8 Core i3 Ram 8GB SSD 512GB - Second Murah & Bergaransi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.749.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,39 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,"Laptop HP PROBOOK 430 440 G8 Core i3 Ram 8GB SSD 512GB - Second Murah & Bergaransi
Rp
3.749.000
5.0
39 Terjual
Jakarta Pusat",https://shopee.co.id/Laptop-HP-PROBOOK-430-440-G8-Core-i3-Ram-8GB-SSD-512GB-Second-Murah-Bergaransi-i.1434879797.27725730417?extraParams=%7B%22display_model_id%22%3A307347651709%2C%22model_selection_logic%22%3A3%7D&sp_atk=9fbbb3ef-7bd1-4453-af57-6b25077ad5ae&xptdk=9fbbb3ef-7bd1-4453-af57-6b25077ad5ae
