-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,pointer-events-none,pointer-events-none_2,w-auto,text-white,pointer-events-none_3,align-middle,img,text-xs/sp14_2,text-xs,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rask-m3ubm59ajvfeac,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,LAPTOP AXIOO HYPE 7 AMD  Ryzen 7 5700U 16GB 512GB Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.098.000,-17%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,466 Terjual,Pilih Lokal,"LAPTOP AXIOO HYPE 7 AMD Ryzen 7 5700U 16GB 512GB Windows 11
Rp
9.098.000
-17%
Pilih Lokal
Kombo Hemat
5.0
466 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/LAPTOP-AXIOO-HYPE-7-AMD-Ryzen-7-5700U-16GB-512GB-Windows-11-i.608012662.25660372763?extraParams=%7B%22display_model_id%22%3A240263495490%2C%22model_selection_logic%22%3A3%7D&sp_atk=2b2104a3-2bff-4618-ab77-9ecd5597ed63&xptdk=2b2104a3-2bff-4618-ab77-9ecd5597ed63
https://down-id.img.susercontent.com/file/id-11134207-8224z-mipjrls1y9zc9c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Axioo Hype 5 [AMD Ryzen 5-5560U/8 GB/256GB/W11/14"" FHD IPS]",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.465.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,,Produk Baru,"Laptop Axioo Hype 5 [AMD Ryzen 5-5560U/8 GB/256GB/W11/14"" FHD IPS]
Rp
6.465.000
-1%
Produk Baru
Batam",https://shopee.co.id/Laptop-Axioo-Hype-5-AMD-Ryzen-5-5560U-8-GB-256GB-W11-14-FHD-IPS--i.1174368289.56953772689?extraParams=%7B%22display_model_id%22%3A360358567459%2C%22model_selection_logic%22%3A3%7D&sp_atk=e162425d-cae5-4b0c-b450-a77c1f95be51&xptdk=e162425d-cae5-4b0c-b450-a77c1f95be51
https://down-id.img.susercontent.com/file/id-11134207-8224r-ml08kwgvsg7464,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Axioo Hype 1 4GB 128GB SSD 14"" HD Windows 11",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.244.000,-23%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok 12:00,,"Axioo Hype 1 4GB 128GB SSD 14"" HD Windows 11
Rp
3.244.000
-23%
Besok 12:00
Kab. Sidoarjo",https://shopee.co.id/Axioo-Hype-1-4GB-128GB-SSD-14-HD-Windows-11-i.1697720829.41228824196?extraParams=%7B%22display_model_id%22%3A430571398470%2C%22model_selection_logic%22%3A3%7D&sp_atk=1aec5e7b-ab56-4fec-a984-c5e010eb2064&xptdk=1aec5e7b-ab56-4fec-a984-c5e010eb2064
https://down-id.img.susercontent.com/file/id-11134207-82250-ml646bw1ko3xbf,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,Axioo Hype 5 X6 Gaming Laptop Ryzen 5 32GB 1TB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.396.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,115 Terjual,Pilih Lokal,"Axioo Hype 5 X6 Gaming Laptop Ryzen 5 32GB 1TB
Rp
7.396.000
-1%
Pilih Lokal
4.9
115 Terjual
< 2 Hari
Depok",https://shopee.co.id/Axioo-Hype-5-X6-Gaming-Laptop-Ryzen-5-32GB-1TB-i.445258003.13281488211?extraParams=%7B%22display_model_id%22%3A415580363175%2C%22model_selection_logic%22%3A3%7D&sp_atk=5c480ce2-c79f-4e00-9059-25ce6e268655&xptdk=5c480ce2-c79f-4e00-9059-25ce6e268655
https://down-id.img.susercontent.com/file/id-11134207-82251-mjz3rotgv211a0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP AXIOO HYPE 5 AMD X5-2 - LOLLIPOP RYZEN 5 7430 8GB 256GB W11 14.0FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.352.000,-32%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,,"LAPTOP AXIOO HYPE 5 AMD X5-2 - LOLLIPOP RYZEN 5 7430 8GB 256GB W11 14.0FHD IPS
Rp
7.352.000
-32%
5.0
6 Terjual
Besok
Surabaya",https://shopee.co.id/LAPTOP-AXIOO-HYPE-5-AMD-X5-2-LOLLIPOP-RYZEN-5-7430-8GB-256GB-W11-14.0FHD-IPS-i.1273997571.28524332072?extraParams=%7B%22display_model_id%22%3A147658969601%2C%22model_selection_logic%22%3A3%7D&sp_atk=e066eddc-1b3e-425e-b145-0326211faa87&xptdk=e066eddc-1b3e-425e-b145-0326211faa87
https://down-id.img.susercontent.com/file/id-11134207-822wn-mn5kmldy6bygf6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Axioo Hype 5 AMD X5-2 Ryzen 5 7430U Ram 8GB 256GB SSD Windows 11 14"" Full HD IPS",,Rp,7.358.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,11 Terjual,,"Laptop Axioo Hype 5 AMD X5-2 Ryzen 5 7430U Ram 8GB 256GB SSD Windows 11 14"" Full HD IPS
Rp
7.358.000
5.0
11 Terjual
< 2 Hari
Kab. Bogor",https://shopee.co.id/Laptop-Axioo-Hype-5-AMD-X5-2-Ryzen-5-7430U-Ram-8GB-256GB-SSD-Windows-11-14-Full-HD-IPS-i.1463038349.27976312765?extraParams=%7B%22display_model_id%22%3A29569771314%2C%22model_selection_logic%22%3A3%7D&sp_atk=d2246453-5cfc-4f85-b23b-d4350acc412d&xptdk=d2246453-5cfc-4f85-b23b-d4350acc412d
https://down-id.img.susercontent.com/file/id-11134207-7rash-m5ce8w8czldyb7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP AXIOO HYPE 1 N4020 4GB 128GB W11 14.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.747.000,-51%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,12 Terjual,,"LAPTOP AXIOO HYPE 1 N4020 4GB 128GB W11 14.0
Rp
3.747.000
-51%
5.0
12 Terjual
Besok
Surabaya",https://shopee.co.id/LAPTOP-AXIOO-HYPE-1-N4020-4GB-128GB-W11-14.0-i.1273997571.25740765925?extraParams=%7B%22display_model_id%22%3A118574858680%2C%22model_selection_logic%22%3A3%7D&sp_atk=482e2f1e-a394-469c-b377-6a99c404009a&xptdk=482e2f1e-a394-469c-b377-6a99c404009a
https://down-id.img.susercontent.com/file/id-11134207-8224o-mjo52xzrbabrc2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Hype 5 Ryzen 5 8GB 256GB SSD Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.198.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,,"Axioo Hype 5 Ryzen 5 8GB 256GB SSD Windows 11
Rp
4.198.000
-1%
5.0
6 Terjual
< 2 Hari
Kab. Tangerang",https://shopee.co.id/Axioo-Hype-5-Ryzen-5-8GB-256GB-SSD-Windows-11-i.401207104.18484150184?extraParams=%7B%22display_model_id%22%3A262411408701%2C%22model_selection_logic%22%3A3%7D&sp_atk=20f693d6-af68-45cc-b599-2d43b9ca9ede&xptdk=20f693d6-af68-45cc-b599-2d43b9ca9ede
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m9fn8x044uzx9d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Axioo MyBook Hype 5 X6 Ryzen 5 16GB 512GB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,8.924.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,17 Terjual,,"Axioo MyBook Hype 5 X6 Ryzen 5 16GB 512GB SSD
Rp
8.924.000
5.0
17 Terjual
< 2 Hari
Yogyakarta",https://shopee.co.id/Axioo-MyBook-Hype-5-X6-Ryzen-5-16GB-512GB-SSD-i.29339583.29836180936?extraParams=%7B%22display_model_id%22%3A400647054998%2C%22model_selection_logic%22%3A3%7D&sp_atk=94b5ebe9-1dcf-4a18-8bef-8ade24f2ae4e&xptdk=94b5ebe9-1dcf-4a18-8bef-8ade24f2ae4e
https://down-id.img.susercontent.com/file/id-11134207-81ztk-me22ei9sfg923d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Laptop Axioo Mybook Hype 5 AMD Ryzen 5 3500u,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.850.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.2,13 Terjual,,"Laptop Axioo Mybook Hype 5 AMD Ryzen 5 3500u
Rp
3.850.000
4.2
13 Terjual
2-3 Hari
Kab. Sidoarjo",https://shopee.co.id/Laptop-Axioo-Mybook-Hype-5-AMD-Ryzen-5-3500u-i.35433286.28789552493?extraParams=%7B%22display_model_id%22%3A280984991551%2C%22model_selection_logic%22%3A3%7D&sp_atk=8459d4a3-13fd-4c38-a685-0cffe0cb53cb&xptdk=8459d4a3-13fd-4c38-a685-0cffe0cb53cb
https://down-id.img.susercontent.com/file/id-11134207-8224v-mi4aqxa8gweg08,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Hype 5 Ryzen 5 16GB 512GB SSD Win11 Pro,,Rp,7.399.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,"Axioo Hype 5 Ryzen 5 16GB 512GB SSD Win11 Pro
Rp
7.399.000
5.0
1 Terjual
< 2 Hari
Tangerang",https://shopee.co.id/Axioo-Hype-5-Ryzen-5-16GB-512GB-SSD-Win11-Pro-i.1617786982.28891165530?extraParams=%7B%22display_model_id%22%3A330167939636%2C%22model_selection_logic%22%3A3%7D&sp_atk=652cdba2-7ce1-4e87-85be-556d89ff5def&xptdk=652cdba2-7ce1-4e87-85be-556d89ff5def
https://down-id.img.susercontent.com/file/id-11134207-7rasj-m5gv3zqgd53qbd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Mybook Hype 3 G11 Core i3 16GB 512GB FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.196.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,4 Terjual,,"Axioo Mybook Hype 3 G11 Core i3 16GB 512GB FHD
Rp
4.196.000
-1%
5.0
4 Terjual
< 2 Hari
Depok",https://shopee.co.id/Axioo-Mybook-Hype-3-G11-Core-i3-16GB-512GB-FHD-i.445258003.29274658007?extraParams=%7B%22display_model_id%22%3A198791062105%2C%22model_selection_logic%22%3A3%7D&sp_atk=54928b0c-f9ab-4bcd-9607-aa0caab71014&xptdk=54928b0c-f9ab-4bcd-9607-aa0caab71014
https://down-id.img.susercontent.com/file/sg-11134201-7rau7-majpg80jx4s662,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Hype 5 Ryzen 5 32GB 2TB SSD Windows 11,,Rp,5.875.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,"Axioo Hype 5 Ryzen 5 32GB 2TB SSD Windows 11
Rp
5.875.000
< 2 Hari
Malang",https://shopee.co.id/Axioo-Hype-5-Ryzen-5-32GB-2TB-SSD-Windows-11-i.44435356.40103077761?extraParams=%7B%22display_model_id%22%3A243479042236%2C%22model_selection_logic%22%3A3%7D&sp_atk=c71606b4-7481-49ab-9e98-736259f9c5f0&xptdk=c71606b4-7481-49ab-9e98-736259f9c5f0
https://down-id.img.susercontent.com/file/id-11134207-8224r-mivh9rop8f7na4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop AXIOO HYPE 7 X7-2 AMD RYZEN 7-5825U RAM 8GB SSD 512GB IPS Backlit,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,5.500.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,Produk Baru,"Laptop AXIOO HYPE 7 X7-2 AMD RYZEN 7-5825U RAM 8GB SSD 512GB IPS Backlit
Rp
5.500.000
Produk Baru
5.0
2 Terjual
3-5 Hari
Bandung",https://shopee.co.id/Laptop-AXIOO-HYPE-7-X7-2-AMD-RYZEN-7-5825U-RAM-8GB-SSD-512GB-IPS-Backlit-i.261317525.50303939516?extraParams=%7B%22display_model_id%22%3A400374395510%2C%22model_selection_logic%22%3A3%7D&sp_atk=61b76855-dc57-4e60-864b-43177c59c443&xptdk=61b76855-dc57-4e60-864b-43177c59c443
https://down-id.img.susercontent.com/file/id-11134207-822wk-mmbk37z7ffns7a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Hype 5 Ryzen 5 16GB 512GB Gaming Laptop,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,8.797.000,-39%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,361 Terjual,,"Axioo Hype 5 Ryzen 5 16GB 512GB Gaming Laptop
Rp
8.797.000
-39%
5.0
361 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Axioo-Hype-5-Ryzen-5-16GB-512GB-Gaming-Laptop-i.148846460.55256109823?extraParams=%7B%22display_model_id%22%3A249192406191%2C%22model_selection_logic%22%3A3%7D&sp_atk=d7f7989f-f8cf-486f-b652-f2cfafc2cf1e&xptdk=d7f7989f-f8cf-486f-b652-f2cfafc2cf1e
https://down-id.img.susercontent.com/file/id-11134207-7ra0h-mdr5dlyleopa97,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Mybook 14F Celeron 4GB 256GB W10 2.5K,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.756.000,-37%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,85 Terjual,Cicilan,"Axioo Mybook 14F Celeron 4GB 256GB W10 2.5K
Rp
3.756.000
-37%
Cicilan
Hadiah Gratis
4.8
85 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Axioo-Mybook-14F-Celeron-4GB-256GB-W10-2.5K-i.250649369.9127253930?extraParams=%7B%22display_model_id%22%3A205134018847%2C%22model_selection_logic%22%3A3%7D&sp_atk=87dc213c-def3-4ba9-8cef-c9d9764f00fd&xptdk=87dc213c-def3-4ba9-8cef-c9d9764f00fd
https://down-id.img.susercontent.com/file/id-11134207-82251-mjas809qw6px85,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Axioo Hype 3 i3 1125G4 16GB 768GB SSD Win11 Pro,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,7.198.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,Produk Baru,"Axioo Hype 3 i3 1125G4 16GB 768GB SSD Win11 Pro
Rp
7.198.000
-1%
Produk Baru
Hadiah Gratis
5.0
6 Terjual
< 2 Hari
Bandung",https://shopee.co.id/Axioo-Hype-3-i3-1125G4-16GB-768GB-SSD-Win11-Pro-i.1413681782.46704438183?extraParams=%7B%22display_model_id%22%3A315414532771%2C%22model_selection_logic%22%3A3%7D&sp_atk=e3438e4d-580e-45e6-a19d-3e39bb4a27e2&xptdk=e3438e4d-580e-45e6-a19d-3e39bb4a27e2
