-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,pointer-events-none_3,truncate,img_2,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wi-mlsv0i6lktmq9e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Laptop Zyrex L-Book Intel N4020 8GB 128GB Win 11 14"" Garansi Resmi",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.749.000,-17%,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=13111609999&shopid=33211656,"Laptop Zyrex L-Book Intel N4020 8GB 128GB Win 11 14"" Garansi Resmi
Rp
3.749.000
-17%
5.0
1 Terjual
< 2 Hari
Yogyakarta",https://shopee.co.id/Laptop-Zyrex-L-Book-Intel-N4020-8GB-128GB-Win-11-14-Garansi-Resmi-i.33211656.13111609999?extraParams=%7B%22display_model_id%22%3A102515916256%2C%22model_selection_logic%22%3A3%7D&sp_atk=24a0d8a3-d1b3-49f6-8a9f-0679139f3646&xptdk=24a0d8a3-d1b3-49f6-8a9f-0679139f3646
https://down-id.img.susercontent.com/file/id-11134207-822wq-mmwvzy8bqsxw20,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Zyrex Cruiser 20/Intel Core i7-11390H/RAM 8 GB/SSD 512 GB/Garansi Toko 1 Bulan,,Rp,5.800.000,,,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=55258616403&shopid=859318413,"Zyrex Cruiser 20/Intel Core i7-11390H/RAM 8 GB/SSD 512 GB/Garansi Toko 1 Bulan
Rp
5.800.000
3-4 Hari
Kab. Sleman",https://shopee.co.id/Zyrex-Cruiser-20-Intel-Core-i7-11390H-RAM-8-GB-SSD-512-GB-Garansi-Toko-1-Bulan-i.859318413.55258616403?extraParams=%7B%22display_model_id%22%3A196380140476%2C%22model_selection_logic%22%3A3%7D&sp_atk=2a15e4b3-a8df-40a8-bf7f-d8515522e40b&xptdk=2a15e4b3-a8df-40a8-bf7f-d8515522e40b
https://down-id.img.susercontent.com/file/id-11134207-82252-mkoyhfxiptl16b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX Laptop Ultra N100 Baru 8GB RAM 128GB eMMC 256GB SSD 14 Inch Full HD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.788.000,,,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=48406222656&shopid=1699994016,"ZYREX Laptop Ultra N100 Baru 8GB RAM 128GB eMMC 256GB SSD 14 Inch Full HD
Rp
4.788.000
Besok 12:00
Surabaya",https://shopee.co.id/ZYREX-Laptop-Ultra-N100-Baru-8GB-RAM-128GB-eMMC-256GB-SSD-14-Inch-Full-HD-i.1699994016.48406222656?extraParams=%7B%22display_model_id%22%3A405563241373%2C%22model_selection_logic%22%3A3%7D&sp_atk=1c29e78f-d445-4ade-b69a-2c6ff885aa56&xptdk=1c29e78f-d445-4ade-b69a-2c6ff885aa56
https://down-id.img.susercontent.com/file/id-11134207-8224o-mjuso2udsrnod8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX L-BOOK N4020 8GB 128GB + 256GB W11PRO 14 INCH,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.319.500,,,11 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=48805285365&shopid=629404557,"ZYREX L-BOOK N4020 8GB 128GB + 256GB W11PRO 14 INCH
Rp
4.319.500
11 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/ZYREX-L-BOOK-N4020-8GB-128GB-256GB-W11PRO-14-INCH-i.629404557.48805285365?extraParams=%7B%22display_model_id%22%3A282361509554%2C%22model_selection_logic%22%3A3%7D&sp_atk=e799e417-88e1-48dc-8616-4efb138b9142&xptdk=e799e417-88e1-48dc-8616-4efb138b9142
https://down-id.img.susercontent.com/file/id-11134207-822wh-mlxczrzg2yo036,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Zyrex NoteBook D-TECH AMD Ryzen 5 3500U AMD Radeon Ram 16Gb Ssd 512Gb Desain Tipis Modern,,Rp,4.290.000,,,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=25345663510&shopid=1443585582,"Laptop Zyrex NoteBook D-TECH AMD Ryzen 5 3500U AMD Radeon Ram 16Gb Ssd 512Gb Desain Tipis Modern
Rp
4.290.000
2-3 Hari
Malang",https://shopee.co.id/Laptop-Zyrex-NoteBook-D-TECH-AMD-Ryzen-5-3500U-AMD-Radeon-Ram-16Gb-Ssd-512Gb-Desain-Tipis-Modern-i.1443585582.25345663510?extraParams=%7B%22display_model_id%22%3A259184749030%2C%22model_selection_logic%22%3A3%7D&sp_atk=ff0b2a0c-4275-4dd2-a71d-12e59b290dcb&xptdk=ff0b2a0c-4275-4dd2-a71d-12e59b290dcb
https://down-id.img.susercontent.com/file/id-11134207-822wp-mlbfj52t21ag09,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NEW LAPTOP ZYREX L-BOOK LIFEBOOK Intel Celeron N4020/8GB/128GB/14inch HD,,Rp,4.999.000,,,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Probolinggo,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=53306623616&shopid=799955871,"NEW LAPTOP ZYREX L-BOOK LIFEBOOK Intel Celeron N4020/8GB/128GB/14inch HD
Rp
4.999.000
2-3 Hari
Probolinggo",https://shopee.co.id/NEW-LAPTOP-ZYREX-L-BOOK-LIFEBOOK-Intel-Celeron-N4020-8GB-128GB-14inch-HD-i.799955871.53306623616?extraParams=%7B%22display_model_id%22%3A277428246859%2C%22model_selection_logic%22%3A3%7D&sp_atk=84e89565-3196-4b75-b695-4e4757bd4d0b&xptdk=84e89565-3196-4b75-b695-4e4757bd4d0b
https://down-id.img.susercontent.com/file/sg-11134201-7ra1x-m4laj5pea00343,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop multimedia Zyrex Cruiser 20 Intel Core i3-10110u Ram 4Gb Ssd 256Gb 18077,,Rp,2.730.000,,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28672592976&shopid=79997666,"Laptop multimedia Zyrex Cruiser 20 Intel Core i3-10110u Ram 4Gb Ssd 256Gb 18077
Rp
2.730.000
< 2 Hari
Malang",https://shopee.co.id/Laptop-multimedia-Zyrex-Cruiser-20-Intel-Core-i3-10110u-Ram-4Gb-Ssd-256Gb-18077-i.79997666.28672592976?extraParams=%7B%22display_model_id%22%3A237235722593%2C%22model_selection_logic%22%3A3%7D&sp_atk=2e4f5d73-74f1-4734-8bce-bb1fdc3ea495&xptdk=2e4f5d73-74f1-4734-8bce-bb1fdc3ea495
https://down-id.img.susercontent.com/file/id-11134207-8224p-mh8vykj2yv4e85,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Zyrex Lifebook Intel N4020 8GB 128/256GB Win 11 Pro,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.160.000,,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=26387299893&shopid=261978781,"Zyrex Lifebook Intel N4020 8GB 128/256GB Win 11 Pro
Rp
4.160.000
5.0
3 Terjual
< 2 Hari
Depok",https://shopee.co.id/Zyrex-Lifebook-Intel-N4020-8GB-128-256GB-Win-11-Pro-i.261978781.26387299893?extraParams=%7B%22display_model_id%22%3A300295837993%2C%22model_selection_logic%22%3A3%7D&sp_atk=79adb8f9-c9d9-4df7-996c-7d5dc6bfd981&xptdk=79adb8f9-c9d9-4df7-996c-7d5dc6bfd981
https://down-id.img.susercontent.com/file/sg-11134201-7renp-m8ir8h9phj8114,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX KINTAMANI AMD A9 9400 4GB 128GB W10 14.0,,Rp,2.080.000,,,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=25743959683&shopid=141725604,"ZYREX KINTAMANI AMD A9 9400 4GB 128GB W10 14.0
Rp
2.080.000
2-3 Hari
Malang",https://shopee.co.id/ZYREX-KINTAMANI-AMD-A9-9400-4GB-128GB-W10-14.0-i.141725604.25743959683?extraParams=%7B%22display_model_id%22%3A215985821065%2C%22model_selection_logic%22%3A3%7D&sp_atk=74b504ca-c4cd-44b0-b6f2-9781b45145c3&xptdk=74b504ca-c4cd-44b0-b6f2-9781b45145c3
https://down-id.img.susercontent.com/file/id-11134207-8224o-mkj80uztrdvmf6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,[GARANSI 1 TAHUN] LAPTOP ZYREX L-BOOK N4020 8GB 128GB W11PRO 14.0,,Rp,4.160.000,,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=57906029807&shopid=1471988966,"[GARANSI 1 TAHUN] LAPTOP ZYREX L-BOOK N4020 8GB 128GB W11PRO 14.0
Rp
4.160.000
< 2 Hari
Surabaya",https://shopee.co.id/-GARANSI-1-TAHUN-LAPTOP-ZYREX-L-BOOK-N4020-8GB-128GB-W11PRO-14.0-i.1471988966.57906029807?extraParams=%7B%22display_model_id%22%3A177385576601%2C%22model_selection_logic%22%3A3%7D&sp_atk=b8489732-cc28-4408-8448-7eae9fef7859&xptdk=b8489732-cc28-4408-8448-7eae9fef7859
https://down-id.img.susercontent.com/file/id-11134207-7ras9-m5b442dsp8yg40,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Laptop Zyrex D-Tech Ryzen 5 3500U 16GB 512GB 14"" Windows 11 Home - Laptop Pelajar Murah Meriah",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.373.000,-1%,5.0,20 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29874148182&shopid=1316244009,"Laptop Zyrex D-Tech Ryzen 5 3500U 16GB 512GB 14"" Windows 11 Home - Laptop Pelajar Murah Meriah
Rp
6.373.000
-1%
5.0
20 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Laptop-Zyrex-D-Tech-Ryzen-5-3500U-16GB-512GB-14-Windows-11-Home-Laptop-Pelajar-Murah-Meriah-i.1316244009.29874148182?extraParams=%7B%22display_model_id%22%3A149204167528%2C%22model_selection_logic%22%3A3%7D&sp_atk=abbc88a2-5756-48c9-93f6-fcbf361cbbec&xptdk=abbc88a2-5756-48c9-93f6-fcbf361cbbec
https://down-id.img.susercontent.com/file/id-11134207-8224z-ml06wrdvg4xyb3,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Zyrex L-Book AMD Intel N4020 8GB RAM 128GB SSD EMMC Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.270.000,-1%,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=45456338031&shopid=1582963600,"Laptop Zyrex L-Book AMD Intel N4020 8GB RAM 128GB SSD EMMC Windows 11
Rp
4.270.000
-1%
1 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/Laptop-Zyrex-L-Book-AMD-Intel-N4020-8GB-RAM-128GB-SSD-EMMC-Windows-11-i.1582963600.45456338031?extraParams=%7B%22display_model_id%22%3A292414306114%2C%22model_selection_logic%22%3A3%7D&sp_atk=1b617977-e4b5-4479-a8a1-c175d69c2da9&xptdk=1b617977-e4b5-4479-a8a1-c175d69c2da9
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lxc4hzcij1nu41,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Casing Laptop Netbook SMK Zyrex B10 Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,186.030,,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28054572231&shopid=219255519,"Casing Laptop Netbook SMK Zyrex B10 Original
Rp
186.030
< 2 Hari
Kab. Bogor",https://shopee.co.id/Casing-Laptop-Netbook-SMK-Zyrex-B10-Original-i.219255519.28054572231?extraParams=%7B%22display_model_id%22%3A168292319075%2C%22model_selection_logic%22%3A3%7D&sp_atk=8af1352f-0851-431f-9703-1417aa885607&xptdk=8af1352f-0851-431f-9703-1417aa885607
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m7df5s0vyhgs64,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP ZYREX BLAZE I5 12450H 16GB 512GB W11 14.0FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.601.000,-35%,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=26429731945&shopid=1273997571,"LAPTOP ZYREX BLAZE I5 12450H 16GB 512GB W11 14.0FHD
Rp
7.601.000
-35%
Besok
Surabaya",https://shopee.co.id/LAPTOP-ZYREX-BLAZE-I5-12450H-16GB-512GB-W11-14.0FHD-i.1273997571.26429731945?extraParams=%7B%22display_model_id%22%3A147736069407%2C%22model_selection_logic%22%3A3%7D&sp_atk=23eebdb6-2ad9-47d1-98e5-cb86f228d20c&xptdk=23eebdb6-2ad9-47d1-98e5-cb86f228d20c
https://down-id.img.susercontent.com/file/id-11134207-7ra0g-mcaps1vm4kle84,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Ready Stock Zyrex Kintamani ASXU Amd R5 8GB 128GB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.150.000,,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=42658859534&shopid=850155898,"Ready Stock Zyrex Kintamani ASXU Amd R5 8GB 128GB
Rp
2.150.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/Ready-Stock-Zyrex-Kintamani-ASXU-Amd-R5-8GB-128GB-i.850155898.42658859534?extraParams=%7B%22display_model_id%22%3A280744958719%2C%22model_selection_logic%22%3A3%7D&sp_atk=04255f02-403a-4cdb-8bbc-4195233dd2cf&xptdk=04255f02-403a-4cdb-8bbc-4195233dd2cf
https://down-id.img.susercontent.com/file/id-11134207-8224w-mhon21hq7apu95,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Zyrex Lifebook Intel N4020 Ram 8GB Ssd 128GB W11 PRO 14.0 Grey - Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.960.000,-5%,5.0,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Karawang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=43751398671&shopid=1306576837,"Zyrex Lifebook Intel N4020 Ram 8GB Ssd 128GB W11 PRO 14.0 Grey - Garansi Resmi
Rp
3.960.000
-5%
5.0
7 Terjual
3-5 Hari
Kab. Karawang",https://shopee.co.id/Zyrex-Lifebook-Intel-N4020-Ram-8GB-Ssd-128GB-W11-PRO-14.0-Grey-Garansi-Resmi-i.1306576837.43751398671?extraParams=%7B%22display_model_id%22%3A59918394492%2C%22model_selection_logic%22%3A3%7D&sp_atk=fa4750fa-f394-474c-bf50-c7953bdf5256&xptdk=fa4750fa-f394-474c-bf50-c7953bdf5256
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-maywctgwdu0494,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZYREX ULTRA INTEL N100 8GB 128+256GB W11 14.0FHD BLIT METAL 2Y BLK,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,5.149.000,,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=42354452144&shopid=1534026306,"ZYREX ULTRA INTEL N100 8GB 128+256GB W11 14.0FHD BLIT METAL 2Y BLK
Rp
5.149.000
5.0
3 Terjual
3-8 Hari
Pontianak",https://shopee.co.id/ZYREX-ULTRA-INTEL-N100-8GB-128-256GB-W11-14.0FHD-BLIT-METAL-2Y-BLK-i.1534026306.42354452144?extraParams=%7B%22display_model_id%22%3A258518124960%2C%22model_selection_logic%22%3A3%7D&sp_atk=3b241798-7c45-47d3-bb35-d6efaa2a21a9&xptdk=3b241798-7c45-47d3-bb35-d6efaa2a21a9
