-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,text-shopee-primary,text-xs/sp14_3,w-auto,text-white,truncate,img_2,text-xs_2,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmsfkei2k6iw3f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"(RESMI) Handphone Honor X6C 6GB/256GB, Baterai 5300 mAh dengan pengisian 35W, chipset gaming yang responsif dengan layar 120 Hz.",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.679.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,,,,2-3 Hari,,"Scrape to BigSeller
(RESMI) Handphone Honor X6C 6GB/256GB, Baterai 5300 mAh dengan pengisian 35W, chipset gaming yang responsif dengan layar 120 Hz.
Rp
2.679.000
2-3 Hari
Jakarta Pusat",https://shopee.co.id/(RESMI)-Handphone-Honor-X6C-6GB-256GB-Baterai-5300-mAh-dengan-pengisian-35W-chipset-gaming-yang-responsif-dengan-layar-120-Hz.-i.241683399.53958382857?extraParams=%7B%22display_model_id%22%3A425744080830%2C%22model_selection_logic%22%3A3%7D&sp_atk=25d89f79-3583-4db2-964e-74b7515568e1&xptdk=25d89f79-3583-4db2-964e-74b7515568e1
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmmqllyum802b0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6c RAM Besar 6GB/256GB HP Original Garansi Resmi Kamera 50MP Baterai 5300mAh Layar 120Hz,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.669.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-33%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
HONOR X6c RAM Besar 6GB/256GB HP Original Garansi Resmi Kamera 50MP Baterai 5300mAh Layar 120Hz
Rp
2.669.000
-33%
Besok
Jakarta Pusat",https://shopee.co.id/HONOR-X6c-RAM-Besar-6GB-256GB-HP-Original-Garansi-Resmi-Kamera-50MP-Baterai-5300mAh-Layar-120Hz-i.1336177700.43729758164?extraParams=%7B%22display_model_id%22%3A375730254603%2C%22model_selection_logic%22%3A3%7D&sp_atk=bc3ee444-ef43-418b-8b13-020dfdee7992&xptdk=bc3ee444-ef43-418b-8b13-020dfdee7992
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmtug5wkkirk89,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X6C 6/256GB - NFC - MediaTek Helio G81 Ultra - 5300mAh 35W - Garansi Resmi Honor Indonesia,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.689.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-27%,,,,,,3-4 Hari,,"Scrape to BigSeller
Honor X6C 6/256GB - NFC - MediaTek Helio G81 Ultra - 5300mAh 35W - Garansi Resmi Honor Indonesia
Rp
2.689.000
-27%
3-4 Hari
Jakarta Pusat",https://shopee.co.id/Honor-X6C-6-256GB-NFC-MediaTek-Helio-G81-Ultra-5300mAh-35W-Garansi-Resmi-Honor-Indonesia-i.957650698.57158462878?extraParams=%7B%22display_model_id%22%3A79602581722%2C%22model_selection_logic%22%3A3%7D&sp_atk=2ee547c9-655c-4188-ae35-b8c6f6c8e0d8&xptdk=2ee547c9-655c-4188-ae35-b8c6f6c8e0d8
https://down-id.img.susercontent.com/file/id-11134207-82251-miznlclx5dds8f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 LITE 5G 8GB 256GB,,Rp,3.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,-8%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
HONOR 400 LITE 5G 8GB 256GB
Rp
3.599.000
-8%
Produk Baru
Besok
Tangerang",https://shopee.co.id/HONOR-400-LITE-5G-8GB-256GB-i.381711453.45904058336?extraParams=%7B%22display_model_id%22%3A282304878083%2C%22model_selection_logic%22%3A3%7D&sp_atk=ed1467e3-644a-44d2-93b6-9c502bd46672&xptdk=ed1467e3-644a-44d2-93b6-9c502bd46672
https://down-id.img.susercontent.com/file/id-11134207-8224r-mjxpcwmjjls132,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X9C 12/256 plus HP ex service dll,,Rp,8.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonogiri,,5.0,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1 Terjual,,"Scrape to BigSeller
Honor X9C 12/256 plus HP ex service dll
Rp
8.500.000
5.0
1 Terjual
3-7 Hari
Kab. Wonogiri",https://shopee.co.id/Honor-X9C-12-256-plus-HP-ex-service-dll-i.13793768.51305320761?extraParams=%7B%22display_model_id%22%3A315486494988%2C%22model_selection_logic%22%3A3%7D&sp_atk=8205d397-d367-4f71-b2d5-a0ff711092c9&xptdk=8205d397-d367-4f71-b2d5-a0ff711092c9
https://down-id.img.susercontent.com/file/id-11134207-822wj-mn1mex70p7ut0a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"honor X7D 8/512gb 5g 6.77-inch HD+120Hz refresh rate

850nits peak brightness
-
108MP f/1.75 (main)

2MP f/2.4 (portrait)

rear cameras

HONOR

TSMC 6nm

Snapdragon 685

6,500mAh battery + 35W HONOR SuperCharge

8GB RAM + 512GB ROM",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.470.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
honor X7D 8/512gb 5g 6.77-inch HD+120Hz refresh rate 850nits peak brightness - 108MP f/1.75 (main) 2MP f/2.4 (portrait) rear cameras HONOR TSMC 6nm Snapdragon 685 6,500mAh battery + 35W HONOR SuperCharge 8GB RAM + 512GB ROM
Rp
4.470.000
Besok
Semarang",https://shopee.co.id/honor-X7D-8-512gb-5g-6.77-inch-HD-120Hz-refresh-rate-850nits-peak-brightness-108MP-f-1.75-(main)-2MP-f-2.4-(portrait)-rear-cameras-HONOR-TSMC-6nm-Snapdragon-685-6-500mAh-battery-35W-HONOR-SuperCharge-8GB-RAM-512GB-ROM-i.27808649.44279246285?extraParams=%7B%22display_model_id%22%3A310639316645%2C%22model_selection_logic%22%3A3%7D&sp_atk=188e87d1-2887-46ff-a39e-889d669b5c8b&xptdk=188e87d1-2887-46ff-a39e-889d669b5c8b
https://down-id.img.susercontent.com/file/id-11134207-822wh-mleks3ougao88d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR PAD X9A 8/128 SECOND MULUS TERAWAT,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,,"Scrape to BigSeller
HONOR PAD X9A 8/128 SECOND MULUS TERAWAT
Rp
3.300.000
3 jam
Kab. Sidoarjo",https://shopee.co.id/HONOR-PAD-X9A-8-128-SECOND-MULUS-TERAWAT-i.480452205.44906742593?extraParams=%7B%22display_model_id%22%3A254175765621%2C%22model_selection_logic%22%3A3%7D&sp_atk=7388bc38-2fb9-41e6-8561-2b41cf99d2bf&xptdk=7388bc38-2fb9-41e6-8561-2b41cf99d2bf
https://down-id.img.susercontent.com/file/id-11134207-8224v-mji4pwc3bj0jed,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X8A 4/128 RAM 4GB ROM 128GB GARANSI RESMI,,Rp,2.299.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
Honor X8A 4/128 RAM 4GB ROM 128GB GARANSI RESMI
Rp
2.299.000
Cicilan
Besok
Kab. Tangerang",https://shopee.co.id/Honor-X8A-4-128-RAM-4GB-ROM-128GB-GARANSI-RESMI-i.7783086.1978108929?extraParams=%7B%22display_model_id%22%3A42782442723%2C%22model_selection_logic%22%3A3%7D&sp_atk=9df53dd6-5109-4929-9cfd-8f11a2991a87&xptdk=9df53dd6-5109-4929-9cfd-8f11a2991a87
https://down-id.img.susercontent.com/file/sg-11134275-82601-mmikucxoq0aw8f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X6C [6GB+256GB] - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.689.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,,2-3 Hari,,"Scrape to BigSeller
Honor X6C [6GB+256GB] - Garansi Resmi 1 Tahun
Rp
2.689.000
2-3 Hari
Jakarta Utara",https://shopee.co.id/Honor-X6C-6GB-256GB-Garansi-Resmi-1-Tahun-i.1053062682.47508069313?extraParams=%7B%22display_model_id%22%3A420715340169%2C%22model_selection_logic%22%3A3%7D&sp_atk=e53050c6-abe0-4575-9a21-17d93c119bc8&xptdk=e53050c6-abe0-4575-9a21-17d93c119bc8
https://down-id.img.susercontent.com/file/id-11134207-8224q-mkncd7yrrgn951,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor Magic 5 12/256GB Fullset Mulus,,Rp,6.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-11 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Singkawang,,,,,,,4-11 Hari,,"Scrape to BigSeller
Honor Magic 5 12/256GB Fullset Mulus
Rp
6.200.000
4-11 Hari
Singkawang",https://shopee.co.id/Honor-Magic-5-12-256GB-Fullset-Mulus-i.1510670585.40728751460?extraParams=%7B%22display_model_id%22%3A415559353979%2C%22model_selection_logic%22%3A3%7D&sp_atk=9004e401-272b-460e-ba31-730342183672&xptdk=9004e401-272b-460e-ba31-730342183672
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-madr9e7ragzcdd,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.449.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,4.8,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,38 Terjual,,"Scrape to BigSeller
Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun
Rp
4.449.000
4.8
38 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/Honor-X9C-5G-12GB-256GB-Garansi-Resmi-1-Tahun-i.463757917.41250072874?extraParams=%7B%22display_model_id%22%3A196074719377%2C%22model_selection_logic%22%3A3%7D&sp_atk=5820f033-d5d9-41a3-8959-d6a0a69326bc&xptdk=5820f033-d5d9-41a3-8959-d6a0a69326bc
https://down-id.img.susercontent.com/file/id-11134207-822wu-mmsfkei3826gb6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"(RESMI) Handphone Honor  X7d 8/512GB, 6500mAh 108MP",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.129.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,,,,2-3 Hari,,"Scrape to BigSeller
(RESMI) Handphone Honor X7d 8/512GB, 6500mAh 108MP
Rp
4.129.000
2-3 Hari
Jakarta Pusat",https://shopee.co.id/(RESMI)-Handphone-Honor-X7d-8-512GB-6500mAh-108MP-i.241683399.54908382935?extraParams=%7B%22display_model_id%22%3A425744145530%2C%22model_selection_logic%22%3A3%7D&sp_atk=68e0eb04-3527-47b5-97e4-9aed0215e810&xptdk=68e0eb04-3527-47b5-97e4-9aed0215e810
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmlgzhx4hn9h46,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"HONOR X6C 6/256GB NEW, GARANSI RESMI",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.689.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
HONOR X6C 6/256GB NEW, GARANSI RESMI
Rp
2.689.000
Besok
Jakarta Utara",https://shopee.co.id/HONOR-X6C-6-256GB-NEW-GARANSI-RESMI-i.313767187.55758181728?extraParams=%7B%22display_model_id%22%3A445726643718%2C%22model_selection_logic%22%3A3%7D&sp_atk=be98c0d1-27a2-4142-bf88-9b90ff682df2&xptdk=be98c0d1-27a2-4142-bf88-9b90ff682df2
https://down-id.img.susercontent.com/file/7d97bee5a3c13c8bfdc8ae5aba86e2fa,,HP 4G ram4+64 murah,,Rp,1.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bogor,,,,,,,4-7 Hari,,"Scrape to BigSeller
HP 4G ram4+64 murah
Rp
1.000.000
4-7 Hari
Bogor",https://shopee.co.id/HP-4G-ram4-64-murah-i.186323590.6717010782?extraParams=%7B%22display_model_id%22%3A13565344894%2C%22model_selection_logic%22%3A3%7D&sp_atk=13faeee7-b042-41d7-99ef-7a00c1319fdd&xptdk=13faeee7-b042-41d7-99ef-7a00c1319fdd
https://down-id.img.susercontent.com/file/id-11134207-822wu-mmsype1uzmrsd9,,HONOR MAGIC 7 RSR 16/512GB (BLM TERDAFTAR BEACUKAI),,Rp,12.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cilacap,,,,,,,4-8 Hari,,"Scrape to BigSeller
HONOR MAGIC 7 RSR 16/512GB (BLM TERDAFTAR BEACUKAI)
Rp
12.700.000
4-8 Hari
Kab. Cilacap",https://shopee.co.id/HONOR-MAGIC-7-RSR-16-512GB-(BLM-TERDAFTAR-BEACUKAI)-i.623260169.45508446117?extraParams=%7B%22display_model_id%22%3A390747425641%2C%22model_selection_logic%22%3A3%7D&sp_atk=5f6ae0a2-5612-48a7-9bac-6944e5f089f2&xptdk=5f6ae0a2-5612-48a7-9bac-6944e5f089f2
https://down-id.img.susercontent.com/file/id-11134207-8224o-mhmuop1jdtzc61,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X9A (8/128) - GARANSI RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarmasin,,,,,,,3-5 Hari,,"Scrape to BigSeller
HONOR X9A (8/128) - GARANSI RESMI
Rp
3.999.000
3-5 Hari
Banjarmasin",https://shopee.co.id/HONOR-X9A-(8-128)-GARANSI-RESMI-i.1424876498.27491441188?extraParams=%7B%22display_model_id%22%3A271532824655%2C%22model_selection_logic%22%3A3%7D&sp_atk=3034de14-ccdf-431d-9bcd-3e952e68fb3d&xptdk=3034de14-ccdf-431d-9bcd-3e952e68fb3d
https://down-id.img.susercontent.com/file/id-11134207-822wo-mlpvlkljzapufe,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LCD TOUCHSCREEN HONOR X9C BRT-NXI ORIGINAL,,Rp,1.225.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
LCD TOUCHSCREEN HONOR X9C BRT-NXI ORIGINAL
Rp
1.225.000
Besok
Jakarta Pusat",https://shopee.co.id/LCD-TOUCHSCREEN-HONOR-X9C-BRT-NXI-ORIGINAL-i.799862086.55957104030?extraParams=%7B%22display_model_id%22%3A330634125780%2C%22model_selection_logic%22%3A3%7D&sp_atk=bb48009b-367b-4fb0-b58f-22c337be14b9&xptdk=bb48009b-367b-4fb0-b58f-22c337be14b9
https://down-id.img.susercontent.com/file/bb314f06f15c5459c62f32e9f1147bc2,,HONOR 9 LITE 3/32,,Rp,1.950.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Cimahi,,,,,Cicilan,,4-7 Hari,,"Scrape to BigSeller
HONOR 9 LITE 3/32
Rp
1.950.000
Cicilan
4-7 Hari
Cimahi",https://shopee.co.id/HONOR-9-LITE-3-32-i.94559126.1555300089?extraParams=%7B%22display_model_id%22%3A72606441536%2C%22model_selection_logic%22%3A3%7D&sp_atk=b8e95518-8ca8-4656-9bb1-3fbafd884ecf&xptdk=b8e95518-8ca8-4656-9bb1-3fbafd884ecf
https://down-id.img.susercontent.com/file/c9ce4e9e0598c9b2aa722adc8424cd28,,HONOR 8X FREE HEADSHET BT,,Rp,3.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purbalingga,,,,,,,5-8 Hari,,"Scrape to BigSeller
HONOR 8X FREE HEADSHET BT
Rp
3.999.000
5-8 Hari
Kab. Purbalingga",https://shopee.co.id/HONOR-8X-FREE-HEADSHET-BT-i.29343230.1851020436?extraParams=%7B%22display_model_id%22%3A90427475970%2C%22model_selection_logic%22%3A3%7D&sp_atk=af80b4c0-331e-467f-b6e5-ea0d6b7eae12&xptdk=af80b4c0-331e-467f-b6e5-ea0d6b7eae12
https://down-id.img.susercontent.com/file/id-11134207-822wm-mld23t7wnojsbe,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor Magic 6 Pro Black beacukai...DXOMARK masih jawara semua kategory,,Rp,10.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
Honor Magic 6 Pro Black beacukai...DXOMARK masih jawara semua kategory
Rp
10.500.000
Besok
Semarang",https://shopee.co.id/Honor-Magic-6-Pro-Black-beacukai...DXOMARK-masih-jawara-semua-kategory-i.11961121.52906517727?extraParams=%7B%22display_model_id%22%3A325586157204%2C%22model_selection_logic%22%3A3%7D&sp_atk=322e4dda-db17-48e1-aaac-48acd43d0c97&xptdk=322e4dda-db17-48e1-aaac-48acd43d0c97
https://down-id.img.susercontent.com/file/db729587e209e435878a928e427cb2a9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 9LITE 3/32GB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.080.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,,,,Cicilan,,2-3 Hari,,"Scrape to BigSeller
HONOR 9LITE 3/32GB
Rp
2.080.000
Cicilan
2-3 Hari
Bekasi",https://shopee.co.id/HONOR-9LITE-3-32GB-i.19239573.1510395294?extraParams=%7B%22display_model_id%22%3A2228216993%2C%22model_selection_logic%22%3A3%7D&sp_atk=de7005fc-44bf-4e9b-95cc-60b7a0c6bde1&xptdk=de7005fc-44bf-4e9b-95cc-60b7a0c6bde1
https://down-id.img.susercontent.com/file/03a5b74faf87cadcdf226ff7e59ac21f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,lcd copotan honor DUA-AL00,,Rp,200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Probolinggo,,,,,,,1-4 Hari,,"Scrape to BigSeller
lcd copotan honor DUA-AL00
Rp
200.000
1-4 Hari
Kab. Probolinggo",https://shopee.co.id/lcd-copotan-honor-DUA-AL00-i.384332638.10402070506?extraParams=%7B%22display_model_id%22%3A25757778245%2C%22model_selection_logic%22%3A3%7D&sp_atk=5b77ba64-b3a9-4ec9-9fbe-0bc72cbdb2ff&xptdk=5b77ba64-b3a9-4ec9-9fbe-0bc72cbdb2ff
