-image-yazkc-11,text-sm,inline-block,text-xs/sp14,font-medium,text-ellipsis,img,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,-image-yazkc-11_2,text-shopee-primary,truncate,text-white_2,pointer-events-none_3,_container,_container_link,img_2,text-xs_2,text-shopee-green,text-xs/sp14_3
https://down-id.img.susercontent.com/file/sg-11134201-7rdwe-lyujf1uqvsdwde,Realme C63 Ram 6/128GB | Ram 8/128GB ( Second ),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.598.199,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,75 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,-11%,,Besok 12:00,,"Realme C63 Ram 6/128GB | Ram 8/128GB ( Second )
Rp
1.598.199
-11%
4.6
75 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/Realme-C63-Ram-6-128GB-Ram-8-128GB-(-Second-)-i.194632330.27057686504?extraParams=%7B%22display_model_id%22%3A233610170393%2C%22model_selection_logic%22%3A3%7D&sp_atk=122346ba-d1b0-4457-a910-4e3a8018a766&xptdk=122346ba-d1b0-4457-a910-4e3a8018a766,,,,
https://down-id.img.susercontent.com/file/id-11134207-7r98y-lyrz4vpma52g05,Realme 13 8/256GB Second Layar AMOLED 120Hz,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,41 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,,Cicilan,,,"Realme 13 8/256GB Second Layar AMOLED 120Hz
Rp
2.999.000
Cicilan
5.0
41 Terjual
1-3 Hari
Surabaya",https://shopee.co.id/Realme-13-8-256GB-Second-Layar-AMOLED-120Hz-i.25028502.6423649845?extraParams=%7B%22display_model_id%22%3A15516045958%2C%22model_selection_logic%22%3A3%7D&sp_atk=139c455c-fb12-435d-a307-7cc00537a0b6&xptdk=139c455c-fb12-435d-a307-7cc00537a0b6,,,,
https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m7kcxfrkgs0me8,Realme 13 Pro+ Plus 5G 12/512 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.990.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,23 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,< 2 Hari,,"Realme 13 Pro+ Plus 5G 12/512 GB Garansi Resmi Indonesia Second Bekas Original
Rp
3.990.000
5.0
23 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Realme-13-Pro-Plus-5G-12-512-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.26580262019?extraParams=%7B%22display_model_id%22%3A291421874220%2C%22model_selection_logic%22%3A3%7D&sp_atk=6c28de39-3408-476c-b028-228405e51474&xptdk=6c28de39-3408-476c-b028-228405e51474,,,,
https://down-id.img.susercontent.com/file/id-11134207-23010-fbcjxgaj7pmv48,Realme 9 6/128 | 8/128 GB Resmi Realme Indonesia Second Bekas Seken Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.890.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,34 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,< 2 Hari,,"Realme 9 6/128 | 8/128 GB Resmi Realme Indonesia Second Bekas Seken Original
Rp
1.890.000
4.9
34 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Realme-9-6-128-8-128-GB-Resmi-Realme-Indonesia-Second-Bekas-Seken-Original-i.304735900.18465113868?extraParams=%7B%22display_model_id%22%3A220875046689%2C%22model_selection_logic%22%3A3%7D&sp_atk=92c14196-f898-49c1-966d-d8d4fd12f4f9&xptdk=92c14196-f898-49c1-966d-d8d4fd12f4f9,,,,
https://down-id.img.susercontent.com/file/sg-11134201-7rdwl-m0myh5bqe3qd66,Realme C65 4G Ram 8/128GB | Ram 8/256GB ( Second ),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.730.999,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,-42%,,Cashback 99%,,"Realme C65 4G Ram 8/128GB | Ram 8/256GB ( Second )
Rp
1.730.999
-42%
Cashback 99%
4.9
10 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/Realme-C65-4G-Ram-8-128GB-Ram-8-256GB-(-Second-)-i.288677122.27762505547?extraParams=%7B%22display_model_id%22%3A185421709009%2C%22model_selection_logic%22%3A3%7D&sp_atk=1a348d35-1c72-43ae-b1d9-4508dce08593&xptdk=1a348d35-1c72-43ae-b1d9-4508dce08593,,,,
https://down-id.img.susercontent.com/file/id-11134207-7qul1-lgwhrfuvq4qa2a,Realme 3 Second 4/64 GB Kondisi Bagus,,Rp,2.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,Besok,,"Realme 3 Second 4/64 GB Kondisi Bagus
Rp
2.600.000
5.0
12 Terjual
Besok
Surabaya",https://shopee.co.id/Realme-3-Second-4-64-GB-Kondisi-Bagus-i.143640506.21888820449?extraParams=%7B%22display_model_id%22%3A175895303240%2C%22model_selection_logic%22%3A3%7D&sp_atk=11c02e1e-67e3-4785-a05e-9045bbe89386&xptdk=11c02e1e-67e3-4785-a05e-9045bbe89386,,,,
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lvgomtburs2180,REALME C11 2/32 2021 ORIGINAL 4G LTE HANDPHONE ANDROID SECOND MURAH,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,122 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kudus,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,-1%,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"REALME C11 2/32 2021 ORIGINAL 4G LTE HANDPHONE ANDROID SECOND MURAH
Rp
599.000
-1%
4.7
122 Terjual
< 2 Hari
Kab. Kudus",https://shopee.co.id/REALME-C11-2-32-2021-ORIGINAL-4G-LTE-HANDPHONE-ANDROID-SECOND-MURAH-i.427220262.23435184707?extraParams=%7B%22display_model_id%22%3A221348448189%2C%22model_selection_logic%22%3A3%7D&sp_atk=ccabb155-31dc-44c4-89f2-f839f5217454&xptdk=ccabb155-31dc-44c4-89f2-f839f5217454,,,,
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m6cexvz9kqtv04,Realme C65 8/128 | 8/256 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.590.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,19 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,< 2 Hari,,"Realme C65 8/128 | 8/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.590.000
5.0
19 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Realme-C65-8-128-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.25539549734?extraParams=%7B%22display_model_id%22%3A206037216627%2C%22model_selection_logic%22%3A3%7D&sp_atk=f5ef4679-bde0-4f96-8f16-5c7c79d4fb35&xptdk=f5ef4679-bde0-4f96-8f16-5c7c79d4fb35,,,,
https://down-id.img.susercontent.com/file/5ee4cb0bb33a6e036f664804144229e0,Realme 5 Pro 4/128 GB Ex Resmi Indonesia Original Second Bekas Seken Ex Pemakaian Good Condition,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.290.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,47 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,Cicilan,,,"Realme 5 Pro 4/128 GB Ex Resmi Indonesia Original Second Bekas Seken Ex Pemakaian Good Condition
Rp
1.290.000
Cicilan
4.9
47 Terjual
2-4 Hari
Jakarta Utara",https://shopee.co.id/Realme-5-Pro-4-128-GB-Ex-Resmi-Indonesia-Original-Second-Bekas-Seken-Ex-Pemakaian-Good-Condition-i.304735900.8235477706?extraParams=%7B%22display_model_id%22%3A131647773527%2C%22model_selection_logic%22%3A3%7D&sp_atk=1d72b325-0b88-4f7c-9246-519d8d56b519&xptdk=1d72b325-0b88-4f7c-9246-519d8d56b519,,,,
https://down-id.img.susercontent.com/file/sg-11134201-7rdy2-lxfh5suszd0fa4,Realme Note 50 Ram 3/64GB | Ram 4/64 | Ram 4/128GB Second Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.179.888,,,5.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari Ini 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,-21%,,,,"Realme Note 50 Ram 3/64GB | Ram 4/64 | Ram 4/128GB Second Original
Rp
1.179.888
-21%
5.0
5 Terjual
Hari Ini 12:00
Surabaya",https://shopee.co.id/Realme-Note-50-Ram-3-64GB-Ram-4-64-Ram-4-128GB-Second-Original-i.358338280.24883196372?extraParams=%7B%22display_model_id%22%3A178295850606%2C%22model_selection_logic%22%3A3%7D&sp_atk=d8ee2025-2504-459a-9803-068932cec7c6&xptdk=d8ee2025-2504-459a-9803-068932cec7c6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5 Terjual,,
https://down-id.img.susercontent.com/file/5ee4cb0bb33a6e036f664804144229e0,Realme 5 Pro 4/128 GB Ex Resmi Indonesia Original Second Bekas Seken Ex Pemakaian Good Condition,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.290.000,,,4.9,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,Cicilan,,,"Realme 5 Pro 4/128 GB Ex Resmi Indonesia Original Second Bekas Seken Ex Pemakaian Good Condition
Rp
1.290.000
Cicilan
4.9
47 Terjual
2-4 Hari
Jakarta Utara",https://shopee.co.id/Realme-5-Pro-4-128-GB-Ex-Resmi-Indonesia-Original-Second-Bekas-Seken-Ex-Pemakaian-Good-Condition-i.304735900.8235477706?extraParams=%7B%22display_model_id%22%3A131647773527%2C%22model_selection_logic%22%3A3%7D&sp_atk=23044188-5b90-4c38-8396-56073be5b19a&xptdk=23044188-5b90-4c38-8396-56073be5b19a,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,47 Terjual,,
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m9sxe0ju3gk22f,Realme 13 Plus+ 5G 12/256 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.990.000,,,5.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,"Realme 13 Plus+ 5G 12/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
2.990.000
5.0
8 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Realme-13-Plus-5G-12-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.28934608070?extraParams=%7B%22display_model_id%22%3A290082191958%2C%22model_selection_logic%22%3A3%7D&sp_atk=b4dae1fe-82b5-45b5-bc55-1c9e112bf04e&xptdk=b4dae1fe-82b5-45b5-bc55-1c9e112bf04e,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,8 Terjual,,
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m9kh92ngdun2ef,Realme 13 Plus 5G 12/256 Fullset Second Hp Seken Istimewa,,Rp,3.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,,4.3,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Semarang,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,,,,,"Realme 13 Plus 5G 12/256 Fullset Second Hp Seken Istimewa
Rp
3.100.000
4.3
3 Terjual
2-4 Hari
Kab. Semarang",https://shopee.co.id/Realme-13-Plus-5G-12-256-Fullset-Second-Hp-Seken-Istimewa-i.375168195.44150353132?extraParams=%7B%22display_model_id%22%3A270028800634%2C%22model_selection_logic%22%3A3%7D&sp_atk=ea87fcb0-9563-482f-bc04-4d52bcb118dc&xptdk=ea87fcb0-9563-482f-bc04-4d52bcb118dc,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3 Terjual,,
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m9zdu07yrl8045,Realme 13 8/128 | 8/256 GB Garansi Resmi Indonesia Second Bekas Original Fullset,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.775.000,,,5.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,"Realme 13 8/128 | 8/256 GB Garansi Resmi Indonesia Second Bekas Original Fullset
Rp
1.775.000
5.0
9 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Realme-13-8-128-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-Fullset-i.515774005.26572611865?extraParams=%7B%22display_model_id%22%3A285082196073%2C%22model_selection_logic%22%3A3%7D&sp_atk=3d5dd879-86b6-4ca1-a354-afa89a823f98&xptdk=3d5dd879-86b6-4ca1-a354-afa89a823f98,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,9 Terjual,,
https://down-id.img.susercontent.com/file/id-11134207-7r98t-m0dc30jze5708b,Realme 11 4G 8/256 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.790.000,,,5.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,"Realme 11 4G 8/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.790.000
5.0
25 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Realme-11-4G-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.28755132610?extraParams=%7B%22display_model_id%22%3A187646454371%2C%22model_selection_logic%22%3A3%7D&sp_atk=13b09003-af44-41dd-bdcb-9f8d82efdc81&xptdk=13b09003-af44-41dd-bdcb-9f8d82efdc81,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,25 Terjual,,
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m4vam9917swm31,Realme 13 8/256 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.725.000,,,5.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,"Realme 13 8/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.725.000
5.0
3 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Realme-13-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.515774005.29423242742?extraParams=%7B%22display_model_id%22%3A252447913787%2C%22model_selection_logic%22%3A3%7D&sp_atk=6dc4250c-6f0b-4dbf-b901-e84dce526156&xptdk=6dc4250c-6f0b-4dbf-b901-e84dce526156,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3 Terjual,,
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-maxnd2yv4qy362,Realme C55 6/128 GB | 8/256 GB Garansi Resmi Realme Indonesia Second Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.275.000,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,,"Realme C55 6/128 GB | 8/256 GB Garansi Resmi Realme Indonesia Second Original
Rp
1.275.000
< 2 Hari
Jakarta Utara",https://shopee.co.id/Realme-C55-6-128-GB-8-256-GB-Garansi-Resmi-Realme-Indonesia-Second-Original-i.1563349780.26937560112?extraParams=%7B%22display_model_id%22%3A265370185033%2C%22model_selection_logic%22%3A3%7D&sp_atk=95425d9a-da14-4076-a586-0ba29c45ede1&xptdk=95425d9a-da14-4076-a586-0ba29c45ede1,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,
https://down-id.img.susercontent.com/file/id-11134207-822wu-mlrkmsyvby119a,Realme C65 8/128GB Hanphone second fullset original bergaransi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.590.000,,,5.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,,"Realme C65 8/128GB Hanphone second fullset original bergaransi
Rp
1.590.000
5.0
4 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/Realme-C65-8-128GB-Hanphone-second-fullset-original-bergaransi-i.281286305.24536403689?extraParams=%7B%22display_model_id%22%3A139273219652%2C%22model_selection_logic%22%3A3%7D&sp_atk=f69230e2-1370-4487-8dc5-5b0e9b6e8309&xptdk=f69230e2-1370-4487-8dc5-5b0e9b6e8309,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4 Terjual,,
