-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,img,text-xs/sp14_2,text-xs,pointer-events-none,align-middle,inline-block,truncate,text-shopee-primary,pointer-events-none_2,_container,_container_link
https://down-id.img.susercontent.com/file/sg-11134201-7rblt-lnpw6mp9eoxcbb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Lenovo Chromebook 100e Gen 2 AMD 4GB 32GB 11.6” Garansi Resmi,Rp,2.359.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,,,"Laptop Lenovo Chromebook 100e Gen 2 AMD 4GB 32GB 11.6” Garansi Resmi
Rp
2.359.000
Makassar",https://shopee.co.id/Laptop-Lenovo-Chromebook-100e-Gen-2-AMD-4GB-32GB-11.6%E2%80%9D-Garansi-Resmi-i.77886318.18395041693?extraParams=%7B%22display_model_id%22%3A225773366870%2C%22model_selection_logic%22%3A3%7D&sp_atk=d7f7d9f1-084a-4421-85f0-58c78f5d8025&xptdk=d7f7d9f1-084a-4421-85f0-58c78f5d8025
https://down-id.img.susercontent.com/file/id-11134207-7r98x-lrsc3f5mk1u1e4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Asus 14 inch Intel/Amd Ram 8gb/Ssd 512gb Free Gift,Rp,1.313.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.3,69 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,-23%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop Asus 14 inch Intel/Amd Ram 8gb/Ssd 512gb Free Gift
Rp
1.313.000
-23%
4.3
69 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-Asus-14-inch-Intel-Amd-Ram-8gb-Ssd-512gb-Free-Gift-i.21620531.25463672961?extraParams=%7B%22display_model_id%22%3A250339623738%2C%22model_selection_logic%22%3A3%7D&sp_atk=05e0f379-161b-45f1-b7c1-dc5c045dda06&xptdk=05e0f379-161b-45f1-b7c1-dc5c045dda06
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lr2oz0210h848e,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,laptop asus x401u putih 14inch normal siap pakai sudah terinstal standart amd radeon fullset,Rp,1.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,-47%,,"laptop asus x401u putih 14inch normal siap pakai sudah terinstal standart amd radeon fullset
Rp
1.099.000
-47%
5.0
2 Terjual
Tangerang",https://shopee.co.id/laptop-asus-x401u-putih-14inch-normal-siap-pakai-sudah-terinstal-standart-amd-radeon-fullset-i.41632262.24361343163?extraParams=%7B%22display_model_id%22%3A197298168348%2C%22model_selection_logic%22%3A3%7D&sp_atk=90125d77-5190-4fca-b1f6-92c27022d0c2&xptdk=90125d77-5190-4fca-b1f6-92c27022d0c2
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mdh6qzp9rlhr38,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Chromebook 100e,Rp,754.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,"Lenovo Chromebook 100e
Rp
754.000
4.9
1RB+ Terjual
Jakarta Pusat",https://shopee.co.id/Lenovo-Chromebook-100e-i.274987409.40958010121?extraParams=%7B%22display_model_id%22%3A59922433116%2C%22model_selection_logic%22%3A3%7D&sp_atk=370f7aa5-c674-42ff-802c-f2e4c07ac1de&xptdk=370f7aa5-c674-42ff-802c-f2e4c07ac1de
https://down-id.img.susercontent.com/file/sg-11134201-23010-gkobiuhp5qmv52,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop HP CORE i5 i7 / 14 inch / SSD 512GB / RAM 8GB / SSD 256GB / 500GB / 1TB / 2TB / Windows 10, Laptop Bekas HP i5 Murah",Rp,1.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,929 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,Cicilan,,,"Laptop HP CORE i5 i7 / 14 inch / SSD 512GB / RAM 8GB / SSD 256GB / 500GB / 1TB / 2TB / Windows 10, Laptop Bekas HP i5 Murah
Rp
1.400.000
Cicilan
4.6
929 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-HP-CORE-i5-i7-14-inch-SSD-512GB-RAM-8GB-SSD-256GB-500GB-1TB-2TB-Windows-10-Laptop-Bekas-HP-i5-Murah-i.20507921.1043393976?extraParams=%7B%22display_model_id%22%3A194985939335%2C%22model_selection_logic%22%3A3%7D&sp_atk=96b472c2-5799-4a74-a01f-14e459f80f79&xptdk=96b472c2-5799-4a74-a01f-14e459f80f79
https://down-id.img.susercontent.com/file/f41a6a000bf4cc4d90dd700c6c8fdda3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,[Bisa Cicilan] LAPTOP ASUS SLIM RAM8GB PAKAI SSD - LAPTOP KULIAH - LAPTOP KERJA - LAPTOP KULIAH - LAPTOP BEKAS,Rp,2.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,177 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,"[Bisa Cicilan] LAPTOP ASUS SLIM RAM8GB PAKAI SSD - LAPTOP KULIAH - LAPTOP KERJA - LAPTOP KULIAH - LAPTOP BEKAS
Rp
2.000.000
4.7
177 Terjual
Malang",https://shopee.co.id/-Bisa-Cicilan-LAPTOP-ASUS-SLIM-RAM8GB-PAKAI-SSD-LAPTOP-KULIAH-LAPTOP-KERJA-LAPTOP-KULIAH-LAPTOP-BEKAS-i.106859645.18319706177?extraParams=%7B%22display_model_id%22%3A107009140514%2C%22model_selection_logic%22%3A3%7D&sp_atk=5f5d0efc-cf92-4987-a638-f5f001c828e7&xptdk=5f5d0efc-cf92-4987-a638-f5f001c828e7
https://down-id.img.susercontent.com/file/id-11134207-822wj-mn2j6v5nkyrl4d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Lenovo Thinkpad Core i5 / i7 / Ram 8GB / 16GB Laptop Lenovo T - Series 15 / 14 / 12  Inch | Laptop Second | T14 / T14S / T490S / T480 / T480S / T460S / T490 / T470S / T450S / T460 / T470,Rp,3.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,2RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"Laptop Lenovo Thinkpad Core i5 / i7 / Ram 8GB / 16GB Laptop Lenovo T - Series 15 / 14 / 12 Inch | Laptop Second | T14 / T14S / T490S / T480 / T480S / T460S / T490 / T470S / T450S / T460 / T470
Rp
3.000.000
4.9
2RB+ Terjual
Kab. Tangerang",https://shopee.co.id/Laptop-Lenovo-Thinkpad-Core-i5-i7-Ram-8GB-16GB-Laptop-Lenovo-T-Series-15-14-12-Inch-Laptop-Second-T14-T14S-T490S-T480-T480S-T460S-T490-T470S-T450S-T460-T470-i.177626251.24040328517?extraParams=%7B%22display_model_id%22%3A440821513638%2C%22model_selection_logic%22%3A3%7D&sp_atk=af8f06ad-3ccc-48dc-9ce7-b56bc0938ad8&xptdk=af8f06ad-3ccc-48dc-9ce7-b56bc0938ad8
https://down-id.img.susercontent.com/file/id-11134207-82251-mi10sbkxghz58f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Nextfun 10.1"" Laptop Touch Screen RAM 8GB ROM 256GB Windows Tablet Intel Quad Core Processor",Rp,2.990.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,175 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,-45%,,"Nextfun 10.1"" Laptop Touch Screen RAM 8GB ROM 256GB Windows Tablet Intel Quad Core Processor
Rp
2.990.000
-45%
4.8
175 Terjual
Kab. Tangerang",https://shopee.co.id/Nextfun-10.1-Laptop-Touch-Screen-RAM-8GB-ROM-256GB-Windows-Tablet-Intel-Quad-Core-Processor-i.1310771189.40101627559?extraParams=%7B%22display_model_id%22%3A296009748509%2C%22model_selection_logic%22%3A3%7D&sp_atk=b06d2a5f-5ee4-491d-9a46-890804e306ab&xptdk=b06d2a5f-5ee4-491d-9a46-890804e306ab
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m517oyhs1zfcaa,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Lenovo Thinkpad Yoga Intel Ram 4GB SSD 196GB Flip 360° windows 10 / 11- siap pakai,Rp,1.699.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,90 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"Lenovo Thinkpad Yoga Intel Ram 4GB SSD 196GB Flip 360° windows 10 / 11- siap pakai
Rp
1.699.000
4.6
90 Terjual
Jakarta Pusat",https://shopee.co.id/Lenovo-Thinkpad-Yoga-Intel-Ram-4GB-SSD-196GB-Flip-360%C2%B0-windows-10-11-siap-pakai-i.230649038.17488770042?extraParams=%7B%22display_model_id%22%3A247471880444%2C%22model_selection_logic%22%3A3%7D&sp_atk=b3683be9-9796-4704-a030-8e48ce625739&xptdk=b3683be9-9796-4704-a030-8e48ce625739
https://down-id.img.susercontent.com/file/id-11134207-822wk-mne7hxcgb5e0fe,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Asus X441N Rusak - Jual Murah Untuk Part/Service,Rp,325.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,"Laptop Asus X441N Rusak - Jual Murah Untuk Part/Service
Rp
325.000
5.0
5 Terjual
Serang",https://shopee.co.id/Laptop-Asus-X441N-Rusak-Jual-Murah-Untuk-Part-Service-i.1548161649.56352358172?extraParams=%7B%22display_model_id%22%3A259105773003%2C%22model_selection_logic%22%3A3%7D&sp_atk=44000229-90e8-4326-a597-652682ad70ce&xptdk=44000229-90e8-4326-a597-652682ad70ce
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lrmmw0uyso2532,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,FREE GIFT // LAPTOP ASUS X441U INTEL - CORE i3/ AMD A9 RAM 4GB / SSD 256GB / WINDOWS 10,Rp,2.090.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,55 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,Cicilan,-51%,,"FREE GIFT // LAPTOP ASUS X441U INTEL - CORE i3/ AMD A9 RAM 4GB / SSD 256GB / WINDOWS 10
Rp
2.090.000
-51%
Cicilan
4.7
55 Terjual
Jakarta Barat",https://shopee.co.id/FREE-GIFT-LAPTOP-ASUS-X441U-INTEL-CORE-i3-AMD-A9-RAM-4GB-SSD-256GB-WINDOWS-10-i.16652597.8752738208?extraParams=%7B%22display_model_id%22%3A25791176264%2C%22model_selection_logic%22%3A3%7D&sp_atk=d2b2cd36-a124-4ebf-9d5a-2454fefa6a6a&xptdk=d2b2cd36-a124-4ebf-9d5a-2454fefa6a6a
https://down-id.img.susercontent.com/file/id-11134207-8224s-mjz246gphtds74,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Siap Pakai Laptop- 16GB Thinkpad T480s Core i5 i7 Gen 8 SSD 256GB/512GB 14 Inch laptop kantor,Rp,3.039.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,55 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,-35%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Siap Pakai Laptop- 16GB Thinkpad T480s Core i5 i7 Gen 8 SSD 256GB/512GB 14 Inch laptop kantor
Rp
3.039.000
-35%
4.9
55 Terjual
Tangerang",https://shopee.co.id/Siap-Pakai-Laptop-16GB-Thinkpad-T480s-Core-i5-i7-Gen-8-SSD-256GB-512GB-14-Inch-laptop-kantor-i.1639963780.26743018666?extraParams=%7B%22display_model_id%22%3A440826351266%2C%22model_selection_logic%22%3A3%7D&sp_atk=716cc43b-9e8e-4726-8be6-39100c8ae332&xptdk=716cc43b-9e8e-4726-8be6-39100c8ae332
https://down-id.img.susercontent.com/file/id-11134207-7ra0i-mb3j5akh0x2jd2,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Laptop Lenovo Thinkpad T460 T460S Core i5/i7 GEN 6 Layar 14""  Murah dan Bergaransi",Rp,1.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,182 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,"Laptop Lenovo Thinkpad T460 T460S Core i5/i7 GEN 6 Layar 14"" Murah dan Bergaransi
Rp
1.700.000
4.9
182 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-Thinkpad-T460-T460S-Core-i5-i7-GEN-6-Layar-14-Murah-dan-Bergaransi-i.795423507.11196739473?extraParams=%7B%22display_model_id%22%3A340426921721%2C%22model_selection_logic%22%3A3%7D&sp_atk=1d0eb584-dac1-4f6c-8505-001f734f3d4e&xptdk=1d0eb584-dac1-4f6c-8505-001f734f3d4e
https://down-id.img.susercontent.com/file/id-11134207-7rasg-m52mgjyh65ebd9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP Elitebook Probook Second Laptop 14inch  840 G3 645 G4 Core I5 I7 RAM 8/16G SSD 256/512 GB Bekas Peningkatan baru laptop original berkualitas Mulus Bekas IPS US Keyboard backlight,Rp,1.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,"HP Elitebook Probook Second Laptop 14inch 840 G3 645 G4 Core I5 I7 RAM 8/16G SSD 256/512 GB Bekas Peningkatan baru laptop original berkualitas Mulus Bekas IPS US Keyboard backlight
Rp
1.599.000
4.7
1RB+ Terjual
Tangerang",https://shopee.co.id/HP-Elitebook-Probook-Second-Laptop-14inch-840-G3-645-G4-Core-I5-I7-RAM-8-16G-SSD-256-512-GB-Bekas-Peningkatan-baru-laptop-original-berkualitas-Mulus-Bekas-IPS-US-Keyboard-backlight-i.772901883.23345567541?extraParams=%7B%22display_model_id%22%3A297410849172%2C%22model_selection_logic%22%3A3%7D&sp_atk=f74a4fc9-56fb-46b4-8fce-fb4b4de30bff&xptdk=f74a4fc9-56fb-46b4-8fce-fb4b4de30bff
https://down-id.img.susercontent.com/file/741449fcc4bfb1d844654e42e984924b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,notebook Acer ram 2/4 hdd 500gb second warna random 11inch,Rp,1.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,186 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung,,Cicilan,,,"notebook Acer ram 2/4 hdd 500gb second warna random 11inch
Rp
1.599.000
Cicilan
4.6
186 Terjual
Kab. Bandung",https://shopee.co.id/notebook-Acer-ram-2-4-hdd-500gb-second-warna-random-11inch-i.178014179.6342236537?extraParams=%7B%22display_model_id%22%3A152060527162%2C%22model_selection_logic%22%3A3%7D&sp_atk=4eeddb6c-d51b-455f-889f-1edd5a5076eb&xptdk=4eeddb6c-d51b-455f-889f-1edd5a5076eb
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lq53gug77pe825,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,"Asus Chromebook C423, Super Slim, Ringan, Mulus, Seri Baru,",Rp,2.150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,22 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,"Asus Chromebook C423, Super Slim, Ringan, Mulus, Seri Baru,
Rp
2.150.000
5.0
22 Terjual
Jakarta Barat",https://shopee.co.id/Asus-Chromebook-C423-Super-Slim-Ringan-Mulus-Seri-Baru--i.218475243.24806812623?extraParams=%7B%22display_model_id%22%3A187255912520%2C%22model_selection_logic%22%3A3%7D&sp_atk=6ae1dbc6-1460-4d9f-b322-6ca81f066927&xptdk=6ae1dbc6-1460-4d9f-b322-6ca81f066927
https://down-id.img.susercontent.com/file/id-11134207-82250-mjruuwksgyrqeb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop HP All Series | Intel Core i7 / i5 / i3 / AMD Ryzen | RAM 8/16GB | SSD 128/256GB,Rp,1.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,744 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"Laptop HP All Series | Intel Core i7 / i5 / i3 / AMD Ryzen | RAM 8/16GB | SSD 128/256GB
Rp
1.800.000
4.7
744 Terjual
Jakarta Timur",https://shopee.co.id/Laptop-HP-All-Series-Intel-Core-i7-i5-i3-AMD-Ryzen-RAM-8-16GB-SSD-128-256GB-i.26647239.23774487803?extraParams=%7B%22display_model_id%22%3A415798174762%2C%22model_selection_logic%22%3A3%7D&sp_atk=90c648a2-deb7-4c03-8801-19499e40064e&xptdk=90c648a2-deb7-4c03-8801-19499e40064e
https://down-id.img.susercontent.com/file/id-11134207-81ztj-meteqaqwh152cb,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Laptop baru murah 14''  RAM 8/16G+256/512GB SSD N3170 Win11+Office mahasiswa/kantor,Rp,3.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,"Laptop baru murah 14'' RAM 8/16G+256/512GB SSD N3170 Win11+Office mahasiswa/kantor
Rp
3.099.000
4.9
1RB+ Terjual
Jakarta Barat",https://shopee.co.id/Laptop-baru-murah-14''-RAM-8-16G-256-512GB-SSD-N3170-Win11-Office-mahasiswa-kantor-i.818691789.22102416242?extraParams=%7B%22display_model_id%22%3A166870596375%2C%22model_selection_logic%22%3A3%7D&sp_atk=6a9da65b-857e-4872-9817-fa6c06988cea&xptdk=6a9da65b-857e-4872-9817-fa6c06988cea
https://down-id.img.susercontent.com/file/id-11134207-7ra0n-mbf300aj56ckac,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop HP Probook 640 650 6470B G1 G2 G3 G4 G5 Core i5/i7 HP Elitebook 630 G9 RAM 32 SSD 512 SUPER MULUS NO BERGARANSI,Rp,2.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,99 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,-5%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop HP Probook 640 650 6470B G1 G2 G3 G4 G5 Core i5/i7 HP Elitebook 630 G9 RAM 32 SSD 512 SUPER MULUS NO BERGARANSI
Rp
2.100.000
-5%
4.8
99 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-HP-Probook-640-650-6470B-G1-G2-G3-G4-G5-Core-i5-i7-HP-Elitebook-630-G9-RAM-32-SSD-512-SUPER-MULUS-NO-BERGARANSI-i.802578957.21132608568?extraParams=%7B%22display_model_id%22%3A295146779573%2C%22model_selection_logic%22%3A3%7D&sp_atk=f79513b4-5358-4e4a-b032-cbe991d22154&xptdk=f79513b4-5358-4e4a-b032-cbe991d22154
https://down-id.img.susercontent.com/file/id-11134207-822wt-mllu0en7p9mr02,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop DELL Latitude e7250 Core i5-5300U | 8GB / SSD 256GB | 12.5"" HD Ultrabook",Rp,1.682.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Produk Baru,-32%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop DELL Latitude e7250 Core i5-5300U | 8GB / SSD 256GB | 12.5"" HD Ultrabook
Rp
1.682.500
-32%
Produk Baru
5.0
5 Terjual
Kab. Bekasi",https://shopee.co.id/Laptop-DELL-Latitude-e7250-Core-i5-5300U-8GB-SSD-256GB-12.5-HD-Ultrabook-i.1392606552.49654220180?extraParams=%7B%22display_model_id%22%3A350622652054%2C%22model_selection_logic%22%3A3%7D&sp_atk=4b110e0f-b15e-42e4-9d22-a98668ba2320&xptdk=4b110e0f-b15e-42e4-9d22-a98668ba2320
https://down-id.img.susercontent.com/file/d686873723867a36b5ff2544a19de379,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop murah hp compaq acer core i3 ram 4gb 8gb 16gb superkenceng cocok untuk pelajar kuliah dan kerja murah bergaransi,Rp,1.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,142 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,,"Laptop murah hp compaq acer core i3 ram 4gb 8gb 16gb superkenceng cocok untuk pelajar kuliah dan kerja murah bergaransi
Rp
1.100.000
4.5
142 Terjual
Kab. Tangerang",https://shopee.co.id/Laptop-murah-hp-compaq-acer-core-i3-ram-4gb-8gb-16gb-superkenceng-cocok-untuk-pelajar-kuliah-dan-kerja-murah-bergaransi-i.72458775.20824131860?extraParams=%7B%22display_model_id%22%3A217278841985%2C%22model_selection_logic%22%3A3%7D&sp_atk=0b830034-0d58-472d-8605-0b456cd39870&xptdk=0b830034-0d58-472d-8605-0b456cd39870
