-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,truncate,w-auto,text-white,img_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmysghpjjo5k9a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,mesin ASUS Zenfone Max (M2) - bonus unit,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,200.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
mesin ASUS Zenfone Max (M2) - bonus unit
Rp
200.000
5.0
5 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/mesin-ASUS-Zenfone-Max-(M2)-bonus-unit-i.201942958.17899241292?extraParams=%7B%22display_model_id%22%3A158408877729%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7d5125f-20af-4ddd-a58f-840e7272c753&xptdk=f7d5125f-20af-4ddd-a58f-840e7272c753
https://down-id.img.susercontent.com/file/id-11134207-7r98x-llm3f491kjb8fc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,FRAME FULSET BEKAS ASUS ZENFONE LIVE L1,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,25.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purbalingga,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
FRAME FULSET BEKAS ASUS ZENFONE LIVE L1
Rp
25.000
5.0
2 Terjual
4-5 Hari
Kab. Purbalingga",https://shopee.co.id/FRAME-FULSET-BEKAS-ASUS-ZENFONE-LIVE-L1-i.955240691.19393067921?extraParams=%7B%22display_model_id%22%3A225627021882%2C%22model_selection_logic%22%3A2%7D&sp_atk=9aed050a-3562-443e-b1fa-800249193342&xptdk=9aed050a-3562-443e-b1fa-800249193342
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m99nhq92cu7hd3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia X Compact 3/32 ALL OPERATOR GOOD CONDITION,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,670.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,44 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jepara,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Sony Xperia X Compact 3/32 ALL OPERATOR GOOD CONDITION
Rp
670.000
Cicilan
4.8
44 Terjual
< 2 Hari
Kab. Jepara",https://shopee.co.id/Sony-Xperia-X-Compact-3-32-ALL-OPERATOR-GOOD-CONDITION-i.38916987.17161482290?extraParams=%7B%22display_model_id%22%3A205752710249%2C%22model_selection_logic%22%3A3%7D&sp_atk=50493900-8555-414f-8e70-57014e5107ce&xptdk=50493900-8555-414f-8e70-57014e5107ce
https://down-id.img.susercontent.com/file/id-11134201-7r98y-lv9t0tzny5cqc7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,nokia 220 RM 969 normal second,,Rp,57.000,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,602 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,-5%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
nokia 220 RM 969 normal second
Rp
57.000
-5%
4.0
602 Terjual
3-4 Hari
Kab. Cirebon",https://shopee.co.id/nokia-220-RM-969-normal-second-i.783939110.25830419773?extraParams=%7B%22display_model_id%22%3A217987062729%2C%22model_selection_logic%22%3A2%7D&sp_atk=ecee1569-bc5d-4480-8e13-b734d644746e&xptdk=ecee1569-bc5d-4480-8e13-b734d644746e
https://down-id.img.susercontent.com/file/id-11134207-8224o-miskb4a42yo4c4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus t00f........zenfone5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,35.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jember,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Asus t00f........zenfone5
Rp
35.000
5.0
2 Terjual
3-4 Hari
Kab. Jember",https://shopee.co.id/Asus-t00f........zenfone5-i.1016391083.41761499069?extraParams=%7B%22display_model_id%22%3A295965580807%2C%22model_selection_logic%22%3A2%7D&sp_atk=06a58dca-44c1-409d-9e4f-ae1f3622df4f&xptdk=06a58dca-44c1-409d-9e4f-ae1f3622df4f
https://down-id.img.susercontent.com/file/id-11134207-7r98t-ls2ab44wd3536d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,frame bekas Asus Zenfone L1,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,10.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purbalingga,,,,,,,"Scrape to BigSeller
frame bekas Asus Zenfone L1
Rp
10.000
1 Terjual
3-4 Hari
Kab. Purbalingga",https://shopee.co.id/frame-bekas-Asus-Zenfone-L1-i.38403865.24914809624?extraParams=%7B%22display_model_id%22%3A240363667723%2C%22model_selection_logic%22%3A2%7D&sp_atk=51ad9b84-4f44-4e66-81e4-71c706942942&xptdk=51ad9b84-4f44-4e66-81e4-71c706942942
https://down-id.img.susercontent.com/file/85d3e79719a6c4e99479563c6e9ecf40,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,(HANDPHONE MURAH) ANDROID BERBAGAI MEREK GAMBLING/BEKAS/MINUS,,Rp,50.000,3.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,188 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
(HANDPHONE MURAH) ANDROID BERBAGAI MEREK GAMBLING/BEKAS/MINUS
Rp
50.000
3.6
188 Terjual
3-4 Hari
Kab. Cirebon",https://shopee.co.id/(HANDPHONE-MURAH)-ANDROID-BERBAGAI-MEREK-GAMBLING-BEKAS-MINUS-i.279269345.10486557289?extraParams=%7B%22display_model_id%22%3A86856234793%2C%22model_selection_logic%22%3A2%7D&sp_atk=a694b259-0875-49d1-8957-35db15395d7a&xptdk=a694b259-0875-49d1-8957-35db15395d7a
https://down-id.img.susercontent.com/file/id-11134207-8224t-mjv0twp2regz5f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia XZ 601SO Wifi Only Silver Body Mulus Minus,,Rp,399.999,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,-56%,,"Scrape to BigSeller
Sony Xperia XZ 601SO Wifi Only Silver Body Mulus Minus
Rp
399.999
-56%
5.0
1 Terjual
3-5 Hari
Kab. Tangerang",https://shopee.co.id/Sony-Xperia-XZ-601SO-Wifi-Only-Silver-Body-Mulus-Minus-i.471427911.25912118200?extraParams=%7B%22display_model_id%22%3A217305632699%2C%22model_selection_logic%22%3A3%7D&sp_atk=6de3aaf1-f94d-453c-b5c3-82db763566af&xptdk=6de3aaf1-f94d-453c-b5c3-82db763566af
https://down-id.img.susercontent.com/file/id-11134201-7r98p-lunr2t3fws2l41,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,kamera bekas Asus Zenfone MAX,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,25.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purbalingga,,,,,,,"Scrape to BigSeller
kamera bekas Asus Zenfone MAX
Rp
25.000
4-5 Hari
Kab. Purbalingga",https://shopee.co.id/kamera-bekas-Asus-Zenfone-MAX-i.955240691.24877184043?extraParams=%7B%22display_model_id%22%3A240731767226%2C%22model_selection_logic%22%3A2%7D&sp_atk=2f05f269-4c55-4cda-b452-4ae22b724e9b&xptdk=2f05f269-4c55-4cda-b452-4ae22b724e9b
https://down-id.img.susercontent.com/file/id-11134207-8224w-mgvtsdim86bs07,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus Zenfone 4 Selfie Pro ZD552KL Smartphone - Deepsea Black [64 GB/4 GB],,Rp,500.000,4.9,,24 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Asus Zenfone 4 Selfie Pro ZD552KL Smartphone - Deepsea Black [64 GB/4 GB]
Rp
500.000
4.9
24 Terjual
Bandung",https://shopee.co.id/Asus-Zenfone-4-Selfie-Pro-ZD552KL-Smartphone-Deepsea-Black-64-GB-4-GB--i.1672921671.45801120706?extraParams=%7B%22display_model_id%22%3A355099107868%2C%22model_selection_logic%22%3A3%7D&sp_atk=ae9a99cb-cda6-49d7-983f-686b56e3f85a&xptdk=ae9a99cb-cda6-49d7-983f-686b56e3f85a
https://down-id.img.susercontent.com/file/id-11134207-8224v-mi6spaxvu6mg29,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Hp Android Wiko Sunny 2 Plus BNOB Ex Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,280.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Hp Android Wiko Sunny 2 Plus BNOB Ex Resmi
Rp
280.000
-2%
5.0
2 Terjual
< 2 Hari
Kab. Bogor",https://shopee.co.id/Hp-Android-Wiko-Sunny-2-Plus-BNOB-Ex-Resmi-i.47384082.26707636262?extraParams=%7B%22display_model_id%22%3A139029708495%2C%22model_selection_logic%22%3A3%7D&sp_atk=b57ef9d6-38c2-4f72-92ef-c4492a66ffd1&xptdk=b57ef9d6-38c2-4f72-92ef-c4492a66ffd1
https://down-id.img.susercontent.com/file/50cfd402640f62851fb5dccf02046249,,"Asus Zenfone C mati total, cuma getar",,Rp,25.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Aceh Barat Daya,,,,,,,"Scrape to BigSeller
Asus Zenfone C mati total, cuma getar
Rp
25.000
Kab. Aceh Barat Daya",https://shopee.co.id/Asus-Zenfone-C-mati-total-cuma-getar-i.318393502.4058551359?extraParams=%7B%22display_model_id%22%3A51481519169%2C%22model_selection_logic%22%3A2%7D&sp_atk=d2698432-501b-4552-9a4d-28c34846036c&xptdk=d2698432-501b-4552-9a4d-28c34846036c
https://down-id.img.susercontent.com/file/id-11134207-8224s-mkq6o5m86epz32,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Frame only bekas Asus Zenfone max m1,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,15.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purbalingga,,,,,,,"Scrape to BigSeller
Frame only bekas Asus Zenfone max m1
Rp
15.000
4-5 Hari
Kab. Purbalingga",https://shopee.co.id/Frame-only-bekas-Asus-Zenfone-max-m1-i.725599882.46356242189?extraParams=%7B%22display_model_id%22%3A445564489532%2C%22model_selection_logic%22%3A2%7D&sp_atk=1a09f532-7ad8-4d31-8e9f-d474f0e16581&xptdk=1a09f532-7ad8-4d31-8e9f-d474f0e16581
https://down-id.img.susercontent.com/file/id-11134207-81ztm-mel4cb2j9zpf77,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP Android Second Merk Samsung Redmi Oppo Vivo all Normal Siap Pakai,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,410.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,54 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
HP Android Second Merk Samsung Redmi Oppo Vivo all Normal Siap Pakai
Rp
410.000
4.9
54 Terjual
2-4 Hari
Semarang",https://shopee.co.id/HP-Android-Second-Merk-Samsung-Redmi-Oppo-Vivo-all-Normal-Siap-Pakai-i.220852034.28890413469?extraParams=%7B%22display_model_id%22%3A315201941827%2C%22model_selection_logic%22%3A3%7D&sp_atk=de305855-3b7b-4c09-9a8b-14ceec531ed4&xptdk=de305855-3b7b-4c09-9a8b-14ceec531ed4
https://down-id.img.susercontent.com/file/id-11134207-7qukx-lki2len8v2ok0c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIOAMI REDMI 5A RAM 2/16 NORMAL SECOND SIAP PAKAI,,Rp,280.000,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,122 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
XIOAMI REDMI 5A RAM 2/16 NORMAL SECOND SIAP PAKAI
Rp
280.000
4.0
122 Terjual
3-4 Hari
Kab. Cirebon",https://shopee.co.id/XIOAMI-REDMI-5A-RAM-2-16-NORMAL-SECOND-SIAP-PAKAI-i.865048652.20091959743?extraParams=%7B%22display_model_id%22%3A176045045606%2C%22model_selection_logic%22%3A3%7D&sp_atk=4ec67629-a0b6-49d9-af6d-7d7bcc837728&xptdk=4ec67629-a0b6-49d9-af6d-7d7bcc837728
https://down-id.img.susercontent.com/file/id-11134201-7r98q-ln1jxb7mkppjb8,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,BACKDOOR BEKAS ASUS ZENFONE 2 LASER ZE500L,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purbalingga,,,,,,,"Scrape to BigSeller
BACKDOOR BEKAS ASUS ZENFONE 2 LASER ZE500L
Rp
3.000
4-5 Hari
Kab. Purbalingga",https://shopee.co.id/BACKDOOR-BEKAS-ASUS-ZENFONE-2-LASER-ZE500L-i.725599882.23058417679?extraParams=%7B%22display_model_id%22%3A187113650647%2C%22model_selection_logic%22%3A2%7D&sp_atk=c56bb309-e921-4123-bbbc-0a3cfbabec51&xptdk=c56bb309-e921-4123-bbbc-0a3cfbabec51
https://down-id.img.susercontent.com/file/id-11134207-7r992-lugg5vtzv7vh46,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,DI OBRAL MURAH HP SAMSUNG J2 PREM NORMAL SIAP PAKAI SECOND BERKUALITAS,,Rp,58.000,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,799 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
DI OBRAL MURAH HP SAMSUNG J2 PREM NORMAL SIAP PAKAI SECOND BERKUALITAS
Rp
58.000
4.0
799 Terjual
3-4 Hari
Kab. Cirebon",https://shopee.co.id/DI-OBRAL-MURAH-HP-SAMSUNG-J2-PREM-NORMAL-SIAP-PAKAI-SECOND-BERKUALITAS-i.1240564700.25576147369?extraParams=%7B%22display_model_id%22%3A256457661629%2C%22model_selection_logic%22%3A3%7D&sp_atk=270762ea-b466-43bf-a4a4-125821e672c8&xptdk=270762ea-b466-43bf-a4a4-125821e672c8
https://down-id.img.susercontent.com/file/id-11134201-7r98w-lqdp1i5q8j5kd1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,BC ASUS ZENFONE 2 LASER DELUXE,,Rp,10.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Ciamis,,,,,,,"Scrape to BigSeller
BC ASUS ZENFONE 2 LASER DELUXE
Rp
10.000
3-5 Hari
Kab. Ciamis",https://shopee.co.id/BC-ASUS-ZENFONE-2-LASER-DELUXE-i.39466343.24157929538?extraParams=%7B%22display_model_id%22%3A232446406501%2C%22model_selection_logic%22%3A2%7D&sp_atk=63c0cc20-c21a-4ddd-b08e-56e465ffeb4c&xptdk=63c0cc20-c21a-4ddd-b08e-56e465ffeb4c
https://down-id.img.susercontent.com/file/id-11134207-7qul1-ljv4yozqedev2b,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,BACKCOVER ASUS ZENFONE MAX PRO M1 ZB602KL ORIGINAL BEKAS,,Rp,50.000,4.3,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
BACKCOVER ASUS ZENFONE MAX PRO M1 ZB602KL ORIGINAL BEKAS
Rp
50.000
4.3
4 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/BACKCOVER-ASUS-ZENFONE-MAX-PRO-M1-ZB602KL-ORIGINAL-BEKAS-i.941744273.18982449140?extraParams=%7B%22display_model_id%22%3A158305697770%2C%22model_selection_logic%22%3A2%7D&sp_atk=845f139e-022a-4343-ac7e-d9e54101db24&xptdk=845f139e-022a-4343-ac7e-d9e54101db24
https://down-id.img.susercontent.com/file/1fabb6a12e167d292040a174044df2be,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,asus zenfone 3 max 5.2 zc520tl mesin normal lcd tc pecah,,Rp,45.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
asus zenfone 3 max 5.2 zc520tl mesin normal lcd tc pecah
Rp
45.000
< 2 Hari
Kab. Bandung",https://shopee.co.id/asus-zenfone-3-max-5.2-zc520tl-mesin-normal-lcd-tc-pecah-i.492213318.19627959813?extraParams=%7B%22display_model_id%22%3A145293114035%2C%22model_selection_logic%22%3A2%7D&sp_atk=b181496d-5e4d-4ab0-b983-31c0ca4873f6&xptdk=b181496d-5e4d-4ab0-b983-31c0ca4873f6
https://down-id.img.susercontent.com/file/sg-11134201-7rdws-md8nsck3svny0d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone 2 ZE551ML 4GB 32GB Original Resmi Eks Garansi TAM,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,599.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
Asus Zenfone 2 ZE551ML 4GB 32GB Original Resmi Eks Garansi TAM
Rp
599.000
1 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Asus-Zenfone-2-ZE551ML-4GB-32GB-Original-Resmi-Eks-Garansi-TAM-i.736803387.40962173891?extraParams=%7B%22display_model_id%22%3A216197665577%2C%22model_selection_logic%22%3A3%7D&sp_atk=cac50c8d-ee8f-4f13-9458-b4aa8f9d8f3a&xptdk=cac50c8d-ee8f-4f13-9458-b4aa8f9d8f3a
