-image-yazkc-11,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,-image-yazkc-11_2,inline-block,img,text-xs/sp14_2,text-xs,w-auto,text-white,truncate,text-ellipsis,text-shopee-primary,_container,_container_link,img_2,pointer-events-none_3,text-xs_2
https://down-id.img.susercontent.com/file/id-11134207-822wt-mn1kuh4p4fer6d,REDMI NOTE 11 4/128 Second Minus (BACA DESKRIPSI),Rp,920.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,3-5 Hari,,,,,,"REDMI NOTE 11 4/128 Second Minus (BACA DESKRIPSI)
Rp
920.000
3-5 Hari
Kab. Bekasi",https://shopee.co.id/REDMI-NOTE-11-4-128-Second-Minus-(BACA-DESKRIPSI)-i.126106337.58008820321?extraParams=%7B%22display_model_id%22%3A370782738571%2C%22model_selection_logic%22%3A3%7D&sp_atk=77a3c2bb-19ee-4399-a8b6-2a50e31780a2&xptdk=77a3c2bb-19ee-4399-a8b6-2a50e31780a2,,,
https://down-id.img.susercontent.com/file/id-11134207-822wu-mmhl15zv6cjl2f,HP REDMI NOTE 4 SNAPDRAGON RAM 4/64 GB SECOND NORMAL (KET. BACA DISKRIPSI),Rp,600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Gresik,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,2-4 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,,"HP REDMI NOTE 4 SNAPDRAGON RAM 4/64 GB SECOND NORMAL (KET. BACA DISKRIPSI)
Rp
600.000
2-4 Hari
Kab. Gresik",https://shopee.co.id/HP-REDMI-NOTE-4-SNAPDRAGON-RAM-4-64-GB-SECOND-NORMAL-(KET.-BACA-DISKRIPSI)-i.424968143.54358025596?extraParams=%7B%22display_model_id%22%3A315712889758%2C%22model_selection_logic%22%3A3%7D&sp_atk=9bd43c28-f27f-4e22-a7c3-589c9ea45c69&xptdk=9bd43c28-f27f-4e22-a7c3-589c9ea45c69,,,
https://down-id.img.susercontent.com/file/id-11134207-7ra0k-mdcqifwmo7iv96,Xiaomi Poco C65 8/256 GB - Second - Fullset Bergaransi,Rp,1.175.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,,4-7 Hari,,,,,,"Xiaomi Poco C65 8/256 GB - Second - Fullset Bergaransi
Rp
1.175.000
4-7 Hari
Jakarta Selatan",https://shopee.co.id/Xiaomi-Poco-C65-8-256-GB-Second-Fullset-Bergaransi-i.1577265439.43962529343?extraParams=%7B%22display_model_id%22%3A286050784456%2C%22model_selection_logic%22%3A3%7D&sp_atk=b1f0f86c-6a86-4e43-95f3-019cac1f83e9&xptdk=b1f0f86c-6a86-4e43-95f3-019cac1f83e9,,,
https://down-id.img.susercontent.com/file/id-11134207-8224r-mkdlwh0jnv2b7d,Xiaomi Mi 11 Lite 6/128 (Second),Rp,1.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,,3 Hari,,,,,,"Xiaomi Mi 11 Lite 6/128 (Second)
Rp
1.250.000
3 Hari
Kab. Tangerang",https://shopee.co.id/Xiaomi-Mi-11-Lite-6-128-(Second)-i.127856429.51305896038?extraParams=%7B%22display_model_id%22%3A360532930293%2C%22model_selection_logic%22%3A3%7D&sp_atk=3e161f5e-3eaf-4452-bcef-2deffb5dae1a&xptdk=3e161f5e-3eaf-4452-bcef-2deffb5dae1a,,,
https://down-id.img.susercontent.com/file/id-11134207-7ra0k-mduh8uexka6fe9,Redmi Note 14 5G 12/512GB // 8/256GB Second Mulus Terawat,Rp,2.876.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,21 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,"Redmi Note 14 5G 12/512GB // 8/256GB Second Mulus Terawat
Rp
2.876.000
5.0
21 Terjual
< 2 Hari
Kab. Sidoarjo",https://shopee.co.id/Redmi-Note-14-5G-12-512GB-8-256GB-Second-Mulus-Terawat-i.309409025.42215040692?extraParams=%7B%22display_model_id%22%3A301421371947%2C%22model_selection_logic%22%3A3%7D&sp_atk=38e556f4-ce13-451a-922b-bc2af4c706b5&xptdk=38e556f4-ce13-451a-922b-bc2af4c706b5,,,
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mclurcd9j1306e,Redmi 14C 8/256GB Handphone second fullset original bergaransi,Rp,1.740.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,48 Terjual,,,,,,"Redmi 14C 8/256GB Handphone second fullset original bergaransi
Rp
1.740.000
5.0
48 Terjual
3 Hari
Jakarta Selatan",https://shopee.co.id/Redmi-14C-8-256GB-Handphone-second-fullset-original-bergaransi-i.281286305.26719570749?extraParams=%7B%22display_model_id%22%3A291612042791%2C%22model_selection_logic%22%3A3%7D&sp_atk=d984d54f-a93b-4a22-8123-24f039d15591&xptdk=d984d54f-a93b-4a22-8123-24f039d15591,,,
https://down-id.img.susercontent.com/file/id-11134207-822wh-mlh8bj0wfeo5fd,Redmi Note 13 5G 8/256 GB Resmi Indonesia Second Ori (Baca Deskripsi),Rp,1.275.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,,,,,"Redmi Note 13 5G 8/256 GB Resmi Indonesia Second Ori (Baca Deskripsi)
Rp
1.275.000
5.0
1 Terjual
3 Hari
Jakarta Utara",https://shopee.co.id/Redmi-Note-13-5G-8-256-GB-Resmi-Indonesia-Second-Ori-(Baca-Deskripsi)-i.1563349780.47406862893?extraParams=%7B%22display_model_id%22%3A277437886323%2C%22model_selection_logic%22%3A3%7D&sp_atk=71d74607-cf3a-4cf6-b432-69726ac6e50d&xptdk=71d74607-cf3a-4cf6-b432-69726ac6e50d,,,
https://down-id.img.susercontent.com/file/9255329c5332205745a34a1026f27b9c,XIAOMI POCO F3 8/256 & 6/128 SECOND FULLSET,Rp,2.935.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,103 Terjual,,,Cicilan,,,"XIAOMI POCO F3 8/256 & 6/128 SECOND FULLSET
Rp
2.935.000
Cicilan
4.9
103 Terjual
3-5 Hari
Jakarta Barat",https://shopee.co.id/XIAOMI-POCO-F3-8-256-6-128-SECOND-FULLSET-i.37906250.6595224493?extraParams=%7B%22display_model_id%22%3A121640046764%2C%22model_selection_logic%22%3A3%7D&sp_atk=21b04b0a-ed47-4f5e-8cb8-1b1331e9172e&xptdk=21b04b0a-ed47-4f5e-8cb8-1b1331e9172e,,,
https://down-id.img.susercontent.com/file/id-11134207-8224o-mjv89fj5vn5s51,REDMI NOTE 14 4G 8/256GB 8/128GB HANDPHONE SECOND FULLSET BATANGAN ORIGINAL BERGARANSI,Rp,2.390.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,21 Terjual,,,,,,"REDMI NOTE 14 4G 8/256GB 8/128GB HANDPHONE SECOND FULLSET BATANGAN ORIGINAL BERGARANSI
Rp
2.390.000
5.0
21 Terjual
3 Hari
Jakarta Selatan",https://shopee.co.id/REDMI-NOTE-14-4G-8-256GB-8-128GB-HANDPHONE-SECOND-FULLSET-BATANGAN-ORIGINAL-BERGARANSI-i.281286305.43151903729?extraParams=%7B%22display_model_id%22%3A258929932979%2C%22model_selection_logic%22%3A3%7D&sp_atk=9f24b457-ed0a-4948-b9f3-b4cc127c8665&xptdk=9f24b457-ed0a-4948-b9f3-b4cc127c8665,,,
https://down-id.img.susercontent.com/file/id-11134207-7r98p-lzaavewt9c14d0,Xiaomi Redmi A3 4/128 GB Garansi Resmi Indonesia Second Bekas Original,Rp,1.090.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,26 Terjual,,,,,,"Xiaomi Redmi A3 4/128 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.090.000
4.9
26 Terjual
3 Hari
Jakarta Utara",https://shopee.co.id/Xiaomi-Redmi-A3-4-128-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.29458906774?extraParams=%7B%22display_model_id%22%3A188033445928%2C%22model_selection_logic%22%3A3%7D&sp_atk=cba40c00-06a8-4fc9-824e-9f6acad796c6&xptdk=cba40c00-06a8-4fc9-824e-9f6acad796c6,,,
https://down-id.img.susercontent.com/file/id-11134207-7rasg-m2xu1x3s1omlb8,Xiaomi Redmi 13 Ram 8/128GB | Ram 8/256GB ( Second ),Rp,1.779.199,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,204 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,-1%,"Xiaomi Redmi 13 Ram 8/128GB | Ram 8/256GB ( Second )
Rp
1.779.199
-1%
4.9
204 Terjual
< 2 Hari
Surabaya",https://shopee.co.id/Xiaomi-Redmi-13-Ram-8-128GB-Ram-8-256GB-(-Second-)-i.194632330.26307483167?extraParams=%7B%22display_model_id%22%3A205580602917%2C%22model_selection_logic%22%3A3%7D&sp_atk=66d8c561-f547-436e-b190-699d894983fd&xptdk=66d8c561-f547-436e-b190-699d894983fd,,,
https://down-id.img.susercontent.com/file/id-11134207-822wg-mnay66xjz5z5e5,Xiaomi Redmi 12C 4/64GB Bekas Second Grs Resmi,Rp,1.025.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,8 Terjual,,,,,,"Xiaomi Redmi 12C 4/64GB Bekas Second Grs Resmi
Rp
1.025.000
5.0
8 Terjual
2-4 Hari
Kab. Sleman",https://shopee.co.id/Xiaomi-Redmi-12C-4-64GB-Bekas-Second-Grs-Resmi-i.20962929.25921494911?extraParams=%7B%22display_model_id%22%3A207402507469%2C%22model_selection_logic%22%3A3%7D&sp_atk=be772289-eb82-44fe-8330-aa10ad3f765b&xptdk=be772289-eb82-44fe-8330-aa10ad3f765b,,,
https://down-id.img.susercontent.com/file/id-11134207-8224u-mfs4n2g1lgjs93,redmi note 8 Pro 6/128gb Second termurah terlaris,Rp,1.299.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,27 Terjual,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,,"redmi note 8 Pro 6/128gb Second termurah terlaris
Rp
1.299.999
4.9
27 Terjual
3-6 Hari
Bandung",https://shopee.co.id/redmi-note-8-Pro-6-128gb-Second-termurah-terlaris-i.1418109676.26369723449?extraParams=%7B%22display_model_id%22%3A247191340574%2C%22model_selection_logic%22%3A3%7D&sp_atk=50b66c6d-007d-4646-8f58-f5ee70c32d94&xptdk=50b66c6d-007d-4646-8f58-f5ee70c32d94,,,
https://down-id.img.susercontent.com/file/id-11134207-7r992-ls2bkt6mx0s40d,Xiaomi Poco F4 5G 6/128 GB | 8/256 GB Garansi Resmi Indonesia Second Bekas Ori,Rp,2.490.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,29 Terjual,,,,,,"Xiaomi Poco F4 5G 6/128 GB | 8/256 GB Garansi Resmi Indonesia Second Bekas Ori
Rp
2.490.000
4.9
29 Terjual
3 Hari
Jakarta Utara",https://shopee.co.id/Xiaomi-Poco-F4-5G-6-128-GB-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Ori-i.304735900.18879696952?extraParams=%7B%22display_model_id%22%3A216839761443%2C%22model_selection_logic%22%3A3%7D&sp_atk=4f6d35c0-cbd2-4fc0-bfff-b84445ef2343&xptdk=4f6d35c0-cbd2-4fc0-bfff-b84445ef2343,,,
https://down-id.img.susercontent.com/file/id-11134207-7rasf-m3iykcai4yxv25,Redmi Note 11R 5G 8/128GB Original Second Bergaransi,Rp,1.375.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,16 Terjual,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,,"Redmi Note 11R 5G 8/128GB Original Second Bergaransi
Rp
1.375.000
5.0
16 Terjual
3 Hari
Jakarta Pusat",https://shopee.co.id/Redmi-Note-11R-5G-8-128GB-Original-Second-Bergaransi-i.690286890.24239223824?extraParams=%7B%22display_model_id%22%3A380051161554%2C%22model_selection_logic%22%3A3%7D&sp_atk=7b4aab1d-6649-496a-b196-39cb88d59ed5&xptdk=7b4aab1d-6649-496a-b196-39cb88d59ed5,,,
https://down-id.img.susercontent.com/file/id-11134207-7rasb-m4qzjvqxnr0q3d,INSTAN!! REDMI 10 2022 4/64 6/128 SECOND NORMAL EX TAM/RESMI INDONESIA,Rp,929.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,103 Terjual,,,,,,"INSTAN!! REDMI 10 2022 4/64 6/128 SECOND NORMAL EX TAM/RESMI INDONESIA
Rp
929.000
4.9
103 Terjual
3 Hari
Jakarta Barat",https://shopee.co.id/INSTAN!!-REDMI-10-2022-4-64-6-128-SECOND-NORMAL-EX-TAM-RESMI-INDONESIA-i.218103747.26922933412?extraParams=%7B%22display_model_id%22%3A280300074474%2C%22model_selection_logic%22%3A3%7D&sp_atk=15a5de2a-603d-47cc-b5c1-7100808e224e&xptdk=15a5de2a-603d-47cc-b5c1-7100808e224e,,,
https://down-id.img.susercontent.com/file/id-11134207-7rbk7-m8kod14gl63504,XIAOMI POCO M4 PRO 8/256 SECOND ORI BEKAS GARANSI RESMI,Rp,1.699.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Klaten,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,209 Terjual,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,,"XIAOMI POCO M4 PRO 8/256 SECOND ORI BEKAS GARANSI RESMI
Rp
1.699.000
Cicilan
5.0
209 Terjual
3 Hari
Kab. Klaten",https://shopee.co.id/XIAOMI-POCO-M4-PRO-8-256-SECOND-ORI-BEKAS-GARANSI-RESMI-i.144116326.11833128637?extraParams=%7B%22display_model_id%22%3A425070279556%2C%22model_selection_logic%22%3A3%7D&sp_atk=41fc0fd3-6caf-4732-a2d6-2af3e56f1af9&xptdk=41fc0fd3-6caf-4732-a2d6-2af3e56f1af9,,,
https://down-id.img.susercontent.com/file/id-11134207-822wq-mmb2bpd4qgw53e,Redmi Note 14 4g Second/Bekas GARANSI,Rp,2.009.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,"Redmi Note 14 4g Second/Bekas GARANSI
Rp
2.009.000
< 2 Hari
Surabaya",https://shopee.co.id/Redmi-Note-14-4g-Second-Bekas-GARANSI-i.3642266.53607780221?extraParams=%7B%22display_model_id%22%3A360690761623%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5e5e2f8-0cfe-4514-b64d-8ba6606bc137&xptdk=a5e5e2f8-0cfe-4514-b64d-8ba6606bc137,,,
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m9x2xs3ea9zh2b,Mi xiaomi mi12T 5G second 8+256gb bagus original,Rp,3.125.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pasuruan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,3 Terjual,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,,"Mi xiaomi mi12T 5G second 8+256gb bagus original
Rp
3.125.000
5.0
3 Terjual
3 Hari
Pasuruan",https://shopee.co.id/Mi-xiaomi-mi12T-5G-second-8-256gb-bagus-original-i.1349004474.27186699522?extraParams=%7B%22display_model_id%22%3A270107436170%2C%22model_selection_logic%22%3A3%7D&sp_atk=3e56902d-a26e-471d-a5b9-81a2330d506f&xptdk=3e56902d-a26e-471d-a5b9-81a2330d506f,,,
https://down-id.img.susercontent.com/file/id-11134207-822wq-mn331z5bhipsfc,Redmi 8A Pro Ram 3GB Internal 32GB Sinyal 4G (LTE) Second Original Resmi Siap Pakai Normal Berkualitas Dan Bergaransi !!!,Rp,594.968,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Pandeglang,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,2-5 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,,"Redmi 8A Pro Ram 3GB Internal 32GB Sinyal 4G (LTE) Second Original Resmi Siap Pakai Normal Berkualitas Dan Bergaransi !!!
Rp
594.968
2-5 Hari
Kab. Pandeglang",https://shopee.co.id/Redmi-8A-Pro-Ram-3GB-Internal-32GB-Sinyal-4G-(LTE)-Second-Original-Resmi-Siap-Pakai-Normal-Berkualitas-Dan-Bergaransi-!!!-i.754320195.44430087528?extraParams=%7B%22display_model_id%22%3A415788908321%2C%22model_selection_logic%22%3A3%7D&sp_atk=4b264f9a-bf53-4d51-83f2-cb2f946eb40e&xptdk=4b264f9a-bf53-4d51-83f2-cb2f946eb40e,,,
