-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,img,text-xs/sp14_2,text-xs,pointer-events-none,align-middle,text-shopee-primary,pointer-events-none_2,truncate,inline-block,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mbdbwijyzmjd0f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Samsung Chromebook XE345XDA, Seri Baru, Like New, Slim, Cantik, Fullset, Silver",Rp,1.900.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,"Samsung Chromebook XE345XDA, Seri Baru, Like New, Slim, Cantik, Fullset, Silver
Rp
1.900.000
Jakarta Barat",https://shopee.co.id/Samsung-Chromebook-XE345XDA-Seri-Baru-Like-New-Slim-Cantik-Fullset-Silver-i.1168421838.40505781078?extraParams=%7B%22display_model_id%22%3A290485693970%2C%22model_selection_logic%22%3A3%7D&sp_atk=86003cce-fc8d-4b49-abc5-761eee4cff1d&xptdk=86003cce-fc8d-4b49-abc5-761eee4cff1d
https://down-id.img.susercontent.com/file/id-11134207-8224z-mjauifp3neh23c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Fujitsu MU937 Celeron 3865U-7TH RAM 8G  256GB SSD  - Layar 13.3 Inch 1920*1080 Mulus dan Murah & Tas/Mouse,Rp,1.350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,298 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"Laptop Fujitsu MU937 Celeron 3865U-7TH RAM 8G 256GB SSD - Layar 13.3 Inch 1920*1080 Mulus dan Murah & Tas/Mouse
Rp
1.350.000
4.7
298 Terjual
Tangerang",https://shopee.co.id/Laptop-Fujitsu-MU937-Celeron-3865U-7TH-RAM-8G-256GB-SSD-Layar-13.3-Inch-1920*1080-Mulus-dan-Murah-Tas-Mouse-i.845800738.29604488797?extraParams=%7B%22display_model_id%22%3A365346891827%2C%22model_selection_logic%22%3A3%7D&sp_atk=53b84cce-d980-4512-8fbe-371f5cfcf611&xptdk=53b84cce-d980-4512-8fbe-371f5cfcf611
https://down-id.img.susercontent.com/file/id-11134207-8224r-mhrdr4382vi848,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP LENOVO THINKPAD YOGA 11E 100E 300E TOUCHSCREEN CELERON  LAYAR 11 INCH SLIM, SUPER MURAH BAGUS MULUS BERKUALITAS DAN BERGARANSI",Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,54 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"LAPTOP LENOVO THINKPAD YOGA 11E 100E 300E TOUCHSCREEN CELERON LAYAR 11 INCH SLIM, SUPER MURAH BAGUS MULUS BERKUALITAS DAN BERGARANSI
Rp
1.500.000
-6%
4.7
54 Terjual
Jakarta Utara",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-YOGA-11E-100E-300E-TOUCHSCREEN-CELERON-LAYAR-11-INCH-SLIM-SUPER-MURAH-BAGUS-MULUS-BERKUALITAS-DAN-BERGARANSI-i.1067066233.25167991526?extraParams=%7B%22display_model_id%22%3A69575842742%2C%22model_selection_logic%22%3A3%7D&sp_atk=4c828866-39a2-4458-81d8-4c7cb2ed9a51&xptdk=4c828866-39a2-4458-81d8-4c7cb2ed9a51
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmr3hqqmx7290e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Samsung 550XDA, Core i5-1135G7, Ram 8/512GB, #IPS, Lengkap, Grey",Rp,4.300.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"Samsung 550XDA, Core i5-1135G7, Ram 8/512GB, #IPS, Lengkap, Grey
Rp
4.300.000
Jakarta Barat",https://shopee.co.id/Samsung-550XDA-Core-i5-1135G7-Ram-8-512GB-IPS-Lengkap-Grey-i.953200515.43679816075?extraParams=%7B%22display_model_id%22%3A385739435049%2C%22model_selection_logic%22%3A3%7D&sp_atk=36aca8da-25a3-4569-82fb-e0549c91e61f&xptdk=36aca8da-25a3-4569-82fb-e0549c91e61f
https://down-id.img.susercontent.com/file/id-11134207-822wp-mmiuj5m0ta0yc4,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,LAPTOP LENOVO THINKPAD X240 X250 X260 X270 X280 CORE i3 / i5 / i7 ORIGINAL MURAH BERGARANSI,Rp,2.475.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,214 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,"LAPTOP LENOVO THINKPAD X240 X250 X260 X270 X280 CORE i3 / i5 / i7 ORIGINAL MURAH BERGARANSI
Rp
2.475.000
Cicilan
4.9
214 Terjual
Tangerang",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-X240-X250-X260-X270-X280-CORE-i3-i5-i7-ORIGINAL-MURAH-BERGARANSI-i.23062282.3920083640?extraParams=%7B%22display_model_id%22%3A253412899008%2C%22model_selection_logic%22%3A3%7D&sp_atk=547076f0-9a34-47bd-82b0-01404515e27b&xptdk=547076f0-9a34-47bd-82b0-01404515e27b
https://down-id.img.susercontent.com/file/id-11134207-82252-mhsrd53nz6rpf1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP LENOVO THINKPAD X380 X390 L390 L380  CORE I5/I7 GEN 8 13,3  INCH - MULUS MURAH BERGARANSI",Rp,3.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,81 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-3%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"LAPTOP LENOVO THINKPAD X380 X390 L390 L380 CORE I5/I7 GEN 8 13,3 INCH - MULUS MURAH BERGARANSI
Rp
3.000.000
-3%
4.9
81 Terjual
Jakarta Utara",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-X380-X390-L390-L380-CORE-I5-I7-GEN-8-13-3-INCH-MULUS-MURAH-BERGARANSI-i.925485019.23522413645?extraParams=%7B%22display_model_id%22%3A175538242985%2C%22model_selection_logic%22%3A3%7D&sp_atk=cd00a747-8ece-47fe-b681-928b516b7510&xptdk=cd00a747-8ece-47fe-b681-928b516b7510
https://down-id.img.susercontent.com/file/id-11134207-822wq-mn6v4xiurhmt19,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Lenovo ThinkPad X240 X250 X260 X270 X280 Core i3/i5/i7 | Second Original Dan Murah,Rp,2.475.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,411 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,"Lenovo ThinkPad X240 X250 X260 X270 X280 Core i3/i5/i7 | Second Original Dan Murah
Rp
2.475.000
5.0
411 Terjual
Jakarta Pusat",https://shopee.co.id/Lenovo-ThinkPad-X240-X250-X260-X270-X280-Core-i3-i5-i7-Second-Original-Dan-Murah-i.872249560.20185986903?extraParams=%7B%22display_model_id%22%3A217824171558%2C%22model_selection_logic%22%3A3%7D&sp_atk=c167b5b9-c12e-4d07-9775-fe8904f41720&xptdk=c167b5b9-c12e-4d07-9775-fe8904f41720
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mbs3k1vmr1jn46,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ChromeBook Notebook Samsung XE303C12-A01US Prosesor  Exynos 5250,Rp,698.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Ciamis,,,,,"ChromeBook Notebook Samsung XE303C12-A01US Prosesor Exynos 5250
Rp
698.000
5.0
1 Terjual
Kab. Ciamis",https://shopee.co.id/ChromeBook-Notebook-Samsung-XE303C12-A01US-Prosesor-Exynos-5250-i.848422567.26677777782?extraParams=%7B%22display_model_id%22%3A227435133248%2C%22model_selection_logic%22%3A3%7D&sp_atk=515a9cc0-dc98-47e3-a20f-73e2400c2cde&xptdk=515a9cc0-dc98-47e3-a20f-73e2400c2cde
https://down-id.img.susercontent.com/file/id-11134207-8224t-mi3wgn0402deb6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SAMSUNG 350XCJ/350XCR Core i5-10210U Ram 8GB Ssd 256Gb,Rp,4.550.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,"SAMSUNG 350XCJ/350XCR Core i5-10210U Ram 8GB Ssd 256Gb
Rp
4.550.000
Malang",https://shopee.co.id/SAMSUNG-350XCJ-350XCR-Core-i5-10210U-Ram-8GB-Ssd-256Gb-i.44435356.56852907017?extraParams=%7B%22display_model_id%22%3A282245250607%2C%22model_selection_logic%22%3A3%7D&sp_atk=85efd672-42d1-4d4a-8861-e05a1372821d&xptdk=85efd672-42d1-4d4a-8861-e05a1372821d
https://down-id.img.susercontent.com/file/8441f885a214f05ecb0680bce46f6db4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Samsung R439 - Core i3-M370 2.4 Ghz - 14 inch - HD 500 GB - RAM 4 GB - Intel HD,Rp,2.000.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sukoharjo,,,,,"Samsung R439 - Core i3-M370 2.4 Ghz - 14 inch - HD 500 GB - RAM 4 GB - Intel HD
Rp
2.000.000
Kab. Sukoharjo",https://shopee.co.id/Samsung-R439-Core-i3-M370-2.4-Ghz-14-inch-HD-500-GB-RAM-4-GB-Intel-HD-i.10180632.5619387269?extraParams=%7B%22display_model_id%22%3A32695668519%2C%22model_selection_logic%22%3A3%7D&sp_atk=e7628141-3e86-486b-9bd5-65cf03d1b203&xptdk=e7628141-3e86-486b-9bd5-65cf03d1b203
https://down-id.img.susercontent.com/file/sg-11134201-825zt-mjrxveqtojy8ea,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Samsung Chromebook 4 Celeron N4020 Roblox game playstore,Rp,1.250.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,"Laptop Samsung Chromebook 4 Celeron N4020 Roblox game playstore
Rp
1.250.000
Malang",https://shopee.co.id/Laptop-Samsung-Chromebook-4-Celeron-N4020-Roblox-game-playstore-i.212142573.56205051550?extraParams=%7B%22display_model_id%22%3A410465091066%2C%22model_selection_logic%22%3A3%7D&sp_atk=dae6a19c-fe30-4406-a074-df9ea1d50015&xptdk=dae6a19c-fe30-4406-a074-df9ea1d50015
https://down-id.img.susercontent.com/file/id-11134207-822wo-mlldml87yolr9b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Samsung 500R5K, Core i5-5200U Ram 8Gb SSD 128Gb Vga Nvidia GeForce 840M 2Gb",Rp,2.450.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"Laptop Samsung 500R5K, Core i5-5200U Ram 8Gb SSD 128Gb Vga Nvidia GeForce 840M 2Gb
Rp
2.450.000
Jakarta Barat",https://shopee.co.id/Laptop-Samsung-500R5K-Core-i5-5200U-Ram-8Gb-SSD-128Gb-Vga-Nvidia-GeForce-840M-2Gb-i.277449743.26754171827?extraParams=%7B%22display_model_id%22%3A137969704418%2C%22model_selection_logic%22%3A3%7D&sp_atk=d1379b71-e009-49e7-8832-1319ab0acf4b&xptdk=d1379b71-e009-49e7-8832-1319ab0acf4b
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lrgrpcw9ta4d9c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Lenovo Thinkpad X1 Carbon All Series 1ST/2ND/3RD/4TH/5TH/6TH Core i5/i7 + BONUS!!! PALING MURAH PALING MULUS WORT IT TO BUY,Rp,2.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,105 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,"Laptop Lenovo Thinkpad X1 Carbon All Series 1ST/2ND/3RD/4TH/5TH/6TH Core i5/i7 + BONUS!!! PALING MURAH PALING MULUS WORT IT TO BUY
Rp
2.300.000
-4%
4.8
105 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-Thinkpad-X1-Carbon-All-Series-1ST-2ND-3RD-4TH-5TH-6TH-Core-i5-i7-BONUS!!!-PALING-MURAH-PALING-MULUS-WORT-IT-TO-BUY-i.1065701352.22788071245?extraParams=%7B%22display_model_id%22%3A365597646865%2C%22model_selection_logic%22%3A3%7D&sp_atk=cae0d9cb-9662-4f2b-a777-0c076ce8493e&xptdk=cae0d9cb-9662-4f2b-a777-0c076ce8493e
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lsdt6u2a8iefdd,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Nb Samsung Chromebook 4 Celeron-N4020 Ram 4/32Gb GREY,Rp,1.650.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"Nb Samsung Chromebook 4 Celeron-N4020 Ram 4/32Gb GREY
Rp
1.650.000
Jakarta Barat",https://shopee.co.id/Nb-Samsung-Chromebook-4-Celeron-N4020-Ram-4-32Gb-GREY-i.850155898.24016384999?extraParams=%7B%22display_model_id%22%3A226090443148%2C%22model_selection_logic%22%3A3%7D&sp_atk=7b1dfce4-67e4-4bdb-83a1-34b5393a6087&xptdk=7b1dfce4-67e4-4bdb-83a1-34b5393a6087
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmr3hqqmx7290e,,"Samsung 550XDA, Core i5-1135G7, Ram 8/512GB, #IPS, Lengkap, Grey",Rp,4.300.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,"Samsung 550XDA, Core i5-1135G7, Ram 8/512GB, #IPS, Lengkap, Grey
Rp
4.300.000
Jakarta Barat",https://shopee.co.id/Samsung-550XDA-Core-i5-1135G7-Ram-8-512GB-IPS-Lengkap-Grey-i.1749311762.47608334658?extraParams=%7B%22display_model_id%22%3A380739406536%2C%22model_selection_logic%22%3A3%7D&sp_atk=9f48286e-5094-4849-bb79-ca8ecd723380&xptdk=9f48286e-5094-4849-bb79-ca8ecd723380
https://down-id.img.susercontent.com/file/id-11134207-8224t-mjb9q2xcnhfke2,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Samsung Notebook Plus2 Core i7 1165G7 Gen 11 8GB/512GB 15 inch 1080p Ultrabook Laptop Windows,Rp,5.827.410,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tasikmalaya,-10%,,,,"Samsung Notebook Plus2 Core i7 1165G7 Gen 11 8GB/512GB 15 inch 1080p Ultrabook Laptop Windows
Rp
5.827.410
-10%
Tasikmalaya",https://shopee.co.id/Samsung-Notebook-Plus2-Core-i7-1165G7-Gen-11-8GB-512GB-15-inch-1080p-Ultrabook-Laptop-Windows-i.32747751.53101467164?extraParams=%7B%22display_model_id%22%3A370133956834%2C%22model_selection_logic%22%3A3%7D&sp_atk=a9e6b6f6-b3b7-4cdd-9b39-f354e589edba&xptdk=a9e6b6f6-b3b7-4cdd-9b39-f354e589edba
https://down-id.img.susercontent.com/file/id-11134207-7r98w-lmrdam1fpdisc6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Samsung 915s, #Touchscreen, Super Slim, Ringan, Biru Dongker",Rp,2.400.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,"Laptop Samsung 915s, #Touchscreen, Super Slim, Ringan, Biru Dongker
Rp
2.400.000
Jakarta Barat",https://shopee.co.id/Laptop-Samsung-915s-Touchscreen-Super-Slim-Ringan-Biru-Dongker-i.811915272.22357645162?extraParams=%7B%22display_model_id%22%3A222122293569%2C%22model_selection_logic%22%3A3%7D&sp_atk=2a3dcb4e-5aab-4606-88f1-042810fe5b38&xptdk=2a3dcb4e-5aab-4606-88f1-042810fe5b38
https://down-id.img.susercontent.com/file/id-11134207-7qul0-lhuomw6ryntqa7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Samsung 275E, Amd E1-1500, Ram 4Gb, Hdd 500Gb, Vga AMD Radeon",Rp,1.700.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"Laptop Samsung 275E, Amd E1-1500, Ram 4Gb, Hdd 500Gb, Vga AMD Radeon
Rp
1.700.000
Jakarta Barat",https://shopee.co.id/Laptop-Samsung-275E-Amd-E1-1500-Ram-4Gb-Hdd-500Gb-Vga-AMD-Radeon-i.83853427.6190085989?extraParams=%7B%22display_model_id%22%3A98716435849%2C%22model_selection_logic%22%3A3%7D&sp_atk=b07a9259-129b-4018-8294-3599d112d87a&xptdk=b07a9259-129b-4018-8294-3599d112d87a
https://down-id.img.susercontent.com/file/sg-11134201-7ra28-mbcddnpwo50i18,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Samsung ChromeBook XE310XBA Intel Celeron N4020 Ram 4Gb eMMC 32Gb SCu17689,Rp,1.650.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,"Laptop Samsung ChromeBook XE310XBA Intel Celeron N4020 Ram 4Gb eMMC 32Gb SCu17689
Rp
1.650.000
Malang",https://shopee.co.id/Laptop-Samsung-ChromeBook-XE310XBA-Intel-Celeron-N4020-Ram-4Gb-eMMC-32Gb-SCu17689-i.1443585582.43055614594?extraParams=%7B%22display_model_id%22%3A258549205316%2C%22model_selection_logic%22%3A3%7D&sp_atk=2da958ce-459e-47f7-bee0-7491a01773d6&xptdk=2da958ce-459e-47f7-bee0-7491a01773d6
https://down-id.img.susercontent.com/file/id-11134207-822wk-mn19eb69wqo354,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"[Bekas] Laptop Lenovo Thinkpad X380 X390 Core i5/i7 - Layar 13,3 Inch - MULUS  ORIGINAL BERGARANSI",Rp,2.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,134 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-3%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"[Bekas] Laptop Lenovo Thinkpad X380 X390 Core i5/i7 - Layar 13,3 Inch - MULUS ORIGINAL BERGARANSI
Rp
2.800.000
-3%
4.8
134 Terjual
Jakarta Utara",https://shopee.co.id/-Bekas-Laptop-Lenovo-Thinkpad-X380-X390-Core-i5-i7-Layar-13-3-Inch-MULUS-ORIGINAL-BERGARANSI-i.472460537.23077782509?extraParams=%7B%22display_model_id%22%3A177858620938%2C%22model_selection_logic%22%3A3%7D&sp_atk=2ad017d5-cae1-4473-9988-ab6fe73708c9&xptdk=2ad017d5-cae1-4473-9988-ab6fe73708c9
https://down-id.img.susercontent.com/file/id-11134207-7r991-lr3wd0q58dae66,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Samsung 300V intel Cor i5 Ram 8Gb/SSD 256Gb  Dualvga Nvdia Geforce GT520MX 15inch,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.5,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,"Laptop Samsung 300V intel Cor i5 Ram 8Gb/SSD 256Gb Dualvga Nvdia Geforce GT520MX 15inch
Rp
2.500.000
3.5
3 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-Samsung-300V-intel-Cor-i5-Ram-8Gb-SSD-256Gb-Dualvga-Nvdia-Geforce-GT520MX-15inch-i.277449743.10781847966?extraParams=%7B%22display_model_id%22%3A141586725527%2C%22model_selection_logic%22%3A3%7D&sp_atk=58041aae-0356-442e-81f5-d1cfeae97942&xptdk=58041aae-0356-442e-81f5-d1cfeae97942
https://down-id.img.susercontent.com/file/id-11134207-7ra0m-mb6or7fvhupgfc,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Laptop Samsung 370R, Intel Pentium - 997, 4/128GB, White Red",Rp,1.150.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,"Laptop Samsung 370R, Intel Pentium - 997, 4/128GB, White Red
Rp
1.150.000
Jakarta Barat",https://shopee.co.id/Laptop-Samsung-370R-Intel-Pentium-997-4-128GB-White-Red-i.1285644349.28287781969?extraParams=%7B%22display_model_id%22%3A128357871348%2C%22model_selection_logic%22%3A3%7D&sp_atk=c3c71226-979e-4adc-88e1-8ae12d7c3845&xptdk=c3c71226-979e-4adc-88e1-8ae12d7c3845
https://down-id.img.susercontent.com/file/id-11134207-8224y-mkncw7stsohw0f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP KERJA ASUS VIVOBOOK 15 F1504ZA I5 1235U 16GB 1TB SSD LAYAR 15,6 INCH FULLHD W11 BLUE ORIGINAL",Rp,5.098.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,21 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,"LAPTOP KERJA ASUS VIVOBOOK 15 F1504ZA I5 1235U 16GB 1TB SSD LAYAR 15,6 INCH FULLHD W11 BLUE ORIGINAL
Rp
5.098.000
-1%
Hadiah Gratis
5.0
21 Terjual
Kab. Tangerang",https://shopee.co.id/LAPTOP-KERJA-ASUS-VIVOBOOK-15-F1504ZA-I5-1235U-16GB-1TB-SSD-LAYAR-15-6-INCH-FULLHD-W11-BLUE-ORIGINAL-i.1008008577.26361325728?extraParams=%7B%22display_model_id%22%3A315715138911%2C%22model_selection_logic%22%3A3%7D&sp_atk=a1399eaf-a68c-4ba3-83b8-3a47e4b0ed45&xptdk=a1399eaf-a68c-4ba3-83b8-3a47e4b0ed45
