-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,text-shopee-green,text-shopee-primary,truncate,img_2,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lss8ee6i0nv1b1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP Nokia 105 2019 bisa Bahasa Indonesia nokia 105 Dual Sim 2019,Rp,250.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,7 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
HP Nokia 105 2019 bisa Bahasa Indonesia nokia 105 Dual Sim 2019
Rp
250.000
5.0
7 Terjual
Besok
Bandung",https://shopee.co.id/HP-Nokia-105-2019-bisa-Bahasa-Indonesia-nokia-105-Dual-Sim-2019-i.37262135.24718413619?extraParams=%7B%22display_model_id%22%3A176372061339%2C%22model_selection_logic%22%3A3%7D&sp_atk=8d0e3675-29ba-4c66-84c5-7679d4a50907&xptdk=8d0e3675-29ba-4c66-84c5-7679d4a50907
https://down-id.img.susercontent.com/file/sg-11134201-7rd6q-m73cxh02loa1bd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 105 (2024) - Garansi Resmi TAM 1 Tahun,Rp,292.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,5 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,289 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 (2024) - Garansi Resmi TAM 1 Tahun
Rp
292.000
5.0
289 Terjual
5 jam
Surabaya",https://shopee.co.id/Nokia-105-(2024)-Garansi-Resmi-TAM-1-Tahun-i.1102849498.27328863014?extraParams=%7B%22display_model_id%22%3A185858015420%2C%22model_selection_logic%22%3A3%7D&sp_atk=5ba21630-691d-4e4d-b753-e9d1305b07ad&xptdk=5ba21630-691d-4e4d-b753-e9d1305b07ad
https://down-id.img.susercontent.com/file/id-11134207-7rbka-mai1wvhj1pysa1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA 105 FOX 2024 GARANSI RESMI,Rp,274.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,65 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
NOKIA 105 FOX 2024 GARANSI RESMI
Rp
274.000
5.0
65 Terjual
2-3 Hari
Jakarta Pusat",https://shopee.co.id/NOKIA-105-FOX-2024-GARANSI-RESMI-i.1362772826.40502949406?extraParams=%7B%22display_model_id%22%3A248475175755%2C%22model_selection_logic%22%3A3%7D&sp_atk=ec7eedd9-c500-49ba-97fc-a52ff346ec18&xptdk=ec7eedd9-c500-49ba-97fc-a52ff346ec18
https://down-id.img.susercontent.com/file/id-11134207-7rasg-m2wa18igarpx4e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Nokia Jadul Murah Nokia 108 HANDPHONE Nokia108,Rp,270.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,73 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia Jadul Murah Nokia 108 HANDPHONE Nokia108
Rp
270.000
4.8
73 Terjual
Besok
Makassar",https://shopee.co.id/Nokia-Jadul-Murah-Nokia-108-HANDPHONE-Nokia108-i.438376359.8166216686?extraParams=%7B%22display_model_id%22%3A35910902777%2C%22model_selection_logic%22%3A3%7D&sp_atk=18df9700-6cbe-40e0-87f8-1cc914e97b31&xptdk=18df9700-6cbe-40e0-87f8-1cc914e97b31
https://down-id.img.susercontent.com/file/id-11134207-7r98t-lliqj9bosv3d70,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 105 2023 Terbaru Garansi Resmi,Rp,350.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Padang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,12 Terjual,-53%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 2023 Terbaru Garansi Resmi
Rp
350.000
-53%
4.8
12 Terjual
2-6 Hari
Padang",https://shopee.co.id/Nokia-105-2023-Terbaru-Garansi-Resmi-i.736101903.23054400876?extraParams=%7B%22display_model_id%22%3A127699158220%2C%22model_selection_logic%22%3A3%7D&sp_atk=00c1b8e8-ddc9-4847-b55e-9df44eeb5f31&xptdk=00c1b8e8-ddc9-4847-b55e-9df44eeb5f31
https://down-id.img.susercontent.com/file/c9e8c4468e606cf23cc0d989f58b1dd1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HANDPHONE NOKIA 105 DUAL SIM NEW,Rp,209.000,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Palembang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,470 Terjual,,Grosir,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
HANDPHONE NOKIA 105 DUAL SIM NEW
Rp
209.000
Grosir
4.7
470 Terjual
4-6 Hari
Palembang",https://shopee.co.id/HANDPHONE-NOKIA-105-DUAL-SIM-NEW-i.64026521.5361845832?extraParams=%7B%22display_model_id%22%3A31742187615%2C%22model_selection_logic%22%3A3%7D&sp_atk=5b69c89e-3b16-4a85-a5d8-92018b83f63a&xptdk=5b69c89e-3b16-4a85-a5d8-92018b83f63a
https://down-id.img.susercontent.com/file/1746c94ee2c32326e1aaeb035d6f2743,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,nokia 7070 seken xl only,Rp,250.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,4 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
nokia 7070 seken xl only
Rp
250.000
5.0
4 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/nokia-7070-seken-xl-only-i.27792137.6322397157?extraParams=%7B%22display_model_id%22%3A42253046203%2C%22model_selection_logic%22%3A3%7D&sp_atk=b6f4df47-feac-4459-b9e7-c1bdbe5482ae&xptdk=b6f4df47-feac-4459-b9e7-c1bdbe5482ae
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m9qwwl7owh0d45,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 110 (2024) Handphone Jadul Camera Garansi Resmi 1 Tahun,Rp,366.000,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,48 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 110 (2024) Handphone Jadul Camera Garansi Resmi 1 Tahun
Rp
366.000
4.7
48 Terjual
2-3 Hari
Kab. Sleman",https://shopee.co.id/Nokia-110-(2024)-Handphone-Jadul-Camera-Garansi-Resmi-1-Tahun-i.160369383.9523328285?extraParams=%7B%22display_model_id%22%3A74046341026%2C%22model_selection_logic%22%3A3%7D&sp_atk=7c842861-88df-457a-ab21-664464fb6a1e&xptdk=7c842861-88df-457a-ab21-664464fb6a1e
https://down-id.img.susercontent.com/file/id-11134207-822wg-mmyo84pvo9ace4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 5630 XpressMusic All Operator hp batre aja,Rp,425.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Nokia 5630 XpressMusic All Operator hp batre aja
Rp
425.000
Besok
Semarang",https://shopee.co.id/Nokia-5630-XpressMusic-All-Operator-hp-batre-aja-i.55423646.41579982762?extraParams=%7B%22display_model_id%22%3A400770478064%2C%22model_selection_logic%22%3A3%7D&sp_atk=f73a275b-ccb0-4c87-a86b-509024b0f51a&xptdk=f73a275b-ccb0-4c87-a86b-509024b0f51a
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-ma3lsmzmk8p9ef,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Nokia 110 Dual Sim (New) ada camera warna (hitam/hijau) (Bisa Kirim Instan),Rp,390.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Palembang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,49 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 110 Dual Sim (New) ada camera warna (hitam/hijau) (Bisa Kirim Instan)
Rp
390.000
5.0
49 Terjual
4-6 Hari
Palembang",https://shopee.co.id/Nokia-110-Dual-Sim-(New)-ada-camera-warna-(hitam-hijau)-(Bisa-Kirim-Instan)-i.1500976661.41601893341?extraParams=%7B%22display_model_id%22%3A248920376141%2C%22model_selection_logic%22%3A3%7D&sp_atk=daa5b6ed-b9d0-4c13-a72c-29712183da42&xptdk=daa5b6ed-b9d0-4c13-a72c-29712183da42
https://down-id.img.susercontent.com/file/id-11134207-81zte-metj07d2483m70,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 150 Frodo Music HMD Garansi Resmi Indonesia,Rp,499.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,140 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 150 Frodo Music HMD Garansi Resmi Indonesia
Rp
499.000
4.9
140 Terjual
Besok
Semarang",https://shopee.co.id/Nokia-150-Frodo-Music-HMD-Garansi-Resmi-Indonesia-i.287662257.44369908822?extraParams=%7B%22display_model_id%22%3A271628081958%2C%22model_selection_logic%22%3A3%7D&sp_atk=863b96e8-7a9e-473d-bcd1-7a39fb162b76&xptdk=863b96e8-7a9e-473d-bcd1-7a39fb162b76
https://down-id.img.susercontent.com/file/id-11134207-7rbk2-m7hp9ld05rtsa7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia  x6 -| 6GB+64GB | type-c | dual sim |16+16+5MP | nokia android 10 | Garansi indonesia,Rp,1.162.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,11 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia x6 -| 6GB+64GB | type-c | dual sim |16+16+5MP | nokia android 10 | Garansi indonesia
Rp
1.162.000
5.0
11 Terjual
2-3 Hari
Tangerang",https://shopee.co.id/Nokia-x6-6GB-64GB-type-c-dual-sim-16-16-5MP-nokia-android-10-Garansi-indonesia-i.1153426315.24355833154?extraParams=%7B%22display_model_id%22%3A240152445463%2C%22model_selection_logic%22%3A3%7D&sp_atk=29791880-1bbe-405f-9700-2a1336b17b85&xptdk=29791880-1bbe-405f-9700-2a1336b17b85
