nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,kategori,brand,platform
HP Laptop 14-EP0018TU Intel Core i7-1355U 16GB 512GB Win 11 [7M4W3PA],11.359.000,,,Kota Surabaya,Laptop,Hp,Blibli
HP Laptop 14 EP0019TU Intel Core i7 1355U 512GB 16GB Win 11 [7M4W4PA],11.359.000,,,Kota Surabaya,Laptop,Hp,Blibli
HP Laptop OMEN 16 U0045TX Intel Core I9 13900HX 32GB 1TB W11 8B4J7PA,36.669.000,,,Kota Surabaya,Laptop,Hp,Blibli
HP Victus Laptop 15 FA2883TX Intel Core i7-13620H RTX 4050 16GB 512GB 144Hz,17.199.000,,,Kota Jakarta Utara,Laptop,Hp,Blibli
HP LAPTOP 14 EP1225TU Intel Core Ultra 7 155H 16GB SSD 512GB 14″ FHD IPS Windows 11 OHS 2024 M365 - Silver [BR1V5PA],12.410.404,,,Kota Surabaya,Laptop,Hp,Blibli
HP Laptop 14-ep0261TU/Intel Core i3-1315U/8GB/512GB SSD/14″ FHD/Win 11 Home+OHS 2021+M365-Silver,8.049.000,,,Kota Jakarta Barat,Laptop,Hp,Blibli
"HP Laptop 14 EM0167AU AMD Ryzen 7 7730U 16GB 512GB SSD 14"" FHD W11 Gold AD7Q0PA",8.791.111,,Terjual 1,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 240 G9 Intel Core I5 1235U 8GB 256GB 14"" HD W11 Dark Silver A9VA2AT",6.662.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EM0168AU AMD Ryzen 7 7730U 16GB 512GB SSD 14"" FHD W11 Silver AD7Q1PA",8.729.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Victus Laptop 15-fa0011TX (15.6""FHD/Intel Core i5-12500H/8GB/512GB/WIN11/SILVER)",13.129.000,5,Terjual 1,Kota Jakarta Timur,Laptop,Hp,Blibli
"HP Laptop 14S DQ5227TU Intel Core I5 1235U 8GB 512GB SSD 14"" FHD IPS W11 Silver B29ZDPA",7.784.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 15 FD1111TU Ultra 5 125H 16GB 512GB SSD 15.6"" FHD IPS W11 Silver 9Y3N8PA",8.959.606,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 15 FD1222TU Ultra 5 125H 16GB 512GB SSD 15.6"" FHD IPS W11 Blue 9Y3N9PA",8.959.606,,Terjual 1,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 240R G9 Intel Core 5 120U 8GB 512GB SSD 14"" FHD Win 11 Home Dark Ash Silver [B98GZPC]",11.723.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EM0332AU AMD Ryzen 3 7320U 8GB 512GB SSD 14"" FHD IPS W11 Gold AA3V7PA",6.139.808,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion Plus 14 EY0018AU AMD Ryzen 5 7540 16GB 512GB SSD 14"" WUXGA IPS W11+OHS 2021 8R297PA",11.959.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 15 FD1555TU Ultra 7 155H 16GB 512GB SSD 15.6"" FHD IPS W11 Blue 9Y3P0PA",11.859.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 15 FD1777TU Ultra 7 155H 16GB 512GB SSD 15.6"" FHD IPS W11 Silver 9Y3P1PA",11.869.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EP0001TU Intel Core I5 1335U 8GB 512GB SSD 14"" FHD W11 Silver 7M4V9PA",8.169.606,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EM0019AU AMD Ryzen 5 7530U 8GB 512GB SSD 14"" FHD IPS W11 Gold 7L9D0PA",7.769.808,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Aero 13 BG0111AU AMD Ryzen 5 8640U 16GB 512GB SSD 13.3"" WUXGA IPS W11 Silver A0DH2PA",12.299.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Aero 13 BG0888AU AMD Ryzen 7 8840U 16GB 1TB SSD 13.3"" WUXGA IPS W11 Blue A0DH5PA",13.836.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14S DQ5155TU Intel Core I7 1255U 8GB 512GB SSD 14"" FHD IPS W11 Silver A58H8PA",9.959.000,5,Terjual 1,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EM0018AU AMD Ryzen 5 7530U 8GB 512GB SSD 14"" FHD IPS W11 Silver 7L9C9PA",7.779.010,,Terjual 1,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Aero 13 BG0222AU AMD Ryzen 5 8640U 16GB 512GB SSD 13.3"" WUXGA IPS W11 Blue A0DH3PA",12.423.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EP1733TU Core 5 120U 8GB 512GB SSD 14"" FHD W11+OHS 2024 Microsoft 365 Basic Silver C45SLPA",8.584.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14S DQ5567TU Intel Core i3 1215U 4GB 512GB SSD 14"" FHD W11 Silver A58H9PA",7.999.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Aero 13 BG0777AU AMD Ryzen 7 8840U 16GB 1TB SSD 13.3"" WUXGA IPS W11 Silver A0DH4PA",13.769.010,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14s-dq5568TU | Core i3-1215U | Windows 11 | 8 GB 512 GB SSD | 14"" FHD | Intel UHD Graphics",6.998.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop ENVY X360 14 FC0666TU Intel Ultra I5 125U 16GB 512GB 14"" 2.8K OLED Touch W11 Blue A03GWPA",16.099.010,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion X360 14 EK2555TU Core 7 150U 16GB 512GB SSD 14"" FHD IPS Touchscreen W11 Blue 9X3C6PA",13.729.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EP0611TU Intel Core I5 1334U 16GB 512GB SSD 14"" FHD IPS W11+OHS 2024 Silver B90X3PA",9.259.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop ENVY X360 14 FC0555TU Intel Ultra I5 125U 16GB 512GB 14"" 2.8K OLED Touch W11 Silver A03GVPA",16.069.808,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion Plus 14 EW0078TU Intel Core I5 1335U 16GB 512GB SSD 14"" WQXGA IPS W11 Blue 9E3S7PA",10.879.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion X360 14 EK2777TU Intel Core 7 150U 16GB 512GB SSD 14"" FHD IPS Touch W11 Silver 9X3C8PA",13.929.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EM0196AU Athlon Silver 7120U 8GB 512GB SSD 14"" FHD IPS W11+OHS 2024 Microsoft 365 Basic Silver BP0S4PA",5.129.808,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion Plus 14 EW0077TU Intel Core I5 1335U 16GB 512GB SSD 14"" WQXGA IPS W11 Silver 9E3S6PA",10.809.606,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EP0258TU Intel Core I7 1355U 8GB 512GB SSD 14"" FHD W11+OHS 2024 Microsoft 365 Basic Silver BP0W9PA",11.145.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EP0254TU Intel Core I7 1355U 16GB 512GB SSD 14"" FHD W11+OHS 2024 Microsoft 365 Basic Gold BP0S8PA",11.489.010,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EP0260TU Intel Core I3 1315U 8GB 512GB SSD 14"" FHD W11+OHS 2024 M365 Basic Gold BD0Y4PA",7.920.303,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion Plus 14 EW1006TU Intel Ultra 7 155H 32GB 1TB SSD 14"" 2.8K 120HZ OLED W11 Blue 9X3D6PA",15.800.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion X360 14 EK2666TU Core 7 150U 16GB 512GB SSD 14"" FHD IPS Touch W11 Rose Gold 9X3C7PA",13.929.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop OmniBook Ultra Flip 14 fh0556TU Ultra 9 288V 32GB 2TB SSD 14"" 2.8K OLED Touchscreen W11 Blue B2CQ3PA",31.399.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EM0321AU AMD Ryzen 3 7320U 8GB 512GB SSD 14"" FHD IPS W11+OHS 2024 Microsoft 365 Basic Gold BD0Y0PA",6.469.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion Plus 14 EW0080TU Intel Core I7 1335U 16GB 1TB SSD 14"" 2.8K OLED W11 Silver 9E3S9PA",15.959.000,,,Kota Surabaya,Laptop,Hp,Blibli
HP Laptop Pavilion Plus 14 EW0082TU Intel Core I7 1335U 16GB 1TB SSD 14.0 2.8K OLED W11 Pink 9E3T3PA,16.009.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 14 EP0253TU Intel Core I7 1355U 16GB 512GB SSD 14"" FHD W11+OHS 2024 Microsoft 365 Basic Blue BP0S7PA",11.469.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop OmniBook Ultra Flip 14 FH0334TU Ultra 9 288V 32GB 2TB SSD 14"" 2.8K OLED Touchscreen W11 Grey B2CQ2PA",30.149.808,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion Plus 14 EW1003TU Intel Ultra 5 125H 16GB 1TB SSD 14"" 2.8K 120HZ OLED W11 Blue 9X3D3PA",12.489.606,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion X360 14 EK2333TU Intel Core 5 120U 16GB 512GB SSD 14"" FHD IPS Touch W11 Blue 9X3C5PA",11.399.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion X360 14 EK2111TU Intel Core 5 120U 16GB 512GB SSD 14"" FHD IPS Touchscreen W11 Silver 9X3C3PA",11.599.808,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop OmniBook X 14 FE0777QU QC Snapdragon X1E 78100 32GB 1TB SSD 14"" 2.2K IPS Touchscreen W11 Silver B00U2PA",20.654.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion X360 14 EK2222TU Intel Core 5 120U 16GB 512GB SSD 14"" FHD IPS Touch W11 Rose Gold 9X3C4PA",11.799.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 15 FD0031TX Intel Core I5 1334U 8GB 512GB SSD 15.6"" FHD W11 NVIDIA MX 570A 2GB Silver 9E3T4PA",9.749.010,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop ENVY X360 14 FC0888TU Intel Ultra I7 155U 16GB 1TB SSD 14"" 2.8K OLED Touch W11 Blue 9W3G5PA",18.139.010,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop ENVY X360 14 FA0888AU AMD Ryzen 7 8840HS 32GB 1TB SSD 14"" 2.8K OLED Touch W11 Silver 9X3E6PA",21.519.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop ENVY X360 14 FC0777TU Intel Ultra I7 155U 16GB 1TB SSD 14"" 2.8K OLED Touch W11 SILVER 9W3G4PA",18.281.111,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Pavilion X360 14 EK2123TU Intel Core i3 100U 8GB 512GB SSD 14"" FHD IPS Touch + Stylus W11 Silver A58H1PA",9.718.707,,,Kota Surabaya,Laptop,Hp,Blibli
Hp Laptop 15 FD0999TX Intel Core I7 1355U 16GB 512GB SSD 15.6 FHD IPS W11 NVIDIA MX 570A 2GB Silver 9Y3N7PA,12.509.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop 15 FD0032TX Intel Core I5 1334U 8GB 512GB SSD 15.6"" FHD W11 NVIDIA MX 570A 2GB Blue 9E3T5PA",9.633.000,,,Kota Surabaya,Laptop,Hp,Blibli
HP LAPTOP OmniBook 5 Flip 14 fp0557TU Intel Core 5 120U 512GB SSD 16GB 2K IPS Touch Windows 11 OHS2024 - Blue [BR4F3PA],13.847.000,,,Kota Surabaya,Laptop,Hp,Blibli
Hp Laptop 15 FD0888TX Intel Core I7 1355U 16GB 512GB SSD 15.6 FHD IPS W11 NVIDIA MX 570A 2GB Blue 9Y3N6PA,12.509.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Victus Laptop 15-FB3150AX Silver Ryzen 5 240 Win11 OHS(15.6"" FHD/RTX5050/512GB SSD/16GB)",17.899.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop Victus 16 R0555TX Intel Core I5 13500HX 16GB 512GB SSD 16.1"" FHD 165Hz W11 NVIDIA GeForce RTX 4060 8GB Mica Silver B01BQPA",16.589.000,,Terjual 1,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop OmniBook 5 Flip 14 FP0776TU Core 7 150U 16GB 512GB SSD 14"" FHD 2K Touch W11+OHS 2024 M365 Basic Blue BR4F5PA",14.802.000,,,Kota Surabaya,Laptop,Hp,Blibli
HP LAPTOP OmniBook X Flip 14 fm0777TU Ultra 7-256V 16GB 1TB SSD 14″ 2K IPS Windows 11 2024 M365B 3M Silver [BM7R8PA],19.061.111,,,Kota Surabaya,Laptop,Hp,Blibli
"HP OMNIBOOK Ultra Flip 14 OLED-FH0888TU Laptop - Blue [Ultra 7-258V/32GB/1TB/Win11+OHS21/14"" 2.8K Touch VRR 120Hz] Free ADP",29.149.000,5,Terjual 3,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
"HP OMNIBOOK Ultra Flip 14 OLED-FH0334TU Laptop - Gray [Ultra 9-288V/32GB/2TB/Win11+OHS21/14"" 2.8K Touch VRR 120Hz] Free Bag+ADP",32.949.000,,Terjual 1,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
"LAPTOP HP 14S DQ2614TU - Intel Core I3-1115G4 4GB 512GB 14"" FHD IPS",6.299.000,,,,Laptop,Hp,Blibli
HP LAPTOP 14S-DQ2052TU/DQ2053TU i5-1135G7 8GB 512GB UMA W10+OHS,10.300.000,,,,Laptop,Hp,Blibli
"HP 14-ep0260TU Laptop - Gold [i3-1315U/8GB/512GB/Win11+OHS24+M365/Copilot/Backlit KB/14"" FHD 250Nits] Free Bag",8.949.000,5,Terjual 311,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
"HP 14-ep0261TU Laptop - Silver [i3-1315U/8GB/512GB/Win11+OHS24+M365/Copilot/Backlit KB/14"" FHD 250Nits] Free Bag",8.949.000,5,Terjual 238,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
"HP OMNIBOOK Ultra Flip 14 OLED-FH0556TU Laptop - Blue [Ultra 9-288V/32GB/2TB/Win11+OHS21/14"" 2.8K Touch VRR 120Hz] Free Bag+ADP",32.949.000,,Terjual 1,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
"HP 240R G9 Laptop - Black [Core 7-150U/16GB DDR4/512GB PCIe/Win11/OHS24/720HD Cam/14"" FHD IPS 300Nits] Free Bag",14.949.000,,,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
"HP 245 G10 Laptop - Grey [R3-7320U/8GB LPDDR5/256GB PCIe/Win11/720HD Cam/14"" FHD IPS 250Nits] Free Bag (A)",8.449.000,5,Terjual 82,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
"HP 14-ep1155TU Laptop - Silver [Core 5-120U/16GB/512GB/Win11+OHS24+M365/Copilot/Backlit KB/14"" FHD 250Nits] Free Bag",10.949.000,5,Terjual 61,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
"HP 14-ep0321TU Laptop - Silver [i3-1315U/4GB/512GB/Win11+OHS24+M365/Copilot/Backlit KB/14"" FHD 250Nits] Free Bag",7.949.000,5,Terjual 54,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
"HP 14-ep1177TU Laptop - Silver [Core 5-120U/8GB/512GB/Win11+OHS24+M365/Copilot/Backlit KB/14"" FHD 250Nits] Free Bag",10.449.000,5,Terjual 13,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
LAPTOP HP 245 G10 RYZEN 3 7320 8GB 256GB W11 14.0,6.999.000,,,Kota Jakarta Utara,Laptop,Hp,Blibli
"HP 14-ep1188TU Laptop - Silver [Ultra 5-125H/Intel Arc/16GB/512GB/Win11+OHS24+M365/Copilot/Backlit KB/14"" FHD IPS 300Nits] Free Bag (A)",11.949.000,5,Terjual 3,Blibli Flagship (Komputer) Flagship Store,Laptop,Hp,Blibli
LAPTOP HP 14 RYZEN 3 7320 8GB 512GB W11+OHS 14.0 FHD IPS BLIT,8.349.000,,,Kota Jakarta Utara & kota lainnya,Laptop,Hp,Blibli
Laptop HP 245 G8 Ryzen 5 5500 8/512 W11 Slim Bezel Black Garansi Resmi,6.740.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli
Laptop HP Pavilion Aero 13-bg0111AU/bg0222AU Ryzen 5 8640U 16GB 512GB SSD WUXGA IPS Win11 - Silver,12.574.000,5,Terjual 75,Kota Semarang,Laptop,Hp,Blibli
"Laptop HP14s-dq3133TU [Intel Celeron N4500/8GB/512GB/WIN 11 Home/OHS] 14"" - Silver",5.039.000,,,Kota Jakarta Timur,Laptop,Hp,Blibli
Laptop HP 14S-DQ3125TU DQ3126TU DQ3127TU Intel Celeron N4500 4GB DDR4-2933 SSD 512GB Windows,6.000.000,,Terjual 1,Kota Bekasi & kota lainnya,Laptop,Hp,Blibli
Laptop HP 14s-DQ5567TU Intel Core i3-1215U 4GB DDR4-3200 SSD 512GB 14″ FHD Windows + Office,8.000.000,,Terjual 7,Kota Bekasi & kota lainnya,Laptop,Hp,Blibli
Laptop HP 240 G9 A9VA2AT i5-1235U 8GB 256GB SSD Windows 11 Home 14 inch 1 Year Warranty,7.800.000,,,Kota Jakarta Utara,Laptop,Hp,Blibli
Laptop HP 14-ep0321TU – BD0Y7PA /Intel Core i3-1315U/4GB/512GB SSD/Intel UHD Graphics/14″ FHD/Win 11 Home+OH24+M365/Silver/2Y,7.299.000,,,Kota Medan & kota lainnya,Laptop,Hp,Blibli
"Laptop HP 14 | EP1188TU | Intel Core Ultra 5-125H | RAM 16GB | SSD 512GB | Layar 14""inch FHD | Windows 11 Home + Microsoft Office Home 2024",10.899.000,,,Kab. Tangerang,Laptop,Hp,Blibli
Laptop HP OmniBook 3 Next Gen AI 14-ha0336AU – C0BA8PA /AMD Ryzen AI 5-340/24GB/512GB SSD/AMD Radeon Graphics/14″ FHD/Win 11 Home+OH24+M365/Silver/2Y,12.499.000,,,Kota Medan & kota lainnya,Laptop,Hp,Blibli
"HP 14 Notebook - Silver [AMD 5 COMPUTE CORES 2C+3G 3.1GHZ TURBO TO 3.7GHZ-9425/ 8GB/ SSD 128GB/ RADEON GRAPHICS/14""/ W10] GARANSI RESMI",6.417.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli
Laptop HP Pavilion x360 - OmniBook 5 Flip [NEW] Intel Core 5 UHD 16GB RAM 512GB SSD Silver Free Windows 11 Home 14 Inch Garansi 2 Tahun Official,15.149.000,5,Terjual 1,Kota Jakarta Utara,Laptop,Hp,Blibli
"LAPTOP HP 14-EP0261TU/EP0260TU INTEL CORE I3-1315U,8GB,512GB SSD,14""FHD ,WIN 11 HOME+OHS 2021+M365",8.190.801,,,Kota Palembang,Laptop,Hp,Blibli
HP PAVILION X360 TOUCH CORE I5 120U 16GB 512GB W11 FREE OFFICE ORIGINAL LIFETIME 14.0FHD IPS TOUCH SCREEN,13.699.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli
"HP LAPTOP OMNIBOOK 7 AI PC 14 FR0777TU ULTRA 7 255H 32GB 1TB 14"" OLED 2K WINDOWS 11 OHS24 M365 [C0BH4PA]",20.860.404,,,Kota Surabaya,Laptop,Hp,Blibli
HP 14 inch Laptop 14-ep0261TU | Intel Core i3-1315U | 8GB/512GB SSD,8.298.000,,,Kota Surabaya,Laptop,Hp,Blibli
"HP Laptop14S DQ3133TU Intel Celeron N4500 4GB 512GB SSD 14"" FHD W11 Silver B16ZSPA",4.919.000,,,Kota Surabaya,Laptop,Hp,Blibli
LAPTOP HP 14-EM0332AU,8.400.000,5,Terjual 1,,Laptop,Hp,Blibli
"HP Laptop 14 EP0321TU Intel Core I3 1315U 4GB 512GB SSD 14"" FHD W11+OHS 2024 Microsoft 365 Basic Silver BD0Y7PA",7.391.000,,,Kota Surabaya,Laptop,Hp,Blibli
HP 14 inch Laptop 14-ep1155TU 14 - ep1177TU Intel Core 5 120U 16GB/8GB 512GB 14 FHD W11 OH,9.299.000,,,Kota Yogyakarta,Laptop,Hp,Blibli
LAPTOP HP 14s-DQ0510TU Celeron-N4120,4.925.000,,Terjual 6,,Laptop,Hp,Blibli
"HP 14-Series Notebook - Warna Tergantung stok [14""/Intel Core i3-6006U/4GB/1TB/noDvdRW/ Win 10]  GARANSI RESMI",5.954.100,,Terjual 1,Kota Jakarta Pusat,Laptop,Hp,Blibli
"HP 14-BS***TU Notebook Warna Tergantung Stok [INTEL TURBO BOOST UP TO 2.48GHZ/4GB/500G  / Ada DVDRW Internalnya/14""/WIN10] - - - GARANSI RESMI",4.299.000,5,Terjual 3,Kota Jakarta Pusat,Laptop,Hp,Blibli
"Laptop HP 245 G8 [56K72PA] AMD Ryzen 5-5500U 8GB 512GB SSD 14""HD Win 10 SL Laptop HP MURAH",10.467.000,,Terjual 1,,Laptop,Hp,Blibli
HP OmniBook Ultra Flip 14-FH0556TU Blue Ultra 9 288V Win11 OHS,34.089.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli
"HP Pavilion X360 14-BA161TX/163TX Convert Notebook - Gold /Silver [Intel Core i5-8250/ 8GB/ 1TB/ VGA2GB/ 14"" Touchscreen/W10] GARANSI RESMI HP 2 THN",13.990.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli
HP OmniBook 7 AI 14-FR0222TU Silver Ultra 5 225H Win11 OHS,16.139.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli
HP 14-ep0321TU Laptop i3-1315U/ 4GB / 512GB / 14.0 FHD / W11 OH24,7.800.000,,,Kota Yogyakarta,Laptop,Hp,Blibli
HP OmniBook 7 Aero 13-BG1778AU White Ryzen AI 7 350 Win11 OHS,16.839.000,,,Kota Surabaya & kota lainnya,Laptop,Hp,Blibli
HP OmniBook Ultra Flip 14 inch Laptop 14-fh0777TU 14-fh0888TU Intel Core Ultra 7 258V 32GB 1TB 14 OLED,28.499.000,,,Kota Yogyakarta,Laptop,Hp,Blibli
"HP 15 fd0888TX fd0999TX Notebook [i7 1355U/16GB/512GB SSD/MX570A 2GB/15.6"" FHD/Win 11 Home + OHS 2021]",13.049.000,,Terjual 2,Kota Medan,Laptop,Hp,Blibli
"HP 15-DB0011AU Notebook - Silver [AMD RYZEN 3 2200U Turbo Boost Up To 3.4Ghz/4GB/1TB/ VEGA 3/DVDRW/ 15.6""/ W10]  GARANSI RESMI - - - FREE***",8.380.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli
HP OmniBook X Flip 2-in-1 14 inch Laptop Next Gen AI 14-fk0888AU Amd Ryzen AI 7 350 32GB 1TB 14 Oled W11 OH24,23.499.000,,,Kota Yogyakarta,Laptop,Hp,Blibli
HP OmniBook 3 14 inch Laptop Next Gen AI 14-ha0335AU 14-ha0336AU Ryzen AI 5 340 (6C) 50 NPU TOPs/ 16GB/24GB 14 FHD IPS W11 OH24,11.499.000,,,Kota Yogyakarta,Laptop,Hp,Blibli
"HP 14-CM00**AU-Silver-Gold-Black [AMD 9000 TURBO BOOST TO 2.2GHZ QUAD COMPUTE 2C+2G/4GB/1TBR/Integrated Radeon Graphics/HDMI/14""/W10]  GARANSI RESMI",4.650.000,4,Terjual 17,Kota Jakarta Pusat,Laptop,Hp,Blibli
"HP-14-EM0321AU R3 7320/8GB/512/W11+OHS24+M365/14""FHD IPS/BL/2Y/GOLD",8.500.000,,,Kota Semarang,Laptop,Hp,Blibli
"HP 15-bw064AX /065AX SILVER/GREY AMD QUAD CORE A10 9620P TURBO UP TO 3.6GHZ/ 8GBDDR4/ 1TB/ VGA2GB/DVDRW/15.6"" /W10Pro 64Bit GARANSI RESMI",8.201.600,,Terjual 2,Kota Jakarta Pusat,Laptop,Hp,Blibli
HP14 ATHLON SILVER 7120 8GB SSD 512GB W11 OFFICE 14INCH GARANSI RESMI,7.159.000,,Terjual 1,Kota Jakarta Pusat,Laptop,Hp,Blibli
HP 14 EM0320AU Ryzen 3 7320U 8GB SSD 512GB 14″ FHD W11+OH2024+M365,8.499.000,,,Kab. Sleman,Laptop,Hp,Blibli
"HP Pavilion x360 14-EK1006TU Silver [Intel Core i7-1355U 16GB 512GB 14""FHD IPS FlipTouch Intel Iris Xe Windows 11+OHS 2 Years ADP] | Pegacare+",15.033.000,,,Kota Yogyakarta,Laptop,Hp,Blibli
HP 245 RYZEN 5 3500 4CORES TURBO UP 3.7GHZ 8GB SSD 512GB RADEON GRAPHICS W10PRO 14INCH FREE**,9.989.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli
HP AERO 13 RYZEN 5 5600 16GB 512GB RADEON GRAPHICS W10 + OHS 13.3FHD IPS 250NITS - SLIM RINGAN -RESMI ORIGINAL BARU,12.990.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli
HP 14 AMD SILVER 7120 / I3 1315 (PILIH PROSESORNYA) 8GB 512GB W11+ OHS 14 INCH GARANSI RESMI,7.999.000,,Terjual 440,Kota Jakarta Pusat,Laptop,Hp,Blibli
HP 14 I3 1315 8GB 512GB W11+OHS+M365B 14.0FHD BLIT COPILOT 2Y SLV -EP0261TU,8.043.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli
Pre-order,15.443.000,,,Kota Jakarta Barat,Laptop,Hp,Blibli
laptop hp probook 645 G1 AMD A8-4500M RAM 4 GB DDR3 HDD 500GB,3.000.000,,Terjual 2,,Laptop,Hp,Blibli
Laptop HP 14s-dk1524au ATHLON 3050 4GB 512GB SSD Win+OHS,6.240.000,,,,Laptop,Hp,Blibli
HP OMNIBOOK 5 FLIP TOUCH 14 CORE 7 150U 16GB 512GB W11+OHS+M365B 14.0 2K 2Y+ADP 2IN1 PEN SILVER -FP0775TU,15.499.000,,Terjual 1,,Laptop,Hp,Blibli
LAPTOP HP 14S DQ4016TU i5 1155G7 8GB 512GB SSD IRIS W11 OHS,8.800.000,5,Terjual 4,,Laptop,Hp,Blibli
HP Laptop 14s-dq2614TU Silver,7.121.900,5,Terjual 1,,Laptop,Hp,Blibli
LAPTOP HP 240 G9,8.200.000,,,,Laptop,Hp,Blibli
"LAPTOP HP EP1188TU RYZEN 7 7730U|16GB SSD512|14"" IPS|W11+OHS",11.640.505,,,,Laptop,Hp,Blibli
LAPTOP BARU HP PAVILION PLUS 14 OLED INTEL CORE I7-1355U RAM 16GB DDR5 SSD 1TB 14INCH SLV - EW0080TU,17.920.970,,,,Laptop,Hp,Blibli
"HP Omnibook 7 AI 14 Intel Core Ultra 5 225H 16GB SSD 512GB 14"" OLED W11+OH2024",16.743.000,,,Kota Surakarta (Solo) & kota lainnya,Laptop,Hp,Blibli
"HP Elitebook 830 G8 446J8PA-i5-1135G7 8GB 512GB 13""WIN10 PRO",16.199.000,,,Kota Jakarta Pusat,Laptop,Hp,Blibli
