web_scraper_order,web_scraper_start_url,nama produk,harga,rating,jumlah terjual,lokasi penjual,detail produk,nama toko
"1777546843-131","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Gpon F670L Berkualitas Lengkap Dus","Rp319.000","4.9","Terjual 1 rb+","Kab. Tangerang","https://www.tokopedia.com/supermarket-baim/zte-gpon-f670l-berkualitas-lengkap-dus-1732297768538572463?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Supermarket Baim."
"1777546847-132","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","hp jadul bekas polytron berwarna","Rp500.000","","60+ barang berhasil terjual","Kota Semarang","https://www.tokopedia.com/nanda-shop8888/hp-jadul-bekas-polytron-berwarna-1734147896649483968?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","nanda shop8888"
"1777546852-133","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Xiaomi Mi A1 Ram 4gb Internal 64gb","Rp545.000","3.3","Terjual 28","Kab. Tangerang","https://www.tokopedia.com/putsulung/xiaomi-mi-a1-ram-4gb-internal-64gb-1730823780877436317?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Putra Sulung Ponsel"
"1777546855-134","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","LG G6 ORIGINAL RESMI INDONESIA DUAL SIM 4/64GB LIKE NEW FUULSHEET","Rp1.700.000","2","Terjual 1","Kota Semarang","https://www.tokopedia.com/wahyu5758/lg-g6-original-resmi-indonesia-dual-sim-4-64gb-like-new-fuulsheet?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","WAHYUDI5758"
"1777546858-135","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Motorola Moto G 45 nfc 8/256GB fullset mulus second - lengkap","Rp2.100.000","4.4","Terjual 20","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/didoalfarezi/motorola-moto-g-45-nfc-8-256gb-fullset-mulus-second-1732928066255160427?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","pho pho cell"
"1777546861-136","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Nokia 105 2022 Simba eks Display - Blue - Blue","Rp185.000","5","Terjual 100+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/bantengadget/nokia-105-2022-simba-garansi-resmi-blue-9aa01?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Banten Gadget"
"1777546864-137","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Nokia 5.3 6/64GB Resmi - Biru","Rp1.300.000","4.8","Terjual 60+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/tokoacoy/nokia-5-3-6-64gb-resmi-biru?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Tokoacoy Official_NEW"
"1777546866-138","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Numbia Red magic 8S Pro Ram 12/256GB Resmi (-5)","Rp5.100.000","","1 barang berhasil terjual","Kota Tangerang","https://www.tokopedia.com/arwanacell18/numbia-red-magic-8s-pro-ram-12-256gb-resmi-5-1732923470369097572?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Arwana cell_NEW"
"1777546869-139","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","hp opho a60 8/128gb garansi resmi","Rp2.785.000","5","Terjual 27","Kota Palembang","https://www.tokopedia.com/leonabadiperkasa/hp-opho-a60-8-128gb-garansi-resmi?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Leon abadi perkasa"
"1777546871-140","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Nubia Neo 3 5G 8/256 Like New Gift Box Edition (3508 Shadow Black)","Rp2.315.000","","","Kota Kediri","https://www.tokopedia.com/ziyadcellular/nubia-neo-3-5g-8-256-like-new-gift-box-edition-3508-shadow-black-1734261156324214090?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","SAXO CELL"
"1777546874-141","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Nubia neo 03 gt 8/256 second fullset original termurah garansi on","Rp2.599.000","","","Kota Bekasi","https://www.tokopedia.com/zr-phone/nubia-neo-5g-ram-8-256-second-fullset-original-termurah-garansi-on-1731590590754817179?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Zr phone"
"1777546877-142","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","HP Fitur IPRO Keyboard QWERTY Dual Sim Keypad Harga Murah Ponsel Sistem Operasi Spanyol","Rp500.000","","60+ barang berhasil terjual","Kota Semarang","https://www.tokopedia.com/nanda-shop8888/hp-fitur-ipro-keyboard-qwerty-dual-sim-keypad-harga-murah-ponsel-sistem-operasi-spanyol-1734042946215315136?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","nanda shop8888"
"1777546881-143","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","HUAWEI NOVA 5T 8/128GB BNOB MULUS FULLSET - Fullset","Rp2.500.000","4.8","Terjual 30+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/tokoacoy/huawei-nova-5t-8-128gb-bnob-mulus-fullset-fullset?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Tokoacoy Official_NEW"
"1777546884-144","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Nubia music 4/128gb second original","Rp1.050.000","","","Kota Surabaya","https://www.tokopedia.com/jual-beli-h-3/nubia-music-4-128gb-second-original-1732058456764613986?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","iP imam PhonE"
"1777546887-145","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","A58 6/128 Gb - Garansi Resmi Indonesia","Rp1.999.000","5","Terjual 50+","Kota Surabaya","https://www.tokopedia.com/elitejaya/a58-6-128-gb-garansi-resmi-indonesia?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Elite Phone"
"1777546891-146","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Handphone Nubia V60 Design Ram 6/256GB (Cek Deskripsi Minus 1) 113838","Rp780.000","","","Kota Tangerang","https://www.tokopedia.com/swancell/handphone-nubia-v60-design-ram-6-256gb-cek-deskripsi-minus-1-113838-1734230850718303315?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Swan Cell_NEW"
"1777546894-147","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Nubia Focus 2 5g 8/256 second resmi fullset","Rp1.905.000","","","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/rn-cellular/nubia-focus-2-5g-8-256-second-resmi-fullset-1732715994657490117?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","R&N cellular"
"1777546897-148","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","HUAWEI MATE 30 PRO 8/256 GB Garansi Resmi Indonesia","Rp5.249.000","5","Terjual 11","Kota Administrasi Jakarta Selatan","https://www.tokopedia.com/afracall/huawei-mate-30-pro-8-256-gb-garansi-resmi-indonesia-1729844870648464987?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","afra call"
"1777546900-149","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","NUBIA V60 DESIGN 6/256GB SECOND","Rp1.249.000","","","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/okestarcell/nubia-v60-design-6-256gb-second-1731075701869151530?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","lancargadget"
"1777546904-150","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Xiaomi BS BlackShark 3s 3 Pro 12/256GB 8/128GB - 8/128GB, BLACKSHARK 3","Rp3.485.000","5","Terjual 40+","Kota Tangerang","https://www.tokopedia.com/bintarocellular/xiaomi-bs-blackshark-3s-3-pro-12-256gb-8-128gb-8-128gb-blackshark-3?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","BintaroGadget_NEW"
"1777546907-151","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Huawei Nova 5t 128gb rom 8gb ram kirin 980 batangan","Rp1.750.000","4.6","Terjual 20","Kab. Kulon Progo","https://www.tokopedia.com/indramjazz/huawei-nova-5t-128gb-rom-8gb-ram-kirin-980-batangan?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","jazz gadget store"
"1777546910-152","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Huawei Nova 9 Ram 8/256 GB RESMI INDONESIA","Rp4.150.000","5","Terjual 50+","Kota Administrasi Jakarta Selatan","https://www.tokopedia.com/afracall/huawei-nova-9-ram-8-256-gb-resmi-indonesia-1729822807516808795?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","afra call"
"1777546912-153","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia N2 Lite","Rp597.000","","","Kota Bogor","https://www.tokopedia.com/alfonsfashion/zte-nubia-n2-lite?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Alfitco Shop"
"1777546915-154","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Xiaomi Redmi 4A 2/16GB Second Original IM£I Terdaftar K£MENPERIN - Random, HP Only","Rp600.000","5","Terjual 90+","Kota Surabaya","https://www.tokopedia.com/r-fone-mobile/xiaomi-redmi-4a-2-16gb-second-original-im-i-terdaftar-k-menperin-random-hp-only?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","R-fone Mobile"
"1777546918-155","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Samsung Galaxy A35 5G 8/256GB Layar Super AMOLED 6.6 Inci 120Hz Kamera 50MP Baterai 5000mAh Fast Charging 25W One UI 6.1","Rp1.100.000","","3 barang berhasil terjual","Kota Administrasi Jakarta Selatan","https://www.tokopedia.com/geforce920/samsung-galaxy-a35-5g-8-256gb-layar-super-amoled-6-6-inci-120hz-kamera-50mp-baterai-5000mah-fast-charging-25w-one-ui-6-1-1732198942836294973?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Geforce920"
"1777546921-156","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Asus Zenfone 8 8/128GB |8 Flip 5G 256GB 128GB Black Garansi Resmi Asus - Zenfone 8, UnitOnly 8/128","Rp3.799.000","5","Terjual 60+","Kota Tangerang","https://www.tokopedia.com/bintarocellular/asus-zenfone-8-8-128gb-8-flip-5g-256gb-128gb-black-garansi-resmi-asus-zenfone-8-unitonly-8-128-32451?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","BintaroGadget_NEW"
"1777546923-157","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE X-176 Smart","Rp75.000","","1 barang berhasil terjual","Kota Palembang","https://www.tokopedia.com/mochvic-olshop/zte-x-176-smart?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Moch Vic OL-Shop"
"1777546926-158","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE F670L Tahun 2024 Berkualitas","Rp299.000","5","Terjual 100+","Kab. Tangerang","https://www.tokopedia.com/supermarket-baim/zte-f670l-tahun-2024-berkualitas?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Supermarket Baim."
"1777546928-159","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","zte blade a72 3gb ram 128 rom sebentar pakai namun hancur terjatuh Lcd","Rp300.000","","","Kab. Bogor","https://www.tokopedia.com/dzstreamline/zte-blade-a72-3gb-ram-128-rom-sebentar-pakai-namun-hancur-terjatuh-lcd-1731671995085850095?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Dzstreamline"
"1777546931-160","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Nubia zte redmagic 8s pro 12/256","Rp5.500.000","","","Kota Tangerang Selatan","https://www.tokopedia.com/azzambabyshop/nubia-zte-redmagic-8s-pro-12-256-1734513736677558202?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","kawankusemua"
"1777546934-161","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Zte nubia red magic 8s pro 12 / 256 full ori garansi resmi feb 27","Rp7.399.900","","1 barang berhasil terjual","Kab. Bandung","https://www.tokopedia.com/f44i-shop/zte-nubia-red-magic-8s-pro-12-256-full-ori-garansi-resmi-agustus-26-1731428718454278025?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","F44i Shop"
"1777546937-162","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Balde V7 Max Ram 3GB Rom 32GB","Rp200.000","","","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/gadgetkoleksi/zte-balde-v7-max-ram-3gb-rom-32gb-1732109021822616969?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Gadget koleksi"
"1777546940-163","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A72 5G Ram 4/128gb retak second Singapore ex inter","Rp650.000","","","Kota Batam","https://www.tokopedia.com/azkaayracell/zte-blade-a72-5g-ram-4-128gb-retak-second-singapore-ex-inter-1734045406256661840?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Azka Ayra Cell"
"1777546942-164","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","handphone ZTE Aton M dual layar lengkap dan ada bon pertama belinya","Rp3.999.999","","","Kota Administrasi Jakarta Selatan","https://www.tokopedia.com/martesa26/handphone-zte-aton-m-dual-layar-lengkap-dan-ada-bon-pertama-belinya?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","martesa26"
"1777546945-165","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","zte nubia neo 2 5g 8/256gb second garansi","Rp2.350.000","","","Kota Surabaya","https://www.tokopedia.com/081235902324/zte-nubia-neo-2-5g-8-256gb-second-garansi-1730876396512445671?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","hafidzcellwtc"
"1777546947-166","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A54 4/64 GB Ex Resmi Garansi Indonesia Second Bekas Original - Fullset","Rp925.000","","","Kota Administrasi Jakarta Utara","https://www.tokopedia.com/garasigadgetidn/zte-blade-a54-4-64-gb-ex-resmi-garansi-indonesia-second-bekas-original-fullset-68129?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Garasi Gadget IDN"
"1777546950-167","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Zte blade A35 4/64gb second","Rp950.000","","","Kota Surabaya","https://www.tokopedia.com/081235902324/zte-blade-a35-4-64gb-second-1732056426221438389?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","hafidzcellwtc"
"1777546954-168","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A54 4/128Gb SECOND - Grey","Rp949.000","","","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/rusmicellular/zte-blade-a54-4-128gb-second-1731028031184799310?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Rusmi Cellular"
"1777546956-169","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia Neo 3 GT 8GB/256GB YELLOW Bekas Resmi Murah","Rp2.438.000","5","Terjual 1","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/louartstore/zte-nubia-neo-3-gt-8gb-256gb-yellow-bekas-resmi-murah-1734338477693700009?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Louart Store"
"1777546959-170","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia Redmagic 8S Pro 12/256 Like New Perfect (1222 Midnight)","Rp6.485.000","","","Kota Kediri","https://www.tokopedia.com/ziyadcellular/zte-nubia-redmagic-8s-pro-12-256-like-new-perfect-1222-midnight-1734187881649898826?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","SAXO CELL"
"1777546963-171","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","HP ZTE V40s RAM 6/128 GB Layar Normal Kondisi Mulus Fullset Smartphone Terbaik","Rp1.199.000","5","Terjual 1","Kab. Mojokerto","https://www.tokopedia.com/urwah-albariki-bariki/hp-zte-v40s-ram-6-128-gb-layar-normal-kondisi-mulus-fullset-smartphone-terbaik-1734045831811335823?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Urwah albariki bariki"
"1777546965-172","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE blade72 ram 3/32gb resmi","Rp800.000","","","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/hr-celular142c/zte-blade72-ram-3-32gb-resmi?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","H&R celular142c"
"1777546969-173","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A55 Ram 4Gb rom 128gb Secon Garansi Resmi - Hitam, 128","Rp849.000","","","Kota Tasikmalaya","https://www.tokopedia.com/bayanstore-218/zte-blade-a55-ram-4gb-rom-128gb-secon-garansi-resmi-1731728532462011979?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","BayanStore_NEW"
"1777546972-174","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia Music 4GB/128GB bekas Resmi - Unit Only","Rp1.158.000","5","Terjual 7","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/louartstore/zte-nubia-music-4gb-128gb-bekas-resmi-1734392517967710121?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Louart Store"
"1777546976-175","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A72 Bekas Resmi","Rp688.000","5","Terjual 4","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/louartstore/zte-blade-a72-bekas-resmi?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Louart Store"
"1777546978-176","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE NUBIA NEO 3 5G 20/256GB Hp Gaming Terbaik Dikelasnya dengan Layar 6.72 Inci 120Hz & Baterai 6000mAh","Rp2.249.000","","4 barang berhasil terjual","Kab. Tangerang","https://www.tokopedia.com/xperien-store/zte-nubia-neo-5g-18-256gb-hp-gaming-terbaik-dikelasnya-1731677064673658768?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D20260430105325EDDEA82AD2755B04F4F6%26src%3Dsearch","Xperien Store"
"1777547004-177","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20blackshark","Asus Rog Phone 8 Ram 12/256GB Second Mulus Fullset Original Garansi Resmi Indonesia","Rp8.400.000","5","Terjual 11","Kota Administrasi Jakarta Timur","https://www.tokopedia.com/agnatacellular/asus-rog-phone-8-ram-12-256gb-second-mulus-fullset-original-garansi-resmi-indonesia-1732602787831121167?extParam=ivf%3Dfalse%26keyword%3Dhp+blackshark%26search_id%3D202604301103008D3BBA7425E7C93191YP%26src%3Dsearch","Agnata Cellular"
"1777547006-178","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20blackshark","vivo v25e 8/128gb second fullset","Rp1.825.000","5","Terjual 19","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/queencellshop/vivo-v25e-8-128gb-second-fullset?extParam=ivf%3Dfalse%26keyword%3Dhp+blackshark%26search_id%3D202604301103008D3BBA7425E7C93191YP%26src%3Dsearch","Queen Cellshop"
"1777547009-179","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20blackshark","Blackberry Z30 4G Lte - Wifi only","Rp500.000","4.2","Terjual 50+","Kab. Cilacap","https://www.tokopedia.com/topointshop/blackberry-z30-4g-lte-1732755972366108621?extParam=ivf%3Dfalse%26keyword%3Dhp+blackshark%26search_id%3D202604301103008D3BBA7425E7C93191YP%26src%3Dsearch","topointshop"
"1777547012-180","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20blackshark","ASUS ROG 8 PRO 5G 16/512GB RESMI TAM INDONESIA - FULLSET ORIGINAL","Rp12.995.000","5","Terjual 100+","Kota Administrasi Jakarta Selatan","https://www.tokopedia.com/noval-alvian-store/asus-rog-8-pro-5g-16-512gb-resmi-tam-indonesia-1734435557747623377?extParam=ivf%3Dfalse%26keyword%3Dhp+blackshark%26search_id%3D202604301103008D3BBA7425E7C93191YP%26src%3Dsearch","Noval alvian store."
"1777547015-181","https://www.tokopedia.com/search?condition=2&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20blackshark","asus rog phone 7 12/256gb 5G garansi resmi - RAM 8","Rp5.999.000","5","Terjual 2","Kota Tangerang Selatan","https://www.tokopedia.com/novvalstore/asus-rog-phone-7-12-256gb-5g-garansi-resmi-1731496251640087604?extParam=ivf%3Dfalse%26keyword%3Dhp+blackshark%26search_id%3D202604301103008D3BBA7425E7C93191YP%26src%3Dsearch","novvalstore"
