web_scraper_order,web_scraper_start_url,nama produk,harga,rating,jumlah terjual,lokasi penjual,detail produk,nama toko
"1777376001-1097","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI Pura 80 12/256 GARANSI RESMI - black","Rp9.800.000","","1 barang berhasil terjual","Kota Medan","https://www.tokopedia.com/acecellular/huawei-pura-80-12-256-garansi-resmi-1732791616891290862?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Solid Cellular"
"1777376003-1098","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI P40 PRO  8/256GB 5G GARANSI RESMI ORIGINAL 100% - Silver","Rp7.449.000","5","Terjual 1","Kota Administrasi Jakarta Utara","https://www.tokopedia.com/one-group-store/huawei-p40-pro-8-256gb-5g-garansi-resmi-original-100-silver-28fc0?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch%26whid%3D13835456","One Group Store"
"1777376007-1099","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Huawei P50 Pro 8/256GB New","Rp10.199.000","5","Terjual 10","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/tokoacoy/huawei-p50-pro-8-256gb-new?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Tokoacoy Official_NEW"
"1777376009-1100","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI P30 PRO 8/256GB GARANSI RESMI HUAWEI INDONESIA - Hitam","Rp6.949.000","","","","https://www.tokopedia.com/one-group-store/huawei-p30-pro-8-256gb-garansi-resmi-huawei-indonesia-hitam-9ad99?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch",""
"1777376013-1101","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI Pura 80 Pro 80pro Smartphone Baru 2025 RAM 12GB ROM 512GB Kamera 1-inch Macro Telephoto Kaca Kunlun 100W Smart AI Termurah di Indonesia - Glazed Red","Rp13.444.000","5","Terjual 13","Kota Bandung","https://www.tokopedia.com/huaweistoreid/huawei-pura-80-pro-80pro-smartphone-baru-2025-ram-12gb-rom-512gb-kamera-1-inch-macro-telephoto-kaca-kunlun-100w-smart-ai-termurah-di-indonesia-1732489278530356908?extParam=ivf%3Dtrue%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Huawei Goal Mobile Official"
"1777376016-1102","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Huawei P30 lite","Rp3.999.000","5","Terjual 4","Kota Surabaya","https://www.tokopedia.com/dimaskokowtc/huawei-p30-lite?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","dimas @kokowtc"
"1777376018-1103","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI Mate X7 Foldable Smartphone | 16+512GB | Ultra Lighting HDR Camera | Ultra-Wide Angle Camera | Innovative Live-Multitask - White, Simple","Rp26.978.900","","","","https://www.tokopedia.com/pvblicone/huawei-mate-x7-foldable-smartphone-16-512gb-ultra-lighting-hdr-camera-ultra-wide-angle-camera-innovative-live-multitask-1734411862114797513-1734913959886882761?extParam=ivf%3Dtrue%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch",""
"1777376022-1104","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Huawei Nova 7 5G 8gb/256gb Garansi Resmi Huawei","Rp5.249.000","5","Terjual 7","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/phonengung/huawei-nova-7-5g-8gb-256gb-garansi-resmi-huawei?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","PhoneNgung"
"1777376026-1105","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI Nova 14 Pro Smartphone - 12GB/512GB/True-to-Life Color Camera/50 MP Front Dual Camera/Smart AI/100W - Crystal Blue","Rp8.299.000","5","Terjual 23","Kota Tangerang Selatan","https://www.tokopedia.com/itgaleri/huawei-nova-14-pro-smartphone-12gb-512gb-true-to-life-color-camera-50-mp-front-dual-camera-smart-ai-100w-1734195117334103210?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","IT Galeri"
"1777376029-1106","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI P40 PRO PLUS 8GB 512GB GARANSI RESMI - Bonus","Rp49.999.000","5","Terjual 5","Kota Administrasi Jakarta Timur","https://www.tokopedia.com/kumparancellular/huawei-p40-pro-plus-8gb-512gb-garansi-resmi-bonus?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Kumparan Cellular"
"1777376032-1107","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI Nova 9 | 8/256Gb | BNIB - Hitam","Rp7.589.000","5","Terjual 90+","Kab. Sleman","https://www.tokopedia.com/tokoasliindoacc/huawei-nova-9-8-256gb-bnib-hitam?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","tokoasli indoacc"
"1777376035-1108","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Honor Magic 6 Pro 12+256Gb Kondisi Baik Original Tidak ada kendala Unit Only - Green","Rp6.900.000","","","","https://www.tokopedia.com/kang-gadget/honor-magic-6-pro-12-256gb-kondisi-baik-original-tidak-ada-kendala-unit-only-1733685345066583398?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch",""
"1777376037-1109","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HONOR X6C LTE 6/256GB Kamera 50MP Baterai 5300mAh Fast Charge 35W Smartphone Garansi Resmi - 6/256GB Black, Simple","Rp2.999.000","","","","https://www.tokopedia.com/pvblicone/honor-x6c-lte-6-256gb-kamera-50mp-baterai-5300mah-fast-charge-35w-smartphone-garansi-resmi-1734619013936285641-1734646459631372233?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch",""
"1777376041-1110","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI MATE 30 PRO 8/256GB NEW GARANSI RESMI HUAWEI INDONESIA - Hitam","Rp8.199.000","5","Terjual 2","Kota Administrasi Jakarta Utara","https://www.tokopedia.com/one-group-store/huawei-mate-30-pro-8-256gb-new-garansi-resmi-huawei-indonesia-hitam-b78c0?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","One Group Store"
"1777376044-1111","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Huawei Mate X6 Fold Garansi Resmi 12GB RAM 512GB ROM Kamera 50MP Ultra Aperture & 48MP Periscope Desain Ramping Kokoh 239g","Rp18.500.000","5","Terjual 1","Kota Surakarta","https://www.tokopedia.com/adisaadsa/huawei-mate-x6-fold-garansi-resmi-12gb-ram-512gb-rom-kamera-50mp-ultra-aperture-48mp-periscope-desain-ramping-kokoh-239g-1732078465765115102?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","AdisaAdsa"
"1777376047-1112","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI P40 8/128GB GARANSI RESMI HUAWEI - Black","Rp6.499.000","","","","https://www.tokopedia.com/acoyphonecell/huawei-p40-8-128gb-garansi-resmi-huawei-black?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch",""
"1777376050-1113","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI MATE 40 PRO 5G - 512GB /256GB / 128GB - BNIB - Original HUAWEI - global","Rp9.290.000","4.6","Terjual 30+","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/rosanshop/huawei-mate-40-pro-5g-512gb-256gb-128gb-bnib-original-huawei-global?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","RosanShop cellular"
"1777376053-1114","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI Pura 80 Series Smartphone Basic/Pro/Ultra - 12GB | 16GB / 256GB | 512GB - (Basic) Frosted Black","Rp9.899.010","4.9","Terjual 21","Kota Tangerang Selatan","https://www.tokopedia.com/itgaleri/huawei-pura-80-series-smartphone-basic-pro-ultra-12gb-16gb-256gb-512gb-1732736773075731626?extParam=ivf%3Dtrue%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","IT Galeri"
"1777376056-1115","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI Mate X6 Ram 12/512GB Smartphone Garansi Resmi Huawei 1 Tahun - NEBULA RED","Rp18.632.670","","1 barang berhasil terjual","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/nam-hong-apple-authorized-store/huawei-mate-x6-ram-12-512gb-smartphone-garansi-resmi-huawei-1-tahun-1733863253781939506?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Nam Hong. Apple Authorized Store"
"1777376058-1116","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HONOR 400 5G Smartphone RAM 12GB+512GB 6.55"" AMOLED l 200MP Ultra-Clear AI Main Camera I Next Gen AI Imaging Garansi Resmi - Blue, Simple","Rp6.999.000","","","","https://www.tokopedia.com/wekoi/honor-400-5g-smartphone-ram-12gb-512gb-6-55-amoled-l-200mp-ultra-clear-ai-main-camera-i-next-gen-ai-imaging-garansi-resmi-1731956943154480925?extParam=ivf%3Dtrue%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch",""
"1777376062-1117","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI PURA 80 12/256 GB GARANSI RESMI HUAWEI INDONESIA TERMURAH - Black","Rp10.610.500","5","Terjual 5","Kota Surabaya","https://www.tokopedia.com/hapemallid/huawei-pura-80-12-256-gb-garansi-resmi-huawei-indonesia-termurah-1733649717699249417?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Hapemall.id"
"1777376065-1118","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI Nova 14 Pro RAM 12/512GB Camera 50 MP Front Dual Camera Smart AI 100W - Black","Rp8.499.000","","1 barang berhasil terjual","Kota Bandung","https://www.tokopedia.com/rajaponsel/huawei-nova-14-pro-ram-12-512gb-camera-50-mp-front-dual-camera-smart-ai-100w-1734212583698630330?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Unicell BEC"
"1777376068-1119","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI Pura 80 12GB/256GB | True-to-Life XMAGE Camera | Kunlun Glass | Smart AI | Garansi Resmi - Frosted Gold","Rp10.999.000","5","Terjual 9","Kota Surabaya","https://www.tokopedia.com/tokolasvegas/huawei-pura-80-12gb-256gb-true-to-life-xmage-camera-kunlun-glass-smart-ai-garansi-resmi-1733266024835155053?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","tokolasvegas id"
"1777376070-1120","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Huawei Pura 80 Ultra 16/512GB  6.8 Inch Garansi Resmi - Golden Black","Rp20.999.000","","","","https://www.tokopedia.com/andalascellularb/huawei-pura-80-ultra-16-512gb-6-8-inch-garansi-resmi-1732569688728372239?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch",""
"1777376074-1121","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Huawei Y9 Prime(2019)4G SmartPhone Battery capacity 4000mAh 16MP Camera full screen unlocked used phone","Rp3.830.000","","","Kota Administrasi Jakarta Timur","https://www.tokopedia.com/tokosrcfedanes/huawei-y9-prime-2019-4g-smartphone-battery-capacity-4000mah-16mp-camera-full-screen-unlocked-used-phone-1733199534348142342?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","TOKO SRCfedanes SERJANAAA20"
"1777376077-1122","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Huawei P20 Pro -128GB - RAM 6GB 40Mp P20Pro - Garansi - Original 100% - Hitam","Rp5.328.750","4.2","Terjual 27","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/rosanshop/huawei-p20-pro-128gb-ram-6gb-40mp-p20pro-garansi-original-100-hitam-9d79?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","RosanShop cellular"
"1777376080-1123","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI nova 14 Pro Smartphone l True-to-Life Color Camera | 50 MP Front Dual Camera l Smart AI | 100W - Crystal Blue","Rp8.499.000","","","","https://www.tokopedia.com/royalgadgetstore/huawei-nova-14-pro-smartphone-l-true-to-life-color-camera-50-mp-front-dual-camera-l-smart-ai-100w-1734231647134582453?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch",""
"1777376083-1124","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","huawei honor 9 lite","Rp4.300.000","5","Terjual 3","Kota Samarinda","https://www.tokopedia.com/areza21id/huawei-honor-9-lite?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Areza21.ID"
"1777376086-1125","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","(DCG) HUAWEI MATE X7 16/512 GB GARANSI RESMI FOLDABLE SMARTPHONE - WHITE, HEMAT","Rp26.995.000","","1 barang berhasil terjual","Kota Medan","https://www.tokopedia.com/digitalcellulargroupos/huawei-mate-x6-12-512-gb-garansi-resmi-foldable-1731465249414087825-1735029537558004881?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","DIGITAL CELLULAR GRUP"
"1777376089-1126","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","huawei p50 pro 8/256gb original garansi resmi huawei indonesia segel","Rp14.599.000","","","Kota Batam","https://www.tokopedia.com/jayabersamabatam/huawei-p50-pro-8-256gb-original-garansi-resmi-huawei-indonesia-segel?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Toko JAYA BERSAMA Batam"
"1777376091-1127","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","HUAWEI NOVA 5T 8/128GB GARANSI RESMI HUAWEI INDONESIA - 2ND","Rp3.299.000","","","","https://www.tokopedia.com/acygadget/huawei-nova-5t-8-128gb-garansi-resmi-huawei-indonesia-2nd?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch",""
"1777376095-1128","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Huawei Mate 30 Pro 256GB 8GB RAM 40MP Garansi Resmi Indonesia","Rp8.000.000","5","Terjual 1","Kota Bandung","https://www.tokopedia.com/gpremiumsale/huawei-mate-30-pro-256gb-8gb-ram-40mp-garansi-resmi-indonesia?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","RACUN CRAZY"
"1777376099-1129","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20huawei","Huawei P30 Pro RAM 8GB Internal 256GB Warna Aurora Garansi Resmi Quad Camera Leica","Rp6.150.000","","","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/barja-the-deejay/huawei-p30-pro-ram-8gb-internal-256gb-warna-aurora-garansi-resmi-quad-camera-leica-1733686422494020855?extParam=ivf%3Dfalse%26keyword%3Dhp+huawei%26search_id%3D20260428113037CAF1A3DFB505FF0EAR2L%26src%3Dsearch","Barja the Deejay"
