web_scraper_order,web_scraper_start_url,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
"1777363564-1","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Hp Asus Zenfone 11 Ultra Ram 12GB Internal 256GB Garansi Resmi","9.999.000","","Terjual 3","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1777363564-2","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Hp Asus Zenfone 11 Ultra Ram 16GB Internal 512GB Garansi Resmi","13.999.000","","Terjual 3","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1777363564-3","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus ROG Phone 7 Smartphone [8GB/256GB]","10.499.000","5","Terjual 7","Kota Batam","WS MOBILE Flagship Store"
"1777363564-4","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus ZenFone Go ZB450KL Smartphone - Sheer Gold","1.200.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363564-5","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus ZenFone 4 Selfie ZD553KL Smartphone - Rose Pink [64GB/ 4GB]","3.499.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363564-6","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone Go ZB450KL Smartphone - Silver [1 GB/8 GB/4G LTE]","1.200.000","","Terjual 1","Kab. Bandung Barat & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363564-7","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus ROG II Smartphone","9.000.000","","","","Kota Surabaya"
"1777363564-8","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 2 Laser ZE500KG Putih Smartphone [8 GB/5 Inch]","1.835.000","","Terjual 1","","Kota Medan"
"1777363564-9","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone Live L1 Smartphone [16GB/2GB] Gold","1.600.000","","Terjual 1","","Kota Surabaya"
"1777363564-10","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus ZenFone 5 ZE620KL Smartphone [4GB/ 64GB]","4.750.000","","Terjual 3","","Kota Surabaya"
"1777363564-11","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 4 Selfie ZD553KL Smartphone - Black [64 GB/ 4 GB]","3.750.000","","","","Kab. Bekasi"
"1777363564-12","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 5Q ZC600KL Smartphone [64GB/4GB]","3.799.000","","","","Kab. Bekasi"
"1777363564-13","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone Max (M1) ZB555KL Smartphone [3 GB/32 GB] Black","2.150.000","","Terjual 2","","Kota Surabaya"
"1777363564-14","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone Max Pro (M1) ZB602KL Smartphone - Deepsea Black [64GB/ 6GB]","3.600.000","","Terjual 1","","Kota Surabaya"
"1777363564-15","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","ASUS ROG Phone 8 12/256 HP Gaming IP68 Garansi Resmi","11.499.000","5","Terjual 4","","Kota Malang"
"1777363564-16","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","ASUS ROG PHONE 5 (8/128GB)","10.000.000","","Terjual 1","","Kota Medan"
"1777363564-17","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus ROG Phone 6 Smartphone [8GB/256GB]","10.499.000","5","Terjual 5","Kota Batam","WS MOBILE Flagship Store"
"1777363564-18","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 3 Laser Smartphone - Gold [32 GB/ 4 GB]","2.040.000","","","","Kota Bandung"
"1777363564-19","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","ASUS ROG 5 Smartphone ( Ram 8GB / Rom 128GB )","9.544.500","","","Kota Jakarta Pusat","Victorindo Flagship Store"
"1777363564-20","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 2 ZE551ML Red Smartphone [4 GB /32 GB]","2.000.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363564-21","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 2 ZE551ML Smartphone - Gold [32 GB]","2.000.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363564-22","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 2 Laser ZE500KL Smartphone - Hitam [16GB/ 2GB]","1.935.000","","Terjual 1","","Kota Medan"
"1777363564-23","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 2 Laser ZE500KL Smartphone - Silver [16GB/ 2GB]","1.935.000","","","","Kota Medan"
"1777363564-24","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 6 A600CG Smartphone - Pearl White [16 GB/ 2 GB]","2.200.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363564-25","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 4 Max ZC554KL Smartphone - Black [32GB/3GB]","2.999.000","","Terjual 1","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363564-26","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 3 ZE520KL Smartphone - Black [32 GB/4 GB]","2.700.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363564-27","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 4 ZC554KL Max Pro Smartphone - Gold [32 GB/3 GB]","2.999.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
