web_scraper_order,web_scraper_start_url,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
"1778022599-22","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6X 4/128 GB GARANSI RESMI OPPO INDONESIA TERMURAH","2.899.000","","","Kota Surabaya","Hapemall Flagship Store"
"1778022599-23","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6X 6/128 GB GARANSI RESMI OPPO INDONESIA TERMURAH","3.599.000","","","Kota Surabaya","Hapemall Flagship Store"
"1778022599-24","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO RENO 12 5G 12/256 GB GARANSI RESMI OPPO INDONESIA TERMURAH","5.499.000","","","Kota Surabaya","Hapemall Flagship Store"
"1778022599-25","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6X GARANSI RESMI","2.199.000","","Terjual 7","Kota Surabaya","Sentra Pusat Gadget Flagship Store"
"1778022599-26","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","NEW! OPPO Reno15 F 5G 8+256GB","7.199.000","","Terjual 3","Kota Surabaya","Sentra Pusat Gadget Flagship Store"
"1778022599-27","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO RENO 12F 5G 12/512 GB GARANSI RESMI TERMURAH","4.899.000","","","Kota Surabaya","Hapemall Flagship Store"
"1778022599-28","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO Reno 15 F 5G 12GB/256GB - Garansi Resmi","7.899.000","","Terjual 24","Kota Surabaya & kota lainnya","Sentraponsel"
"1778022599-29","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6 6GB+256GB Tahan Air Baterai 7000mAh Snapdragon 685 - Garansi Resmi","4.599.000","","Terjual 21","Kota Surabaya & kota lainnya","Sentraponsel"
"1778022599-30","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6 GARANSI RESMI OPPO TERMURAH","4.299.000","","Terjual 3","Kota Surabaya","Pasar Ponsel Flagship Store"
"1778022599-31","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6X GARANSI RESMI OPPO TERMURAH","2.899.000","","Terjual 1","Kota Surabaya","Pasar Ponsel Flagship Store"
"1778022599-32","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A18","1.400.000","","Terjual 2","Kota Surabaya","CahayaPhone40 sby Flagship Store"
"1778022599-33","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x Snapdragon 685 Original","2.299.000","5","Terjual 35","Kota Surabaya","Mobile Phone Shop Flagship Store"
"1778022599-34","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","oppo A3x","1.600.000","","Terjual 2","Kota Surabaya","CahayaPhone40 sby Flagship Store"
"1778022599-35","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A3 PRO RESMI","4.286.211","5","Terjual 12","Kota Surabaya","CahayaPhone40 sby Flagship Store"
"1778022599-36","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6 PRO 8/256 GB GARANSI RESMI OPPO INDONESIA TERMURAH","4.999.000","5","Terjual 1","Kota Surabaya","Pasar Ponsel Flagship Store"
"1778022599-37","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO RENO 6 -8/128","5.499.000","5","Terjual 11","Kota Surabaya","CahayaPhone40 sby Flagship Store"
"1778022599-38","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo Reno 15 5G 8/256GB 12/256GB [Garansi Resmi Oppo]","9.999.000","5","Terjual 3","Kota Surabaya & kota lainnya","Planet Gadget Flagship Store"
"1778022599-39","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6 6/128GB & 6/256GB [Garansi Resmi Oppo]","4.385.000","5","Terjual 2","Kota Surabaya & kota lainnya","Planet Gadget Flagship Store"
"1778022599-40","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A17 cahayaphone40","1.846.222","5","Terjual 6","Kota Surabaya","CahayaPhone40 sby Flagship Store"
"1778022599-41","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6 PRO 5G 8/256 GB GARANSI RESMI OPPO INDONESIA TERMURAH","5.299.000","","Terjual 1","Kota Surabaya","Pasar Ponsel Flagship Store"
"1778022599-42","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO RENO 15 PRO MAX 12/512 GB 5G GARANSI RESMI OPPO INDONESIA TERMURAH","14.499.000","","","Kota Surabaya","Pasar Ponsel Flagship Store"
"1778022599-43","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6S 8/128 GB | 8/256 GB GARANSI RESMI OPPO INDONESIA TERMURAH","4.999.000","","","Kota Surabaya","Pasar Ponsel Flagship Store"
"1778022599-44","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO RENO 15 8/256 GB | 12/256 GB 5G GARANSI RESMI OPPO INDONESIA TERMURAH","9.299.000","","","Kota Surabaya","Pasar Ponsel Flagship Store"
"1778022599-45","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6 6/128GB Garansi Resmi Indonesia","4.299.000","","","Kota Surabaya","Apollo Gadget Flagship Store"
"1778022599-46","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO RENO 15F 8/128 GB | 8/256 GB | 12/256 GB 5G GARANSI RESMI OPPO INDONESIA TERMURAH","7.199.000","","","Kota Surabaya","Pasar Ponsel Flagship Store"
"1778022599-47","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x 6/256GB Garansi Resmi Indonesia","3.999.000","5","Terjual 1","Kota Surabaya","Apollo Gadget Flagship Store"
"1778022599-48","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x 6/128GB Garansi Resmi Indonesia","3.599.000","","","Kota Surabaya","Apollo Gadget Flagship Store"
"1778022599-49","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6 Baterai 7000mAh - Snapdragon 685","4.299.000","","Terjual 17","Kota Surabaya & kota lainnya","Mobile Phone Shop Flagship Store"
"1778022599-50","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6s 8/256GB Garansi Resmi Indonesia","5.499.000","","","Kota Surabaya","Apollo Gadget Flagship Store"
"1778022599-51","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x 4/128GB Garansi Resmi Indonesia","2.899.000","","Terjual 1","Kota Surabaya","Apollo Gadget Flagship Store"
"1778022599-52","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6s 8/128GB Garansi Resmi Indonesia","4.999.000","","","Kota Surabaya","Apollo Gadget Flagship Store"
"1778022599-53","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO Reno15 F 5G 8/256GB Garansi Resmi","6.899.000","","Terjual 7","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-54","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO Reno15 F 5G 12/256GB Garansi Resmi","7.899.000","","Terjual 5","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-55","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO Reno15 F 5G 8/128GB Garansi Resmi","6.599.000","","Terjual 9","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-56","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO Reno 15 5G 12/256GB Garansi Resmi Indonesia","9.999.000","5","Terjual 1","Kota Surabaya","Apollo Gadget Flagship Store"
"1778022599-57","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO Reno 15F 5G 12/256GB Garansi Resmi Indonesia","7.899.000","","Terjual 1","Kota Surabaya","Apollo Gadget Flagship Store"
"1778022599-58","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO RENO 12F 5G 12/512 GB GARANSI RESMI TERMURAH","4.899.000","","","Kota Surabaya","Pasar Ponsel Flagship Store"
"1778022599-59","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo Reno 15F 5G Snapdragon 6 Gen 1 New Segel","6.599.000","","Terjual 14","Kota Surabaya & kota lainnya","Mobile Phone Shop Flagship Store"
"1778022599-60","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO Reno 15F 5G 8/256GB Garansi Resmi Indonesia","7.199.000","","Terjual 1","Kota Surabaya","Apollo Gadget Flagship Store"
"1778022599-61","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A53 6/128","3.099.000","","","Kota Surabaya","UFO Elektronika dan Furniture Flagship Store"
"1778022599-62","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x 4GB/128GB | 6500mAh Baterai | Garansi Resmi","2.899.000","","","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-63","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x 6GB/128GB | 6500mAh Baterai | Garansi Resmi","3.599.000","","","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-64","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x 6GB/256GB | 6500mAh Baterai | Garansi Resmi","3.999.000","","","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-65","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x 4GB/64GB | 6500mAh Baterai | Garansi Resmi","2.299.000","","","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-66","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6 6GB+256GB | Camera 50MP | Baterai 7000mAh | Garansi Resmi","4.599.000","","","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-67","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6 6GB+128GB | Camera 50MP | Baterai 7000mAh | Garansi Resmi","4.299.000","","","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-68","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6s 8GB+128GB / 8+256GB | 7000mAh Battery 80W SUPERVOOC - Garansi Resmi","4.999.000","","","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-69","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO Reno15 5G 8+256GB & 12+256GB | 3.5x Telephoto Vibe Portrait, 6500mAh Battery | Garansi Resmi","9.299.000","","Terjual 2","Kota Surabaya","Tokolasvegas Flagship Store"
"1778022599-70","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","HP OPPO A6X 4/128GB","2.899.000","","","Kota Cirebon","Telering Flagship Store"
"1778022599-71","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","HP OPPO A6X 4/64GB","2.299.000","","","Kota Cirebon","Telering Flagship Store"
"1778022599-72","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","HP OPPO A6 PRO 5G 8/256GB","5.299.000","","","Kota Cirebon","Telering Flagship Store"
"1778022599-73","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Hp Oppo A6 Ram 6GB Internal 128GB Garansi Resmi","4.399.000","","","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1778022599-74","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Hp Oppo A6X Ram 4GB Internal 64GB Garansi Resmi","2.399.000","","","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1778022599-75","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6 Smartphone [6/256GB]","3.959.100","4,6","Terjual 8","OPPO Fan Store Flagship Store","Disediakan Blibli"
"1778022599-76","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6x Ram 4 Rom 128GB","2.089.000","","","","Kota Surabaya"
"1778022599-77","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6X Ram 6 Rom 256GB","3.089.000","","","","Kota Surabaya"
"1778022599-78","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A3 RAM 8/128GB Segel Original","1.799.000","","","","Kota Surabaya"
"1778022599-79","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6X Ram 6 Rom 128GB","2.889.000","","","","Kota Surabaya"
"1778022599-80","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A5 Ram 8GB Rom 128GB","2.340.000","","","","Kota Surabaya"
"1778022599-81","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A5 Ram 8GB Rom 256GB","2.589.000","","","","Kota Surabaya"
"1778022599-82","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6X Ram 4 Rom 64GB","1.889.000","","","","Kota Surabaya"
"1778022599-83","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6X Ram 4 Rom 128GB","2.089.000","","","","Kota Surabaya"
"1778022599-84","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A5 Ram 8GB Rom 256GB","2.389.000","","","","Kota Surabaya"
"1778022599-85","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A5x Ram 4 Rom 128GB","2.015.000","","","","Kota Surabaya"
"1778022599-86","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo Reno 14 5G Ram 8 Rom 256GB","5.899.000","","","","Kota Surabaya"
"1778022599-87","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A5i Ram 4GB Rom 64GB","1.749.000","","","","Kota Surabaya"
"1778022599-88","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo Reno 13 5G Ram 12 Rom 512GB","5.699.000","","","","Kota Surabaya"
"1778022599-89","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO RENO 14 5G 8/256GB SEGEL ORIGINAL","5.999.000","","","","Kota Surabaya"
"1778022599-90","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo Reno 14 5G Ram 12 Rom 256GB","6.589.000","","Terjual 1","","Kota Surabaya"
"1778022599-91","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo Reno 14 5G Ram 12 Rom 256GB","6.589.000","","","","Kota Surabaya"
"1778022599-92","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo Reno 14 Pro 5G Ram 12 Rom 512GB","9.989.000","","","","Kota Surabaya"
"1778022599-93","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6 Pro 4G Ram 8 Rom 128GB","3.289.000","","","","Kota Surabaya"
"1778022599-94","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6 Pro 4G Ram 8 Rom 128GB","3.289.000","","","","Kota Surabaya"
"1778022599-95","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6 Pro 5G Ram 8 Rom 256GB","3.989.000","","","","Kota Surabaya"
"1778022599-96","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A6 Pro 4G Ram 8 Rom 256GB","3.489.000","","","","Kota Surabaya"
"1778022599-97","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo Reno 15F 5G Ram 8 Rom 256GB","4.989.000","","","","Kota Surabaya"
"1778022599-98","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x Smartphone [6/256GB]","3.509.100","5","Terjual 5","OPPO Fan Store Flagship Store","Disediakan Blibli"
"1778022599-99","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A5i Pro 5G Ram 8 Rom 256GB","2.989.000","","","","Kota Surabaya"
"1778022599-100","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","Oppo A5i Pro 5G Ram 8 Rom 256GB","2.989.000","","","","Kota Surabaya"
"1778022599-101","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO A6x Smartphone [4/128GB]","2.609.100","5","Terjual 16","OPPO Fan Store Flagship Store","Disediakan Blibli"
"1778022599-102","https://www.blibli.com/cari/hp%20oppo?brand=OPPO&sort=0&category=AN-1000001&intent=false&firstLoad=false&page=10&start=360","OPPO RENO 14 PRO 5G 12/512GB SEGEL ORIGINAL & BERGARANSI RESMI","9.500.000","","","","Kota Surabaya"
