web_scraper_order,web_scraper_start_url,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
"1777369813-1","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","Hp ZTE A53 Pro Ram 4GB Internal 64GB Garansi Resmi","1.199.000","","","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1777369813-2","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia Neo 3 5G 8/256GB Garansi Resmi Indonesia","2.799.000","","","Kota Cimahi","Atlantic Cellular Flagship Store"
"1777369813-3","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","Hp ZTE Blade A72 Ram 3GB Internal 128GB Garansi Resmi","2.099.000","","","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1777369813-4","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","Hp ZTE Blade A52 Ram 4GB Internal 64GB Garansi Resmi","1.849.000","","","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1777369813-5","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","Hp ZTE Blade V40 Vita Ram 4GB Internal 128GB Garansi Resmi","2.399.000","","","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1777369813-6","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE NUBIA V70 DESIGN RAM 8+8GB/128GB 8+8GB/256GB GARANSI RESMI","1.867.000","","","","Kab. Deli Serdang"
"1777369813-7","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Blade A54 [4GB+128GB]-[4GB+64GB] Garansi Resmi","1.025.000","5","Terjual 1","","Kota Jakarta Timur"
"1777369813-8","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia Neo 2 5G (Ram 8+12GB, Rom 256GB, 6000mAh, Game Changer)","2.499.000","5","Terjual 1","","Kota Malang"
"1777369813-9","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Blade A35 (RAM 4GB, ROM 64GB, Extended RAM 8GB, 90Hz Refresh Rate)","999.000","","","","Kota Malang"
"1777369813-10","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","nubia V70 8/128 8/256 Garansi resmi","2.256.000","","","","Kota Jakarta Pusat"
"1777369813-11","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Blade A52 [ 4GB / 64GB ] Smartphone - Garansi Resmi","1.725.000","","","Kota Jakarta Pusat","Channel B Flagship Store"
"1777369813-12","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","Nubia A36 4/64GB [Smartphone Kamera AI 13MP, Layar 6.75"" 90Hz, Baterai 5000mAh] - Garansi Resmi","1.599.000","","Terjual 6","Kota Madiun","Maju Hardware Group Flagship Store"
"1777369813-13","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE NUBIA NEO3 GT 5G 8GB/256GB - GARANSI RESMI","3.170.000","","Terjual 2","Kota Jakarta Pusat","Agres Mobile Flagship Store"
"1777369813-14","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","Nubia A56 4/128GB [Smartphone Kamera AI 13MP Triple Camera Layar 6.75"" ,90Hz, Baterai 5000mAh] - Garansi Resmi","1.699.000","5","Terjual 1","Kota Madiun","Maju Hardware Group Flagship Store"
"1777369813-15","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE NUBIA NEO3 GT 5G 8GB 256GB garansi resmi","3.999.000","","","Kota Jakarta Utara","Agres.id Flagship Store"
"1777369813-16","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE NUBIA NEO3 5G ( 8GB/256GB ) GARANSI RESMI","2.668.000","5","Terjual 7","Kota Jakarta Pusat","Agres Mobile Flagship Store"
"1777369813-17","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","Hp Zte blade A52 4/64GB","1.900.000","5","Terjual 2","","Kota Palembang"
"1777369813-18","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia Neo 3 GT 8/256GB Garansi Resmi Indonesia","3.299.000","","","Kota Cimahi","Atlantic Cellular Flagship Store"
"1777369813-19","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia A56 4/128GB Garansi Resmi","1.499.000","","","","Kota Semarang"
"1777369813-20","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE NUBIA NEO 3 GT 5G 8/256 GARANSI RESMI","2.885.000","","","","Kota Medan"
"1777369813-21","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia Focus Pro 5G (Ram 8GB, Rom 256GB, AI Photography)","2.899.000","","","","Kota Malang"
"1777369813-22","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia Neo 3 5G 8/256GB NFC Garansi Resmi","2.799.000","","","","Kota Semarang"
"1777369813-23","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE nubia Neo 3 GT 5G - 8GB/256GB","3.260.000","","","","Kota Jakarta Selatan"
"1777369813-24","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia V70 Design (Ram 8GB, Rom 128GB, 120Hz Refresh rate)","1.459.000","","","","Kota Malang"
"1777369813-25","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia Neo 3 5G 8/256GB NFC Garansi Resmi","2.799.000","","","","Kota Semarang"
"1777369813-26","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","zte nubia v70 design 8/128 garansi resmi","1.596.000","","Terjual 1","","Kota Jakarta Pusat"
"1777369813-27","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE BLADE A35 4/64GB - SMARTPHONE","999.000","5","Terjual 2","","Kab. Blora"
"1777369813-28","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE NUBIA NEO 2 5G | NEO 3 5G - SMARTPHONE","2.739.000","5","Terjual 1","","Kab. Bojonegoro"
"1777369813-29","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE NUBIA V60 6/256GB | 8/256GB - SMARTPHONE","1.472.000","","","","Kab. Bojonegoro"
"1777369813-30","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Blade A54 4/128 New Garansi Resmi","1.087.000","","","","Kab. Purwakarta"
"1777369813-31","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia Neo 3 5G 8/256GB NFC Garansi Resmi","2.799.000","","","Kota Semarang","HapeJoss Flagship Store"
"1777369813-32","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE nubia Neo 3 GT 5G Box Edition - 8GB/256GB","2.895.000","","","","Kota Jakarta Selatan"
"1777369813-33","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE nubia Neo 3 5G - 8GB/256GB","2.790.000","","","","Kota Jakarta Selatan"
"1777369813-34","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","Nubia Neo 3 5G 8/56GB 6000 mAh Fast Charging 33W | Nubia Neo 3 GT Garansi Resmi","2.793.000","","","Kota Jakarta Pusat","Global Teleshop Flagship Store"
"1777369813-35","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","NUBIA V70 MAX 6/128GB","1.349.000","","Terjual 6","Kota Surabaya","Sentra Pusat Gadget Flagship Store"
"1777369813-36","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE NUBIA NEO 5G 8/256GB - SMARTPHONE","2.251.000","","","","Kab. Bojonegoro"
"1777369813-37","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE NUBIAFOCUS PRO 8/256GB - SMARTPHONE","2.834.000","","","","Kab. Bojonegoro"
"1777369813-38","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE V50 8/128GB 8/256GB - SMARTPHONE","1.445.000","","","","Kab. Bojonegoro"
"1777369813-39","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE BLADE A54 4/64GB 4/128GB - SMARTPHONE","1.044.000","","","","Kab. Bojonegoro"
"1777369813-40","https://www.blibli.com/cari/hp%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE BLADE A55 4/128GB - SMARTPHONE","1.104.000","","","","Kab. Bojonegoro"
"1777369831-41","https://www.blibli.com/cari/smartphone%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Blade A52 [ 4GB / 64GB ] Smartphone - Garansi Resmi","1.725.000","","","Kota Jakarta Pusat","Channel B Flagship Store"
"1777369831-42","https://www.blibli.com/cari/smartphone%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","Zte Nubia Neo 3 GT 5G 8/256GB | Amoled 6.8inch | Unisoc T9100 | 6000mAh | Garansi Resmi","3.092.000","","","Kota Jakarta Barat","Bintang Timur Selindo  Flagship Store"
"1777369831-43","https://www.blibli.com/cari/smartphone%20ZTE?brand=ZTE&sort=0&category=AN-1000001&intent=false&firstLoad=false","ZTE Nubia A76 5G 8/128GB | 6.75"" | Unisoc T8300 | 5000 mAh | Garansi Resmi","1.922.000","","","Kota Jakarta Barat","Bintang Timur Selindo  Flagship Store"
